row_index,workflow_history,subject_as_recorded,subject_fast,source_authority_uri
34,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.686Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.145Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Astronomy--Early works to 1800.,http://id.worldcat.org/fast/819673,
35,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.686Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.145Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Astronomy--Islamic countries--History.,http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/1244130|http://id.worldcat.org/fast/1411628,
36,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.686Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.145Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Astronomy--Tables.,http://id.worldcat.org/fast/819745,
37,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.686Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.145Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Astronomy.,http://id.worldcat.org/fast/819673,
38,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.686Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Avatars (Religion),http://id.worldcat.org/fast/1429828,
39,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Bakers--England--Early works to 1800.,http://id.worldcat.org/fast/1431877|http://id.worldcat.org/fast/1219920,
40,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Barga (Italy)--History.,http://id.worldcat.org/fast/1235479|http://id.worldcat.org/fast/1411628,
41,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Berber poetry--Morocco--Texts.,http://id.worldcat.org/fast/830649|http://id.worldcat.org/fast/1205592|http://id.worldcat.org/fast/1423705,
42,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.424Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Beverages--Religious aspects--Islam--Early works to 1800.,http://id.worldcat.org/fast/898231,
43,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Beverages--Religious aspects--Islam.,http://id.worldcat.org/fast/898231,
44,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Bishops--Early works to 1800.,http://id.worldcat.org/fast/833378,
45,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Books of hours--Germany.,http://id.worldcat.org/fast/836484|http://id.worldcat.org/fast/1210272,
46,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Books of hours.,http://id.worldcat.org/fast/836484,
47,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Booksellers and bookselling--Early works to 1800.,http://id.worldcat.org/fast/836492,
48,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z","Botany, Medical--Early works to 1800.",http://id.worldcat.org/fast/836961,
49,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.613Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.235Z",Botany--Pictorial works--Early works to 1800.,http://id.worldcat.org/fast/836869|http://id.worldcat.org/fast/1423874,
50,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Bread--England--Early works to 1800.,http://id.worldcat.org/fast/1198482|http://id.worldcat.org/fast/1219920,
51,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Bridles--Early works to 1800.,http://id.worldcat.org/fast/838967,
52,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.323Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Cabala--Early works to 1800.,http://id.worldcat.org/fast/843481,
53,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Calendar,http://id.worldcat.org/fast/844160,
54,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Calendar.,http://id.worldcat.org/fast/844160,
55,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Canon law--Early works to 1800.,http://id.worldcat.org/fast/845910,
56,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Cesena (Italy)--History.,http://id.worldcat.org/fast/1205413|http://id.worldcat.org/fast/1411628,
57,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Chess--Early works to 1800.,http://id.worldcat.org/fast/853777,
58,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Christian life--Early works to 1800.,http://id.worldcat.org/fast/859185,
59,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Christian saints--Italy--Biography--Early works to 1800.,http://id.worldcat.org/fast/859491|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1919896,
60,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Christian saints.,http://id.worldcat.org/fast/859491,
61,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Church history--Early works to 1800.,http://id.worldcat.org/fast/1411629,
62,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Ciphers--Early works to 1800.,http://id.worldcat.org/fast/861549,
63,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",Cisterna di Latina (Italy),http://id.worldcat.org/fast/1877258,
64,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.236Z",City planning--Italy--Rome--Early works to 1800.,http://id.worldcat.org/fast/862177|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204500,
65,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.237Z",Clothing and dress--Religious aspects--Islam--Early works to 1800.,http://id.worldcat.org/fast/864715,
66,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.237Z",Coffee--Early works to 1800.,http://id.worldcat.org/fast/866301,
67,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.237Z","Confession--Catholic Church--Handbooks, manuals, etc.--Early works to 1800.",http://id.worldcat.org/fast/1750863|http://id.worldcat.org/fast/1423877,
68,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.237Z",Cosmography--Early works to 1800.,http://id.worldcat.org/fast/880594,
69,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.324Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.512Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.687Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.614Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.146Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.425Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.237Z",Cosmology--Early works to 1800.,http://id.worldcat.org/fast/880600,
