row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
53,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z",Italian.,ita,Italian,Q652
54,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z",Language: Latin. Cover flyleaf and rear board contain notes written in Italian.,|lat,Latin|Italian,Q397|Q652
55,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z",Latin,,Latin,Q397
56,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z",Latin,lat,Latin,Q397
57,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z",Latin (f. 1r-5r) and Italian with rubrics in Latin (f. 5v-20r).,lat|ita,Latin|Italian|Latin,Q397|Q652|Q397
58,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z","Latin, with a few poems in Italian (f. 106r-108v).",lat|ita,Latin|Italian,Q397|Q652
59,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.020Z","Latin, with a few words in Spanish (f. 7r).",lat|spa,Latin|Spanish,Q397|Q1321
60,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.551Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.021Z","Latin, with one section (f. 267r-272r) and some recipes, notes, and names in Italian.",lat,Latin|Italian,Q397|Q652
61,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.021Z","Latin, with several items in Italian.",lat|ita,Latin|Italian,Q397|Q652
62,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.021Z","Latin, with some French translations in the first conjugation table (f. 8r-9r).",lat|fre,Latin|French,Q397|Q150
63,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.021Z",Latin.,lat,Latin,Q397
64,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.380Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.283Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.021Z",Latin; Anglo-Norman; Middle French (ca. 1400-1600),lat|xno|frm,Latin|Anglo-Norman|Middle French,Q397|Q35214|Q1473289
65,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.021Z",Latin; Dutch,,Latin|Dutch,Q397|Q7411
66,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.022Z",Latin; English,,Latin|English,Q397|Q1860
67,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.022Z",Latin; English,lat|eng,Latin|English,Q397|Q1860
68,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.022Z",Latin; French,,Latin|French,Q397|Q150
69,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.552Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Latin; German,,Latin|German,Q397|Q188
70,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Latin; Italian,lat|ita,Latin|Italian,Q397|Q652
71,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Latin; Italian,,Latin|Italian,Q397|Q652
72,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Latin; Middle French (ca. 1400-1600),lat|frm,Latin|Middle French,Q397|Q1473289
73,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle English,,Middle English,Q36395
74,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle English.,enm,Middle English,Q36395
75,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle English.,eng|enm,Middle English,Q36395
76,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle French (ca. 1400-1600); Latin,frm|lat,Middle French|Latin,Q1473289|Q397
77,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle French and Latin.,frm,Middle French|Latin,Q1473289|Q397
78,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.553Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z","Middle French, with some sections in Latin (f. 77r-81v, 85v-87r, 93r-98r, 137v, 141r).",frm|lat,Middle French|Latin,Q1473289|Q397
79,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle French.,frm,Middle French,Q1473289
80,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Middle High German (ca. 1050-1500),gmh,Middle High German,Q837985
81,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z","Middle High German, with some Latin.",gmh|lat,Middle High German|Latin,Q837985|Q397
82,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z","No linguistic content, Not applicable",zxx,no linguistic content,Q22282939
83,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Old French (842-ca. 1400),fro,Old French,Q35222
84,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.284Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Ottoman Turkish and Persian with some Arabic quotations and headings.,ota|per|ara,Ottoman Turkish|Persian|Arabic,Q36730|Q9168|Q13955
85,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Ottoman Turkish and Persian.,ota|per,Ottoman Turkish|Persian,Q36730|Q9168
86,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Ottoman Turkish.,ota,Ottoman Turkish,Q36730
87,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Ottoman with translations from Arabic; inserts in Persian laid in.,ota|ara,Ottoman Turkish|Arabic|Persian,Q36730|Q13955|Q9168
88,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.023Z",Persian,per,Persian,Q9168
89,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian translations and commentary with Arabic source-text.,per,Persian|Arabic,Q9168|Q13955
90,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with Arabic source-text.,per,Persian|Arabic,Q9168|Q13955
91,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with Arabic source-text.,per|ara,Persian|Arabic,Q9168|Q13955
92,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with source-text in Arabic; some glosses and notes in Chinese.,per|chi,Persian|Arabic|Chinese,Q9168|Q13955|Q7850
93,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with two pages in Arabic (f. 1v-2r).,per,Persian|Arabic,Q9168|Q13955
94,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with two pages in Arabic (f. 23r/v).,per,Persian|Arabic,Q9168|Q13955
95,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian.,per,Persian,Q9168
96,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Spanish,,Spanish,Q1321
97,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Spanish.,spa,Spanish,Q1321
98,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Tashelhit / Shilha.,ber,Shilha,Q34152
99,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Text in Latin.,,Latin,Q397
100,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Text in Old French.,,Old French,Q35222
101,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",ara,ara,Arabic,Q13955
102,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",ber,ber,Berber,Q25448
103,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",chi,chi,Chinese,Q7850
104,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",dan,dan,Danish,Q9035
105,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",dut,dut,Dutch,Q7411
106,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng,eng,English,Q1860
107,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;dut,eng|dut,English|Dutch,Q1860|Q7411
108,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;dut;fre;ita;lat,eng|dut|fre|ita|lat,English|Dutch|French|Italian|Latin,Q1860|Q7411|Q150|Q652|Q397
109,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;dut;lat,eng|dut|lat,English|Dutch|Latin,Q1860|Q7411|Q397
110,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;enm,eng|enm,English|Middle English,Q1860|Q36395
111,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;fre,eng|fre,English|French,Q1860|Q150
112,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;fre;lat,eng|fre|lat,English|French|Latin,Q1860|Q150|Q397
