ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f010_los_virtuosos_varones_portugal_1450ca,pftp-010,http://media.library.ohio.edu/digital/collection/p15808coll19/id/368,https://media.library.ohio.edu/iiif/2/p15808coll19:368/manifest.json,Spain|Salamanca,Q129|Q6987,1489,1489^1489,15,http://vocab.getty.edu/aat/300404465,false,"Blasón general de todas las insignias del universe, Spain, circa 1489 (PftP leaf: s01, f010)",,,,Q114420,,,Heraldic reference sources|Manuscripts (documents),Q114398|Q38609,"Gracia Dei, Pedro de",,Q114404,,,,,,,,,,,,,Spanish,Q114,Paper (fiber product),Q31,Extent: 1 leaf; Paper (fiber product); 18.4 cm x 13.7 cm,"Script: Cursive|Decoration: initials (layout features); long-line format; marginalia (annotations);|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM LOS VIRTUOSOS VARONES, author unknown|A Portuguese manuscript on the nobility of the Portuguese aristocracy, circa 1450|An unusual work on fine paper with the distinctive barbed design of the initial letters that mark it with the Portuguese accent|The black having faded to a soft brown and the gold embellishing to yellow, this little book shows gentle usage through the thumb-print smudges on the corners|Tiny Portugal left its mark in history through trade and discovery, and one seldom finds works of this era|© 1964, T.F.I.|Pages from the Past, Set I: History of the written word",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f007_psalterium_france_1200s,pftp-007,http://media.library.ohio.edu/digital/collection/p15808coll19/id/332,https://media.library.ohio.edu/iiif/2/p15808coll19:332/manifest.json,France,Q122,1100s,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"Psalterium, France, 1100s (PftP leaf: s01, f007)",,,,Q660,,,Manuscripts (documents)|Psalters (books),Q38609|Q4323,,,,,,,,,,,,,,,,Latin,Q113,Vellum (parchment),Q33,Extent: 1 leaf; Vellum (parchment); 10.8 cm x 12.9 cm,"Script: Gothic|Decoration: initials (layout features); line fillings; long-line format; pen-flourished initials; rules (layout features);|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A THIRTEENTH CENTURY MANUSCRIPT, being a liturgical book, the Psalterium, similar to portions of the modern missal|This example is typical of the period when small manuscripts first came into vogue, and the large bold script of the Twelfth Century had given place to fine, compact gothic characters as seen on this page|The small initial letters with their neat outlines nevertheless are rather elaborately filigreed and a delight to the eye, as well as being unmistakably French in origin|The vellum, though showing the wear of 700 years, is of fine quality|Note the imaginative and artistic ""space-filler designs.""  © 1964, T.F.I.|Pages from the Past, Set I: History of the written word|This leaf - the front (recto) and back (verso) of a single sheet of velum removed from a book which has been deconstructed - was drawn from a psalter composed in France in the 12th century AD.|This leaf measures 4.3 by 5 inches, smaller than a trade paperback novel.|The text is an example of Gothic script, a bookhand that emphasizes sharp vertical lines and which sports a distinctive diamond shaped period.|The scribe has utilized vivid red and blue inks to form the capitals.|Red ink would have been produced using cinnabar, a compound containing mercury - making the scribal habit of licking the bristles of a brush to bring them to a point particularly hazardous!|The psalter is a liturgical work that first came into use in the early sixth century AD.|Psalters contain the biblical Book of Psalms, arranged in a deliberate order to facilitate Christian worship.|Medieval psalters were arranged according to the Rule of Saint Benedict.|The psalter would be performed as part of the Liturgy of the Hours, a series of eight points - the canonical ‘hours’ -  throughout each day during which monks would recite psalms.|This particular leaf contains the text of Psalm 68:22-28, which would have been recited by monks following the Benedictine rule at Matins on Wednesdays - during the night, typically around 2 AM.",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f008_book_of_hours_belgium_1450ca,pftp-008,http://media.library.ohio.edu/digital/collection/p15808coll19/id/335,https://media.library.ohio.edu/iiif/2/p15808coll19:335/manifest.json,Belgium|Netherlands,Q1243|Q651,1400s,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"Book of hours, Netherlands, mid-1400s (PftP leaf: s01, f008)",,,,Q795,,,Books of hours|Manuscripts (documents),Q5889|Q38609,,,,,,,,,,,,,,,,Dutch,Q793,Vellum (parchment),Q33,Extent: 1 leaf; Vellum (parchment); 15.2 cm x 11.1 cm,"Script: Gothic|Decoration: Long-line format; Rules (layout features);|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM THE DUTCH BOOK OF HOURS, a lovely leaf on vellum written in the middle of the 15th Century in the even, firm calligraphy with the very wide margins that so typifies the traditionally plain Horae|Written in a firm gothic script that has turned a soft black over the centuries, one can not but marvel at the devotion shown by countless monks in creating and assembling such religious works with such painstaking care|© 1964, T.P.I.|Pages from the Past, Set I: History of the written word",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f009_germany_1450ca,pftp-009,http://media.library.ohio.edu/digital/collection/p15808coll19/id/338,https://media.library.ohio.edu/iiif/2/p15808coll19:338/manifest.json,Germany,Q131,1450 circa,1425^1475,15,http://vocab.getty.edu/aat/300404465,false,"Religious manuscript, Germany, circa 1450 (PftP leaf: s01, f009)",,,,Q1465,,,Manuscripts (documents)|Religious texts,Q38609|Q42399,,,,,,,,,,,,,,,,Latin,Q113,Vellum (parchment),Q33,Extent: 1 leaf; Vellum (parchment); 14.6 cm x 10.3 cm,"Script: Gothic|Decoration: Initials (layout features); Long-line format; Rubrics;|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A GERMAN MANUSCRIPT on vellum|circa 1450, written in an upright, careful gothic German|A religious work|Such manuscripts served as the fountain of all learning until the advent of printing|thereafter to die out in a few score years|Of the many combinations of paper and vellum, printing and manuscript, only the printing on paper has survived today to serve as a recorder of history|The blue and red initial letters have retained clarity despite the hard usage to which this little book was obviously put|© 1964, T.F.I.|Pages from the Past, Set I: History of the written word|This leaf - the front (recto) and back (verso) of a single sheet of velum removed from a book which has been deconstructed - is drawn from a religious text manufactured in Germany around 1450 AD.|The leaf itself measures 5.75 by 4 inches, making it smaller than a trade paperback.|The text is an example of Gothic script, a bookhand that emphasizes sharp vertical lines and which sports a distinctive diamond shaped period.|The scribe has utilized vivid red and blue inks to form the capitals.|Of note on the verso are two duller capitals, likely written in terre verte or “Green Earth,” a dull green pigment produced from clay containing natural aluminum, magnesium, and iron silicates.|The psalter is a liturgical work that first came into use in the early sixth century AD.|Psalters contain the biblical Book of Psalms, arranged in a deliberate order to facilitate Christian worship.|Medieval psalters were arranged according to the Rule of Saint Benedict.|The psalter would be performed as part of the Liturgy of the Hours, a series of eight points - the canonical ‘hours’ -  throughout each day during which monks would recite psalms.|This particular leaf contains the text of Psalm 39:14-40:8, which would have been recited by monks following the Benedictine rule at Matins on Mondays - during the night, typically around 2 AM.",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f015_breviary_france_1490,pftp-015,http://media.library.ohio.edu/digital/collection/p15808coll19/id/365,https://media.library.ohio.edu/iiif/2/p15808coll19:365/manifest.json,Belgium|France|Netherlands;,Q1243|Q122|Q651,1490 circa,1470^1520,15;16,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,"Breviary, Low Countries or France, circa 1490 (PftP leaf: s01, f015)",,,,Q657,,,Breviaries|Manuscripts (documents),Q3593|Q38609,,,,,,,,,,,,,,,,Latin,Q113,Vellum (parchment),Q33,Extent: 1 leaf; Vellum (parchment); 17.9 cm x 12 cm,"Script: Gothic|Decoration: Columns (layout features); Initials (layout features); Rubrics; Rules (layout features);|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A 15TH CENTURY BREVIARY Manuscript by a monastic scribe, probably in the Low Countries or in Northern France, circa 1490|Compact Gothic lettering is typical of all medieval breviaries and similar small books of devotion, as is the fine vellum employed|The blue initials used throughout are of encrusted lapis lazuli, prepared by grinding the semiprecious stone into a fine powder|hence the lasting quality of this color|The vermilion must also have been of the best quality, judging by its freshness as contrasted with the black|© 1964, T.F.I.|Pages from the Past, Set I: History of the written word",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f054_anti-catholic_treatise_germany_1551,pftp-054,http://media.library.ohio.edu/digital/collection/p15808coll19/id/446,https://media.library.ohio.edu/iiif/2/p15808coll19:446/manifest.json,Germany,Q131,1551|1551-04,1551^1554,16,http://vocab.getty.edu/aat/300404510,false,"Anti-Catholic manuscript, Germany, 1551 (PftP leaf: s01, f054)",,,,,,,Manuscripts (documents)|Religious texts,Q38609|Q42399,,,,,,,,,,,,,,,,German,Q112,Paper (fiber product),Q31,Extent: 1 leaf; Paper (fiber product); 21 cm x 15.9 cm,"Script: Cursive|Decoration: Long-line format|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A GERMAN MANUSCRIPT - an interesting anti-Catholic theological diatribe signed by five Protestant pastors and dated the third of April, 1551|The German script is clear and legible even though most of the points under discussion, such as the significance of congruent and prevenient grace, are far from possessing a similar crystalline quality|In fact, the crabbed style of this Sixteenth Century holograph shows the characteristic hand of the zealous scholar rather than that of the trained scrivener|We are, of course, in the full tide of the Reformation, and it is but natural that the graces of calligraphy should wilt beneath the glare of theological controversy|© 1926, T.F.I.|Pages from the Past, Set I: History of the written word",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f082_koran_egypt_16th_century,pftp-082,http://media.library.ohio.edu/digital/collection/p15808coll19/id/251,https://media.library.ohio.edu/iiif/2/p15808coll19:251/manifest.json,South Asia,Q18348,18th century,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,"Qur'an|Qur'an, South Asia, 1700s (PftP leaf: s01, f082)|Leaf containing al-Mulk most of verses 3 to 18 (67:3-18)",||,||,||,Q3697|Q3697|Q114421,,,Manuscripts (documents)|Qur'ans,Q38609|Q11441,,,,,,,,,,,,,,,,Arabic,Q118,Paper (fiber product),Q31,Extent: 1 leaf; Paper (fiber product); 30 cm x 18.7 cm,"Layout: Written in 11 long lines|Layout: border ruled in red and blue|Layout: readings in red|Layout: verse endings marked with black-lined, gold colored roundels with a red central dot; red ʿayn in the margin mark rukūʿ.|Script: naskh in black ink; pointed and vocalized|Decoration: borders (ornament areas); long-line format;|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A MANUSCRIPT KORAN, executed in a clear, firm hand in the style of chirography known as Naskhi|The paper, of course, was hand-made, and like most Oriental papers has been carefully sized and polished|The calligraphist wrote with a reed|Although this interesting MS|contains no record of place or date, it is probably Egyptian in origin, and undoubtedly of the Sixteenth Century|The language is Arabic, for no matter where a Koran is transcribed or printed, according to Muhammadan law it must adhere to the language of the adored Prophet|Arabic is a Semitic language, derived from the Aramean alphabet, and its gradual evolution, as a philologist puts it, ""into a curious 'short-hand', with its many ambiguous abbreviations of the historic letters, is one of the most remarkable transformations known in the history of calligraphy""|And no less remarkable, it may be added, was the swift spread of this once insignificant dialect, unaided by the printing press, to a commanding position among the great languages of the world|Arabic, like Persian, is read from right to left|© 1926, T.F.I.|Pages from the Past, Set I: History of the written word","Metadata in this record was supplied in part by Kelly Tuttle, DS Manuscript Data Curation Fellow, whose work was made possible by a major grant from the National Endowment for the Humanities: Democracy demands wisdom. Any views, findings, conclusions, or recommendations expressed in this record do not necessarily represent those of the National Endowment for the Humanities.",2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f084_shahnama_firdausi_persia_1625ca,pftp-084,http://media.library.ohio.edu/digital/collection/p15808coll19/id/266,https://media.library.ohio.edu/iiif/2/p15808coll19:266/manifest.json,Iran,Q2822,16th century,1500^1599,16,http://vocab.getty.edu/aat/300404510,false,"Shāhnāmah|Shahnameh, Iran, circa 1600s (PftP leaf: s01, f084)|Excerpt from the Shahnameh concerning a letter exchange with Khosrow Parviz",||,||,||,Q18627|Q18627|Q18627,,,Manuscripts (documents)|Poems,Q38609|Q38833,Firdawsī,,Q18691,,,,,,,,,,,,,Persian,Q120,Paper (fiber product),Q31,Extent: 1 leaf; Paper (fiber product); 32.4 cm x 20.3 cm,"Layout: Written in 25 lines in 4 columns|Layout: border ruled in gold, green, brown, orange, white, and blue with a red frame rule|Layout: intercolumnar fill in gold and blue with foliate patterns; header in gold and blue with foliate decoration|Script: nastaʿlīq in black ink|Decoration: borders (ornament areas); chrysography; columns (layout features); illuminations (painting)|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A PERSIAN MANUSCRIPT of the early Seventeenth Century, viz., the Shahnama of Firdausi, probably the greatest, as it is the longest poem in the Persian language|Firdausi lived in the Tenth and Eleventh Centuries, and finished this, his chief work, about the year 1010|He has been likened to Homer, but the two poet-chroniclers were as different in their methods as it was possible to be, Firdausi's masterpiece being quite loose in structure, with innumerable personal references and egotistical digressions|Yet it embraces the whole mythological history of the Iranians and celebrates the achievements of their kings and rulers from earliest times to the invasion of the Saracens, a period of more than 3,600 years|This manuscript page, with its exquisite, minute decorations, shows in what high esteem Firdausi was held|The calligraphy, in the style known as Shekasteh Nastaliq, is no less perfect than the illuminations, and the manuscript in its entirety represented years of the most exacting labor, such as only an Oriental craftsman would have the will or the skill to perform|© 1926, T.F.I.|Pages from the Past, Set I: History of the written word|This leaf from the Shahnameh by Firdawsi (940 – 1019/1025), also known as Firdousi, is about the letter of Khosrow Parviz (King of Persia, Sassanid period) to the Roman (Byzantine) emperor.|During that period, 7th CE, both the Byzantine Empire and the Sassanid Dynasty of Persia were indeed powerful.|They engaged in prolonged conflicts, particularly the Byzantine-Sassanid Wars, which significantly weakened both empires.|These weakened states were subsequently vulnerable to the conquests by Arab Muslims, ultimately leading to the transformation of their territories into Islamic domains.","Metadata in this record was supplied in part by Kelly Tuttle, DS Manuscript Data Curation Fellow, whose work was made possible by a major grant from the National Endowment for the Humanities: Democracy demands wisdom. Any views, findings, conclusions, or recommendations expressed in this record do not necessarily represent those of the National Endowment for the Humanities.",2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f128_antiphonary_spain_1600s,pftp-128,http://media.library.ohio.edu/digital/collection/p15808coll19/id/650,https://media.library.ohio.edu/iiif/2/p15808coll19:650/manifest.json,Spain,Q129,1700s,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,"Antiphonary, Spain, circa 1600s (PftP leaf: s01, f128)",,,,Q654,,,Antiphonaries|Manuscripts (documents),Q4306|Q38609,,,,,,,,,,,,,,,,Spanish,Q114,Paper (fiber product),Q31,Extent: 1 leaf; Paper (fiber product); 40 cm x 27.3 cm,"Decoration: Illuminations (painting); Initials (layout features); Musical notation; Rubrics;|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM A SPANISH ANTIPHONARY of the Seventeenth Century, typical of the Catholic choir books of that period, particularly in Spain|The Antiphonary, or Antiphonal Book, formerly known as a Graduale, came into use in the early Middle Ages with the dual choir|For a time it contained all the liturgical songs, but later became restricted to the Introit, the Epistles, the Offertory and the Communion|The unusual size of some of these Spanish ""missals,"" was possibly due to the gloom of the churches, especially in Barcelona and the South|hence also the plain, bold lettering and musical notation|Forced thus by necessity to make words and music readable at considerable distances in the semi­darkness, the monks took pleasure, not to say pride, in elaborating unimportant initials, as will be seen in this example|The evolution of the live line staff makes an interesting study|When first introduced it was restricted to secular music, the four line staff to church music|and while the latter persisted almost to modern times, the five staves assumed the ascendancy from the Sixteenth Century onwards|The student will recognize the square note with a tail as the long sound, the square note without a tail as the breve, and the lozenge-shaped note as the semi-breve|also he will notice the absence of some of the most important devices in modern musical nomenclature, and marvel at the instinctive skill necessary to bridge these omissions|This manuscript was purchased in Seville|© 1965, T.F.I.|Pages from the Past, Set I: History of the written word",,2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
,,,ds-csv,ds-schema,Q110522,Ohio University,pftp_f130_poems_epics_persia_1680-1720,pftp-130,http://media.library.ohio.edu/digital/collection/p15808coll19/id/569,https://media.library.ohio.edu/iiif/2/p15808coll19:569/manifest.json,Iran,Q2822,18th century,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,"Dīvān-i Kalīm|Poetry manuscript, Iran, 1700s (PftP leaf: s01, f130)|Excerpt from Dīvān-i Kalīm",||,||,||,Q114416|Q1330|Q114416,,,Illuminated manuscripts|Manuscripts (documents)|Poems,Q4268|Q38609|Q38833,"Kalīm, Abū Ṭālib, -1651?",,Q114407,,,,,,,,,,,,,Persian,Q120,Paper (fiber product),Q31,Extent: 1 leaf; Paper (fiber product); 12.7 cm x 10.2 cm,"Layout: Written in 8 angled lines in two columns|Layout: gold sprinkled text box with floral border rules in gold and red|Layout: gold foliate intercolumnar fill|Layout: gold and blue border rules|Layout: rubrications in red and blue|Script: nastaʿlīq in black ink|Decoration: columns (layout features); borders (ornament areas); flowers (motif); foliage (motif); chrysography; illuminations (painting); marginal illustrations;|Provenance: This leaf is from a portfolio compiled by The Foliophiles Inc. and issued as a limited edition under the title ""Pages from the past: Original leaves from rare books and manuscripts.""|Provenance: The set of leaves belonging to Ohio University is number 18 of 20 in ""Portfolio set I: History of the written word.""|Provenance: The transcribed labels accompanying these leaves were originally written by The Foliophiles, Inc., a now-defunct New York association of rare book dealers that was also known as the Society of Foliophiles.|Provenance: Between 1925 and 1968 The Foliophiles disbound hundreds of historical texts and assembled them into several thematic portfolio sets.|Provenance: These were then issued in “editions” of between 15 and 200 leaves. Universities across America subsequently purchased these portfolios as teaching tools.|Provenance: While a small number of the selected leaves come from other cultures, the vast majority are from European texts. The collecting and marketing practices of The Foliophiles reflect the values of the members of the association and the contemporary American rare book market.|Provenance: Original descriptions, therefore, may contain outdated language, speculation, or inaccurate information.|The following text is based on the original seller's label. FROM EARLY 18TH CENTURY ILLUMINATED PERSIAN MS|A superb leaf of glazed paper inscribed with double columns of magnificent Persian script, surrounded by multiple gold borders, and illuminated with gold and red floral ornamentation|The text inscription area is tinted a soft beige, rose, or green, making a lovely ""mounted"" effect|The text consists of celebrated Persian poems and epics|Persia, ca. 1680-1720|© 1964, T.F.I.|Pages from the Past, Set I: History of the written word|In this poem, the poet Kalimi discusses the challenges of being far from his homeland. He appears to be in India and expresses regret about being distant from Iran. He also conveys his fear that he may never have the opportunity to return to Iran and find happiness there.","Metadata in this record was supplied in part by Kelly Tuttle, DS Manuscript Data Curation Fellow, whose work was made possible by a major grant from the National Endowment for the Humanities: Democracy demands wisdom. Any views, findings, conclusions, or recommendations expressed in this record do not necessarily represent those of the National Endowment for the Humanities.",2026-06-02 14:57:27 -0400,20260514,20260514-ohio-csv.csv
