ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
DS16411,"","",marc-xml,"",Q54115,Wellesley College,in00000626140,P1035,https://libcat.wellesley.edu/Record/in00000626140,https://repository.wellesley.edu/node/31782/manifest,"Verona, Italy",Q124;Q134,1449,1449,15,http://vocab.getty.edu/aat/300404465,true,Divina commedia /,"",Divina commedia,"",Q17595,Manuscripts|Poetry,Q331|Q247,"Wellesley College Library. Plimpton Collection.--Manuscript.--1035|Heaven--Poetry--Early works to 1800|Hell--Poetry--Early works to 1800|Purgatory--Poetry--Early works to 1800|Manuscripts, Italian--Massachusetts--Wellesley",Q67999;Q331|Q4909;Q247;Q300|Q68118;Q247;Q300|Q7660;Q247;Q300|Q269;Q68117,"Dante Alighieri, 1265-1321","",Q40500,"","","","","","","","","","Cagnolis, Augustinus de|Silva, Donato Ferdinando Antonio, 1690-1779|Silva, Ercole, 1756-1840|Adda, Gerolamo, marchese d', 1815-1881|Murray, Charles Fairfax, 1849-1919",||||,Q68642|Q68643|Q16631|Q68629|Q1791,ita,Q116,"","","Extent: i, 206, i leaves ; 284 x 192 (198 x 84) mm","Collation: Folio paper with mountain watermark. i, 1-312, 414, 516, 612, 7-1216, 1310, 1414, 158, i. Catchwords in quires 1-4 and 6-15 are brown inscribed in a box, that of quire 5 is red inscribed in a box. Two modern pencil foliation series, that in the upper right corner is incorrect, that in the lower right corner is correct.|Layout: 1 column, 37 lines. Bounding and writing lines in brown ink, Prickings for vertical bounding lines.|Script: Written in a Humanistic bookhand, the hand of Firmus de Cagnolis (see colophon on fol. 196v), in brown ink. Red rubrics.|Decoration: 7-line red initial at the beginning of the Inferno, similar initials lacking for the other two books, 3-line red initials at the beginning of each Canto, tercet initials stroked red.|Origin: Written in Verona on the 5th of April, 1449 by Firmus de Cagnolis, while imprisoned in the Old Castle at Verona, with further inscriptions on fol. 205.|Belonged to Augustinus de Cagnolis, the son of Firmus de Cagnolis, with his inscription on fol. 205. Conte Donato Silva (his stamp on fol. i verso). Conte Ercole Silva sale (Paris, 15 February 1869, n. 252) to Michelis. Marchese Girolamo d'Adda collection (bookplate inside front cover), Milan (catalogue, 1902, p. 11, nr. 10). C. Fairfax Murray collection. T. De Marinis, Cat. VIII (1908), n. 19; T. De Marinis sale (Milan, 17 June 1926, n. 236, pl XVIII) to Martini; bought by Wellesley College in October 1928.","",2026-06-02 14:57:12 -0400,20250409,20260421-wellesley-marc.xml
DS16403,"","",marc-xml,"",Q54115,Wellesley College,in00000625536,MS 11,https://libcat.wellesley.edu/Record/in00000625536,https://repository.wellesley.edu/node/35379/manifest,"Rome, Italy",Q123;Q134,996,996,10,http://vocab.getty.edu/aat/300404502,true,Confirmation of possessions and privileges of the Monastery of St. Boniface and St. Alexius in Rome,"","","",Q5990,Manuscripts|Privileges and immunities,Q331|Q3533,"Holy Roman Empire--Charters, grants, privileges|Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",Q4317;Q8353|Q10783;Q68117,"Otto III, Holy Roman Emperor, 980-1002","",Q8416,"","","","","","","","","","Payne, J. T|Medlicott, William Gibbons, 1816-1883|Basilica of Ss. Bonifacio e Alessio all'Aventino (Rome, Italy)",||,Q68636|Q41246|Q68671,In Latin,Q113,parchment,Q33,Extent: 1 sheet : parchment ; 711 x 534 (437 x 385) mm,"Title supplied by cataloger.|Parchment diploma.|Layout: 1 column, 23 lines of documentary text.|Script: Written in a notarial script in brown ink.|Origin: Written in Rome (signed by Emperor Otto III, with his monogram and seal) on 31 May 996.|In 1854, still belonged to the church of Sant'Alessio on the Aventine in Rome, where it was seen by Ludwig Bethmann. The document disappeared before 1865 and passed into the hands of J.T. Payne. Belonged to William G. Medlicott, Longmeadow (Cat. 1878, n. 2723)","",2026-06-02 14:57:12 -0400,20250402,20260421-wellesley-marc.xml
DS16387,"","",marc-xml,"",Q54115,Wellesley College,in00000625537,MS 12,https://libcat.wellesley.edu/Record/in00000625537,https://repository.wellesley.edu/node/34517/manifest,Worms,Q68010,1521,1521,16,http://vocab.getty.edu/aat/300404510,true,Grant of mining rights,"","","",Q5982,Manuscripts,Q331,"Letters patent|Gold mines and mining|Land grants|Holy Roman Empire--Charters, grants, privileges|Manuscripts, Spanish--Massachusetts--Wellesley",Q38491|Q12684|Q8170|Q4317;Q8353|Q202;Q68117,"Charles V, Holy Roman Emperor, 1500-1558","",Q7656,"","","","","","","","","","","","",In Spanish,Q114,"","",Extent: 1 sheet ; 396 x 297 (188 x 265) mm,"Title supplied by cataloger.|Paper, watermark obscured.|Layout: 1 column, 35 lines.|Script: Written in a Spanish notarial script in brown ink.|Decoration: Seal of Charles V embossed on paper and attached to verso.|Origin: Written in Worms on 6 March, 1521 and signed by Charles V on behalf of Francisco de Sotomayor, count of Belalcac̦ar. Nineteenth-century descriptive label attached to verso.","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16406,"","",marc-xml,"",Q54115,Wellesley College,in00000625541,MS 16,https://libcat.wellesley.edu/Record/in00000625541,https://repository.wellesley.edu/node/34520/manifest,England,Q133,1593,1593,16,http://vocab.getty.edu/aat/300404510,true,Letters patent,"","","",Q39988,Manuscripts,Q331,"Letters patent--England|Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",Q38491;Q320|Q10783;Q68117,"Elizabeth I, Queen of England, 1533-1603","",Q40584,"","","","","","","","","","Medlicott, William Gibbons, 1816-1883","",Q41246,lat|e-uk-en|n-us-ma,Q113|Q109|Q109,parchment,Q33,Extent: 1 leaf : parchment ; 173 x 296 (110 x 233) mm,"Title supplied by cataloger.|Parchment.|Layout: 1 columns, 20 lines.|Script: Written in a notarial script in black ink. 9-line capital [E] in black ink.|Origin: Written on 2 May 1593 on behalf of John Hungerford, his wife Mary, and Antony and John Hungerford. The Great Seal of Queen Elizabeth (in its second version, used from 1586-1603) is attached.|William G. Medlicott collection, Longmeadow (Cat., 1878, n. 3169)","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16431,"","",marc-xml,"",Q54115,Wellesley College,in00000625691,MS 2,https://libcat.wellesley.edu/Record/in00000625691,https://repository.wellesley.edu/node/34251/manifest,Italy (Venice or Padua),Q134;Q2823;Q3091,1430?,1430,15,http://vocab.getty.edu/aat/300404465,false,"Graduale romanum, Temporale","","","",Q1121,Manuscripts,Q331,"Graduals (Chants)--Texts|Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",Q4137;Q3066|Q10783;Q68117,"","","","","","","","","","","","","","","",lat,Q113,parchment,Q33,Extent: 296 leaves : parchment ; 550 x 395 (387 x 262) mm,"Title supplied by cataloger.|Collation: Parchment. 1-78, 88(−1+1), 9-248, 254, 26-348, 3510, 368, 378+2; fol. 62 is a sixteenth-century replacement, quire 25 is short so that the Introit of the mass for the Feast of the Resurrection will begin on a new quire (on fol. 189). Catchwords are either written in the scribal hand in center of lower margin, or else in a very small crabbed cursive in the lower right corner of the page. Foliated by scribe in red roman numerals in the center of the outer margin of each recto.|Layout: 1 column, 7 staves. Bounding and writing lines in plummet. Square notation on a four-line red staff.|Script: Written in a rotunda in brown ink. Red rubrics.|Decoration: Initials alternate blue with red filigree or red with blue filigree. 53 historiated initials (plus a later initial on f. 62). f.1: David lifts up his soul to God, in the lower margin a clerical saint holds the model of a castle/walled town (?); f. 3: Hosea [i.e. Isaiah?]; f. 5: Amos; f. 22: Angel; f. 24: Annunciation to a Shepherd; f. 26: Nativity; f. 28v: St. Stephen; f. 31: St. John the Evangelist; f. 33: Slaughter of the Innocents; f. 36: St. Thomas of Canterbury; f. 38: prophet; f. 41: Adoration of the Magi; f. 43: male saint; f. 46: prophet; f. 49: male saint; f. 51: male saint; f. 54: male saint; f. 57: male saint; f. 68v: male saint; f. 98: male saint; f. 113: male saint; f. 129: male saint; f. 153: male saint; f. 189: Resurrection; f. 204v: male saint; f. 206: male saint; f. 208: male saint; f. 210: male saint; f. 213: male saint; f. 217v: Ascension of Christ; f. 220: prophet; f. 222v: [space left unfilled, for Vigil of Pentecost]: f. 224v: Pentecost; f. 237: Trinity; f. 239: prophet; f. 243: prophet; f. 244: prophet; f. 245v: prophet; f. 246v: prophet; f. 248: prophet; f. 249v: prophet; f. 251: prophet; f. 252: prophet; f. 254v: prophet; f. 257v: prophet; f. 259: prophet; f. 260: prophet; f. 261v: prophet; f. 262v: prophet; f. 267: prophet; f. 270v: prophet; f. 273v: male saint; f. 275v: prophet.|Origin: Written in Northeast Italy in the early fifteenth century.|Miniaturist: Master of the Donato Commission.|Authoritative scholarly article published on the subject of this manuscript: Armstrong, Lilian, ""The Master of the Donato Commission: Four Choirbooks,"" Bollettino d'Arte, no. 28 (Oct.-Dec. 2015), pp. 35-60.|Belonged in the fifteenth century to the church of St. Nicholas at Sacile (near Udine), inscription on f. 1 reads ""Hoc liber est deputatis ecclesiae S. Nicolai de Sacile.""","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16433,"","",marc-xml,"",Q54115,Wellesley College,in00000625700,MS 23,https://libcat.wellesley.edu/Record/in00000625700,https://repository.wellesley.edu/node/34523/manifest,France,Q122,13-- or 14--,1300^1450,14;15,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465,false,Lectionary,"","","",Q663,Manuscripts|Lectionaries,Q331|Q38489,"Lectionaries--Texts|Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",Q4239;Q3066|Q10783;Q68117,"","","","","","","","","","","","","","","",lat,Q113,"","",Extent: 2 leaves ; 156 x 116 (89 x 69) mm,"Title supplied by cataloger.|Collation: Vellum, 2 fol., consecutive and conjoint. 12. Modern pencil numbers these as folios 1 and 2 (added after their disbinding)|Layout: 2 columns (30 mm each), 28 lines. Bounding lines doubled, writing and bounding lines in light plummet.|Script: Written in a Gothic bookhand in black ink. Red rubrics.|Decoration: Initials alternate red with blue filigree or blue with red filigree.|Origin: Written in France in the late fourteenth or early fifteenth century.","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16434,"","",marc-xml,"",Q54115,Wellesley College,in00000625704,MS 27,https://libcat.wellesley.edu/Record/in00000625704,https://repository.wellesley.edu/node/34526/manifest,"Flanders, Belgium",Q126;Q1243,between 1450 and 1475,1450^1475,15,http://vocab.getty.edu/aat/300404465,false,Book of Hours,"","","",Q795,Books of hours|Manuscripts,Q38439|Q331,"Books of hours--Netherlands|Manuscripts, Dutch--Massachusetts--Wellesley",Q5889;Q5863|Q5931;Q68117,"Vrelant, Guillaume, -1481","",Q1830,"","","","","","","","","","Buturlin, Dmitrīĭ Petrovich, 1763-1829|Bools, W. E., Esq|Olschki, Leo S. 1861-1940",||,Q68658|Q68659|Q3215,In Middle Dutch,Q10833,parchment,Q33,"Extent: ii, 117, ii leaves : parchment ; 165 x 115 (93 x 61) mm","Title supplied by cataloger.|Collation: Parchment. 14+2, 22+3, 36+3, 46+1, 5-66, 74, 88, 94, 1010, 114, 128−1, 136+1, 14-156, 166+1, 17-186, 194; fol. 7, 8, 11, 13, 15, 23, 82, and 96 are singletons, apparently lacking one folio after fol. 76. Catchwords mostly trimmed away. Nineteenth- ; early-twentieth-century pencil foliation is incorrect but used here for reference (reaches 118 instead of 117)|Layout: 1 column, 17 lines. Bounding lines full-length, writing lines doubled and full length to inner margin at top and bottom, in purple plummet, prickings partially preserved in outer margin and for bounding lines.|Script: Written in a Gothic bookhand in brown ink. Red rubrics.|Decoration: Four 7-line initials in blue with white highlighting and salmon and gold infill on gold background with full border of scrolling acanthus in blue and gold with birds, flowers, and gold berries (fol. 8, 12, 16, and 83); twenty-five 4- to 5-line initials with full acanthus border (those for the votive prayers with outer or half-border only); 2-line gold initials throughout on background of colors; 1-line initials in-text alternate blue with red or gold with blue. Six full-page miniatures [see Contents above], in the style of William Backer van Vrelant (active Bruges ca. 1450-1481), according to unpublished notes by Lilian Armstrong, with strong stylistic and iconographic parallels to Walters Art Gallery MS W. 197, a manuscript attributed to Willem van Vrelant or his circle.|Origin: Written in Flanders in the third quarter of the fifteenth century. Saec. XVIII inscription on rear flyleaf reads ""No. 8595 ; Gen.""|Miniaturist: Guillaume Vrelant (-1481).|Armorial ex-libris [bookplate inside front cover] of ""Le Comte de Boutourlin"" (Count Dmitri Petrovich Boutourlin, 1763-1829, librarian of the Russian Imperial Library); Catalogue de la bibliothèque de Son Exc. M. Le Comte D. Boutourlin, Florence, 1831, p. 17, no. 155; sale of the Boutourlin Library [part 2], Paris, Maison Silvestre, 16 November 1840, lot 65. W.E. Bools, Esq., of Enderby House, Clapham; sale of his estate at London, Sotheby's, 22 June 1903, lot 789 (purch. Rolandi). Leo S. Olschki, Manuscrits sur velin avec miniatures du Xe au XVIe siècle (Catalogue 74), Florence, 1910, pp. 37, 40-41, no. 25. Bertha Mahony Miller, by whom given to Wellesley College in 1959.","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16427,"","",marc-xml,"",Q54115,Wellesley College,in00000625980,MS 34,https://libcat.wellesley.edu/Record/in00000625980,https://repository.wellesley.edu/node/34963/manifest,England,Q133,1577,1577,16,http://vocab.getty.edu/aat/300404510,true,Last will and testament,"","","",Q1422,Manuscripts|Wills,Q331|Q38554,"Norton, Andrew of Bristow--Will|Wills--England|Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",Q8019|Q8019;Q320|Q10783;Q68117,"Norton, Andrew, of Bristow","",Q68657,"","","","","","","","","","","","",lat,Q113,parchment,Q33,Extent: 1 sheet : parchment ; 428 x 653 (357 x 514) mm,"Title supplied by cataloger.|Layout: 1 column, 56 lines. Bounding lines full-length at sides, bounding and writing lines in plummet, prickings preserved in left margin, for writing lines only.|Script: Written in a secretarial hand in brown ink.|Decoration: Initials in an oversized Gothic script with decorative extensions.|Origin: Written in England on 27 August 1577.","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16407,"","",marc-xml,rda,Q54115,Wellesley College,in00000659795,MS 35,https://libcat.wellesley.edu/Record/in00000659795,https://repository.wellesley.edu/node/34966/manifest,"Ferrara, Italy",Q1299;Q134,between 1441 and 1448.,1441^1448,15,http://vocab.getty.edu/aat/300404465,false,"Leaf from the Llangattock breviary; Feast of St. Jerome (Sept. 30), Matins ; Feast of the Translation of Relics for St. Remigius (Oct. 1) ; Feast of St. Francis (Oct. 4)","","","",Q657;Q44092,Specimens|Devotional literature|Devotional literature|Prayers|Prayers|Prayers and devotions,Q239|Q38696|Q38696|Q38528|Q38528|Q3052,"Catholic Church--Prayers and devotions--Early works to 1800|Catholic Church--Liturgy--Early works to 1800|Catholic Church|Breviaries--Italy--15th century--Specimens|Illumination of books and manuscripts--Specimens|Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley|15th century|Illumination of books and manuscripts|Manuscripts, Latin (Medieval and modern)|Breviaries|Liturgics|Italy",Q310;Q3052;Q300|Q310;Q207;Q300|Q310|Q3593;Q249;Q154;Q239|Q272;Q239|Q10783;Q68117|Q154|Q272|Q10783|Q3593|Q207|Q249,"","","","Giorgio, d'Alemagna, active 1441-1479","",Q1103,"","","","","","","Llangattock, John Allan Rolls, Baron , 1837-1912","",Q27880,lat,Q113,parchment,Q33,Extent: 1 leaf : parchment ; 275 x 200 (170 x 130) mm,"Date range for the manuscript derived from the illuminator's active dates and Leonello d'Este's date of death.|Breviary illuminated by Giorgio d'Alemagna and others.|Layout: Written in two columns of 30 lines.|Script: Gothic textualis rotunda.|Decoration, recto: 4 two-line initials, two vertical bar extensions terminating in floral and foliate forms; verso: 3 two-line initials, one vertical bar extension terminating in floral and foliate forms, vertical border of foliate forms in outer margin.","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
DS16435,"","",marc-xml,"",Q54115,Wellesley College,in00000626050,MS 8,https://libcat.wellesley.edu/Record/in00000626050,https://repository.wellesley.edu/node/34258/manifest,England (Yorkshire),Q133;Q38328,between 1400 and 1450,1400^1450,15,http://vocab.getty.edu/aat/300404465,false,The pricke of conscience and others,"",Prick of conscience,"",Q40018,Manuscripts|Poetry,Q331|Q247,"English poetry--Middle English, 1100-1500--Manuscripts--Specimens|English poetry--Manuscripts--Specimens|Manuscripts, English (Middle)--Massachusetts--Wellesley",Q7121;Q38896;Q7090;Q38609;Q239|Q68122;Q239|Q328;Q68117,"","","","","","","","","","","","","Bowes, William Blakiston, 1691-1721","",Q68660,Middle English,Q119,"","",Extent: 252 pages ; 213 x 147 (156 x 96) mm,"Collation: 212, 314, 414 (-1 though -3), 5-614, 714 (-9), 814, 916, [quire 10 lacking], 1112(-1, -2, -12), 1210 (-9); lacking 3 folios after p. 52 (PC lines 1366-1565), 1 folio after p. 138 (PC lines 4550-4621), lacking a quire of 10 folios after p. 216 plus the first two folios of the next quire (PC lines 7421-8572), 1 folio after p. 234 (PC lines 9154-9219), 1 folio cancelled after p. 250. Quires 2-7 signed 2a qa - 7a qa, remaining quires signed with arabic numerals (except for quire 4, which is unsigned, and quire 11, which is lacking the folio where the signature would have been found). Catchwords extant for quires 7 and 8 only. Later pagination (s. XVII?) numbers the rectos (the odd numbers) only, and postdates the text losses.|Quarto paper with watermarks: a horse, a bouquet of flowers (unicorn?), and two unidentified images.|Layout: 1 column, 29-30 lines. Bounding lines single, ruled in blind.|Decoration: 2-line red initials at book or section incipits, verse initials stroked red.|Origin: Written in the English Midlands in the beginning of the fifteenth century, with numerous fifteenth-century readers' inscriptions (fol. 248: ""Wylliam Hollerbrun han thys boke""; fol. 249: ""Rhyght grysty and wylbeloved frynd Roberte""; p. 252: inscription mentioning Cecilia Cooke, wife of Robert Cooke from Skeibey [Skeeby, in Yorkshire]; p. 247: effaced inscription legible under ultraviolet light reads ""Liber sanctae Mariae de Bellalanda"" [i.e. the Cistercian abbey in Byland, Yorkshire]). Early sixteenth-century inscription on p. 247, ""Iste liber constat Ric[ardus] Garden"". Sixteenth-century inscription on p. 210, ""William Bones booke ; God give graice on it to looke, ; and when the bells begins to howll ; The Lord have mercy on Will Bones Soule"". Sixteenth-century signature of Bernard Richardson on p. 234. Late sixteenth-century signature of Sir Roger Worricrust, Knight of the Holy Cross on p. 202.|Script: Written in a cursive English bookhand in black ink. Rubrics red or red with black dots, with rhyming words for each stanza bracketed.|Owned in the eighteenth century by William Blakiston Bowes of Streatlam Castle, near Durham (bookplate inside front cover). Typescript dealer's description inside front cover (Sotheby's?)","",2026-06-02 14:57:12 -0400,20250404,20260421-wellesley-marc.xml
