row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
51,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Persian--Missouri--Saint Louis",a--z--z,"Manuscripts, Persian;Missouri--Saint Louis",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204930,0,,,
52,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Sanskrit--Missouri--Saint Louis",a--z--z,"Manuscripts, Sanskrit;Missouri--Saint Louis",http://id.worldcat.org/fast/1008482;http://id.worldcat.org/fast/1204930,0,,,
53,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Syriac--Missouri--Saint Louis",a--z--z,"Manuscripts, Syriac;Missouri--Saint Louis",http://id.worldcat.org/fast/1008506;http://id.worldcat.org/fast/1204930,0,,,
54,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Tamil--Missouri--Saint Louis",a--z--z,"Manuscripts, Tamil;Missouri--Saint Louis",http://id.worldcat.org/fast/1008509;http://id.worldcat.org/fast/1204930,0,,,
55,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z",Manuscrits latins médiévaux et modernes--Missouri--Saint Louis,a--z--z,"Manuscripts, Latin (Medieval and modern);Missouri--Saint Louis",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204930,6,(CaQQLa)201-0084718--(CaQQLa)201-0467002,,
56,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Military history, Medieval--Early works to 1800",a--v,"Military history, Medieval;Early works",http://id.worldcat.org/fast/1021236;http://id.worldcat.org/fast/1411636,0,,,
57,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z",Missals--Italy--Manuscripts--Early works to 1800,a--z--v--v,Missals;Italy;Manuscripts;Early works,http://id.worldcat.org/fast/1023680;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
58,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z",Missouri--Saint Louis,a--z,Missouri--Saint Louis,http://id.worldcat.org/fast/1204930,fast,(OCoLC)fst01204930,,
59,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.742962600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z",Nobility--Spain--Valladolid,a--z--z,Nobility;Spain--Valladolid,http://id.worldcat.org/fast/1038255;http://id.worldcat.org/fast/1207327,0,,,
60,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.571870100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.742962600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.483564200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z",Philosophy--Early works to 1800,a--v,,,0,,Philosophy;Early works,http://id.worldcat.org/fast/1060777;http://id.worldcat.org/fast/1411636
