row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.384827400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.739963200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.647689300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Breviaries--Italy--Early works to 1800,a--z--v,Breviaries;Italy;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,0,,,
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.384827400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.739963200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.647689300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Breviaries--Italy--Manuscripts--Early works to 1800,a--z--v--v,Breviaries;Italy;Manuscripts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.384827400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.739963200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.647689300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Breviaries--Spain--Manuscripts--Early works to 1800,a--z--v--v,Breviaries;Spain;Manuscripts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.384827400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.739963200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.647689300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Buddhism--Japan--Early works to 1800,a--z--v,Buddhism;Japan;Early works,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1411636,0,,,
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.739963200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.647689300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Buddhist literature, Pali--Early works to 1800",a--v,"Buddhist literature, Pali;Early works",http://id.worldcat.org/fast/840207;http://id.worldcat.org/fast/1411636,0,,,
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.739963200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.647689300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Canon law--Early works to 1800,a--v,,,0,,Canon law;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.838399100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.018075300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Canon law--Early works to 1800--Sources,a--v--v,Canon law;Early works;Sources,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636;http://id.worldcat.org/fast/1423900,0,,,
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.416087800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Christian literature, Armenian--Manuscripts",a--v,"Christian literature, Armenian;Manuscripts",http://id.worldcat.org/fast/859247;http://id.worldcat.org/fast/1424060,0,,,
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Christian saints--Italy--Biography--Early works to 1800,a--z--v--v,,,0,,Christian saints;Italy;Biographies;Early works,http://id.worldcat.org/fast/859491;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.200780500Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.370663100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.566429100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Christian saints--Legends--Early works to 1800,a--v--v,,,0,,Christian saints--Legends;Legends;Early works,http://id.worldcat.org/fast/859505;http://id.worldcat.org/fast/1423803;http://id.worldcat.org/fast/1411636
