row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.617922800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.751905Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.467601400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.937607500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.291230700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.261114900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z","Grigor, Tatʻevatsʻi, Saint, 1346-1409--Manuscripts",a;c;d--v,"Grigor, Tatʻevatsʻi, Saint, 1346-1409;Manuscripts",http://id.worldcat.org/fast/1898121;http://id.worldcat.org/fast/1424060,0,,,
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.617922800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.751905Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.467601400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.937607500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.291230700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.261114900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z",Ise monogatari--Manuscripts--Early works to 1800,a--v--v,Ise monogatari;Manuscripts;Early works,http://id.worldcat.org/fast/1363876;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
23,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.617922800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.751905Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.467601400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.937607500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.261114900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z","Justinian I, Emperor of the East, 483?-565--Manuscripts",a;b;c;d--v,"Justinian I, Emperor of the East, 483?-565;Manuscripts",http://id.worldcat.org/fast/32865;http://id.worldcat.org/fast/1424060,0,,,
24,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.617922800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.751905Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.467601400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.937607500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.261114900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z","Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203--Manuscripts",a;d--v,"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203;Manuscripts",http://id.worldcat.org/fast/1838197;http://id.worldcat.org/fast/1424060,0,,,
25,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.618921Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.751905Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.468605800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.937607500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.261114900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z",Qurʼan--Commentaries,a--v,Qurʼan;Commentaries,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723,0,,,
26,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.618921Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.751905Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.468605800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.938607600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.262116400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z",Qurʼan--Manuscripts,a--x,Qurʼan;Manuscripts,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1008230,0,,,
27,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.618921Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.752905800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.468605800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.938607600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.262116400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z",Qurʼan--Manuscripts--Early works to 1800,a--x--v,Qurʼan;Manuscripts;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636,0,,,
28,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.618921Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.752905800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.468605800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.938607600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.262116400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z","Ruffo, Giordano, -1256--Manuscripts--Facsimiles",a;d--v--v,Manuscripts;Facsimiles,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411642,0,,,
29,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.618921Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.752905800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.468605800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.938607600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.262116400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z","Ruffo, Girodano, -1256 De medicina equorum--Manuscripts",a;d;t--v,Manuscripts,http://id.worldcat.org/fast/1424060,0,,,
30,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T23:00:20.992173200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T23:01:31.618921Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:01:54.910167800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T23:02:41.752905800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:06:32.378174Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T23:07:54.329108300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:08:24.422782Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T23:16:08.138588900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:16:42.132493800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T23:17:13.806605Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:17:50.426632100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T23:20:41.724971300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:21:17.522265300Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T23:21:48.468605800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:22:12.782210900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T23:24:33.541442600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-02-20T23:25:19.018024300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T23:26:01.938607600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:26:43.056635900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T23:27:59.950574400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T23:28:55.739308200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T23:30:35.292228900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T23:31:41.981028Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T23:31:58.389152800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T23:33:53.262116400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T23:34:39.091827600Z",Râmâyaṇa (Old Javanese kakawin)--Manuscripts,a--v,Râmâyaṇa (Old Javanese kakawin);Manuscripts,http://id.worldcat.org/fast/1363137;http://id.worldcat.org/fast/1424060,0,,,
