subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Jewish law--Early works to 1800,a--v,0,,Jewish law;Early works,http://id.worldcat.org/fast/982801;http://id.worldcat.org/fast/1411636,Q3624;Q300
Jewish magic,a,fast,http://id.worldcat.org/fast/1730508,Jewish magic,http://id.worldcat.org/fast/1730508,Q3596
Jewish magic.,a,fast,http://id.worldcat.org/fast/1730508,Jewish magic,http://id.worldcat.org/fast/1730508,Q3596
Jewish magic--Early works to 1800,a--v,0,,Jewish magic;Early works,http://id.worldcat.org/fast/1730508;http://id.worldcat.org/fast/1411636,Q3596;Q300
Jewish magic--Early works to 1800.,a--v,0,,Jewish magic;Early works,http://id.worldcat.org/fast/1730508;http://id.worldcat.org/fast/1411636,Q3596;Q300
Jewish philosophy,a,fast,http://id.worldcat.org/fast/1730516,Jewish philosophy,http://id.worldcat.org/fast/1730516,Q3607
Jewish philosophy.,a,fast,http://id.worldcat.org/fast/1730516,Jewish philosophy,http://id.worldcat.org/fast/1730516,Q3607
Jewish philosophy--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008109244,Jewish philosophy;Early works,http://id.worldcat.org/fast/1730516;http://id.worldcat.org/fast/1411636,Q3607;Q300
Jewish philosophy--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008109244,Jewish philosophy;Early works,http://id.worldcat.org/fast/1730516;http://id.worldcat.org/fast/1411636,Q3607;Q300
Jewish religious poetry,a,fast,http://id.worldcat.org/fast/982943,Jewish religious poetry,http://id.worldcat.org/fast/982943,Q3613
Jewish religious poetry,a,0,http://id.loc.gov/authorities/subjects/sh85070332,Jewish religious poetry,http://id.worldcat.org/fast/982943,Q3613
Jewish religious poetry.,a,fast,http://id.worldcat.org/fast/982943,Jewish religious poetry,http://id.worldcat.org/fast/982943,Q3613
Jewish religious poetry.,a,0,http://id.loc.gov/authorities/subjects/sh85070332,Jewish religious poetry,http://id.worldcat.org/fast/982943,Q3613
Jews,a,fast,http://id.worldcat.org/fast/983135,Jews,http://id.worldcat.org/fast/983135,Q323
"Jews, Italian--Legal status, laws, etc",a--x,0,,"Jews, Italian;Jews--Legal status, laws, etc.",http://id.worldcat.org/fast/983475;http://id.worldcat.org/fast/983297,Q38965;Q38966
Jews.,a,fast,http://id.worldcat.org/fast/983135,Jews,http://id.worldcat.org/fast/983135,Q323
Jews--Conversion to Christianity--Early works to 1800,a--x--v,0,,Jews--Conversion to Christianity;Early works,http://id.worldcat.org/fast/983189;http://id.worldcat.org/fast/1411636,Q38967;Q300
Jews--Dietary laws--Early works to 1800,a--x--v,0,,Jews--Dietary laws;Early works,http://id.worldcat.org/fast/983197;http://id.worldcat.org/fast/1411636,Q38968;Q300
Jews--Early works to 1800,a--v,0,,Jews;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411636,Q323;Q300
Jews--Early works to 1800.,a--v,0,,Jews;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411636,Q323;Q300
Jews--History--586 B.C.-70 A.D,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85070402,Jews;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235,Q323;Q6879
Jews--History--586 B.C.-70 A.D.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85070402,Jews;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235,Q323;Q6879
Jews--History--Early works to 1800,a--x--v,0,,Jews;History;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q300
Jews--History--Early works to 1800.,a--x--v,0,,Jews;History;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q300
"Jews--History--Rebellion, 66-73",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85070405,Jews;History;Jewish Rebellion (66-73 A.D.),http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1404530,Q323;Q6879;Q261
"Jews--History--Rebellion, 66-73.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85070405,Jews;History;Jewish Rebellion (66-73 A.D.),http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1404530,Q323;Q6879;Q261
Jews--Italy--History--15th century,a--z--x--y,0,,Jews;Italy;History;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q323;Q249;Q6879;Q154
Jews--Italy--History--15th century.,a--z--x--y,0,,Jews;Italy;History;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q323;Q249;Q6879;Q154
Jews--Italy--Livorno--History,a--z--z--x,0,,Jews;Italy--Livorno;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235,Q323;Q3073;Q6879
Jews--Italy--Livorno--History.,a--z--z--x,0,,Jews;Italy--Livorno;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235,Q323;Q3073;Q6879
Jews--Italy--Mantua--History,a--z--z--x,0,,Jews;Italy--Mantua;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/958235,Q323;Q2779;Q6879
Jews--Italy--Mantua--History.,a--z--z--x,0,,Jews;Italy--Mantua;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/958235,Q323;Q2779;Q6879
Jews--Italy--Pisa--History,a--z--z--x,0,,Jews;Italy--Pisa;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/958235,Q323;Q3026;Q6879
Jews--Italy--Pisa--History.,a--z--z--x,0,,Jews;Italy--Pisa;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/958235,Q323;Q3026;Q6879
Jews--Italy--Rome,a--z--z,0,,Jews;Italy--Rome;Rome (Empire),http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1204885,Q323;Q278;Q3038
Jews--Italy--Sicily--History--Sources,a--z--z--x--v,0,,Jews;Italy--Sicily;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/958235,Q323;Q4242;Q6879
Jews--Italy--Sicily--History--Sources.,a--z--z--x--v,0,,Jews;Italy--Sicily;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/958235,Q323;Q4242;Q6879
Jews--Mexico--Early works to 1800,a--z--v,0,,Jews;Mexico;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1211700;http://id.worldcat.org/fast/1411636,Q323;Q7744;Q300
Jews--Mexico--Early works to 1800.,a--z--v,0,,Jews;Mexico;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1211700;http://id.worldcat.org/fast/1411636,Q323;Q7744;Q300
Jews--Persecutions,a--x,fast,http://id.worldcat.org/fast/983322,Jews--Persecutions,http://id.worldcat.org/fast/983322,Q4184
Jews--Persecutions.,a--x,fast,http://id.worldcat.org/fast/983322,Jews--Persecutions,http://id.worldcat.org/fast/983322,Q4184
Jews--Persecutions--Spain,a--x--z,0,http://id.loc.gov/authorities/subjects/sh00008504,Jews--Persecutions;Spain,http://id.worldcat.org/fast/983322;http://id.worldcat.org/fast/1204303,Q4184;Q343
Jews--Persecutions--Spain.,a--x--z,0,http://id.loc.gov/authorities/subjects/sh00008504,Jews--Persecutions;Spain,http://id.worldcat.org/fast/983322;http://id.worldcat.org/fast/1204303,Q4184;Q343
Jews--Poland--History--16th century,a--z--x--y,0,,Jews;Poland;History;Sixteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206891;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q323;Q4840;Q6879;Q335
Jews--Poland--History--16th century.,a--z--x--y,0,,Jews;Poland;History;Sixteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206891;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q323;Q4840;Q6879;Q335
Jews--Spain--Early works to 1800,a--z--v,0,,Jews;Spain;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q323;Q343;Q300
Jews--Spain--Early works to 1800.,a--z--v,0,,Jews;Spain;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q323;Q343;Q300
Judaism,a,fast,http://id.worldcat.org/fast/984280,Judaism,http://id.worldcat.org/fast/984280,Q4197
Judaism.,a,fast,http://id.worldcat.org/fast/984280,Judaism,http://id.worldcat.org/fast/984280,Q4197
Judaism (Christian theology)--Early works to 1800,a--v,0,,Judaism (Christian theology);Early works,http://id.worldcat.org/fast/984427;http://id.worldcat.org/fast/1411636,Q38969;Q300
Judaism--Controversial literature,a--x,fast,http://id.worldcat.org/fast/984291,Judaism--Controversial literature,http://id.worldcat.org/fast/984291,Q4185
Judaism--Controversial literature.,a--x,fast,http://id.worldcat.org/fast/984291,Judaism--Controversial literature,http://id.worldcat.org/fast/984291,Q4185
Judaism--Controversial literature--Early works to 1800,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2008122499,Judaism--Controversial literature;Controversial literature;Early works,http://id.worldcat.org/fast/984291;http://id.worldcat.org/fast/1423907;http://id.worldcat.org/fast/1411636,Q4185;Q2992;Q300
Judaism--Controversial literature--Early works to 1800.,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2008122499,Judaism--Controversial literature;Controversial literature;Early works,http://id.worldcat.org/fast/984291;http://id.worldcat.org/fast/1423907;http://id.worldcat.org/fast/1411636,Q4185;Q2992;Q300
"Judaism--History--Medieval and early modern period, 425-1789",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85070851,Judaism;History;425-1789,http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355929,Q4197;Q6879;Q4310
"Judaism--History--Medieval and early modern period, 425-1789.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85070851,Judaism;History;425-1789,http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355929,Q4197;Q6879;Q4310
Judaism--Liturgy,a--x,fast,http://id.worldcat.org/fast/984346,Judaism--Liturgy,http://id.worldcat.org/fast/984346,Q3543
Judaism--Liturgy.,a--x,fast,http://id.worldcat.org/fast/984346,Judaism--Liturgy,http://id.worldcat.org/fast/984346,Q3543
Judaism--Liturgy--Early works to 1800,a--x--v,0,,Judaism--Liturgy;Liturgics;Early works,http://id.worldcat.org/fast/984346;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1411636,Q3543;Q207;Q300
Judaism--Liturgy--Texts,a--x--v,0,http://id.loc.gov/authorities/subjects/sh85070856,Judaism--Liturgy--Texts,http://id.worldcat.org/fast/984354,Q3554
Judaism--Liturgy--Texts.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh85070856,Judaism--Liturgy--Texts,http://id.worldcat.org/fast/984354,Q3554
Judaism--Prayers and devotions--Early works to 1800,a--v--v,0,,Judaism--Prayers and devotions;Prayers and devotions;Early works,http://id.worldcat.org/fast/984361;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q38970;Q3052;Q300
Judaism--Relations--Christianity--Early works to 1800,a--x--x--v,0,,Judaism;Interfaith relations;Christianity;Early works,http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636,Q4197;Q7439;Q5915;Q300
Judaism--Relations--Christianity--Early works to 1800.,a--x--x--v,0,,Judaism;Interfaith relations;Christianity;Early works,http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636,Q4197;Q7439;Q5915;Q300
Judaism--Relations--Islam--Early works to 1800,a--x--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85070835,Judaism;Interfaith relations;Islam;Early works,http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q4197;Q7439;Q3549;Q300
Judaism--Relations--Islam--Early works to 1800.,a--x--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85070835,Judaism;Interfaith relations;Islam;Early works,http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q4197;Q7439;Q3549;Q300
Judaism--Roman rite,a--x,fast,http://id.worldcat.org/fast/984397,Judaism--Roman rite,http://id.worldcat.org/fast/984397,Q3585
Judaism--Roman rite.,a--x,fast,http://id.worldcat.org/fast/984397,Judaism--Roman rite,http://id.worldcat.org/fast/984397,Q3585
Judaism--Roman rite--Liturgy,a--x--x,fast,http://id.worldcat.org/fast/984398,Judaism--Roman rite--Liturgy,http://id.worldcat.org/fast/984398,Q3552
Judaism--Roman rite--Liturgy.,a--x--x,fast,http://id.worldcat.org/fast/984398,Judaism--Roman rite--Liturgy,http://id.worldcat.org/fast/984398,Q3552
Judaism--Roman rite--Liturgy--Texts,a--x--x--v,0,,Judaism--Roman rite;Liturgics;Texts,http://id.worldcat.org/fast/984397;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q3585;Q207;Q3066
Judaism--Roman rite--Liturgy--Texts.,a--x--x--v,0,,Judaism--Roman rite;Liturgics;Texts,http://id.worldcat.org/fast/984397;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q3585;Q207;Q3066
Judges--Holy Roman Empire,a--z,0,,Judges;Europe--Holy Roman Empire,http://id.worldcat.org/fast/984490;http://id.worldcat.org/fast/1205344,Q38971;Q4317
Judgment Day,a,fast,http://id.worldcat.org/fast/984594,Judgment Day,http://id.worldcat.org/fast/984594,Q7418
Judgment Day.,a,fast,http://id.worldcat.org/fast/984594,Judgment Day,http://id.worldcat.org/fast/984594,Q7418
Judgment Day (Islam),a,fast,(OCoLC)fst00984597,Judgment Day (Islam),http://id.worldcat.org/fast/984597,Q11282
Judgment Day (Islam)--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85070921,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,Q11282;Q300
Judgment Day (Islam)--Early works to 1800,a--v,0,,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,Q11282;Q300
Judgment Day (Islam)--Early works to 1800.,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85070921,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,Q11282;Q300
Judgment Day (Islam)--Early works to 1800.,a--v,0,,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,Q11282;Q300
Judgment Day--Early works to 1800,a--v,0,,Judgment Day;Early works,http://id.worldcat.org/fast/984594;http://id.worldcat.org/fast/1411636,Q7418;Q300
Judgment Day--Early works to 1800.,a--v,0,,Judgment Day;Early works,http://id.worldcat.org/fast/984594;http://id.worldcat.org/fast/1411636,Q7418;Q300
Jugement dernier (Islam)--Ouvrages avant 1800,a--v,6,,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,Q11282;Q300
Jugement dernier (Islam)--Ouvrages avant 1800.,a--v,6,,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,Q11282;Q300
"Jugurthine War, 111-105 B.C",a,0,http://id.loc.gov/authorities/subjects/sh85070981,Jugurthine War (111-105 B.C.),http://id.worldcat.org/fast/984778,Q2972
"Jugurthine War, 111-105 B.C.",a,0,http://id.loc.gov/authorities/subjects/sh85070981,Jugurthine War (111-105 B.C.),http://id.worldcat.org/fast/984778,Q2972
"Jugurthine War, 111-105 B.C.--Early works to 1800",a--v,0,,Jugurthine War (111-105 B.C.);Early works,http://id.worldcat.org/fast/984778;http://id.worldcat.org/fast/1411636,Q2972;Q300
"Jugurthine War, 111-105 B.C.--Early works to 1800.",a--v,0,,Jugurthine War (111-105 B.C.);Early works,http://id.worldcat.org/fast/984778;http://id.worldcat.org/fast/1411636,Q2972;Q300
"Jugurthine War, 111 B.C.-105 B.C.",a,0,,Jugurthine War (111-105 B.C.),http://id.worldcat.org/fast/984778,Q2972
Jumʻah,a,fast,(OCoLC)fst00984834,Jumʻah,http://id.worldcat.org/fast/984834,Q11206
Jumʻah.,a,fast,(OCoLC)fst00984834,Jumʻah,http://id.worldcat.org/fast/984834,Q11206
Jumʻah--Early works to 1800,a--v,0,,Jumʻah;Early works,http://id.worldcat.org/fast/984834;http://id.worldcat.org/fast/1411636,Q11206;Q300
Jumʻah--Early works to 1800.,a--v,0,,Jumʻah;Early works,http://id.worldcat.org/fast/984834;http://id.worldcat.org/fast/1411636,Q11206;Q300
Kamrup (India : District)--Early works to 1800,a--v,0,,India--Kamrup (District);Early works,http://id.worldcat.org/fast/1335354;http://id.worldcat.org/fast/1411636,Q27208;Q300
Karbalāʼ (Iraq)--History--Early works to 1800,a--x--v,0,,Iraq--Karbalāʼ;History;Early works,http://id.worldcat.org/fast/1232324;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11476;Q6879;Q300
Karbalāʼ (Iraq)--History--Early works to 1800.,a--x--v,0,,Iraq--Karbalāʼ;History;Early works,http://id.worldcat.org/fast/1232324;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11476;Q6879;Q300
Karma,a,0,http://id.loc.gov/authorities/subjects/sh85071656,Karma,http://id.worldcat.org/fast/1198502,Q26990
Karma,a,fast,http://id.worldcat.org/fast/1198502,Karma,http://id.worldcat.org/fast/1198502,Q26990
Karma--India,a--z,0,,Karma;India,http://id.worldcat.org/fast/1198502;http://id.worldcat.org/fast/1210276,Q26990;Q26595
Kārttikeya (Hindu deity),a,fast,http://id.worldcat.org/fast/989650,Kārttikeya (Hindu deity),http://id.worldcat.org/fast/989650,Q26741
Kārttikeya (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh87001999,Kārttikeya (Hindu deity),http://id.worldcat.org/fast/989650,Q26741
Kārttikeya (Hindu deity)--Early works to 1800,a--v,0,,Kārttikeya (Hindu deity);Early works,http://id.worldcat.org/fast/989650;http://id.worldcat.org/fast/1411636,Q26741;Q300
Kashmir Śaivism,a,0,http://id.loc.gov/authorities/subjects/sh86001062,Kashmir Śaivism,http://id.worldcat.org/fast/986406,Q27060
Kashmir Śaivism,a,fast,http://id.worldcat.org/fast/986406,Kashmir Śaivism,http://id.worldcat.org/fast/986406,Q27060
Kashmir Śaivism--Doctrines,a--x,0,http://id.loc.gov/authorities/subjects/sh2008106298,Kashmir Śaivism--Doctrines,http://id.worldcat.org/fast/986407,Q27100
Kashmir Śaivism--Doctrines,a--x,fast,http://id.worldcat.org/fast/986407,Kashmir Śaivism--Doctrines,http://id.worldcat.org/fast/986407,Q27100
Kingdom of God,a,0,,Kingdom of God,http://id.worldcat.org/fast/987680,Q5928
Kingdom of God.,a,0,,Kingdom of God,http://id.worldcat.org/fast/987680,Q5928
Kingdom of God--Early works to 1800,a--v,0,,Kingdom of God;Early works,http://id.worldcat.org/fast/987680;http://id.worldcat.org/fast/1411636,Q5928;Q300
Kingdom of God--Early works to 1800.,a--v,0,,Kingdom of God;Early works,http://id.worldcat.org/fast/987680;http://id.worldcat.org/fast/1411636,Q5928;Q300
Kings and rulers,a,fast,http://id.worldcat.org/fast/987694,Kings and rulers,http://id.worldcat.org/fast/987694,Q305
Kings and rulers.,a,fast,http://id.worldcat.org/fast/987694,Kings and rulers,http://id.worldcat.org/fast/987694,Q305
Kings and rulers--Duties,a--x,fast,http://id.worldcat.org/fast/987703,Kings and rulers--Duties,http://id.worldcat.org/fast/987703,Q339
Kings and rulers--Duties,a--x,0,http://id.loc.gov/authorities/subjects/sh85072418,Kings and rulers--Duties,http://id.worldcat.org/fast/987703,Q339
Kings and rulers--Duties.,a--x,0,http://id.loc.gov/authorities/subjects/sh85072418,Kings and rulers--Duties,http://id.worldcat.org/fast/987703,Q339
Kings and rulers--Duties.,a--x,fast,http://id.worldcat.org/fast/987703,Kings and rulers--Duties,http://id.worldcat.org/fast/987703,Q339
Kings and rulers--Duties--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2008106307,Kings and rulers--Duties;Taxation;Early works,http://id.worldcat.org/fast/987703;http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1411636,Q339;Q248;Q300
Kings and rulers--Duties--Early works to 1800.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2008106307,Kings and rulers--Duties;Taxation;Early works,http://id.worldcat.org/fast/987703;http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1411636,Q339;Q248;Q300
Kings and rulers--Early works to 1800,a--v,0,,Kings and rulers;Early works,http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1411636,Q305;Q300
Kings and rulers in literature,a,0,,Kings and rulers in literature,http://id.worldcat.org/fast/987732,Q26588
Kings and rulers--Poetry--Early works to 1800,a--v--v,0,,Kings and rulers;Poetry;Early works,http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q305;Q247;Q300
Kings and rulers--Religious aspects,a--x,fast,(OCoLC)fst00987716,Kings and rulers--Religious aspects,http://id.worldcat.org/fast/987716,Q11351
Kings and rulers--Religious aspects.,a--x,fast,(OCoLC)fst00987716,Kings and rulers--Religious aspects,http://id.worldcat.org/fast/987716,Q11351
Kings and rulers--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019004646,Kings and rulers--Religious aspects--Hinduism,http://id.worldcat.org/fast/2007403,Q26967
Kings and rulers--Religious aspects--Hinduism,a--x--x,0,,Kings and rulers--Religious aspects--Hinduism,http://id.worldcat.org/fast/2007403,Q26967
Kings and rulers--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2007403,Kings and rulers--Religious aspects--Hinduism,http://id.worldcat.org/fast/2007403,Q26967
Knights and knighthood,a,fast,http://id.worldcat.org/fast/988113,Knights and knighthood,http://id.worldcat.org/fast/988113,Q7781
Knights and knighthood.,a,fast,http://id.worldcat.org/fast/988113,Knights and knighthood,http://id.worldcat.org/fast/988113,Q7781
Knights and knighthood--Fiction,a--v,0,http://id.loc.gov/authorities/subjects/sh2008106309,Knights and knighthood;Fiction,http://id.worldcat.org/fast/988113;http://id.worldcat.org/fast/1423787,Q7781;Q3039
Knights and knighthood--Fiction.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008106309,Knights and knighthood;Fiction,http://id.worldcat.org/fast/988113;http://id.worldcat.org/fast/1423787,Q7781;Q3039
"Knowledge, Theory of",a,fast,http://id.worldcat.org/fast/988194,"Knowledge, Theory of",http://id.worldcat.org/fast/988194,Q7753
"Knowledge, Theory of.",a,fast,http://id.worldcat.org/fast/988194,"Knowledge, Theory of",http://id.worldcat.org/fast/988194,Q7753
"Knowledge, Theory of (Hinduism)",a,fast,http://id.worldcat.org/fast/988206,"Knowledge, Theory of (Hinduism)",http://id.worldcat.org/fast/988206,Q27094
"Knowledge, Theory of (Hinduism)",a,0,http://id.loc.gov/authorities/subjects/sh85072734,"Knowledge, Theory of (Hinduism)",http://id.worldcat.org/fast/988206,Q27094
"Knowledge, Theory of--Early works to 1800",a--v,0,http://id.loc.gov/authorities/subjects/sh2008106319,"Knowledge, Theory of;Early works",http://id.worldcat.org/fast/988194;http://id.worldcat.org/fast/1411636,Q7753;Q300
"Knowledge, Theory of--Early works to 1800.",a--v,0,http://id.loc.gov/authorities/subjects/sh2008106319,"Knowledge, Theory of;Early works",http://id.worldcat.org/fast/988194;http://id.worldcat.org/fast/1411636,Q7753;Q300
Koran,,openn-subjects,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
Korea--Foreign relations--Japan--Pictorial works,a--x--z--v,0,,Korea;International relations;Japan;Pictorial works,http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423874,Q12674;Q3603;Q12622;Q240
Korea--Foreign relations--Japan--Pictorial works.,a--x--z--v,0,,Korea;International relations;Japan;Pictorial works,http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423874,Q12674;Q3603;Q12622;Q240
"Korea--Maps, Manuscript--Early works to 1800",a--v--v,0,,Korea;Manuscript maps;Early works,http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/1752677;http://id.worldcat.org/fast/1411636,Q12674;Q2811;Q300
"Korea--Maps, Manuscript--Early works to 1800.",a--v--v,0,,Korea;Manuscript maps;Early works,http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/1752677;http://id.worldcat.org/fast/1411636,Q12674;Q2811;Q300
Kubera (Hindu deity),a,fast,http://id.worldcat.org/fast/989226,Kubera (Hindu deity),http://id.worldcat.org/fast/989226,Q26928
Kubera (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh93008786,Kubera (Hindu deity),http://id.worldcat.org/fast/989226,Q26928
Kufr (Islam),,openn-subjects,,Kufr (Islam),http://id.worldcat.org/fast/989247,Q18300
Kuṇḍalinī,a,fast,http://id.worldcat.org/fast/989497,Kuṇḍalinī,http://id.worldcat.org/fast/989497,Q26705
Kuṇḍalinī,a,0,http://id.loc.gov/authorities/subjects/sh85073437,Kuṇḍalinī,http://id.worldcat.org/fast/989497,Q26705
Labyrinths,a,fast,http://id.worldcat.org/fast/990468,Labyrinths,http://id.worldcat.org/fast/990468,Q203
Labyrinths.,a,fast,http://id.worldcat.org/fast/990468,Labyrinths,http://id.worldcat.org/fast/990468,Q203
Labyrinths--Early works to 1800,a--v,0,,Labyrinths;Early works,http://id.worldcat.org/fast/990468;http://id.worldcat.org/fast/1411636,Q203;Q300
Labyrinths--Early works to 1800.,a--v,0,,Labyrinths;Early works,http://id.worldcat.org/fast/990468;http://id.worldcat.org/fast/1411636,Q203;Q300
Ladino language,a,fast,http://id.worldcat.org/fast/990678,Ladino language,http://id.worldcat.org/fast/990678,Q7129
Ladino language.,a,fast,http://id.worldcat.org/fast/990678,Ladino language,http://id.worldcat.org/fast/990678,Q7129
Ladino language--Texts,a--v,0,,Ladino language;Texts,http://id.worldcat.org/fast/990678;http://id.worldcat.org/fast/1423705,Q7129;Q3066
Ladino language--Texts.,a--v,0,,Ladino language;Texts,http://id.worldcat.org/fast/990678;http://id.worldcat.org/fast/1423705,Q7129;Q3066
Lakṣmaṇa (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh85074154,Lakṣmaṇa (Hindu deity),http://id.worldcat.org/fast/990968,Q26918
Lakṣmaṇa (Hindu deity),a,fast,http://id.worldcat.org/fast/990968,Lakṣmaṇa (Hindu deity),http://id.worldcat.org/fast/990968,Q26918
Lamporecchio (Italy)--History,a--x,0,,Italy--Lamporecchio;History,http://id.worldcat.org/fast/1269898;http://id.worldcat.org/fast/958235,Q8251;Q6879
