title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
al-Juzʼ al-thālith min Minhāj al-muḥaddithīn wa-sabīl ṭālbiyat al-muḥaqqiqīn fī sharḥ Ṣaḥīḥ al-Imām Abī al-Ḥusayn Muslim ibn al-Ḥajjāj ibn Muslim al-Qushayrī raḥimahu Allāh wa-raḍiya ʻanhu /,الجزء الثالث من منهاج المحدثين وسبيل طالبية المحققين في شرح صحيح الامام ابي الحسين مسلم بن الحجاج بن مسلم القشيري رحمه الله ورضي عنه /,Minhāj al-muḥaddithīn,منهاج المحدثين,Minhāj al-muḥaddithīn,Q67350,,
Kitāb Kashf al-khafāʼ wa-muzīl al-iibās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās /,كتاب كشف الخفاء ومزيل الاباس عما اشتهر من الاحاديث على الاسنة الناس /,Kashf al-khafāʼ wa-muzīl al-iibās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās,كشف الخفاء ومزيل الاباس عما اشتهر من الاحاديث على الاسنة الناس,Kashf al-khafāʼ wa-muzīl al-iibās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās,Q67241,,
Riyāḍ al-ṣāliḥīn /,رياض الصالحين /,Riyāḍ al-ṣāliḥīn,رياض الصالحين,Riyāḍ al-ṣāliḥīn,Q67228,,
Riyāḍ al-ṣāliḥīn /,رياض الصالهين /,Riyāḍ al-ṣāliḥīn,رياض الصالحين,Riyāḍ al-ṣāliḥīn,Q67228,,
Nuzʹhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,نزهة النظر في توضيح نخبة الفكر,,,Nuzhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,Q67222,,
Kitāb al-Yawāqīt wa-al-durar bi-sharḥ Sharḥ Nukhbat Ibn Ḥajar /,كتاب اليواقيت والدرر بشرح شرح نخبة ابن حجر /,Yawāqīt wa-al-durar fī sharḥ Sharḥ Nukhbat Ibn Ḥajar,يواقيت والدرر في شرح شرح نخبة ابن حجر,,,Yawāqīt wa-al-durar fī sharḥ Sharḥ Nukhbat Ibn Ḥajar,Q12108
Tawḍīḥ Nukhbat al-fikar muṣṭalaḥ ahl al-athar,توضيح نخبة الفكر مصطلح اهل الاثر,Nuzʹhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,نزهة النظر في توضيح نخبة الفكر,Nuzhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,Q67222,,
Riyāḍ al-ṣāliḥīn ... /,رياض الصالحين ... /,Riyāḍ al-ṣāliḥīn,رياض الصالحين,Riyāḍ al-ṣāliḥīn,Q67228,,
al-Awwal min Fatḥ al-Bārī bi-sharḥ al-Bukhārī,الاول من فتح الباري بشرح البخاري,Fatḥ al-Bārī bi-sharḥ al-Bukhārī,فتح الباري بشرح البخاري,Fatḥ al-Bārī bi-sharḥ al-Bukhārī,Q67351,,
Kitāb al-Tanqīḥ li-alfāẓ al-Jāmiʻ al-ṣaḥīḥ /,كتاب التنقيح لالفاظ الجامع الصحيح /,Tanqīḥ li-alfāẓ al-Jāmiʻ al-ṣaḥīḥ,تنقيح لالفاظ الجامع الصحيح,Tanqīḥ li-alfāẓ al-Jāmiʻ al-ṣaḥīḥ,Q67352,,
al-Juzʾ al-thālith min Kitāb al-Sunan /,الجزء الثالث من كتاب السنن /,Sunan,سنن,Sunan,Q67231,,
Kitāb Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ [al-]akhbār al-Muṣṭafīyah /,كتاب مشارق الانوار النبوية من صحاح الخبار المصطفية /,Mashāriq al-anwār,مشارق الانوار,Mashāriq al-anwār,Q12103,,
al-Juzʼ al-thānī min al-Ṣaḥīḥ li-Muslim Ibn al-Ḥajjāj raḍiya Allāhu ʻanhu; Riwāyat al-shaykh al-imām Abī Isḥāq Ibrāhīm ibn Muḥammad ibn Sufyan ʻanhu; riwāyat Abī Aḥmad Muḥammad ibn ...,الجزء الثاني من الصحيح لمسلم ابن الحجاج رضي الله عنه,,,Hadiths,Q11863,,
Ḥall al-rumūz wa-mafātīḥ al-kunūz. Taʻlīm al-mutaʻallim ṭarīq al-taʻallum ... [etc.,,,,Hadiths,Q11863,,
Two abridged biographical dictionaries,,,,Biographical texts,Q39912,,
Kitāb al-ʻIbādāt,,ʻIbādāt,,ʻIbādāt,Q67353,,
Hadith collection,,,,Hadith,Q3679,,
Maṣābīh al-Sunnah,,,,Maṣābīḥ al-Sunnah,Q12107,,
Nahj al-balāghah,,,,Nahj al-balāghah,Q67218,,
Collection of Arabic texts,,,,,,Arabic texts,Q12258
Kitāb Jamʻ al-wasāʾil fī sharḥ al-Shamāʾil /,كتاب جمع الوسائل في شرح الشمائل /,Jamʻ al-wasāʾil fī sharḥ al-Shamāʾil,جمع الوسائل في شرح الشمائل,Jamʻ al-wasāʾil fī sharḥ al-Shamāʾil,Q67242,,
Şemail-i şerif,شمائل شريف,Shamāʾil,شمائل,Shamāʼil,Q12228,,
Sharḥ al-Shamāʾil al-Nabī ...,شرح الشمائل النبي ...,Jamʻ al-wasāʾil fī sharḥ al-Shamāʾil,جمع الوسائل في شرح الشمائل,Jamʻ al-wasāʾil fī sharḥ al-Shamāʾil,Q67242,,
Sharḥ al-Shamāʾil /,شرح الشمائل /,Ashraf al-wasāʾil ilá fahm al-Shamāʾil,اشرف الوسائل الى فهم الشمائل,Ashraf al-wasāʼil ilá fahm al-Shamāʼil,Q11770,,
Kitāb Ashraf al-wasāʾil ilá fahm al-Shamāʾil /,كتاب اشرف الوسائل الى فهم الشمائل /,Ashraf al-wasāʾil ilá fahm al-Shamāʾil,اشرف الوسائل الى فهم الشمائل,Ashraf al-wasāʼil ilá fahm al-Shamāʼil,Q11770,,
al-Shamāʾil al-Nabawīyah,الشمائل النبويلة,,,al-Shamāʾil al-Nabawīyah,Q67215,,
Dalāʾil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār,دلائل الخيرات وشوارق الانوار في ذكر الصلاة على النبي المختار,Dalāʾil al-khayrāt,دلائل الخيرات,Dala'il al-Khayrat,Q18568,,
"Majmūʻ fīhi Asmāʼ ahl al-badr li-ʻAbd al-Laṭīf ibn Aḥmad al-Dimashqī, al-Qaṣīdah al-burdah, Bānat Suʻād, Sharḥ Bānat Suʻād lil-Imām al-Suyūṭī",مجموع فيه اسماء اهل البدر لعبد اللطيف بن احمد الدمشقي، القصيدة البردة، بانت سعاد، شرح بانت سعاد للامام السيوطي,,,Devotional texts,Q5966,,
Rawḍat al-muttaqīn,,,,Commentary on hadiths,Q67910,,
Islām al-Miqdād ibn al-Aswad al-Kindī raḍiya Allāh ʻanh,اسلام المقداد بن الاسود الكندي رضي الله عنه,,,Hadiths,Q11863,,
Instructions for various Qādirī supplications] ... [etc.,,,,Sufi texts,Q27797,,
Persian translation of and commentary on Duʻāʼ al-ṣabāḥ] ... [etc,,,,,,,
Collection of Arabic texts on logic and Persian Shiʻite texts,,,,Arabic texts;Persian texts,Q12258;Q7568,,
Collection of Arabic and Persian texts on theology and philosophy,,,,Arabic texts;Persian texts,Q12258;Q7568,,
al-Luʼluʼah al-bahīyah fī al-madāʼiḥ al-Durrīyah ... [etc,اللؤلؤة البهية في المدائح الدرية ... الخ,,,,,,
Majmūʻat fawāʼid wa-rasāʼil,مجموعة فوائد ورسائل,Works,,Texts on Islamic law,Q12197,,
Collection of Sufi texts,,,,,,Sufi texts,Q27797
Arabic and Persian miscellany,,,,Arabic texts;Persian texts,Q38349;Q7568,,
Sunan; Kitāb al-Marāsil ... [etc.,سنن؛ كتاب المراسل ... الخ,,,Sunan,Q67231,,
Makārim al-akhlāq wa-maʻālīhā wa-maḥmūd ṭarāʼiqihā /,مكارم الاخلاق ومعاليها,,,Morality texts,Q39260,,
Fawāʼid fiqhīyah ... [etc.,فوائد فقهية ... الخ,,,Texts on jurisprudence,Q64059,,
Majmūʻat fawāʼid,مجموعة فوائد,,,,,,
ʻĀlī al-rutbah fī sharḥ Naẓm al-Nukhbah,,,,,,,
al-Mukhtaṣar fī qawāʻid ʻilm al-ḥadīth wa-al-athar,,,,,,,
al-Muṣṭalaḥ li-īḍāḥ Alfīyat al-muṣṭalaḥ,,,,,,,
Sharḥ al-Risālah fī uṣūl al-ḥadīth,,,,,,,
al-Wāfī,,,,al-Wāfī,Q67243,,
Zahr al-basātīn fī dhikr man dufina bi-qarāfatay Miṣr wa-qurb al-Qāhirah min al-muḥaddithīn,,,,,,,
Collection of texts on Islamic law and doctrine,,,,Texts on Islamic law,Q12197,,
Kitāb al-Ṣalawāt al-hāmiʻah min Jāmiʻ al-ṣaghīr ... [etc,كتاب الصلوات الهامعة من جامع الصغير ... الخ,,,Hadiths,Q11863,,
Twelve Arabic and Persian texts,,,,Arabic texts;Persian texts,Q12258;Q7568,,
Arabic miscellany,,,,,,Arabic texts,Q12258
Risālāt /,رسالات /,Works,,,,,
ʻUmdat al-udabāʼ fī maʻrifat mā yuktabu bi-al-alif wa-al-yāʼ ... [etc,عمدة الدباء في معرفة ما يكتب بالالف والياء ... الخ,,,Rhetoric texts,Q54539,,
Saʻādat al-Islām li-muṣāfaḥat ʻaqib al-ṣalāh wa-al-salām ... [etc.,سعادة الاسلام لمصافحة عقب الصلاه والسلام ... الخ,,,,,,
Sharḥ al-Qaṣīdah al-Ṭanṭarānīyah ... [etc,شرح القصيدة الطنطرانية ... الخ,,,Lexicological text,Q67908,,
Mukhtaṣar fī al-taṣawwuf ... [etc,مختصر في التصوف ... الخ,,,Sufi texts,Q27797,,
Sharḥ qawl Ibn al-ʻArabī fī ḥaqq īmān Firʻawn ... [etc,شرح قول ابن العربي في حق ايمان فرعون ... الخ,,,,,,
Risālah fī taḥqīq kalimat al-tawḥīd ... [etc,رسالة في تحقيق كلمة التوحيد ... الخ,,,Religious texts,Q5037,,
Kitāb al-Nihāyah fī gharīb lughāt al-ḥadīth wa-al-athar /,كتاب النهاية في غريب لغات الحدث والاثر /,Nihāyah fī gharīb al-ḥadīth wa-al-athar,نهاية في غريب الحديث والاثر,Nihāyah fī gharīb al-ḥadīth wa-al-athar,Q67244,,
Kitāb al-Maṣābīḥ,كتاب المصابيح,Maṣābīḥ al-sunnah,مصابيح السنة,Maṣābīḥ al-Sunnah,Q12107,,
Kitāb al-Iḥkām fī sharḥ ʻUmdat al-aḥkām /,كتاب الاحكام في شرح عمدة الاحكام /,Iḥkām al-aḥkām,احكام الاحكام,Iḥkām al-aḥkām,Q67354,,
Kitāb Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah /,كتاب مشارق الانوار النبوية من صحاح الاخبار المصطفوية /,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,مشارق الانوار النبوية من صحاح الاخبار المصطفوية,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,Q11895,,
Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,مشارق الانوار النبوية من صحاح الاخبار المصطفوية,,,,,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,Q11895
Kitāb Faḍāʼil al-aʻmāl /,كتاب فضائل الاعمال /,Faḍāʼil al-aʻmāl,فضائل الاعمال,Faḍāʼil aʻmāl,Q11908,,
Takhrīj aḥādīth sharḥ al-Wajīz,,,,,,,
Rijāl al-Ṣaḥīḥayn,,,,,,,
Tadhkirat al-ṭālib al-muʻallam bi-man yuqālu la-hu mukhaḍram,,,,,,,
Taqrīb al-Tahdhīb,,,,Taqrīb al-Tahdhīb,Q67226,,
Iḍāʼat al-badrayn fī tarjamat al-shaykhayn,,,,Iḍāʼat al-badrayn fī tarjamat al-shaykhayn,Q67227,,
Kitāb fī asāmī al-ruwāt,,,,,,,
Asāmī al-ruwāt,,,,,,,
Naqd al-rijāl,,,,,,,
Talkhīṣ al-maqāl fī taḥqīq aḥwāl al-rijāl,,,,,,,
Iqtidāʼ al-ʻilm al-ʻamal,,,,Commentary on hadiths,Q67910,,
Riyāḍ al-jannah fī āthār ahl al-sunnah,,,,Riyāḍ al-jannah fī āthār Ahl al-Sunnah,Q11842,,
Amālī,,,,Al-Amali,Q54608,,
Kitāb Mukhtaṣar Muslim /,كتاب مختصر مسلم /,,,Hadiths,Q11863,,
al-Adhkār /,الاذكار /,Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār,حلية الابرار وشعار الاخيار في تلخيص الدعوات والاذكار المستحبة في الليل والنهار,al-Adhkār,Q67245,,
Kitāb al-Adhkār /,كتاب الاذكار /,Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār,حلية الابرار وشعار الاخيار في تلخيص الدعوات والاذكار المستحبة في الليل والنهار,al-Adhkār,Q67245,,
Kitāb al-Futūḥāt al-ilāhīyah fī aḥādīth Khayr al-barīyah /,كتاب الفتوحات الالهية في احاديث خير البرية /,Futūḥāt al-ilāhīyah fī aḥādīth Khayr al-barīyah,فتوحات الالهية في احاديث خير البرية,Futūḥāt al-ilāhīyah fī aḥādīth Khayr al-barīyah,Q67355,,
Ninety-nine traditions,,,,,,,
Dalāʼil al-khayrāt,,,,,,Dala'il al-Khayrat,Q18568
Fatḥ al-Bāqī bi-sharḥ Alfīyat al-ʻIrāqī,,,,Fatḥ al-Bāqī bi-sharḥ Alfīyat al-ʻIrāqī,Q67246,,
al-Fuṣūl al-muhimmah fī uṣūl al-aʼimmah,,,,Hadiths,Q11863,,
Ghurar al-ḥikam wa-durar al-kalim,,,,Ghurar al-Hikam wa Durar al-Kalim,Q67247,,
Hādī al-najāt min jamīʻ al-halakāt fī aḥādīth al-aʼimmah al-hudāt,,,,Hadiths,Q11863,,
Hidāyat al-muḥaddithīn ilá ṭarīqat al-Muḥammadīn,,,,,,,
Majmūʻah ...,مجموعة ...,,,Majmūʻah,Q18453,,
Kitāb Akhlaṣ al-Khāliṣah ... [etc,كتاب اخلص الخالسة ... الخ,,,Hadiths,Q11863,,
Dalāʼil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-Nabī al-mukhtār,,,,,,Dala'il al-Khayrat,Q18568
Mukhtaṣar Kitāb al-Amr ... [etc,مختصر كتاب الامر ... الخ,,,Hadiths,Q11863,,
Collection of Arabic and Persian texts,,,,Arabic texts;Persian texts,Q12258;Q7568,,
Risālat Ibn Ḥajar ... [etc,رسالة ابن حجر ... الخ,,,Commentary on hadiths,Q67910,,
Laṭāyif al-minnah fī muntazahāt al-jannah ... [etc,لطايف المنة في منتزهات الجنة ... الخ,,,Hadiths,Q11863,,
Collection of texts by ḥāmid al-ʻImādī,,,,,,,
Muntahá al-maqāl fī aḥwāl al-rijāl,,,,Muntahá al-maqāl fī aḥwāl al-rijāl,Q67248,,
Sharḥ Nahj al-balāghah,,,,Sharh Nahj al-Balagha,Q27661,,
al-Ishrāq sharḥ Mashāriq al-anwār,الاشراق شرح مشارق الانوار,,,Hadiths,Q11863,,
Majālis al-abrār wa-masālik al-akhyār wa-maḥāʼiq al-bidaʻ wa-maqāmiʻ al-ashrār,مجالس الابرار ومسالك الاخيار,Majālis al-abrār,مجالس الابرار,Majālis al-abrār,Q12083,,
Kitāb al-Tabyīn li-asmāʼ al-mudallisīn /,كتاب التبيين لاسماء المدلسين /,Tabyīn li-asmāʼ al-mudallisīn,تبيين لاسماء المدلسين,Tabyīn li-asmāʼ al-mudallisīn,Q67356,,
Kitāb Majālis sharīfah wa-mawāʻiẓ nafīsah /,كتاب مجالس شريفة ومواعظ نفيسة /,Majālis al-abrār wa-masālik al-akhyār wa-maḥāʼiq al-bidaʻ wa-maqāmiʻ al-ashrār,مجالس الابرار ومسالك الاخيار ومحائق البدع ومقامع الاشرار,Majālis al-abrār wa-masālik al-akhyār wa-maḥāʼiq al-bidaʻ wa-maqāmiʻ al-ashrār,Q67357,,
Majālis al-abrār wa-masālik al-akhyār wa-maḥāʼiq al-bidaʻ wa-maqāmiʻ al-ashrār,مجالس الابرار ومسالك الاخيار ومحائق البدع ومقامع الاشرار,Majālis al-abrār,مجالس الابرار,Majālis al-abrār,Q12083,,
"Commonplace book of prayers, amulets, and magic squares in Arabic and Turkish",,,,Commonplace book,Q7822,,
al-Kāfī fī ʻilm al-dīn,,,,Hadiths,Q11863,,
Ḥāshiyah [ʻalá Uṣūl] al-Kāfī fī ʻilm al-dīn,,,,Hadiths,Q11863,,
Sharḥ khuṭbat al-Kāfī,,,,Hadiths,Q11863,,
Sharḥ Uṣūl al-Kāfī,,,,Sharh Usul al-Kafi,Q51952,,
Kāmil al-ziyārāt,,,,Kamil al-Ziyarat,Q67249,,
Kitāb al-Rijāl,,,,,,,
al-Mujallad al-thānī min Man lā yaḥḍuruhu al-faqīh /,المجلد الثاني من من لا يحضره الفقيه /,,,Hadiths,Q11863,,
Kitāb Man lā yaḥḍuruhu al-faqīh,كتاب من لا يحضره الفقيه,Man lā yaḥḍuruhu al-faqīh,من لا يحضره الفقيه,Man lā yaḥḍuruhu al-faqīh,Q67358,,
al-Mujallad al-thānī min Kitāb Man lā yaḥḍuruhu al-faqīh; Asānīd Man lā yaḥḍuruhu al-faqīh /,المجلد الثاني من كتاب من لا يحضره الفقيه,,,Hadiths;Texts on Islamic law,Q11863;Q12197,,
Kitāb Man lā yaḥḍuruhu al-faqīh /,كتاب من لا يحضره الفقيه /,Man lā yaḥḍuruhu al-faqīh,من لا يحضره الفقيه,,,Man lā yaḥḍuruhu al-faqīh,Q39500
Lubb al-lubāb,,,,,,,
al-Juzʾ al-awwal min matn al-Luʼluʼ al-maknūn fī aḥādīth al-amīn al-maʼmūn /,,Luʼluʼ al-maknūn fī aḥādīth al-amīn al-maʼmūn,,Luʼluʼ al-maknūn fī aḥādīth al-amīn al-maʼmūn,Q67250,,
Luʼluʼat al-Baḥrayn,,,,,,,
al-Istibṣār fīmā ikhtalafa fīhi min al-akhbār,,,,al-Istibṣār fīmā ikhtalifa fīhi min al-akhbār,Q67251,,
Jāmiʻ al-aḥkām fī masāʼil al-ḥalāl wa-al-ḥarām,,,,Hadiths,Q11863,,
al-Jāmi al-ṣaḥīḥ,,,,Jāmi al-ṣaḥīḥ,Q12187,,
al-Jawāhir al-sanīyah fī al-aḥādīth al-qudsīyah,,,,Hadiths,Q11863,,
Jawāmiʻ al-kalim fī al-mawāʻiẓ wa-al-ḥikam,,,,Hadiths,Q11863,,
al-Juzʾ al-thānī min al-Maʾmūn /,الجزء الثاني من المأمون /,Luʾluʾ al-maknūn fī aḥādīth al-amīn al-maʾmūn,لؤلؤ المكنون في احاديث الامين المأمون,Luʼluʼ al-maknūn fī aḥādīth al-amīn al-maʼmūn,Q67250,,
Fī aḥādīth musalsalah ʻasharah,في احاديث مسلسلة عشرة,,,Hadiths,Q11863,,
Sharḥ Nukhbat al-fikar fī muṣṭalaḥāt ahl al-athar,شرح نخبة الفكر في مصطلحات اهل الاثر,Sharḥ Nukhbat al-fikar,شرح نخبة الفكر,Sharḥ Nukhbat al-fikar,Q67359,,
Dalāʾil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-Nabī al-mukhtār,دلائل الخيرات وشوارق الانوار في ذكر الصلاة على النبي المختار,Dalāʾil al-khayrāt,دلائل الخيرات,Dala'il al-Khayrat,Q18568,,
Aḥādīth qudsīyah,احاديث قدسية,,,Hadiths,Q11863,,
al-Juzʾ al-tāsiʻ min al-Bukhārī,الجزء التاسع من البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Aḥādīth Rasūl Allāh,احاديث رسول الله,,,Hadiths,Q11863,,
Munāẓarat al-Suyūṭī maʻa shaykh fī al-ṭaʻn ʻalá riwāyat al-aḥādīth al-kadhbah,مناظرة السيوطي مع شيخ في الطعن على رواية الاحاديث الكذبة,,,Theological text,Q5950,,
al-Fawāʻid al-jalīyah ʻalá al-manẓūmah al-Ishbīlīyah,,,,,,,
Tabṣirat al-mubtadiʻ wa-tadhkirat al-muntahī,,Alfīyat al-ʻIrāqī,,Alfīyat al-ʻIrāqī,Q12012,,
Sharḥ al-Tabṣirah,,,,,,,
Tanqīḥ al-anẓār fī ʻulūm al-āthār,,,,,,,
Ḥāshiyah ʻalá Nuzhat al-naẓar,,,,,,,
Ḥāshiyah ʻalá sharḥ Nukhbat al-fikar,,,,,,,
Jumal al-aḥkām ... [etc,جمل الاحكام ... الخ,,,Hadiths;Texts on Islamic law,Q11863;Q12197,,
Ishārāt ilá bayān al-asmāʼ al-mubhamāt ... [etc,اشارات الى بيان الاسماء المبهمات ... الخ,,,Commentary on hadiths,Q67910,,
al-Kawkab al-munīr bi-sharḥ al-Jāmiʻ al-ṣaghīr,,,,Commentary on hadiths,Q67910,,
Fayḍ al-qadīr bī-sharḥ al-Jāmiʻ al-ṣaghīr,,,,Commentary on hadiths,Q67910,,
Hidāyat al-mutanassik wa-kifāyat al-mutamassik,,,,Hadiths,Q11863,,
Kashf al-ghummah ʻan jamīʻ al-ummah,,,,Hadiths,Q11863,,
Aḥādīth muntakhabah min Kitāb al-Badr al-munīr fī gharīb aḥādīth al-bashīr al-nadhīr,,Badr al-munīr fī gharīb aḥādīth al-bashīr al-nadhīr,,Badr al-munīr fī gharīb aḥādīth al-bashīr al-nadhīr,Q67360,,
Kunūz al-ḥaqāʼiq fī ḥadīth khayr al-khalāʼiq,,,,Hadiths,Q11863,,
Kashf al-iltibās ʻammā yadūru min al-aḥādīth ʻalá alsinat al-nās,,,,Hadiths,Q11863,,
Kashf al-khafāʼ wa-muzīl al-ilbās ʻammā ishtahara min al-aḥādīth ʻalā alsinat al-nās,,,,Hadiths,Q11863,,
Aḥādīth al-aḥkām,,,,Hadiths,Q11863,,
Sidrat al-muntahá fī al-ḥadīth,,,,Hadiths,Q11863,,
Majmūʻ muntakhab min kutub al-aḥādīth,,,,Hadiths,Q11863,,
Abwāb al-saʻādah fī asbāb al-shahādah,,,,Hadiths,Q11863,,
Sharḥ al-Arbaʻīn al-Wadʻānīyah,,,,Commentary on hadiths,Q67910,,
Rawḍat al-nāṣiḥīn sharḥ al-Khutab al-arbaʻīn,,,,Commentary on hadiths,Q67910,,
Kitāb al-Arbaʻīn fī irshād al-sāʼirīn,,,,Hadiths,Q11863,,
Kitāb al-Arbaʻīn al-buldānīyah,,,,Hadiths,Q11863,,
Kitāb al-Arbaʻīn fī al-ajwibah al-nabawīyah ʻan al-asʼilah al-dīnīyah,,,,Hadiths,Q11863,,
Kitāb al-Arbaʻīn fī faḍl al-duʻāʼ wa-al-dāʻīn,,,,Hadiths,Q11863,,
Sharḥ al-arbaʻīn,,,,Sharḥ al-Arbaʻīn,Q12063,,
Sharḥ al-Arbaʻīn,,,,Sharḥ al-Arbaʻīn,Q12063,,
al-Fatḥ al-mubīn li-sharḥ al-Arbaʻīn,,,,Commentary on hadiths,Q67910,,
al-Majālis al-sanīyah fī al-Arbaʻīn al-Nawawīyah,,,,Commentary on hadiths,Q67910,,
Kitāb al-Arbaʻīn al-muwāfiqāt al-ʻawālī min arbaʻīn shaykh min shuyūkh al-aʼimmah al-sittah ʻan arbaʻīn min al-ṣaḥābah al-mukharrajah min masmūʻāt al-shaykh Badr al-Dīn Muḥammad ibn Aḥmad ibn Khālid ibn Muḥammad al-Fāriqī,,,,Hadiths,Q11863,,
Arbaʻūn ḥadīth,,,,Arbaʻīn ḥadīth,Q12004,,
Ghunyat al-muḥaṣṣilīn fī sharḥ al-Arbaʻīn,,,,Commentary on hadiths,Q67910,,
al-Muntaqá min thulāthīyāt Ibn ḥanbal,,Musnad,,Musnad,Q67234,,
Juzʼ fīhi aḥādīth Abī ʻAbd Allāh Muḥammad ibn ʻAbd Allāh ibn al-Muthanná ibn Anas ibn Mālik al-Anṣārī... ʻan shuyūkhihi,,,,Hadiths,Q11863,,
al-Juzʼ al-awwal min fawāʼid Abī ʻUbayd Allāh al-ḥusayn ibn Yaḥyá ibn ʻAyyāsh al-Qaṭṭān ʻan shuyūkhihi,,,,Hadiths,Q11863,,
Juzʼ fīhi arbaʻah majālis: majlisayn ʻan Abī al-Faḍl al-Rāfiʻī wa-majlis ʻan Abī al-Fawāris al-Ṣābūnī wa-majlis ʻan Aḥmad ibn Abī al-Mawt,,,,Hadiths,Q11863,,
Juzʼ fīhi min ḥadīth Abī ʻAbd Allāh Muḥammad ibn Mūsá ibn ʻĀṣim al-Ṭaḥḥān ʻan shuyūkhihi,,,,Hadiths,Q11863,,
Juzʼ fīhi min ḥadīth Abī al-ḥusayn Aḥmad ibn Muḥammad ibn Aḥmad ibn Jaʻfar al-Qudūrī,,,,Hadiths,Q11863,,
Juzʼ fīhi dhikr man ismuhu Shuʻbah min ruwāt al-āthār,,,,Hadiths,Q11863,,
al-Juzʼ al-sābiʻ min al-Fawāʼid al-ʻawālī al-muntaqāh min uṣūl samāʻāt... al-Thaqafī,,Fawāʼid al-ʻawālī,,Fawāʼid al-ʻawālī,Q67252,,
al-Juzʼ al-thāmin wa-al-sittūn,,Fawāʼid al-ʻawālī,,Fawāʼid al-ʻawālī,Q67252,,
al-Khilaʻīyāt fī ajzāʼ al-ḥadīth,,,,Hadiths,Q11863,,
Majlis fī ṣawm yawm ʻĀshūrāʼ,,,,Hadiths,Q11863,,
Juzʼ fīhi min ḥadīth al-shaykh...Shams al-Dīn Abī Muḥammad ʻAbd Allāh ibn ʻAfīf al-Dīn Muḥammad ibn Yūsuf ibn ʻAbd al-Munʻim ibn Aḥmad ibn Sulṭān al-Maqdisī al-Nābulusī al-ḥanbalī...ʻan jamāʻah min shuyūkhihi bi-al-samāʻ wa-al-ijāzah,,,,,,,
al-Musalsalāt,,,,Hadiths,Q11863,,
Masālik al-abrār ilá aḥādīth al-Nabī al-mukhtār,,,,Hadiths,Q11863,,
al-Taʻlīqah al-jalīlah bi-taghlīq Musalsalāt Ibn ʻAqīlah,,,,Commentary on hadiths,Q67910,,
al-Hibāt al-sanīyāt fī tabyīn al-aḥādīth al-mawḍūʻāt,,,,,,,
al-Ṣaḥāʼif al-arbaʻūn al-ilāhīyah,,,,Hadiths,Q11863,,
Bughyat al-rāʼid fīmā fī ḥadīth Umm Zarʻ min al-fawāʼid,,,,Commentary on hadiths,Q67910,,
Rayʻ al-farʻ fī sharḥ ḥadīth Umm Zarʻ,,,,Commentary on hadiths,Q67910,,
Fitrat al-khalīfah ... [etc,فترة الخليفة ... الخ,,,Hadiths,Q11863,,
Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn ... [etc,حصن الحصين من كلام سيد المرسلين ... الخ,,,Hadiths,Q11863,,
Kanz al-fawāʼid sharḥ Baḥr al-ʻaqāʼid ... [etc,كنز الفوائد شرح بحر العقائد ... الخ,,,Theological text,Q5950,,
al-Maʻārif al-ghaybīyah sharḥ al-ʻAynīyah al-Jīlīyah ... [etc,المعارف الغيبية شرح العينية الجيلية ... الخ,Works,اعمال,Sufi texts,Q27797,,
Nuṣūṣ fī taḥqīq al-ṭawr al-makhṣūṣ ... [etc,نصوص في تحقيق الطور المخصوص ... الخ,,,,,,
Ghāyat al-marām fī sharḥ Shurūṭ al-muqtadī wa-al-imām ... [etc,غاية المرام في شرح شروط المقتدي والامام ... الخ,,,,,,
Bayān al-asrār lil-ṭālibīn ... [etc,بيان الاسرار للطالبين ... الخ,,,Sufi texts,Q27797,,
