ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,"",Q49117,University of Pennsylvania,9949470163503681,Ms. Coll. 764 Item 122,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949470163503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3sk9d/manifest,"","","",1423.,1423,15,http://vocab.getty.edu/aat/300404465,,"","","Nonnina Balducci power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Peri, Giovanni|Balducci, Domenico|Silvestri, Jacopo, active 16th century|Balducci, Nonnina|Peri, Giovanni|Portinari, Vanni de'|Luca, Jacopo di|Alessandri, Piero degli|Alessandri, Bartolomeo degli|Inheritance and succession--Italy|Inheritance and succession|Italy|Montecatini Terme (Italy)--History--15th century|Florence (Italy)--History--15th century",http://id.worldcat.org/fast/1789626||||http://id.worldcat.org/fast/1789626|||||http://id.worldcat.org/fast/973371;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/973371|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1208464;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,"Peri, Giovanni||||Peri, Giovanni|||||Inheritance and succession;Italy|Inheritance and succession|Italy|Italy--Montecatini Terme;History;Fifteenth century|Italy--Florence;History;Fifteenth century","","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949470163503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949470283503681,Ms. Coll. 764 Item 123,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949470283503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nw8w/manifest,"","","",1424.,1424,15,http://vocab.getty.edu/aat/300404465,,"","","Aldobrando Delci power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Delci, Aldobrando|Delci, Niccolò|Mattei, Teo|Forte, Antonio|Giovannini, Michele, 1971-|Amideo, Chele d'|Siena (Italy)--History--15th century|San Gimignano (Italy)--History--15th century|Florence (Italy)--History--15th century",||||||http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1206666;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||||||Italy--Siena;History;Fifteenth century|Italy--San Gimignano;History;Fifteenth century|Italy--Florence;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949470283503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949470363503681,Ms. Coll. 764 Item 124,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949470363503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3j35w/manifest,"","","",1424.,1424,15,http://vocab.getty.edu/aat/300404465,,"","","Antonio Cocchi Donati will,","",Will,"Notarial documents|Legal documents|Wills|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://vocab.getty.edu/aat/300027764|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|legal documents|wills|Manuscripts, Renaissance|Manuscripts, Latin","Cocchi Donati, Piera|Cocchi Donati, Antonio|Borghi, Piero, -approximately 1494|Angeli, Niccolò, 1448-|Antoni, Jacopo|Wills--Italy|Wills|Inheritance and succession|Inheritance and succession--Italy|Italy|Florence (Italy)--History--15th century|Prato (Italy)--History--15th century",|||||http://id.worldcat.org/fast/1175513;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1175513|http://id.worldcat.org/fast/973371|http://id.worldcat.org/fast/973371;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1207348;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,|||||Wills;Italy|Wills|Inheritance and succession|Inheritance and succession;Italy|Italy|Italy--Florence;History;Fifteenth century|Italy--Prato;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949470363503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509603503681,Ms. Coll. 764 Item 125,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509603503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3dd2m/manifest,"","","",1427.,1427,15,http://vocab.getty.edu/aat/300404465,,"","","Signoria order,","",Order,"Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Visconti, Selvaggia dei|Abbazia di Santo Stefano (Pistoia, Italy)|15th century|Real property--Italy--15th century|Real property|Florence (Italy)--History--15th century|Italy|Montale (Italy)--History|Pistoia (Italy)--History--15th century",||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1203454;http://id.worldcat.org/fast/958235|http://id.worldcat.org/fast/1204411;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--Florence;History;Fifteenth century|Italy|Italy--Montale;History|Italy--Pistoia;History;Fifteenth century,Florence (Republic). Signoria,"","",Q3393334,organization,Signoria of Florence,"","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509603503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509673503681,Ms. Coll. 764 Item 126,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509673503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p38s9t/manifest,"","","",1429.,1429,15,http://vocab.getty.edu/aat/300404465,,"","","Payment receipt,","",Receipt,"Notarial documents|Receipts|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027573|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|receipts (financial records)|Manuscripts, Latin|Manuscripts, Renaissance","Gerardo, Papi di|Prino, Baccioneo|Pisa (Italy)--History--15th century",||http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||Italy--Pisa;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509673503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509683503681,Ms. Coll. 764 Item 127,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509683503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p33n20f21/manifest,"","","","1429, 1447.",1429^1447,15,http://vocab.getty.edu/aat/300404465,,"","","Brancacci family documents,","",Family documents,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Brancacci, Caterina|Brancacci, Branca|Brancacci, Antonio|Pietro, Lena di|Tommaso, Angiolo di|Davanzati, Niccolò|Dowry--Italy|Taxation--Italy--Florence|Taxation|Dowry|Florence (Italy)--History--15th century|Italy|Italy--Florence",||||||http://id.worldcat.org/fast/897264;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204699|http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/897264|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699,||||||Dowry;Italy|Taxation;Italy--Florence|Taxation|Dowry|Italy--Florence;History;Fifteenth century|Italy|Italy--Florence,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 2 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509683503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509773503681,Ms. Coll. 764 Item 128,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509773503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p35377/manifest,"","","",1431.,1431,15,http://vocab.getty.edu/aat/300404465,,"","","Lodovico Bandinelli dowry receipt,","",Receipt,"Notarial documents|Receipts|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027573|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|receipts (financial records)|Manuscripts, Latin|Manuscripts, Renaissance","Bandinelli, Lodovico|Luti, Lutoccio|Vannello, Giovanni di|Bandinelli, Lisabetta|Dowry--Italy|Dowry|Florence (Italy)--History--15th century|Italy",||||http://id.worldcat.org/fast/897264;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/897264|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565,||||Dowry;Italy|Dowry|Italy--Florence;History;Fifteenth century|Italy,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509773503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9950019943503681,Ms. Coll. 764 Item 129,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950019943503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3zw18s8h/manifest,"","","",1432.,1432,15,http://vocab.getty.edu/aat/300404465,,"","","Bartolomea Villani deed,","",Deed,"Notarial documents|Deeds|Scrolls (information artifacts)|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027249|http://vocab.getty.edu/aat/300028629|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|deeds|scrolls (information artifacts)|Manuscripts, Renaissance|Manuscripts, Latin","Villani, Francesco|Villani, Bartolomea|Ridolfi, Angiolo|Pieri, Piero|Bonaccorti, Benozzo|15th century|Real property--Italy--15th century|Real property|Florence (Italy)--History--15th century|Prato (Italy)--History--15th century|Italy",|||||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1207348;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565,|||||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--Florence;History;Fifteenth century|Italy--Prato;History;Fifteenth century|Italy,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9950019943503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509813503681,Ms. Coll. 764 Item 130,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509813503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p38m0p/manifest,"","","",1437.,1437,15,http://vocab.getty.edu/aat/300404465,,"","","Checca Serotini power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Serotini, Checca|Barducci, Giovanni|Dolfi, Dolfo|Dolfi, Domenico|Ferundi, Ferundo de'|Lamberto, Jacopo di|15th century|Real property--Italy--15th century|Real property|Venice (Italy)--History--15th century|Italy|Florence (Italy)--History--15th century",||||||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1204473;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||||||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--Venice;History;Fifteenth century|Italy|Italy--Florence;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509813503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509843503681,Ms. Coll. 764 Item 132,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509843503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p34w9m/manifest,"","","",1442.,1442,15,http://vocab.getty.edu/aat/300404465,,"","","Regolatori delle entrate e delle uscite order,","",Regulations,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Cecchi, Giovannino|San Miniato, Jacopo di|Taxation|Clergy--Taxation|Clergy--Taxation|Taxation--Italy--Florence|Florence (Italy)--History--15th century|San Miniato (Italy)--History--15th century|Italy--Florence",||http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/864091|http://id.worldcat.org/fast/864091|http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204699|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204699,||Taxation|Clergy--Taxation|Clergy--Taxation|Taxation;Italy--Florence|Italy--Florence;History;Fifteenth century|Italy--San Miniato;History;Fifteenth century|Italy--Florence,Florence (Italy). Regolatori delle entrate e delle uscite,"","",Q2044,organization,Florence,"","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509843503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509873503681,Ms. Coll. 764 Item 133,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509873503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p31959/manifest,"","","",1443.,1443,15,http://vocab.getty.edu/aat/300404465,,"","","Davanzato di Fagno power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Thilla, Berto|Fagno, Davanzato di|Partana, Bartolo|Apraduno, Antonio di|Bianco, Giacomo del|Merchants--Italy|Merchants|Florence (Italy)--History--15th century|Pisa (Italy)--History--15th century|Italy|Palermo (Italy)--History--15th century",|||||http://id.worldcat.org/fast/1017057;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1017057|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204982;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,|||||Merchants;Italy|Merchants|Italy--Florence;History;Fifteenth century|Italy--Pisa;History;Fifteenth century|Italy|Italy--Palermo;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509873503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509903503681,Ms. Coll. 764 Item 134,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509903503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3136m/manifest,"","","",1446.,1446,15,http://vocab.getty.edu/aat/300404465,,"","","Domenico Ruffaldi and Jacopo de Buralis power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Ruffaldi, Domenico|San Miniato, Tommaso di|Buralis, Jacopo de|Florence (Italy). Signoria|Florence (Italy)--History--15th century|Siena (Italy)--History--15th century",||||http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||||Italy--Florence;History;Fifteenth century|Italy--Siena;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509903503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949509993503681,Ms. Coll. 764 Item 135,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949509993503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3wd3b/manifest,"","","",1447.,1447,15,http://vocab.getty.edu/aat/300404465,,"","","Lena Risaliti power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|legal documents|Manuscripts, Renaissance|Manuscripts, Latin","Risaliti, Lena|Antonio, Piero di|Monte, Monte di|Benci, Guccio|Gaspero, Domenico di|Ficherelli, Guccio|Florence (Italy)--History--15th century",||||||http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||||||Italy--Florence;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949509993503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949510413503681,Ms. Coll. 764 Item 136,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949510413503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3wm1n/manifest,"","","",1449.,1449,15,http://vocab.getty.edu/aat/300404465,,"","","Francesco di Sigismondo will,","",Will,"Notarial documents|Wills|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027764|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|wills|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Spedale di Santa Maria della Scala (Siena, Italy)|Spedale di Santa Maria della Scala (Siena, Italy)|Inheritance and succession|Inheritance and succession--Italy|Italy|Siena (Italy)--History--15th century|Grosseto (Italy)--History--15th century",http://id.worldcat.org/fast/611263|http://id.worldcat.org/fast/611263|http://id.worldcat.org/fast/973371|http://id.worldcat.org/fast/973371;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1211358;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,"Spedale di Santa Maria della Scala (Siena, Italy)|Spedale di Santa Maria della Scala (Siena, Italy)|Inheritance and succession|Inheritance and succession;Italy|Italy|Italy--Siena;History;Fifteenth century|Italy--Grosseto;History;Fifteenth century","","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949510413503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949510433503681,Ms. Coll. 764 Item 137,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949510433503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rs95/manifest,"","","",1449.,1449,15,http://vocab.getty.edu/aat/300404465,,"","","Paolo del Calandra deed of gift,","",Deed,"Notarial documents|Legal documents|Deeds|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://vocab.getty.edu/aat/300027249|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|deeds|Manuscripts, Latin|Manuscripts, Renaissance","Calandra, Paolo del|Orto, Giovanni dall'|15th century|Real property--Italy--15th century|Real property|Pisa (Italy)--History--15th century|Italy",||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565,||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--Pisa;History;Fifteenth century|Italy,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949510433503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949512273503681,Ms. Coll. 764 Item 138,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949512273503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rq02/manifest,"","","",1450.,1450,15,http://vocab.getty.edu/aat/300404465,,"","","Bill of exchange dispute,","",Bill of exchange,"Notarial documents|Legal documents|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|legal documents|Manuscripts, Renaissance|Manuscripts, Latin","Pazzi, Antonio de'|Spini, Giacomo|Pazzi, Piero de'|Baroncelli, Francesco|Rucellai, Guglielmo de'|Early works to 1800|Finance--Italy--Early works to 1800|Finance|Florence (Italy)--History--15th century|Lucca (Italy)--History--15th century|Italy|Pescia (Italy)--History",|||||http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/924349;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/924349|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204336;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1208453;http://id.worldcat.org/fast/958235,|||||Early works|Finance;Italy;Early works|Finance|Italy--Florence;History;Fifteenth century|Italy--Lucca;History;Fifteenth century|Italy|Italy--Pescia;History,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:14:53 -0400,2022-08-03,9949512273503681_marc.xml
