place_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Pavia,Pavia,http://vocab.getty.edu/tgn/7006026,Q4995,,,
Gargagnago,,,,,,
Buttapietra,Buttapietra,http://vocab.getty.edu/tgn/1043694,Q76280,,,
Brescia,,,,Brescia,http://vocab.getty.edu/tgn/7005764,Q7214
Vomei ( Treviso ),Treviso (province),http://vocab.getty.edu/tgn/7002996,Q19900,,,
San Pietro Inc.,,,,,,
Voine,Vione,http://vocab.getty.edu/tgn/7036737,Q76281,,,
Roveredo,Rovereto,http://vocab.getty.edu/tgn/7005447,Q76255,,,
Rovere di Vello,,,,,,
Roverr di Vello,,,,,,
Marcellise?,Marcellise,http://vocab.getty.edu/tgn/4006883,Q76252,,,
Gresta (Trent ),Trento (province),http://vocab.getty.edu/tgn/7003158,Q76254,,,
Torcello,Torcello,http://vocab.getty.edu/tgn/7038388,Q76282,,,
Rovereto (Trent ),Rovereto;Trento (province),http://vocab.getty.edu/tgn/7005447;http://vocab.getty.edu/tgn/7003158,Q76255;Q76254,,,
Veroana,Verona,http://vocab.getty.edu/tgn/7003262,Q124,,,
Treviso,,,,Treviso,http://vocab.getty.edu/tgn/7003297,Q38311
Reggio,,,,,,
Torricella (PR ),,,,,,
San Secondo (PR),San Secondo Parmense,http://vocab.getty.edu/tgn/7004969,Q76283,,,
Fagnano,Fagnano Olona,http://vocab.getty.edu/tgn/1044553,Q76284,,,
BrusiIlo,,,,,,
Cisano,,,,,,
Nogarola,,,,,,
Poiano,Poiano,http://vocab.getty.edu/tgn/7055089,Q76285,,,
Venice?,,,,Venice,http://vocab.getty.edu/tgn/7018159,Q2823
Castelnuovo Ab.,,,,,,
Caprino,,,,,,
Malcesine,Malcesine,http://vocab.getty.edu/tgn/1045194,Q76286,,,
Padua,,,,Padua,http://vocab.getty.edu/tgn/7003085,Q3091
Este,,,,,,
Belluno,,,,,,
Lazise,Lazise,http://vocab.getty.edu/tgn/1045047,Q76287,,,
Rovereto (Trent),Rovereto;Trento (province),http://vocab.getty.edu/tgn/7005447;http://vocab.getty.edu/tgn/7003158,Q76255;Q76254,,,
Ravenna,Ravenna,http://vocab.getty.edu/tgn/7004935,Q76288,,,
Maderno,Toscolano Maderno,http://vocab.getty.edu/tgn/7018793,Q76289,,,
Venice ?,Venice,http://vocab.getty.edu/tgn/7018159,Q2823,,,
Onara (PD),Onara,http://vocab.getty.edu/tgn/7055952,Q76290,,,
Isola dla Scala,Isola della Scala,http://vocab.getty.edu/tgn/1044966,Q76291,,,
Caselle,,,,,,
Pacengo,,,,,,
San Ambrogio,Sant'Ambrogio,http://vocab.getty.edu/tgn/7040758,Q76292,,,
Rome,,,,Rome,http://vocab.getty.edu/tgn/7000874,Q123
Brentonego,,,,,,
Piacenza,,,,Piacenza,http://vocab.getty.edu/tgn/7004939,Q4999
Mansone,,,,,,
Marega,,,,,,
Pescantina,Pescantina,http://vocab.getty.edu/tgn/1045932,Q76293,,,
Tregnago,Tregnago,http://vocab.getty.edu/tgn/1047189,Q76294,,,
Castione,,,,,,
Mantua,,,,Mantua,http://vocab.getty.edu/tgn/7005879,Q2824
Lonado,,,,,,
Ronca,Roncà,http://vocab.getty.edu/tgn/7042118,Q76295,,,
Corfu,,,,Corfu,http://vocab.getty.edu/tgn/7010883,Q74795
BoIogna,,,,,,
Manzano (Trent ),Trento (province),http://vocab.getty.edu/tgn/7003158,Q76254,,,
Palu,Palù,http://vocab.getty.edu/tgn/7053890,Q76296,,,
Arce,Arce,http://vocab.getty.edu/tgn/1043257,Q76297,,,
MaIcesine,,,,,,
Manzano,,,,,,
Cologna?,,,,,,
Nogara,Nogara,http://vocab.getty.edu/tgn/1045683,Q76298,,,
Lugo Valpantena,,,,,,
Gazzego,,,,,,
Avignon,,,,Avignon,http://vocab.getty.edu/tgn/7008799,Q4328
Muro (Trent ),Trento (province),http://vocab.getty.edu/tgn/7003158,Q76254,,,
Boschi ?,,,,,,
Motta,,,,,,
Valgatara,,,,,,
Polesine,Polesine,http://vocab.getty.edu/tgn/7055068,Q76299,,,
Covolo,,,,,,
Avio,Avio,http://vocab.getty.edu/tgn/7005507,Q76300,,,
Padua?,Padua,http://vocab.getty.edu/tgn/7003085,Q3091,,,
Bevilacqua,Bevilacqua,http://vocab.getty.edu/tgn/4001486,Q76301,,,
Bigolina?,Santa Croce Bigolina,http://vocab.getty.edu/tgn/4010054,Q76253,,,
Bigolina,Santa Croce Bigolina,http://vocab.getty.edu/tgn/4010054,Q76253,,,
Terrazzo,Terrazzo,http://vocab.getty.edu/tgn/7038622,Q76302,,,
Adria,Adria,http://vocab.getty.edu/tgn/7008301,Q76303,,,
Naples,,,,Naples,http://vocab.getty.edu/tgn/7004474,Q3099
Torri del Benaco,Torri del Benaco,http://vocab.getty.edu/tgn/7038215,Q76304,,,
Pianzano,Pianzano,http://vocab.getty.edu/tgn/7051003,Q76305,,,
Rovereto,Rovereto,http://vocab.getty.edu/tgn/7005447,Q76255,,,
Pressana,Pressana,http://vocab.getty.edu/tgn/7003265,Q76306,,,
Villlorba,,,,,,
Isola Porcarizza,,,,,,
Roverchiara,,,,,,
Cavaleaselle,,,,,,
Trent,Trento (province),http://vocab.getty.edu/tgn/7003158,Q76254,,,
Tavernari,,,,,,
Piove di Sacco,Piove di Sacco,http://vocab.getty.edu/tgn/7003082,Q76307,,,
Rovigo,Rovigo,http://vocab.getty.edu/tgn/7003271,Q4989,,,
Tavernari (TR ),,,,,,
Vonico,,,,,,
Oderzo,Oderzo,http://vocab.getty.edu/tgn/7003301,Q76308,,,
Vomei,,,,,,
Porcia,Porcia,http://vocab.getty.edu/tgn/1046130,Q76309,,,
S Giovanni Albo,,,,,,
Nervesa,Nervesa della Battaglia,http://vocab.getty.edu/tgn/7003077,Q76310,,,
Cernuta,,,,,,
Martignago,,,,,,
Poiana,Poiana Maggiore,http://vocab.getty.edu/tgn/7055091,Q76311,,,
Negrar,Negrar,http://vocab.getty.edu/tgn/7051157,Q76312,,,
Austria,,,,Austria,http://vocab.getty.edu/tgn/1000062,Q132
Noale,Noale,http://vocab.getty.edu/tgn/7003048,Q76313,,,
Badia Polesine,Badia Polesine,http://vocab.getty.edu/tgn/7003285,Q76314,,,
Lendinara,Lendinara,http://vocab.getty.edu/tgn/1045059,Q76315,,,
Lesina,Lesina,http://vocab.getty.edu/tgn/1045071,Q76316,,,
Camin,Camin,http://vocab.getty.edu/tgn/7046161,Q76317,,,
S Pietro Morubio,,,,,,
Bassano,,,,,,
Bergamo,Bergamo,http://vocab.getty.edu/tgn/7005025,Q38154,,,
Valeggio,,,,,,
Pizone (Badia ),,,,,,
Angiari,,,,,,
Carpi,,,,Carpi,http://vocab.getty.edu/tgn/7004950,Q16419
Piovezzano,,,,,,
Montebelluno,,,,,,
Cavalcaselle,,,,,,
Arcade,Arcade,http://vocab.getty.edu/tgn/1043256,Q76318,,,
Chioggia,Chioggia,http://vocab.getty.edu/tgn/7003037,Q76319,,,
Folgaria,,,,,,
Garda,,,,,,
Murano,Murano,http://vocab.getty.edu/tgn/7003021,Q76320,,,
Castelbaldo,Castelbaldo,http://vocab.getty.edu/tgn/7045979,Q76321,,,
Begosso,,,,,,
Covolo?,,,,,,
Calliano,,,,,,
Romedello,,,,,,
Verona ?,Verona,http://vocab.getty.edu/tgn/7003262,Q124,,,
Treviso?,Treviso,http://vocab.getty.edu/tgn/7003297,Q38311,,,
