title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Igrot; be-Ladino,אגרות,Igrot,אגרות,Fees,Q76027,,
Sheṭar mekhirat bait; le-Daṿid Avraham,שטר מכירת בית,Deed,שטר,Deed,Q1319,,
Igeret; el ha-Baron Hirsh ʻal haḳamat bet ha-ḥolim Osef Dal be-Ioannina,אגרת,Igeret,אגרת,Letter;Hebrew text,Q1454;Q75984,,
Berakhah; le-Narcisse Leven bi-melot lo 75,ברכה,,,Hebrew texts,Q44123,,
Igeret; el Shelomoh Kluger] /,אגרת,,,Letter;Hebrew text,Q1454;Q75984,,
Igeret; el Shelomoh Kluger,אגרת,,,Letter;Hebrew text,Q1454;Q75984,,
Derashot] /,דרשות,,,Derashot,Q75995,,
Bet aharon; ḥeleḳ ḥoshen mishpaṭ] /,בית אהרן,,,Hebrew texts,Q44123,,
Bet aharon /,בית אהרן,,,Hebrew texts,Q44123,,
Emunah Omen /,אמונה אמן,,,Hebrew texts,Q44123,,
Sefer mesilat ha-limud,ספר מסלת הלמוד,,,Hebrew texts,Q44123,,
Midrashim; Otiyot de-Rabbi ʻAkivah?,מדרשים,Midrashim,מדרשים,Midrash,Q76015,,
"Hikhot Alfas; Bezah, Rosh ha-Shanah",הלכות אלפס,,,Legal texts;Hebrew texts,Q6030;Q44123,,
Hikhot Alfas; Sukkah,הלכות אלפס,,,Legal texts;Hebrew texts,Q6030;Q44123,,
Teshuvah] /,תשובה,,,Hebrew texts,Q44123,,
"Torat mosheh; Be-reshit, Shemot] /",תורת משה,,,Hebrew texts,Q44123,,
Pisḳe Rabenu Asher; Rosh Ha-Shanah,פסקי רבינו אשר,,,Hebrew texts,Q44123,,
Girsa de-yankuta; even boḥen livḥon hani bi rav ben ḥamesh ʻesʹre le-talmud /,גירסא דינקותא,,,Talmudic text,Q76002,,
Shem ha-gedolim,שם הגדולים,,,Hebrew texts,Q44123,,
Torah; Numbers 27:2- 29:23,תורה,Torah,תורה,Torah,Q42434,,
Rosh mashbir /,ראש משביר,,,Hebrew texts,Q44123,,
Neḥmadim mi-zahav umi-paz,נחמדים מזהב ומפז,Sermons,דרשות,Sermons,Q1400,,
Mor deror /,מר דרור,,,Hebrew texts,Q44123,,
Liḳuṭim,לקוטים,,,Hebrew texts,Q44123,,
Sefer tseror ha-mor; perush naʼeh ʻal Alfa Beta /,ספר צרור המור,,,Hebrew texts,Q44123,,
Tseror ha-kesef,צרור הכסף,,,Hebrew texts,Q44123,,
Parashat derakhim /,פרשת דרכים,,,Hebrew texts,Q44123,,
Ḥidushim la-Talmud; Ḥulin] /,חדושים לתלמוד,,,Talmudic text,Q76002,,
Sefer meshive ṭaʻam; leḳeṭ ḳitsure taʻame ha-berakhot ṿeha-tefilot ṿeha-minhagim,ספר משיבי טעם,Prayer (commentary),תפלה (פרשנות),Hebrew commentary,Q75988,,
Derashot; le-parashat ha-shavuʻa be-ʻIvrit ṿe-Italḳit,דרשות,Sermons,דרשות,Sermons,Q1400,,
Derashot,דרשות,,,Derashot,Q75995,,
Derashot; le-parashiyot ha-shavuʻa,דרשות,Derashot,דרשות,Derashot,Q75995,,
Derashot; le-shabatot lifne Pesaḥ,דרשות,Derashot,דרשות,Derashot,Q75995,,
Derashot; ʻal derekh ha-kabalah,דרשות,Derashot,דרשות,Derashot,Q75995,,
Derashot; Be-reshit - Boh,דרשות,Derashot,דרשות,Derashot,Q75995,,
Sefer ha-Orah,ספר האורה,,,Hebrew texts,Q44123,,
Minhagim; shel ha-Rav ha-elihi Yitsḥaḳ Luria,מנהגים,,,Minhagim,Q76028,,
Tekhunat ha-shamayim,תכונת השמים,,,Hebrew texts,Q44123,,
Ḥazon ʻovadyah,חזון עובדיה,Jewish sermons,דרשות,Sermons;Hebrew texts,Q1400;Q44123,,
Pinḳas malṿeh be-ribit; ḳeṭʻa,פנקס מלוה ברבית,,,Pinkas;Records,Q76009;Q8300,,
Reshimat hotsaʼot ṿe-hakhnasot mi-Yerushalayim; 1839-1843,רשימת הוצאות והכנסות מירושלים,,,List;Hebrew text,Q3116;Q75984,,
Ḥidushim ʻal ha-talmud; Neziḳin ṿe-Kodashim,חדושים על התלמוד,Talmud (commentary),תלמוד (פרשנות),Talmudic text,Q76002,,
Ḥidushim ʻal ha-torah; kolel ʻal Rashi ṿe-Ramban,חדושים על התורה,Bible (commentary),תורה (פרשנות),Torah commentary,Q44107,,
Ḥidushim ʻal ha-torah,חדושים על התורה,Bible (commentary),תורה (פרשנות),Torah commentary,Q44107,,
Kanfe yonah,כנפי יונה,,,Kabbalistic texts,Q39650,,
Ḥiburim be-asṭrologyah,חבורים באסטרולוגיה,,,Astrological text,Q20378,,
Kelale ha-dinim /,כללי הדינים,,,Hebrew texts,Q44123,,
Zerʻa emet; ʻal even ha-ʻezer ṿe-ḥoshen mishpaṭ,זרע אמת,,,Hebrew texts,Q44123,,
Piyuṭim; ḥadashim gam yeshanim,פיוטים,Hebrew poetry,פיוטים,Piyyutim,Q76006,,
Maḥzor le-yamim noraʼim; Minhag tsefon afrikah (Talmasan),מחזור לימים נוראים,Siddur,מחזור,Siddur,Q40025,,
Tefilot le-yamim noraʼim,תפלות לימים נוראים,Jewish prayers,תפלות,Tefilot,Q75987,,
Sidur; minhag Karaʼim le-ḥodashim Tamuz-Av,סדור,Karaite prayer rbook,תפלות (קראי),Prayer book,Q1486,,
Piyuṭim ṿe-ḳinot; Mi-tsefon afrikah,פיוטים וקינות,Hebrew poetry,פיוטים,Piyyutim;Lamentations,Q76006;Q75996,,
Maḥzor le-yamim noraʼim; ke-minhag A.P.M,מחזור וקוינטירניטו לימים נוראים,Jewish prayers,תפלות,Machzor;Prayers,Q44120;Q798,,
Hoshaʻanot,הושענות,Jewish prayers,תפלות,Prayers;Hebrew texts,Q798;Q44123,,
Tefilot,תפלות,Jewish prayers,תפלות,Tefilot,Q75987,,
Maḥzor; le yamim notaʼim ke-minhag Ioaannina,מחזור,Jewish prayers,תפלות,Machzor;Prayers,Q44120;Q798,,
Seder tiḳun ḥatsot; yom ben ha-metsarim,סדר תקון חצות,Jewish prayers,תפלות,Seder prayers;Prayers;Hebrew texts,Q75992;Q798;Q44123,,
Seder tiḳun ḥatsot; le-tishʻah be-av,סדר תקון חצות,Jewish prayers,תפלות,Seder prayers;Prayers;Hebrew texts,Q798;Q44123;Q76029,,
Ḳinot; ke-minhag... kol ha-medinot ha-elu Polen Raysen Pihem Mʻerheren ṿe-Ashkenaz /,קינות,Kinot,קינות,Lamentations,Q75996,,
Sheʼelot u-teshuvot,שאלות ותשובות,,,Responsa,Q75989,,
Ḥaye avraham /,חיי אברהם,,,Hebrew texts,Q44123,,
Ketubah; San Giacomo,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ḳameʻ; le-shemirat ha-bayit,קמע,Amulet,קמע,Amulet,Q76030,,
Ḳameʻ; ʻavur Mosheh ben Rivḳah le-ḥen le-ḥesed ule-raḥamim ule-ḥokhmah binah ṿa-daʻat,קמע,Amulet,קמע,Amulet,Q76030,,
"Ḳameʻ; kolel hashbaʻot li-Yehudim, li-Yishmaʻelim ṿe-ʻarelim",קמע,Amulet,קמע,Amulet,Q76030,,
Ḳameʻ,קמע,Amulet,קמע,Amulet,Q76030,,
Ketʻa be-filosofiah,קטע בפלוסופיה,,,Hebrew texts,Q44123,,
Ketubah; Trieste,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah; Aleppo,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah; ʻAmādīyah,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah; ketʻa,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Sefer shehitot u-bedikot,,Jewish law,,Laws for slaughtering,Q76021,,
Ketubah; Tunis,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah de-irkhesa; ʻAmādīyah,כתובה דאירכסא,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah; Constantinople,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah; Modena,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Maḥberet he-ʻarukh; ketʻa,מחברת הערוך,,,Hebrew texts,Q44123,,
Ḥidushim ʻal ha-Talmud; Nedarim,חדושים על התלמוד,,,Talmudic text,Q76002,,
Ḥerem; Iṭalyah] /,חרם,,,Hebrew texts,Q44123,,
Be-ʻenyan ha-pesak; she-ba me-ʻir Ṿenetsya /,בענין הפסק,,,Hebrew texts,Q44123,,
Derushim /,דרושים,,,Sermons,Q1400,,
Derashah,דרשה,,,Derashot,Q75995,,
Ketubah; Venice,כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ketubah; Akarnania (Greece),כתובה,Marriage contract,כתובה,Ketubah,Q76000,,
Ḳameʻa,קמיע,Amulets (for the newborn baby),קמיע (שמירה לנולד),Amulet,Q76030,,
"Ḥidushim ʻal ha-Talmud; Ketubbot, Kiddushin, Gittin, Yevamot",חדושים על התלמוד,Talmud,,Talmudic text,Q76002,,
Ṭerefiyot ha-ʻof be-ḳitsur /,טרפיות העוף בקיצור,,,Hebrew texts,Q44123,,
Shivʻim Ṭerefiyot she-mana ha-Rambam /,"שבעים טרפיות שמנה הרמב""ם",,,Hebrew texts,Q44123,,
Hilkhot Bediḳah /,הלכות בדיקה,,,Legal texts;Hebrew texts,Q6030;Q44123,,
Hilkhot Sheḥiṭah /,הלכות שחיטה,,,Laws for slaughtering,Q76021,,
"Torah; Devarim 34, 4-12] /",תורה,,,Hebrew texts,Q44123,,
"Torah; Ṿa-yiḳra, Ba-midbar, Deverim",תורה,Bible,,Torah,Q42434,,
Perush ha-Torah] /,פרוש התורה,Bible,,Torah commentary,Q44107,,
"Bible; Proverbs, Psalms","תנ""ך",Bible,,Bible;Book of Proverbs;Psalms,Q661;Q20508;Q5972,,
Betser ba-Midbar; derushim ʻal pesuke Tanakh ʻal derekh ha-Kabalah /,בצר במדבר,,,Kabbalistic texts,Q39650,,
Milḥamot ha-shem /,מלחמות השם,,,Milḥamot ha-shem,Q76031,,
Shemaʻ ha-ṭivʻi; Ḳitsur /,שמע הטבעי,,,Commentary on Aristotle,Q3120,,
Sefer ha-Tapuaḥ /,ספר התפוח,De pomo,,Treatise on apples,Q76032,,
Musre ha-Filosofim] /,מוסרי הפילוסופים,Maṣḥafa falāsfā ṭabībān,,Philosophical text,Q5996,,
Biur emtsaʻi ʻal sifre ha-higayon shel Arisṭo /,באור אמצעי על ספרי ההגיון של אריסטו,,,Commentary on Aristotle,Q3120,,
Sefer ha-Mitsvah?,ספר המצוה?,,,Hebrew texts,Q44123,,
Azharot ʻal Shavuʻot,אזהרות על שבועות,,,Hebrew texts,Q44123,,
Otiyot ha-Torah; Ohel makhon biniani /,אותיות התורה,Ohel makhon biniani,אהל מכון בניני,Letters of the Torah;Hebrew texts,Q76033;Q44123,,
Olam hafukh; ṿe-hu sipur ha-magefah asher neheytah be-yamaṿ be-geṭo Padova be-shnat 5391 [1631] /,עולם הפוך,,,Hebrew texts,Q44123,,
Barukh she-Amar /,ברוך שאמר,,,Hebrew texts,Q44123,,
Patshegen Ketav ha-dat /,פתשגן כתב הדת,,,Legal text,Q8041,,
Sefer ha-Tsivuy /,ספר הציווי,,,Hebrew texts,Q44123,,
Album; signatures of some of those who came to examine the model of the Temple of Solomon] /,,,,Signatures,Q76034,,
Hatḥalat ha-ḥokhmah,התחלת החכמה,Kabalah,קבלה,Kabbalistic texts,Q39650,,
Toldot ha-Ari,תולדות הארי,Kabalah,קבלה,Kabbalistic texts,Q39650,,
Shaʻar ha-kaṿanot,שער הכונות,,,Hebrew texts,Q44123,,
Seder ha-Goralot; ʻal derekh ha-mazalot ṿe-shivʻah kokhve lekhet /,סדר הגורלות,,,Sefer ha-Goralot,Q76035,,
Goralot,גורלות,,,Goralot,Q76036,,
Urim ṿe-tumim,אורים ותומים,Magic miscellany,קובץ בכשוף,Magical texts;Hebrew texts,Q38350;Q44123,,
Sefer ha-goralot /,ספר הגורלות,,,Sefer ha-Goralot,Q76035,,
Shaʻar toldot shel bene adam,שער תולדות של בני אדם,Magic miscellany,קובץ בכשוף,Magical texts;Hebrew texts,Q38350;Q44123,,
Sod yesharim,סוד ישרים,,,Hebrew texts,Q44123,,
Mifʻalot elohim,מפעלות אלהים,,,Hebrew texts,Q44123,,
"Ḳemiʻot, Segulot u-sheṭarot","קמיעות, סגולות ושטרות",,,Segulot,Q76014,,
Derashot; ʻal parashiyot ha-shavuʻa ule-Shabatot ha-metsuyanot sheba-shanah,דרשות,,,Derashot,Q75995,,
Seder shel yom ha-kipurim; ke-minhag Carpentras /,סדר של יום הכפורים,Maḥzor,מחזור,Maḥzor,Q75994,,
Sefer Torah,ספר תורה,Torah scroll,ספר תורה,Torah,Q42434,,
Seder shel yom ha-kipurim; ke-minhag Carpentras,סדר של יום הכפורים,Maḥzor,מחזור,Maḥzor,Q75994,,
Hilkhot sheḥiṭah; u-ṭerefot,הלכות שחיטה,Jewish law,הלכה,Hilkhot sheḥiṭah,Q76017,,
Commentary on the book of Jona,,Bible (commentary),"תנ""ך (פרשנות)",Commentary on Jonah,Q76037,,
Piyuṭim; mi-tsefon afrikah,פיוטים,Hebrew poetry,פיוטים,Piyyutim,Q76006,,
Ahavat daṿid /,אהבת דוד,,,Hebrew texts,Q44123,,
Piyuṭim,פיוטים,Hebrew poetry,פיוטים,Piyyutim,Q76006,,
Pizmonim le-ʹsimḥat torah,פזמונים לשמחת תורה,Hebrew poetry,פיוטים,Pizmonim,Q76038,,
Ḳinot shel tishʻah be-av,קינות של תשעה באב,Hebrew poetry,פיוטים,Poetry;Hebrew text;Lamentations,Q1330;Q75984;Q75996,,
Tefilot u-piyuṭim; le-ben Pesaḥ le-ʻAtseret aḥar ha-pereḳ,תפלות ופיוטים,Hebrew poetry,פיוטים,Piyyutim;Prayers,Q76006;Q798,,
Tefilot; minhag Corfu,תפלות,Siddur,סידור,Tefilot,Q75987,,
Maḥzor le-shalosh regalim; minhag Corfu,מחזור לשלוש רגלים,Maḥzor,מחזור,Maḥzor,Q75994,,
Seder tefilot le-yamim noraʼim; minhag Corfu,סדר תפלות לימים נוראים,Maḥzor,מחזור,Maḥzor,Q75994,,
Tefilot nashim,תפלות נשים,Jewish prayers,תפלות,Tefilot,Q75987,,
Maḥzor le-shalosh regalim,מחזור לשלוש רגלים,Maḥzor,מחזור,Maḥzor,Q75994,,
Maḥzor le-rosh ha-shanah; ʻarvit ṿe-shaḥarit,מחזור לראש השנה,Maḥzor,מחזור,Maḥzor,Q75994,,
Tefilah le-khol tsarah; Corfu,תפלה לכל צרה,Jewish prayers,תפלות,Tefilot,Q75987,,
Maḥzor le-rosh ha-shanah ṿe-yom ḳipur; ke-minhag Ḳaṭalonia,מחזור לראש השנה ויום כפור,Maḥzor,מחזור,Maḥzor,Q75994,,
Maḥzor; ke-minhag Romah,מחזור,Maḥzor,מחזור,Maḥzor,Q75994,,
Seder Tiḳun ḥatsot,סדר תקון חצות,Jewish prayers,תפלות,Seder prayers;Prayers;Hebrew texts,Q75992;Q798;Q44123,,
Baḳashot ṿe-ḳinot,בקשות וקינות,Hebrew poetry,פיוטים,Baḳashot,Q76039,,
Sidur; le-kol ha-shanah,סדור,Prayer book,סדור,Prayer book;Hebrew texts,Q1486;Q44123,,
Seder hoshaʻanot; ke-minhag A.P.M,סדר הושענות,Jewish prayers,תפלות,Seder prayers;Prayers;Hebrew texts,Q75992;Q798;Q44123,,
Maḥzor; she-nohagim lomar be-ḳahal Ḳaṭalonia,מחזור,Maḥzor,מחזור,Maḥzor,Q75994,,
New Testament; fragments,,Bible,,Bible;New Testament,Q661;Q655,,
Dine ha-Sheḥitah,דיני השחיטה,,,Laws for slaughtering,Q76021,,
Liḳuṭe dinim u-minhagim ʻal ḥeleḳ Yoreh Deʻah,לקוטי דינים ומנהגים על חלק יורה דעה,,,Legal texts;Hebrew texts,Q6030;Q44123,,
Piyutim] /,פיוטים,,,Piyyutim,Q76006,,
ʻEt sofer /,עט סופר,,,Hebrew texts,Q44123,,
Tefilot she-hutkenu po Pesaro,תפלות שהותקנו פה פיסארו,,,Tefilot,Q75987,,
Ha-Mishpaṭ; be-ḳetsarah /,המשפט,,,Hebrew texts,Q44123,,
Mishpaṭ ha-ʻedim; muʻataḳ mi-kol ha-tsedadim mi-sefer Baʻal ha-ḥokhmah /,משפט העדים,,,Hebrew texts,Q44123,,
Ha-Mishpaṭim /,המשפטים,Mishpaṭe ha-goral u-maʻasʹehu,משפטי הגורל ומעשהו,Legal texts;Hebrew texts,Q6030;Q44123,,
Sefer ha-Goralot; ʻal pi ḥizyon ha-kokhvim ṿe-sod ḳedoshim /,ספר הגורלות,,,Sefer ha-Goralot,Q76035,,
Kele ha-neḥoshet /,כלי הנחושת,,,Hebrew texts,Q44123,,
Divre Ḥakhamim; halo hema pesaḳim mezuḳaḳim rabe ha-toʻelet... me-harbe Geonim ṿe-Rabanim... ḥadashim gam yeshanim /,דברי חכמים,,,Responsa,Q75989,,
Megilat Ester,מגילת אסתר,Bible,,Megillot;Book of Esther,Q44122;Q39133,,
Sipur maʻasʹeh Shabtai Tsevi ṿe-Natan hs-ʻAzati be-ḳitsur /,ספור מעשה שבתי צבי ונתן העזתי בקיצור,,,Hebrew texts,Q44123,,
Torat H' Temimah,תורת ה' תמימה,Derashat Torat H' Temimah,דרשת תורת ה' תמימה,Torat H' Temimah,Q76040,,
Azharot le-Shavuʼot /,אזהרות לשבועות,,,Hebrew texts,Q44123,,
Azharot le-Minḥah; yom 2 /,אזהרות למנחה,,,Hebrew texts,Q44123,,
Sefer ha-Nefesh /,ספר הנפש,Nefesh,הנפש,Sefer ha-Nefesh,Q76041,,
Ḥibur be-Filosofia] /,חיבור בפילוסופיה,,,Philosophical text,Q5996,,
Luḥot ha-poʻel,לוחות הפועל,,,Hebrew texts,Q44123,,
Perush ha-molad ha-shaṿe /,פרוש המולד השוה,Ḥibur ʻal ha-luḥ,חבור על הלוח,Text on the Nativity,Q76042,,
Luḥot Alfonso,לוחות אלפונצו,,,Hebrew texts,Q44123,,
Perush ha-Talmud la-Rambam; masekhet Rosh ha-Shanah /,"פרוש התלמוד לרמב""ם",,,Talmudic text,Q76002,,
Luaḥ shaʻot ḥatsi ha-yom le-merḥav 44,"לוח שעות חצי היום למרחב מ""ד",,,Hebrew texts,Q44123,,
Tolaʻat yaʻaḳov,תולעת יעקב,,,Hebrew texts,Q44123,,
Minhage yesharim /,מנהגי ישרים,,,Minhagim,Q76028,,
Ṭeʻamim be-kabalah,טעמים בקבלה,,,Kabbalistic texts,Q39650,,
Sod 13 maʻayanot ha-novʻot min ha-keter,סוד יג מעינות הנובעות מן הכתר,,,Hebrew texts,Q44123,,
Tapuḥe zahav; ḳitsur reshit ḥokhmah,תפוחי זהב,,,Hebrew texts,Q44123,,
Hafṭarot,הפטרות,Bible,"תנ""ך",Haftarah,Q44199,,
Hasmakhah le-sheḥiṭah; le-Daniʼel ben Avraham Mosheh Leʼon] /,הסמכה לשחיטה,,,Legal texts,Q6030,,
Hilkhot ha-Rif; Megilah 15b-16a,"הלכות הרי""ף",,,Legal text;Megillot,Q8041;Q76008,,
Ḳiṭʻe midrash,קטעי מדרש,Midrash,מדרש,Midrash,Q76015,,
Ḳitʻe Midrash,קטעי מדרש,Midrash,מדרש,Midrash,Q76015,,
Sefer torah,ספר תורה,Torah scroll,ספר תורה,Torah,Q42434,,
Tefilot,תפילות,Prayer book (Samaritan),תפילות (שומרוני),Tefilot,Q75987,,
Megilat Ester,מגילת אסתר,Bible,מגלת אסתר,Megillot;Book of Esther,Q44122;Q39133,,
Ḳameʻ; ʻavur Mirḳada d.m Ṿiadah bat Donah,קמע,Amulet,קמע,Amulet,Q76030,,
Sheʼelah u-teshuvah; be-ʻinyan ḳidushin,שאלה ותשובה,Responsa,"שו""ת",Responsa,Q75989,,
Piyuṭim; be-ʻIvrit ube-ʻArvit-Yehudit,פיוטים,Hebrew poetry,פיוטים,Piyyutim,Q76006,,
Hilkhot tefilah; le-khol ha-shanah,הלכות תפלה,Jewish prayer,תפלה,Hilkhot Tefillah,Q76043,,
Piyuṭim; minhag Ioannina ve-Arṭa,פיוטים,Hebrew poetry,פיוטים,Piyyutim,Q76006,,
Memorial book of the Chevra Kadisha of the Padua Community,,,,Records,Q5066,,
"Torah; Be-reshit, Shemot",תורה,Bible,,Torah,Q42434,,
Mishne Torah; hilkhot Shabbat,משנה תורה,,,Mishneh Torah,Q39762,,
Mishnah; Masekhet Yoma,משנה,Mishnah,משנה,Mishneh Torah,Q39762,,
Debe Eliyahu; beʼur ʻal ʻein Yaʻaḳov] /,דבי אליהו,,,Hebrew texts,Q44123,,
Tratado sobre el capitulo 53 de Ezayas /,,,,Bible commentary,Q1433,,
Tratado de la verdad de la ley de Moseh y providencia de Dios con su pueblo,,,,Theological text;Polemics,Q5950;Q18422,,
Sheʼelot u-teshuvot ṿe-ḥidushim] /,שאלות ותשובות וחידושים,,,Responsa,Q75989,,
Ḥazon naḥum; Berakhot- Kilayim] /,חזון נחום,,,Hebrew texts,Q44123,,
Shaʻar ha-perushim,שער הפרושים,Talmud (commentaries),תלמוד (פרשנות),Talmudic text,Q76002,,
Megilah; Alfa beta ḥaruzim ube-sofam pesuḳe Megilah mezurazim /,מגילה,,,Megillot,Q76008,,
Even boḥen /,אבן בחן,,,Hebrew texts,Q44123,,
Piyuṭim,פיוטים,,,Piyyutim,Q76006,,
Seder Teḳiʻat shofar,סדר תקיעת שופר,Shofar service,,Seder prayers;Text on the shofar,Q75992;Q76044,,
Tiḳun ḥatsot; asher henhigu lomar Ben ha-Metsarim /,תקון חצות,,,Tiḳunim,Q76045,,
Liḳuṭe kaṿanot u-tefilot; Ḳeriʼat Shemaʻ ʻal ha-miṭah ; Tiḳune Tefilot ; Tefilat ha-Derekh,לקוטי כונות ותפילות,Tefilot,תפילות,Tefilot,Q75987,,
Tefilot u-baḳashot; le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah /,תפלות ובקשות,,,Tefilot;Baḳashot,Q75987;Q76039,,
Ḥuḳe ḥayim; ḥeleḳ rishon Mayim Ṭeorim ; ḥeleḳ sheni La-Ḳever Yuval /,חקי חיים,,,Hebrew texts,Q44123,,
Seliḥot; minhag Teman,סליחות,Seliḥot,סליחות,Seliḥot,Q76013,,
Ordre; van het joodse feestgebedt off hoogh tyden overgeset uyt den Hebrischen in nederduysche /,,Siddur,סידור,Siddur,Q40025,,
Psalmen; des propheten Davids /,,Bible,תהלים,Psalms,Q5972,,
Asham Talui /,אשם תלוי,,,Polemics,Q18422,,
Ḳol Yaʻaḳov /,קול יעקב,,,Hebrew texts,Q44123,,
Ḥidushim ṿe-Sheʼelot u-Teshuvot] /,חדושים ושאלות ותשובות,,,Responsa;Novellas,Q75989;Q38386,,
Seder le-teḳiʻat shofar; ke-minhag k.k Korreggio /,סדר לתקיעת שופר,,,Seder prayers;Text on the shofar,Q75992;Q76044,,
Seder Tiḳun ḥatsot,סדר תקון חצות,Tikkun ḥaẓot,תקון חצות,Lamentations,Q75996,,
Seliḥot; le-omram aḥar Minḥah be-khol Ḥodesh Elul be-Montticelli Primgeno di Ongina be-shnat 5602,סליחות,Seliḥot,סליחות,Seliḥot,Q76013,,
Seder Taḥanunim; She-nahagu be-erts be-Montticelli Primgeno di Ongina le-omram aḥar Minḥah ben Rosh ha-Shanah le-Yom ha-Kipurim shnat 5602 /,סדר תחנונים,Taḥanun (Jewish prayer),תחנונים,Taḥanun,Q76046,,
Birkat ha-Ḥamah,ברכת החמה,Blessing of the sun,ברכת החמה,Birkat Hachama,Q76047,,
Tiklal,תכלאל,Siddur (Yemen),סידור (תכלאל),Siddur,Q40025,,
Sefer zer zahav /,ספר זר זהב,Zer zahav,זר זהב,Homilies;Novellas,Q1246;Q38386,,
Kelale ha-diḳduḳ,כללי הדקדוק,,,Grammatical text,Q6010,,
Perush Tehilim /,פרוש תהלים,,,Hebrew commentary,Q75988,,
Breve compendio de 2 repuestas; alo que se le pregunto tocante el rezar con el general o solo y qual era el din y hazia /,,,,Legal text,Q8041,,
Seder hilkhot sheḥiṭah; ṿe-niḳra be-shem masekhet ḥulin,סדר הלכות שחיטה,Hilkhot sheḥiṭah (Karaite),הלכות שחיטה (קראי),Hilkhot sheḥiṭah,Q76017,,
Seder ha-ṿidui,סדר הוידוי,Confession (Jewish law),וידוי,Confession;Hebrew text,Q18547;Q75984,,
Seder ha-geṭ bi-ḳetsarah,סדר הגט בקצרה,Geṭ,גט,Get;Document,Q76048;Q8301,,
Pinkas Mohel; min ha-shanim 5479-5478 (1719-1728)] /,פנקס מוהל,,,Pinkas;Records,Q76009;Q8300,,
Sefer ḥabaḳbuḳ /,ספר חבקבוק,Ḥabaḳbuḳ ha-navi ʻal shigyonot,חבקבוק הנביא על שגיונות,Book of Habakkuk,Q76049,,
Shir le-seʻudat purim; ki-khlot yeni tered ʻeni /,שיר לסעודת פורים,Ki-khlot yeni tered ʻeni,ככלות ייני תרד עיני,Hebrew texts;Prayers,Q44123;Q798,,
Masekhet purim /,מסכת פורים,Megilat setarim le-Purim,מגלת סתרים לפורים,Purim texts,Q76020,,
Mathematical works,,,,Mathematical texts,Q38402,,
Kelale ha-diḳduḳ,כללי הדקדוק,Hebrew grammar,דקדוק,Grammatical text;Hebrew text,Q6010;Q75984,,
Maḥzor,מחזור,Maḥzor,מחזור,Maḥzor,Q75994,,
"Perush ha-Mishnah la-Rambam be-ʻaravit; Shabbat, ʻEruvin, Pesaḥim, Sheḳalim and Bezah","פרוש המשנה לרמב""ם בערבית",Sirāj,,Hebrew commentary;Mishnah commentary,Q75988;Q76050,,
Ḥidushim me-Hilkhot Giṭin; ha-nimtsaʼin be-sefer Sheʼelot u-Teshuvot,חדושים מהלכות גיטין,Responsa,שאלות ותשובות,Responsa,Q75989,,
Seder giṭin,סדר גיטין,Hilkhot Get,הלכות גט,Legal text;Text on divorce,Q8041;Q76051,,
La-Daṿid mizmor /,לדוד מזמור,,,Hebrew texts,Q44123,,
Meha-ʻetsah ṿeha-ṭevaʻim ṿeha-tenaʼim shel ha-refuʼot ha-meshalshelot ha-peshuṭot veha-murkavot,מהעצה והטבעים והתנאים של הרפואות המשלשלות הפשוטות והמורכבות,Methodus medicamenta purgantia simplicia deligendi & castigandi theorematis quatuor absolutus,,Medical text,Q20372,,
Grabadin; asher hu ḳibuts Ṿanotrion,גרבדין,De consolatione medicinarum simplicium,אנטידוטריום,De consolatione medicinarum simplicium,Q76052,,
Ḥoli ha-nofel,חולי הנופל,Segulah,סגולה,Segulot,Q76014,,
Mivḥar ha-peninim,מבחר הפנינים,,,Hebrew texts,Q44123,,
Maḥzor ṿe-seder shel Pesaḥ ṿe-Shavuʻot; ke-minhag Avignon] /,מחזור וסדר של פסח ושבעות,Maḥzor (Pesaḥ ṿe-Shavuʻot),מחזור (פסח ושבועות),Maḥzor,Q75994,,
Sidur; ke-minhag Carpentras,סידור,Maḥzor (Moʻadim),מחזור (מועדים),Maḥzor,Q75994,,
Seder shel Pesaḥ ṿe-Shavuʻot; ke-minhag Avignon /,סדר של פסח ושבעות,Maḥzor (Pesaḥ ṿe-Shavuʻot),מחזור (פסח ושבועות),Maḥzor,Q75994,,
Sefer ha-ʻarukh /,ספר הערוך,ʻArukh,ערוך,Lexicographical text,Q75986,,
Hagadah shel Pesaḥ; ʻim perush Tseli Esh,הגדה של פסח,Haggadah,הגדה של פסח,Haggadah,Q44103,,
