name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
Gregorius Magnus,author,,,human,Gregory I,Q42827,DSNAME276,Q889,,,,
Jacobus de Voragine,author,,,,,,,,human,Jacobus de Voragine,Q313460,Q7339
