name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Anatoli, Jacob ben Abba Mari ben Samson, active 13th century",author,"אנטולי, יעקב בן אבא מרי בן שמשון, המאה ה־13",,human,Jacob Anatoli,Q958438,DSNAME8147,Q75564,,,,
"Lattes, Isaac, active 14th century",author,"לאטיש, יצחק די",,human,Isaac Lattes,Q6076656,DSNAME8148,Q75565,,,,
"Averroës, 1126-1198",author,"אבן רשד, מחמד, 1126-1198",,,,,,,human,Averroes,Q39837,Q3262
Fārābī,author,"פראבי, מחמד בן מחמד אבו נצר",,human,Farabi,Q160460,DSNAME8149,Q75566,,,,
"Muelhausen, Yom Tov Lipmann, active 14th century-15th century",author,"מילהויזן, יום טוב ליפמן, active 14th century-15th century",,human,Yom-Tov Lipmann-Muhlhausen,Q1702719,DSNAME8150,Q75567,,,,
"Yosef, mi-Italia, active 14th century",author,"יוסף, מאטליה, active 14th century",,human,"Yosef, mi-Italia",Q132799173,DSNAME8151,Q75568,,,,
"Dubno, Solomon ben Joel, 1738-1813",author,"שלמה בן יואל, מדובנה, 1738-1813",,human,Solomon Dubno,Q2214922,DSNAME8152,Q75569,,,,
"Ibn Ḥabib, Jacob ben Solomon, 1445?-1515 or 1516",author,,,human,Jacob ibn Habib,Q1679441,DSNAME8153,Q75570,,,,
"Tishbi, Yosef",author,"תשבי, יוסף",,human,Yosef Tishbi,Q132799174,DSNAME8154,Q75571,,,,
"Ptolemy, active 2nd century",author,"פתולמאוס, active 2nd century",,,,,,,human,Ptolemy,Q34943,Q478
"Sikily, Yakov, active 14th century",author,"סקילי, יעקב בן חננאל, active 14th century",,human,Yakov Sikily,Q30527091,DSNAME8155,Q75572,,,,
"Trabotto, Yeḥiʼel ben ʻAzriʼel",author,"טרבוט, יחיאל בן עזריאל",,human,Yeḥiʼel ben ʻAzriʼel Trabotto,Q132798597,DSNAME8156,Q75573,,,,
"Troki, Isaac ben Abraham, 1533-1594",author,"טרוקי, יצחק בן אברהם, הקראי, 1533-1594",,human,Isaac of Troki,Q168171,DSNAME8157,Q75574,,,,
"Ibn Verga, Solomon, 1460-1554",author,"אבן וירגא, שלמה, 1460-1554",,human,Solomon ibn Verga,Q1290831,DSNAME8158,Q75575,,,,
"Vital, Ḥayyim ben Joseph, 1542 or 1543-1620",author,"ויטל, חיים בן יוסף, 1542 or 1543-1620",,human,Hayyim ben Joseph Vital,Q2302424,DSNAME8159,Q75576,,,,
"Fano, Menahem Azariah da, 1548-1620",author,"פאנו, מנחם עזריה, 1548-1620",,human,Menahem Azariah da Fano,Q1402747,DSNAME8160,Q75577,,,,
"Ibn Yaḥya, David ben Joseph, 1465-1543",author,"אבן יחיא, דוד בן יוסף, 1465-1543",,human,David ben Joseph ibn Yahya,Q3019032,DSNAME8161,Q75578,,,,
"Ponṭremoli, Aaron Mosheh",author,"פונטרימולי, אהרן משה",,human,Aaron Mosheh Ponṭremoli,Q132798598,DSNAME8162,Q75579,,,,
"Yerushalmi, Avraham ben Yoshiahu, 1685-1734",author,"ירושלמי, אברהם בן יאשיהו, 1685-1734",,human,Abraham ben Josiah Yerushalmi,Q132798395,DSNAME8163,Q75580,,,,
"Ibn Ezra, Abraham ben Meïr, 1089-1164",author,"אבן עזרא, אברהם בן מאיר, 1089-1164",,human,Abraham ibn Ezra,Q270670,DSNAME3624,Q40069,,,,
Shelomoh ben Yitsḥaḳ,author,שלמה בן יצחק,,human,Rashi,Q26456,DSNAME5816,Q42289,,,,
"Ibn Shem Tov, Shem Tov ben Joseph ben Shem Tov, active 15th century",author,"אבן שם טוב, שם טוב בן יוסף בן שם טוב, active 15th century",,human,Shem Tov ben Joseph ben Shem Tov Ibn Shem Tov,Q132752868,DSNAME8164,Q75581,,,,
"Campe, Joachim Heinrich, 1746-1818",author,"קאמפע, יאאכים היינריך, 1746-1818",,human,Joachim Heinrich Campe,Q45245,DSNAME8165,Q75582,,,,
"Lilienthal, M. E. 1815-1882",author,"לילינטל, מנחם בן יהודה, 1815-1882",,human,Max Lilienthal,Q75286,DSNAME8166,Q75583,,,,
