name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
Jñānamṛtapata,author,,,,,,,,,,,
Govinda Brahma (Son of Khaṇḍabhaṭṭa Brahma),scribe,,,,,,,,,,,
Br̥haspati,author,,http://id.loc.gov/authorities/names/no93024191,,,,,,human,Brihaspati,Q916959,Q28226
Vijñānātman,author,,http://id.loc.gov/authorities/names/n2007217560,,,,,,human,Vijñānātman,Q124252961,Q28261
"Nārāyaṇatīrtha, active 18th century",author,,http://id.loc.gov/authorities/names/n85106568,,,,,,human,Nārāyaṇatīrtha,Q124252911,Q28253
Narahari Bhaṭṭa Śevaḍe,scribe,,,,,,,,,,,
Viśvanātha Bhāgavata,scribe,,,,,,,,,,,
Jñānendrasarasvatī,author,,http://id.loc.gov/authorities/names/n88259187,,,,,,human,Jñānendrasarasvatī,Q124252865,Q28148
"Harirāmatarkavāgīśa, active 17th century",author,,http://id.loc.gov/authorities/names/n87874531,,,,,,human,Harirāmatarkavāgīśa,Q113812072,Q28211
Vopadeva,author,वोपदेव,http://id.loc.gov/authorities/names/n90702643,,,,,,human,Vopadeva,Q3449795,Q28082
"Mahadevabhaṭṭa, active 18th century",author,,http://id.loc.gov/authorities/names/n2018243956,,,,,,human,Mahadevabhaṭṭa,Q124252886,Q28123
Varadarāja,author,,http://id.loc.gov/authorities/names/n2007210941,,,,,,human,Varadarāja,Q7915392,Q28152
Bhāṇḍāri Śaṃbhū Bhaṭṭa,scribe,,,,,,,,,,,
"Jānakīnātha Bhaṭṭācārya, active 16th century",author,,http://id.loc.gov/authorities/names/n89113691,,,,,,human,Jānakīnātha Bhaṭṭācārya,Q124252866,Q28371
Jagannātha,scribe,,,,,,,,,,,
Kṛṣṇa Dīkṣita,author,,,,,,,,,,,
"Sahasrabuddhe, DāmodaraśāstrI",former owner,,,,,,,,,,,
Śivadevatanaya Jayakṛṣṇa,former owner,,,,,,,,,,,
"Sahasabudhi, Vināyaka",scribe,,,,,,,,,,,
"Ānandavana, active 15th century",author,,http://id.loc.gov/authorities/names/n89286988,,,,,,human,Ānandavana,Q124252975,Q28069
Śiva Devajña (Son of Nāgeśa Devajña),author,,,,,,,,,,,
"Dharmarājādhvarīndra, active 17th century",author,,http://id.loc.gov/authorities/names/n84191660,,,,,,human,Dharmarājādhvarīndra,Q124252838,Q28258
Śaivagāmīnāgnihotrī,author,,,,,,,,,,,
"Rāma Daivajña, active 17th century",author,,http://id.loc.gov/authorities/names/n84152480,,,,,,human,Rāma Daivajña,Q124252927,Q28224
Govindarāma Dīkṣita,scribe,,,,,,,,,,,
Kiśorīdāsa,author,,http://id.loc.gov/authorities/names/n81002457,,,,,,human,Kiśorīdāsa,Q124252875,Q28326
"Nīlakaṇṭha, active 16th century",author,,http://id.loc.gov/authorities/names/n84041326,,,,,,human,Nīlakaṇṭha,Q124252913,Q28221
"Lohanīdvija, Viṣṇudatta",scribe,,,,,,,,,,,
Putranihāla Maṇī,scribe,,,,,,,,,,,
"Bhuskuṭa, Ballāḷa",scribe,,,,,,,,,,,
Parāśara,author,,http://id.loc.gov/authorities/names/n82031390,,,,,,human,Parashara,Q2668205,Q28304
Kauṇḍabhaṭṭa,author,,http://id.loc.gov/authorities/names/n87873047,,,,,,human,Kauṇḍa Bhaṭṭa,Q105948194,Q28127
Nāsāyaṇabhaṭa Vala (Son of Anabhaṭṭa Vala),scribe,,,,,,,,,,,
Viṣṇubhaṭṭa,scribe,,http://id.loc.gov/authorities/names/n91065019,,,,,,human,Viṣṇubhaṭṭa,Q124252968,Q28078
"Jośipañcyanadikara, Śivarāma",scribe,,,,,,,,,,,
"Keśavamiśra, active 13th century",author,,http://id.loc.gov/authorities/names/n84206285,,,,,,human,Keśavamiśra,Q124252871,Q28217
Yāska,author,,http://id.loc.gov/authorities/names/n85210711,,,,,,human,Yāska,Q993504,Q28064
Śaṅkhadhara,author,,http://id.loc.gov/authorities/names/n2007201784,,,,,,human,Śaṅkhadhara Kavirāja,Q48408466,Q28309
ParvaṇIkara Govindabhaṭṭaputra,former owner,,,,,,,,,,,
Brahmānandābhidheyabhikṣu,scribe,,,,,,,,,,,
"Vaidyanātha Pāyaguṇḍe, active 18th century",author,,http://id.loc.gov/authorities/names/n87874600,,,,,,human,Vaidyanātha Pāyaguṇḍe,Q124252955,Q28112
Jayarāmācārya,former owner,,http://id.loc.gov/authorities/names/n2012219457,,,,,,human,Jayarāmācārya,Q124252862,Q28155
"Bourelier, Françoise",former owner,,,,,,,,human,Françoise Bourelier,Q113817723,Q28377
"Bourelier, Claude",former owner,,,,,,,,human,Claude Bourelier,Q113817696,Q28376
Kavirāja Śaṅkadhara,author,,,,,,,,,,,
Sureśvarācārya,author,,http://id.loc.gov/authorities/names/n50079753,,,,,,human,Sureśvarācārya,Q124252943,Q28255
Māgha,author,,http://id.loc.gov/authorities/names/n88642061,,,,,,human,Magha,Q2372718,Q28188
Bhānudatta Miśra,author,,http://id.loc.gov/authorities/names/n82150502,,,,,,human,Bhanudatta Misra,Q115902455,Q28178
Mahādeva Pāla,scribe,,,,,,,,,,,
Ādityācārya,author,,http://id.loc.gov/authorities/names/no91019346,,,,,,human,Ādityācārya,Q124252973,Q28322
Jatārakṛṣṇa Bhaṭṭa,scribe,,,,,,,,,,,
Bāladīkṣīta,scribe,,,,,,,,,,,
Giridharaprapanna,author,,http://id.loc.gov/authorities/names/no91017989,,,,,,human,Giridharaprapanna,Q124252847,Q28234
Kauṭalya,author,,http://id.loc.gov/authorities/names/n81112109,,,,,,human,Chanakya,Q9045,Q28301
"Gāḍagila, Janārdanapanta Bhatu",former owner,,,,,,,,,,,
Dharmadāsa,author,,http://id.loc.gov/authorities/names/n83001669,,,,,,human,Dharmadāsa,Q124252837,Q28196
Upaniṣadbrahmayogi,author,,http://id.loc.gov/authorities/names/n83196832,,,,,,human,Upaniṣadbrahmayogi,Q113788946,Q28073
"Udayaṅkara, active 19th century",author,,http://id.loc.gov/authorities/names/n2013215841,,,,,,human,Udayaṅkara,Q124252952,Q28334
"Tulāpurkara, Nārāyaṇabhaṭ Abāne ( son of Bālakṛṣṇa Tulāpurkara)",scribe,,,,,,,,,,,
"Nāgeśabhaṭṭa, active 1670-1750",author,,http://id.loc.gov/authorities/names/n84037319,,,,,,human,Nāgeśabhaṭṭa,Q113399950,Q28068
"Veṅkaṭeśa, Daivajña",author,,http://id.loc.gov/authorities/names/n85211428,,,,,,human,Daivajña Veṅkaṭeśa,Q124252959,Q28219
Viṣṇubhaṭṭa Bāpaṭ,scribe,,,,,,,,,,,
"Bhaṭṭotpala, active 10th century",author,,http://id.loc.gov/authorities/names/n89102174,,,,,,human,Bhaṭṭotpala,Q113400276,Q28343
Jñodekhāśa,scribe,,,,,,,,,,,
Konakara Gangārāma,scribe,,,,,,,,,,,
Dīnārtha,scribe,,,,,,,,,,,
Keśavācārya,author,,http://id.loc.gov/authorities/names/n91000093,,,,,,human,Keśavācārya,Q124252872,Q28353
"Annambhaṭṭa, active 17th century",author,,http://id.loc.gov/authorities/names/n50052018,,,,,,human,Annambhatta,Q9155893,Q28210
"Paurāṇika, Rāmacandrabhaṭṭa",former owner,,,,,,,,,,,
"Bhāskarācārya, 1114-1185",author,,,,,,,,,,,
Svayamprakāśayati,author,,http://id.loc.gov/authorities/names/n89146420,,,,,,human,Svayamprakāśayati,Q124252944,Q28276
Viśvanātha Nyāyapañcānana Bhaṭṭācārya,author,,http://id.loc.gov/authorities/names/n82010007,,,,,,human,Viśvanātha Nyāyapañcānana Bhaṭṭācārya,Q124252963,Q28209
"Akhaṇḍānanda, Muni",author,,,,,,,,human,Muni Akhaṇḍānanda,Q114242416,Q28257
"Aditya Bahadur Dinha, Mahārāja",former owner,,,,,,,,human,Mahārāja Aditya Bahadur Dinha,Q114242454,Q28269
"Nīlakaṇṭha, 1750-1840",author,,http://id.loc.gov/authorities/names/n82077474,,,,,,human,Nīlakaṇṭha,Q113809954,Q28374
Somadaivajña (Son of Rudrabhaṭṭa),author,,,,,,,,,,,
Veṅkaṭapāṭhaka,scribe,,,,,,,,,,,
Bhāskara Dāḍekara,scribe,,,,,,,,,,,
"Rāmacandra, Somayāji",author,,http://id.loc.gov/authorities/names/n85107389,,,,,,human,Somayāji Rāmacandra,Q124252928,Q28349
Janārdana,scribe,,http://id.loc.gov/authorities/names/n84025696,,,,,,human,Janārdana,Q124252859,Q28090
Dāmodarabhaṭṭa,author,,,,,,,,,,,
"Narapati, active 12th century",author,,http://id.loc.gov/authorities/names/n89158485,,,,,,human,Narapati,Q124252899,Q28346
"Pran Nath, Dr",scribe,,http://id.loc.gov/authorities/names/n85211328,,,,,,human,Pran Nath,Q7238288,Q28170
Moreśvara,scribe,,,,,,,,,,,
Mudgala Sūri,author,,,,,,,,,,,
"Varadarāja, active 17th century",author,,http://id.loc.gov/authorities/names/n83159832,,,,,,human,Varadarāja,Q7915392,Q28152
"Bhaṭṭācāryya, Bhavānanda Siddhāntavāgīśa",author,,http://id.loc.gov/authorities/names/n89104681,,,,,,human,Bhavānanda Siddhāntavāgīśa Bhaṭṭācāryya,Q124252821,Q28294
"Coomaraswamy, Ananda K. 1877-1947",scribe,,http://id.loc.gov/authorities/names/n79066552,,,,,,human,Ananda Coomaraswamy,Q379589,Q28158
Bhaguvāsara,scribe,,,,,,,,,,,
"Mahādevabhaṭṭa, Kelakara",scribe,,,,,,,,,,,
"Bhaṭṭa, Raghunātha",former owner,,http://id.loc.gov/authorities/names/n84103028,,,,,,human,Raghunatha Bhatta Goswami,Q4387083,Q28131
Nārāyaṇa Bhaṭṭa,author,,,,,,,,human,Bhatta Narayana,Q12443344,Q28065
"Jayadeva, active 12th century",author,,http://id.loc.gov/authorities/names/n50082235,,,,,,human,Jayadeva,Q335015,Q28187
Bāladīkṣitadeva (Son of Anantadeva),scribe,,,,,,,,,,,
Vaidyadevīcandra,author,,,,,,,,,,,
"Vardhamāna, active 12th century",author,,http://id.loc.gov/authorities/names/n89166568,,,,,,human,Vardhamāna,Q124252958,Q28369
Śaṃkarānu Śivabhaṭṭa,former owner,,,,,,,,,,,
"Mahaapattana Anantanaya, Phra",author,,,,,,,,,,,
Sarvajñātman,author,,,,,,,,human,Sarvajñātman,Q113400090,Q28264
Govinda Brahma (Son of Kaṇḍabhaṭṭa Brahma),scribe,,,,,,,,,,,
"Lomaśa, Maharṣi",author,,http://id.loc.gov/authorities/names/no00037361,,,,,,human,Maharṣi Lomaśa,Q124252885,Q28335
Vidyādhara Gāyadhaṇi,scribe,,,,,,,,,,,
Bāpūbhaṭṭa,author,,,,,,,,,,,
Vaidyanātha (Son of Divākara),author,,,,,,,,,,,
Nārāyaṇa (son of Śivarāmabhaṭṭa Śikha),scribe,,,,,,,,,,,
Bhacaṃbhat,former owner,,,,,,,,,,,
"De, Jānak",scribe,,,,,,,,,,,
Śārṅgadhara,author,,http://id.loc.gov/authorities/names/n84110014,,,,,,human,Śārṅgadhara,Q124252988,Q28184
Acyutakr̥ṣṇānandatīrtha,author,,,,,,,,human,Acyutakr̥ṣṇānandatīrtha,Q124252803,Q28399
Nemisāha,author,,,,,,,,,,,
Ramacandra,author,,,,,,,,human,Rāmacandra,Q3943262,Q28161
Harimiśra,former owner,,,,,,,,,,,
Cakrakavi,author,,http://id.loc.gov/authorities/names/nb2007011260,,,,,,human,Cakrakavi,Q124252829,Q28310
Laugākṣi Bhāskara,author,,http://id.loc.gov/authorities/names/n84029310,,,,,,human,Laugākṣi Bhāskara,Q124252883,Q28229
"Jñānadeva, active 1290",author,,http://id.loc.gov/authorities/names/n50039795,,,,,,human,Dnyaneshwar,Q1033695,Q28274
Govindarāja (Son of Mādhava Bhaṭṭa),author,,,,,,,,,,,
Govindarāma (Son of Veṇīdatta),author,,,,,,,,,,,
Premavastrabha,scribe,,,,,,,,,,,
"Paurāṇika, Jayarāmabhaṭṭa",scribe,,,,,,,,,,,
Śitikaṇṭhaśarma Dīkṣita,author,,,,,,,,,,,
"Bhāsarvajña, active 10th century",author,,http://id.loc.gov/authorities/names/n88147025,,,,,,human,Bhasarvajna,Q27925768,Q28266
"Puṣpadanta, active 10th century",author,,http://id.loc.gov/authorities/names/n50052012,,,,,,human,Puṣpadanta,Q55945455,Q28103
"Ramananda Tirtha, Swami, 1903-1972",scribe,,http://id.loc.gov/authorities/names/n50077542,,,,,,human,Swami Ramanand Tirtha,Q3630175,Q28285
Hārīta,author,,http://id.loc.gov/authorities/names/n2005205068,,,,,,human,Hārīta,Q124253337,Q28154
"Raghunandana Bhaṭṭācārya, active 16th century",author,,http://id.loc.gov/authorities/names/n88110523,,,,,,human,Raghunandana Bhattacaryaya,Q98210627,Q28162
"Āgāśa, Gaṇeśa",scribe,,,,,,,,,,,
"Maisūrakara, Viśvanātha Śāstri",scribe,,,,,,,,,,,
Jagannātha Paṇḍitarāja,author,,http://id.loc.gov/authorities/names/n83167409,,,,,,human,Jagannatha Panditaraja,Q17081645,Q28167
"Vijñāneśvara, active 11th century",author,,http://id.loc.gov/authorities/names/n84102475,,,,,,human,Vijñāneśvara,Q16886346,Q28380
"Mathurānātha Tarkavāgīśa, 1600-1675",author,,http://id.loc.gov/authorities/names/n87887107,,,,,,human,Mathuranath Tarkabagish,Q66774021,Q28205
Keśva Bhaṭṭa Māṭe,scribe,,,,,,,,,,,
"Anantadeva, active 17th century",author,,http://id.loc.gov/authorities/names/n85210969,,,,,,human,Anantadeva,Q124252806,Q28129
Jaikṛṣṇabhaṭṭa,scribe,,,,,,,,,,,
"Nīlakaṇṭhabhaṭṭa, active 17th century",author,,http://id.loc.gov/authorities/names/n84144983,,,,,,human,Nīlakaṇṭhabhaṭṭa,Q124252914,Q28099
"Cirañjīva Bhaṭṭācārya, active 18th century",author,,http://id.loc.gov/authorities/names/n89286333,,,,,,human,Cirañjīva Bhaṭṭācārya,Q124252832,Q28186
Nārāyaṇa ( son of Nīlakaṇṭha),scribe,,,,,,,,,,,
Bādarāyaṇa,author,,http://id.loc.gov/authorities/names/n80150291,,,,,,human,Badarayana,Q4840620,Q28245
Goyīcandra,author,,http://id.loc.gov/authorities/names/n89235865,,,,,,human,Goyīcandra,Q124252855,Q28153
Prasana Kumar Bhallachiru,former owner,,,,,,,,,,,
Kokila,author,,,,,,,,,,,
Mairālabhaṭṭa,scribe,,,,,,,,,,,
"Madhva, active 13th century",author,,http://id.loc.gov/authorities/names/n50044991,,,,,,human,Madhvacharya,Q335371,Q28164
Mathurānāthadeva,scribe,,,,,,,,,,,
Bhāskara Bhaṭṭa Dāḍekara,scribe,,,,,,,,,,,
Saṅkhā,author,,http://id.loc.gov/authorities/names/n78094621,,,,,,human,Saṅkhā,Q124252941,Q28121
"Bilhaṇa, active 11th century",author,,http://id.loc.gov/authorities/names/n90603019,,,,,,human,Bilhana,Q3561001,Q28191
Vināyaka Āḍiśekara (Son of Bālakṛṣṇabhaṭṭa),scribe,,,,,,,,,,,
"Kamalākarabhaṭṭa, active 17th century",author,,http://id.loc.gov/authorities/names/n88123725,,,,,,human,Kamalākarabhaṭṭa,Q124252867,Q28067
Vāvudīkṣita,former owner,,,,,,,,,,,
"Rāmānanda, Swami",author,,http://id.loc.gov/authorities/names/n89291029,,,,,,human,Swami Rāmānanda,Q124252938,Q28391
Aṅgiras,author,,http://id.loc.gov/authorities/names/n83060708,,,,,,human,Aṅgiras,Q124252809,Q28385
Nārāyaṇa Goḍabole,author,,,,,,,,,,,
"Dāḍekara, Rāmacandra",scribe,,,,,,,,,,,
Jaṃtalīrāma Bhaṭṭa,scribe,,,,,,,,,,,
Harabhaṭṭa,scribe,,,,,,,,,,,
Kṛṣṇa Ṭhākare,scribe,,,,,,,,,,,
Ramacandra Tīrtha,author,,,,,,,,,,,
Rāmacandra Abhidheya,scribe,,,,,,,,,,,
Vopadeva,author,,http://id.loc.gov/authorities/names/n90702643,,,,,,human,Vopadeva,Q3449795,Q28082
Rāmakr̥ṣṇabhaṭṭa,author,,http://id.loc.gov/authorities/names/n89104877,,,,,,human,Rāmakr̥ishṇa Bhaṭṭa,Q124252933,Q28134
"Cipoṇkara, Mahādevabhaṭṭa",scribe,,,,,,,,,,,
Satyāṣāḍha,author,,http://id.loc.gov/authorities/names/n89298417,,,,,,human,Satyāṣāḍha,Q113775152,Q28291
Khaṇḍadīkṣita,author,,http://id.loc.gov/authorities/names/n89605938,,,,,,human,Khaṇḍadīkṣita,Q124252874,Q28366
"Śūlapāṇi, active 1365-1445",author,,http://id.loc.gov/authorities/names/n88268077,,,,,,human,Śūlapāṇi,Q124252989,Q28303
Vyāsa,author,,http://id.loc.gov/authorities/names/n79109341,,,,,,human,Vyasa,Q2535538,Q28125
Dhanvantarī (Founder of Ayurveda),author,,http://id.loc.gov/authorities/names/n84206718,,,,,,human,Dhanvantarī,Q124252836,Q28235
"Kṣemarāja, active 11th century",author,,http://id.loc.gov/authorities/names/n50081719,,,,,,human,Kshemaraja,Q3200157,Q28362
Ugracandaka,scribe,,,,,,,,,,,
