File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
20250321-subjects-bpl-marc.csv,"Manuscripts, Latin (Medieval and modern)--Massachusetts--Boston",0,a--z--z,,,,,"Manuscripts, Latin (Medieval and modern);Massachusetts--Boston",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1205012,Q10783;Q16365
20250321-subjects-bpl-marc.csv,"Manuscripts, Medieval--Massachusetts--Boston",0,a--z--z,,,,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
20250321-subjects-bpl-marc.csv,Kingdom of God,0,a,,,,,Kingdom of God,http://id.worldcat.org/fast/987680,Q5928
20250321-subjects-bpl-marc.csv,Apologetics--Early works to 1800,0,a--v,,,,,Apologetics;Early works,http://id.worldcat.org/fast/811449;http://id.worldcat.org/fast/1411636,Q5940;Q300
20250321-subjects-bpl-marc.csv,"Mathematics, Medieval--Sources--Texts",0,a--v--v,,,,,"Mathematics, Medieval;Sources;Texts",http://id.worldcat.org/fast/1012371;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1423705,Q16266;Q2769;Q3066
20250321-subjects-bpl-marc.csv,Mathematics--Early works to 1800,0,a--v,,,,,Mathematics;Early works,http://id.worldcat.org/fast/1012163;http://id.worldcat.org/fast/1411636,Q333;Q300
20250321-subjects-bpl-marc.csv,"Manuscripts, Medieval--Massachussetts--Boston",0,a--z--z,,,,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
20250321-subjects-bpl-marc.csv,Taxation--Spain--Early works to 1800,0,a--z--v,,,,,Taxation;Spain;Early works,http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q248;Q343;Q300
20250321-subjects-bpl-marc.csv,"Manuscripts, Spanish--Massachusetts--Boston",0,a--z--z,,,,,"Manuscripts, Spanish;Massachusetts--Boston",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1205012,Q202;Q16365
20250321-subjects-bpl-marc.csv,"Taxation--Spain--Trials, litigation, etc.--Early works to 1800",0,a--z--x--v,,,,,"Taxation;Spain;Trials, litigation, etc.;Early works",http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1423712;http://id.worldcat.org/fast/1411636,Q248;Q343;Q38749;Q300
20250321-subjects-bpl-marc.csv,Nobility--Spain--Castile--History--16th century,0,a--z--z--x--y,,,,,Nobility;Spain--Castile;History,http://id.worldcat.org/fast/1038255;http://id.worldcat.org/fast/1244238;http://id.worldcat.org/fast/958235,Q164;Q7955;Q6879
20250321-subjects-bpl-marc.csv,Theology--Early works to 1800,0,a--v,,,,,Theology;Early works,http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1411636,Q4290;Q300
20250321-subjects-bpl-marc.csv,"Manuscripts, Medieval,--Massachusetts--Boston",0,a--z--z,,,,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
20250321-subjects-bpl-marc.csv,Cosmography--Early works to 1800,0,a--v,,,,,Cosmography;Early works,http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/1411636,Q321;Q300
20250321-subjects-bpl-marc.csv,Geography--Early works to 1800,0,a--v,,,,,Geography;Early works,http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636,Q191;Q300
20250321-subjects-bpl-marc.csv,Italy--Poetry,0,a--v,,,,,Italy;Poetry,http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1423828,Q249;Q247
20250321-subjects-bpl-marc.csv,"Christian literature, Latin--Early works to 1800",0,a--v,,,,,"Christian literature, Latin;Early works",http://id.worldcat.org/fast/1740415;http://id.worldcat.org/fast/1411636,Q16374;Q300
20250321-subjects-bpl-marc.csv,"Education, Medieval--Textbooks--Early works to 1800",0,a--v--v,,,,,"Education, Medieval;Textbooks;Early works",http://id.worldcat.org/fast/903153;http://id.worldcat.org/fast/1423863;http://id.worldcat.org/fast/1411636,Q16316;Q12633;Q300
20250321-subjects-bpl-marc.csv,"Latin literature, Medieval and modern--Early works to 1800",0,a--v,,,,,"Latin literature, Medieval and modern;Early works",http://id.worldcat.org/fast/993349;http://id.worldcat.org/fast/1411636,Q7742;Q300
20250321-subjects-bpl-marc.csv,"Theology, Doctrinal--Early works to 1800",0,a--v,,,,,"Theology, Doctrinal;Early works",http://id.worldcat.org/fast/1149617;http://id.worldcat.org/fast/1411636,Q3578;Q300
20250321-subjects-bpl-marc.csv,"Ethics, Medieval",0,a,,,,,"Ethics, Medieval",http://id.worldcat.org/fast/915880,Q7477
20250321-subjects-bpl-marc.csv,Dream interpretation--Early works to 1800,0,a--v,,,,,Dream interpretation;Early works,http://id.worldcat.org/fast/897886;http://id.worldcat.org/fast/1411636,Q16340;Q300
20250321-subjects-bpl-marc.csv,Divine office--Sermons--Early works to 1800,0,a--v--v,,,,,Divine office;Sermons;Early works,http://id.worldcat.org/fast/895757;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q5881;Q180;Q300
20250321-subjects-bpl-marc.csv,Consanguinity (Canon law)--Early works to 1800,0,a--v,,,,,Consanguinity (Canon law);Early works,http://id.worldcat.org/fast/875398;http://id.worldcat.org/fast/1411636,Q16386;Q300
20250321-subjects-bpl-marc.csv,Canon law--Early works to 1800,0,a--v,,,,,Canon law;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636,Q204;Q300
20250321-subjects-bpl-marc.csv,Confession (Canon law)--Early works to 1800,0,a--v,,,,,Confession (Canon law);Early works,http://id.worldcat.org/fast/874658;http://id.worldcat.org/fast/1411636,Q7483;Q300
20250321-subjects-bpl-marc.csv,Marriage (Canon law)--Early works to 1800,0,a--v,,,,,Marriage (Canon law);Early works,http://id.worldcat.org/fast/1010536;http://id.worldcat.org/fast/1411636,Q16382;Q300
20250321-subjects-bpl-marc.csv,Penance--Early works to 1800,0,a--v,,,,,Penance;Early works,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/1411636,Q4966;Q300
20250321-subjects-bpl-marc.csv,"Christian poetry, Latin (Medieval and modern)--Early works to 1800",0,a--v,,,,,"Christian poetry, Latin (Medieval and modern);Early works",http://id.worldcat.org/fast/859450;http://id.worldcat.org/fast/1411636,Q16338;Q300
20250321-subjects-bpl-marc.csv,Bible as literature--Early works to 1800,0,a--v,,,,,Bible as literature;Early works,http://id.worldcat.org/fast/831228;http://id.worldcat.org/fast/1411636,Q16299;Q300
20250321-subjects-bpl-marc.csv,"Christian poetry, Latin--Early works to 1800",0,a--v,,,,,"Christian poetry, Latin;Early works",http://id.worldcat.org/fast/859448;http://id.worldcat.org/fast/1411636,Q16349;Q300
20250321-subjects-bpl-marc.csv,"Latin poetry, Medieval and modern--Early works to 1800",0,a--v,,,,,"Latin poetry, Medieval and modern;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1411636,Q4942;Q300
20250321-subjects-bpl-marc.csv,"Literature, Medieval",0,a,,,,,"Literature, Medieval",http://id.worldcat.org/fast/1000151,Q16319
20250321-subjects-bpl-marc.csv,Virtues--Early works to 1800,0,a--v,,,,,Virtues;Early works,http://id.worldcat.org/fast/1167724;http://id.worldcat.org/fast/1411636,Q4300;Q300
20250321-subjects-bpl-marc.csv,Vices--Early works to 1800,0,a--v,,,,,Vices;Early works,http://id.worldcat.org/fast/1166263;http://id.worldcat.org/fast/1411636,Q4901;Q300
20250321-subjects-bpl-marc.csv,Cardinal virtues,0,a,,Cardinal virtues,http://id.worldcat.org/fast/847092,Q4986,,,
20250321-subjects-bpl-marc.csv,Sicily (Italy)--History,0,a--x,,,,,Italy--Sicily;History,http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/958235,Q4242;Q6879
20250321-subjects-bpl-marc.csv,Naples (Kingdom)--History,0,a--x,,,,,Naples (Kingdom);History,http://id.worldcat.org/fast/1205419;http://id.worldcat.org/fast/958235,Q4284;Q6879
20250321-subjects-bpl-marc.csv,"Epigrams, Latin--Texts--Early works to 1800",0,a--v--v,,,,,"Epigrams, Latin;Texts;Early works",http://id.worldcat.org/fast/914156;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q4219;Q3066;Q300
20250321-subjects-bpl-marc.csv,Rome--Poetry,0,a--v,,,,,Rome (Empire);Poetry,http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/1423828,Q3038;Q247
20250321-subjects-bpl-marc.csv,Military art and science--History,0,a--x,,,,,Military art and science;History,http://id.worldcat.org/fast/1020874;http://id.worldcat.org/fast/958235,Q171;Q6879
20250321-subjects-bpl-marc.csv,"Military history, Medieval",0,a,,,,,"Military history, Medieval",http://id.worldcat.org/fast/1021236,Q16273
20250321-subjects-bpl-marc.csv,Military art and science--Rome--Early works to 1800,0,a--z--v,,,,,Military art and science;Rome (Empire);Early works,http://id.worldcat.org/fast/1020874;http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/1411636,Q171;Q3038;Q300
20250321-subjects-bpl-marc.csv,Rome--Army--Early works to 1800,0,a--x--v,,,,,Rome (Empire);Armies;Early works,http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/814802;http://id.worldcat.org/fast/1411636,Q3038;Q16371;Q300
20250321-subjects-bpl-marc.csv,Persian poetry--747-1500--Manuscripts,0,a--y--x,,,,,Persian poetry;Manuscripts,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1008230,Q3582;Q38609
20250321-subjects-bpl-marc.csv,"Manuscripts, Persian--Massachusetts--Boston",0,a--z--z,,,,,"Manuscripts, Persian;Massachusetts--Boston",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1205012,Q255;Q16365
20250321-subjects-bpl-marc.csv,Holy Week services--Music,0,a--x,,,,,Holy Week services;Music,http://id.worldcat.org/fast/959028;http://id.worldcat.org/fast/1030269,Q7964;Q287
20250321-subjects-bpl-marc.csv,Historiography--France--History,0,a--z--x,,,,,Historiography;France;History,http://id.worldcat.org/fast/958221;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235,Q16290;Q152;Q6879
20250321-subjects-bpl-marc.csv,"Rome--History--Republic, 265-30 B.C.--Historiography",0,a--x--y--x,,,,,Rome (Empire);History;265-30 B.C.;Historiography,http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355900;http://id.worldcat.org/fast/958221,Q3038;Q6879;Q39069;Q16290
20250321-subjects-bpl-marc.csv,"Rome--History--Empire, 30 B.C.-476 A.D.--Historiography",0,a--x--y--x,,,,,Rome (Empire);History;30 B.C.-476 A.D.;Historiography,http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355908;http://id.worldcat.org/fast/958221,Q3038;Q6879;Q39068;Q16290
20250321-subjects-bpl-marc.csv,Sermons--Texts--Early works to 1800,0,a--v--v,,,,,Sermons;Texts;Early works,http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q38598;Q3066;Q300
20250321-subjects-bpl-marc.csv,Dialogues--Texts--Early works to 1800,0,a--v--v,,,,,Dialogues;Texts;Early works,http://id.worldcat.org/fast/892505;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q16367;Q3066;Q300
20250321-subjects-bpl-marc.csv,Lord's Supper--Theology--Early works to 1800,0,a--x--v,,,,,Lord's Supper;Theology;Early works,http://id.worldcat.org/fast/1002518;http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1411636,Q8319;Q4290;Q300
20250321-subjects-bpl-marc.csv,Utraquists--Early works to 1800,0,a--v,,,,,Utraquists;Early works,http://id.worldcat.org/fast/1163375;http://id.worldcat.org/fast/1411636,Q16264;Q300
