title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Yotserot for Sabbaths,,,,Yotserot,Q76600,,
Dine ḳeriʼat shemaʹ,,,,Hebrew text,Q76604,,
"Collection of philosophical essays and sermons; on Joshua, an unspecified woman, Ṿa-yetse, selected midrashim, Shavuot, Seventh day of Passover",,,,Sermons;Philosophical texts,Q1400;Q20482,,
Sefer Asaṭir,ספר אסטיר,Asātīr,,Hebrew text,Q75984,,
"Ketubah; Tétouan, Morocco",כתובה,,,Ketubah,Q76000,,
"Part of Ibn Gabirols' Keter malkut, paragraphs 1-2, 27-30",,Keter malkhut,,Keter malkhut,Q76605,,
"Liturgical poems, probably for funeral services",,Zidduk ha-din,,Liturgical poems,Q76594,,
"Laws of Sukkot, in rhyme",,,,Legal text,Q8041,,
House of David,שלשלת דוד המלך,,,Hebrew text,Q75984,,
Kitve Shelomoh Yosef Ḳarpi me-Liṿorno,כתבי שלמה יוסף קארפי מליוורנו,,,Hebrew text,Q75984,,
"Halakhot, Bava batra, pars 895-897",,Bava batra IX,,Hebrew text,Q75984,,
"Mishneh Torah, Sefer ḳedushah, Hilkhot sheḥitah II, 7-15)",,Hilkhot sheḥitah,,Hilkhot sheḥiṭah,Q76017,,
Maḥzor for Yom Kippur : rite of L'isle-sur-la-Sorgue,מחזור ליום כפור,Maḥzor,מחזור,Maḥzor,Q3712,,
Collected poems,,,,Poetry,Q1330,,
Ḳeṭaʻa shel luʾaḥ shanah,קטע של לוח שנה,,,Hebrew text,Q75984,,
"Prayer, probably to be inserted after the Birkat ha-mazon at a wedding or Berit",,Grace after meals,,Prayer,Q20014,,
"Ketubah; Bukhara, Uzbekistan",כתובה,,,Ketubah,Q76000,,
Transcription of an Arabic epic poem,,,,Poetry,Q1330,,
"Mafteaḥ le-Manʹule ha-Talmud, Ḥagigah 14b; Moʹed ḳaṭan 24b, 19",,,,Talmudic text,Q76002,,
Samaritan prayer book,,,,Prayer book,Q1486,,
Part of a prayer-book for Purim with directions in Judeo-Arabic,,Siddur,,Siddur,Q40025,,
Judeo-Arabic commentary on the Haftarot (Shabat Shuvah / Seventh day of Passover),,,,Commentary on Haftarah,Q76079,,
Letter of appeal,,,,,,Letter,Q1454
Letter to R. Solomon,,,,Letter,Q1454,,
Samaritan prayer book for the eighth day of Sukkoth or Shemini Atseret,צלות לילת מועד השמיני ...,Maḥzor,,Maḥzor,Q3712,,
A Samaritan prayer book for Sabbath and weekdays,,Siddur,,Siddur,Q40025,,
"Letter, 1769 January 10, Berlin to David Berlin","מכתב, ב' שבט תקכ""ט, בערלין אל דוד בערלין",,,Letter,Q1454,,
"Calendar of significant days and New Moons, (Hebrew) 4924",,,,Calendar,Q1122,,
Note in Arabic,,,,Notes,Q40007,,
Shivʻata for the Sabbath before the Ninth of Av,,,,Hebrew text,Q75984,,
Memorial lists of Jewish leaders in Erets Israel and Fustat,,,,List of names,Q7419,,
Chronology of the Samaritan highpriests from the beginning of the world to most recent time,,,,Samaritan text,Q76593,,
"Mishnah, Zeraʻim, Biḳurim 3:2-4:2",,Mishnah,,Mishneh Torah,Q39762,,
"Translation and commentary on 2nd Samuel 11:23-24, 2nd Samuel 12:3-4",,,,Torah commentary,Q44107,,
Haggadah for Passover,,Haggadah,,Haggadah,Q44103,,
"Genesis 10:14-12:15, with Masorah magna and parva",,Bible,,Book of Genesis;Torah,Q7274;Q42434,,
Leviticus 16:18-32,,Bible,,Book of Leviticus;Torah,Q38395;Q42434,,
Psalms 126:6-134:3,,Bible,,Psalms;Bible,Q5972;Q661,,
Letter to Joseph Mataban,,,,Letter,Q1454,,
Panegyric poem in honor of Yeḥiyah ben Avraham,,,,Panegyric,Q40012,,
Fragments from Sifre Torot and mezuzot,קטעים מספרי תורה ומזוזות,,,Hebrew text,Q75984,,
Salutations and obeisances from correspondence to David Berlin,מחמאות ומליצות ממכתב אל דוד בערלין,,,Correspondence,Q38385,,
Leviticus 11:40-12:7; Leviticus 13:26-42,,Bible,,Book of Leviticus;Torah,Q38395;Q42434,,
"Epistle to Abraham ben Sahlan, Fustat",,,,Epistles,Q1466,,
Judeo-Arabic text,קטע ביהודית-ערבית,,,Judeo-Arabic text,Q76595,,
Excerpts from a version of Soferim. Judeo-Arabic essay on Biblical prophecies,,Talmud,,Talmudic text,Q76002,,
Piyuṭim leha-shanah,פיוטים להשנה,,,Piyyutim,Q76006,,
Book of precepts,,,,Legal text;Hebrew text,Q8041;Q75984,,
Pinḳas mohel /,פנקס מוהל /,,,Pinkas,Q76009,,
Karaite essay on prayer,,,,Treatise on prayer,Q51744,,
Quinque libri Egesippi nacione Judei de excidio iudeorum,,De bello Judaico,,,,The Jewish War,Q356
Responsa,,,,Responsa,Q75989,,
Samaritan prayers and Hymns,,Maḥzor,,Maḥzor,Q3712,,
"Prayer book, with instructions in Judeo-Arabic",,Siddur,,Siddur,Q40025,,
"ʹAsarah maʾamarot, V-VI",,ʹAśarah maámarot,,Mystical texts,Q76087,,
Samaritan Pentateuch,,Bible,,Pentateuch,Q10847,,
Lamentations for the Ninth of Av,,Kinot,,Lamentations,Q75996,,
Fragment of Dalālat al-ḥāʼirīn,קטע מדלאלה אלחאירין,,,Hebrew text,Q75984,,
"Rashi's commentary on the Talmud, ʹEruvin 88b-89b",,,,Talmudic text,Q76002,,
Rahaṭ,,,,Hebrew text,Q75984,,
"Maḥazor, Erets Yiśreʾeli rite, Passover",,Maḥzor (Palestinian rite),,Maḥzor,Q3712,,
Judeo-Arabic translation of Genesis 8:11-9:26,,Bible,,Book of Genesis;Torah,Q7274;Q42434,,
"Mekhilta of Rabbi Ishmael, Beshallah (Exodus 8:17-17:16",,Mekhilta of Rabbi Ishmael (Be-shalaḥ),,Book of Exodus;Torah,Q20415;Q42434,,
"Isaiah 15:1-28:4, with Masorah magna and parva",,Bible,,Book of Isaiah;Bible,Q20433;Q661,,
Amuletic texts in Hebrew and Judeo-Arabic,סגולות ורפואות בעברית וביהודית-ערבית,,,Amulet,Q76030,,
Samaritan prayers and hymns,,,,Samaritan text,Q76593,,
Deuteronomy 1:15-25; Deuteronomy 1:31-36,,Bible,,Deuteronomy;Torah,Q20449;Q42434,,
Liturgy for Yom Kippur,,Maḥzor,,Maḥzor,Q3712,,
"Letter, 1768 December 30, Berlin to David Berlin","מכתב, כ' טבת תקכ""ט, בערלין אל דוד בערלין",,,Letter,Q1454,,
Shopping list,,,,List,Q3116,,
"Letter to Ali Abu'l-Ḥasan ben Saʻid ""the banker"" in the Matsatsa, Fustat",,,,Letter,Q1454,,
Edict concerning Jews in Livorno and Pisa,,,,,,Edicts concerning Jews,Q3128
Yoreh deʻah; ʻim perushe ve-ḥidushe Yosef Ḳaro ... be-ḥibur Bet Yosef,יורה דעה,Yoreh deʻah,יורה דעה,Hebrew text,Q75984,,
"Talmud gloss, Bava metsiʹa 86a",,Talmud,,Talmudic text,Q76002,,
Instructions for amulets,,,,Amulet,Q76030,,
Ethical work in Judeo-Arabic,ספר מוסר ביהודית-ערבית,,,Judeo-Arabic text,Q76595,,
"Letter to the three sons of Suleiman ben ʻAli, Fustat",,,,Letter,Q1454,,
Dialectic poem between wine and water,,,,Poetry,Q1330,,
Letter to the Judge Elijah,,,,Letter,Q1454,,
Sefer hekhalot,,Hebrew book of Enoch,,Book of Enoch,Q76606,,
"Early Talmudic gloss, on Yevamot (22b-23b; 24b-25a)",,,,Talmudic text,Q76002,,
"Explicaçoens e provas dos agravos, dos quais sequeixão a Seé App[ostolica] os christaos descendentes do sangue hebreu no reino de Portugal; contra os stillos, uzo, e modo de proceder dos Inquizadores daquelle reyno",,,,Inquisition texts,Q55179,,
Anti-Christian polemical treatise,,,,Polemics,Q18422,,
Business letter to Nahrai ben Nissim,,,,Letter,Q1454,,
Miscellany of allegorical and Cabalistic texts,קובץ קבלי,,,Kabbalistic texts,Q39650,,
Formulary of bills,,,,Legal formulary,Q39534,,
List of contributors,,,,List of names,Q7419,,
Karaite prayer-book with instructions in Judeo-Arabic,,,,Prayer book,Q1486,,
"Genesis 27:7-30:16, with Masorah magna and parva",,Bible,,Book of Genesis;Torah,Q7274;Q42434,,
Al-Mirath,,,,Aramaic text,Q76024,,
"Song of Solomon 3:6-4:12, with Masorah magna and parva (partial)",,Bible,,Song of Solomon;Bible,Q38389;Q661,,
ʻIr siḥon,,,,,,ʻIr siḥon,Q40057
"Halakhot, Berakhot I, 1",,,,Hebrew text,Q75984,,
Notes for a treatise in Judeo-Arabic on the significance of words,,,,Lexicographical text,Q75986,,
Collected poems,,Poems,,Poetry,Q1330,,
Rashi's Commentary on Proverbs 18:4-22:4,,Perush Rashi ʹal Mishle,,Torah commentary,Q44107,,
"Maḥazor for Passover, ʹAmidah",,Amidah (Jewish prayer),,Maḥzor,Q3712,,
"Gaonic Talmud digest, Shabbat (74b-75b)",,Talmud,,Talmudic text,Q76002,,
Yotser,,,,Yotserot,Q76600,,
Samaritan Torah Scroll,ספר תורה שומרוני,Bible,חמשה חומשי תורה,Torah,Q42434,,
"Dalālat al-ḥāʾirīn, III, 12-13",,Dalālat al-ḥāʾirīn,,Hebrew text,Q75984,,
"Prayer book, Morning Blessings of the recitation of the Shemaʹ",,Shema,,Prayer book,Q1486,,
"Part of a collection of Seliḥot, with directions in Judeo-Arabic",,Seliḥot,,Seliḥot,Q76013,,
"Judeo-Arabic commentary on Alfasi Bava kamma V, (89-93; 98-100)",,,,Hebrew commentary,Q75988,,
"Maḥazor for Shemini ʹatseret, Sabbath of Sukkot",,Maḥzor,,Maḥzor,Q3712,,
Manuscript leaf from Interpretationes Hebraicorum nominum,,Interpretationes Hebraicorum nominum,,,,Interpretationes nominum Hebraicorum,Q357
Letter to Daṿid ha-Leṿi ben Yitsḥaḳ,,,,Letter,Q1454,,
"Derushim, maʼamarim /","דרושים, מאמרים /",Works,,Hebrew text,Q75984,,
Kifāyat al-ʻābidīn,,,,Kifāyat al-ʻābidīn,Q76607,,
Joshua 21:6-24:32,,Bible,,Book of Joshua;Bible,;Q661,,
Ḳedushta for the Sabbath of the reading of Shimʹu,,,,Hebrew text,Q75984,,
Psalms 135:6-136:17,,Bible,,Psalms;Bible,Q5972;Q661,,
Kitab al-tarikh,,,,Kitab al-tarikh,Q76608,,
Letter to Joseph Amarillio,,,,Letter,Q1454,,
Reshut le-nishmat le-Fesah leha-R. Binyamin; Yeʻidot yagidun,רשות לנשמת לפסח לה״ר בנימין,Siddur (Roman rite),סידור,Siddur,Q40025,,
Manuscript Shulḥan 'Arukh Oraḥ Ḥayyim and Ḥoshen Mishpaṭ,כתב יד שלחן ערוך אורח חיים וחושן משפט,Shulḥan ʻarukh,שלחן ערוך,Shulḥan ʻarukh,Q76062,,
Kitāb al-Tabāḥ,,,,Aramaic text,Q76024,,
"Prayer book, evening blessings of the recitation of the Shemaʻ, for the evening after Sabbath",,Arvit,,Prayer book,Q1486,,
Sharh al-'asr wasayya,,,,Aramaic text,Q76024,,
Discourse on Talmud Yoma 87b,,,,Talmudic text,Q76002,,
Signature of the Exilarch David,,,,Signatures,Q76034,,
Yotser for the Sabbath of the reading of Nitsavim (Devarim 29:9),,,,Yotserot,Q76600,,
"Midrash rabbah, Leviticus 25:2-26:3",,Midrash rabbah,,Book of Leviticus;Torah,Q38395;Q42434,,
Dirge for the Ninth of Av,,Kinot,,Lamentations,Q75996,,
Ethical will,,,,Will,Q1422,,
Judeo-Arabic treatise on terefah,,,,Judeo-Arabic text,Q76595,,
"Business Letter to ʻArus ben Yosef, Fustat",,,,Letter,Q1454,,
Collection of piyutim for Yom Kippur,,Maḥzor,,Maḥzor,Q3712,,
Letter to Judah ben Moses ben Sujmar of Fustat,,,,Letter,Q1454,,
"Torah Scroll, Bereshit 14:24-15:18",,Bible,,Torah,Q42434,,
Compendium of Palestinian Talmud,,,,Talmudic text,Q76002,,
Samaritan prayer book for the seven days of Sukkoth or fast of Tabernacles,צלות שבעת ימי חג,Maḥzor,,Maḥzor,Q3712,,
Esther 2:13-16,,Bible,,Book of Esther;Bible,Q39133;Q661,,
Corroded parchment leaves,דפי קלף חלודים,,,Hebrew text,Q75984,,
"Maḥazor for Yom Kipur, Seliḥot",,Seliḥot,,Seliḥot,Q76013,,
Bifolium from an Iberian Bible,"דפים מתנ""ך ספרדית",Bible,"תנ""ך",Bible,Q661,,
"Ethical poem, Ashre adam, matsa ḥokhmah",,,,Poetry,Q1330,,
Judeo-Arabic summary of Daniel 4:34-6:7,,Bible,,Book of Daniel;Bible,Q20511;Q661,,
"Letter, 1769 April 2, Friedrichstadt (Schleswig-Holstein) to David Berlin","מכתב, כ""ד אדר-שני תקכ""ט, פרידריכשטאט (שלזוויג-הולשטיין) אל דוד בערלין",,,Letter,Q1454,,
"Letter, 1770 January 23, Altona to David ben Loeb Berlin","מכתב, כ""ו טבת תק""ל, אלטונא אל דוד בן ליב בערלין",,,Letter,Q1454,,
Talmudic-halakhic anthology on Leviticus 21:17,,,,Book of Leviticus;Torah,Q38395;Q42434,,
"Origem da denominação de X. V. [Cristão velho], X.N. [Christão novo], em Portugal, e as cauzas da continuação destes nomes, como tambem da cegueira judaica; como méthodo para se extinguir em poucos an[os] esta differença entre os mesmos subditos, e ceguira judaica; tudo p[ara] augmento da religião catholica, e utilidade do estado",,,,History of the Christãos novos,Q76609,,
Baḳashah,,,,Hebrew texts,Q44123,,
"Part of a prayer-book, Blessing of the moon",,Blessing of the moon,,Prayer book,Q1486,,
Sefer ha-Ḳanon] ... [etc.,,Qānūn fī al-ṭibb,قانون في الطب,Canon of Medicine,Q2826,,
Formulary for a bill of divorce,,,,Legal formulary,Q39534,,
Marriage contract (draft),,,,Ketubah,Q76000,,
Manuscript leaf from the Book of Numbers,,Bible,,,,Bible,Q661
"Letter to ʻAlun ben Yaʻish, ""The Benefactor"", Fustat",,,,Letter,Q1454,,
Samaritan Book of Joshua,,Bible,,Book of Joshua;Bible,;Q661,,
Yotser for Sukkot,,Yoẓerot,,Yotserot,Q76600,,
Prescriptions of Psalms for specified problems,,,,Commentary on Psalms,Q20442,,
Asti Sabbath sermons,דרשות לשבת מאסטי,,,Sermons,Q1400,,
"Saʻadia Gaon's translation of Job 31:12-40, and commentary on Job 29:3",,,,Torah commentary,Q44107,,
Yotser for the Sabbath of the reading of Devarim (Ekhah) and Ṿa-etḥanan (Naḥanu),,,,Yotserot,Q76600,,
Judeo-Arabic treatise on biblical grammar,,,,Bible commentary,Q1433,,
Saraḥ al-fātihat,,,,Hebrew texts,Q44123,,
Maḥazor for Shavuʹot,,Maḥzor,,Maḥzor,Q3712,,
"Psalms 50:18-51:9, with Masorah parva (partial)",,Bible,,Psalms;Bible,Q5972;Q661,,
"Leviticus 23:10-20, with Targum Onḳelos",,Bible,,Book of Leviticus;Torah,Q38395;Q42434,,
Yiddish translation of De humani corporis fabrica librorum epitome,,De humani corporis fabrica librorum epitome,,De humani corporis fabrica,Q76610,,
Fragment of a Sephardic Siddur,קטע מסדור ספרדית,Siddur (Sephardic),סדור (ספרדי),Siddur,Q40025,,
Pinkas Bischheim,פנקס בישא,,,Pinkas,Q76009,,
Baḳashah of Saadia ben Joseph,,,,Hebrew texts,Q44123,,
Letter to the Jews of Fustat,,,,Letter,Q1454,,
"Mishneh Torah, Sefer ḳedushah, Hilkhot isure biʾah I, 7-15",,Isure biʾah,,Mishneh Torah,Q39762,,
Collection of recipes and prescriptions,,,,Recipes,Q5051,,
Judeo-Arabic glossary to the Mishnah,,,,Judeo-Arabic text,Q76595,,
Responsum on the authority of calendation and the additional Festival Days in the diaspora,,,,Responsa,Q75989,,
Samaritan prayer book for the seven month,צלות שבת צמות,Siddur,,Siddur,Q40025,,
Edicts concerning Jews in Mantua,,,,,,Edicts concerning Jews,Q3128
"Adon Olam with correspondent commandments, sephirot, also a discussion of grammatical rules of vocalization and nouns",,Adon olam,,Sephirot;Grammatical text,;Q6010,,
Sefer ha-Ḳanon] ... [etc.,,Qānūn fī al-ṭibb,,Canon of Medicine,Q2826,,
"Excerpts of the weekly readings from the Pentateuch, portions Ḥaye Śarah, Toldot, Ṿa-yetse",,Bible,,Pentateuch,Q10847,,
Medical and astronomical miscellany,,,,,,Medical texts;Astronomical texts,Q817;Q3129
Maḥzor for Rosh ha-Shanah; rite of Carpentras,מחזור לראש השנה,Maḥzor (Carpentras),,Maḥzor,Q3712,,
"Mishnah, Zevaḥim 5:1-4}",,Mishnah,,Mishneh Torah,Q39762,,
Judeo-Arabic translation of Exodus 38:21-24; Exodus 39:3-10,,Bible,,Book of Exodus;Torah,Q20415;Q42434,,
Novellae on Niddah 14b-30a; 32a-40b; 42a-61b,,Hilkhot nidah,,Novellas,Q38386,,
Deuteronomy 7:17-9:16,,Bible,,Deuteronomy;Torah,Q20449;Q42434,,
A Samaritan prayer book for the feast of Passover,,Maøhzor,,Maḥzor,Q3712,,
2nd Kings 5:8-13,,Bible,,Second Book of Kings;Bible,Q1117;Q661,,
"Calendar of significant days and New Moons, (Seleucid) 1429",,,,Calendar,Q1122,,
"Letter to Joshua ben Dosa, Fustat",,,,Letter,Q1454,,
"Maḥazor for Passover, Kiddush",,Maḥzor,,Maḥzor,Q3712,,
Bill of sale,,,,Bill of sale,Q8289,,
Book of letters,,,,Letter,Q1454,,
Ḳerovot for Shemonah ʹeśreh,,,,Hebrew texts,Q44123,,
Recipe for a beverage,,,,Recipes,Q5051,,
Moreh la-shoḥṭim be-derekh sheʼelah u-teshuvah,מורה לשוחטים בדרך שאלה ותשובה,,,Hebrew texts,Q44123,,
"Halakhot, Pesaḥim pars. 771-772, 773-774, 775",,Pesaḥim X.,,Pesaḥim,Q76611,,
Judeo-Arabic treatise on ritual slaughter (title page),,,,Laws for slaughtering,Q76021,,
"Ketubah; Aleppo, Syria",כתובה,,,Ketubah,Q76000,,
Karaite prayerbook for Purim,,,,Prayer book,Q1486,,
Azharot selections,קטע מהאזהרות,,,Hebrew texts,Q44123,,
Piyutim for rain,,Maḥzor,,Maḥzor,Q3712,,
"Incipit of prayer-book with owner's inscription, Seʹadyah ha-Leṿi ben Hilel",,,,Prayer book,Q1486,,
Samaritan prayers for the Pentecost,צלות חג הקציר,Maḥzor,,Maḥzor,Q3712,,
"Maimonides' commentary on the Mishnah, Middot 1:8-2:4",,Siraj,,Hebrew commentary,Q75988,,
Fragment from a supplicatory prayer (baḳashah),,,,Prayer,Q20014,,
Hymns for the circumcision ceremony,פזמונים למילה,,,Text on circumcision,Q75990,,
"Talmud, Sotah 2a-2b; 3b-4a",,Talmud,,Talmudic text,Q76002,,
"Ketubah; Ancona, Italy",כתובה,,,Ketubah,Q76000,,
Memo of the court,,,,Memorandum,Q20496,,
"Prayer book, morning Psalms",,Shaḥarit,,Prayer book,Q1486,,
Part of a collection ot Seliḥot,,Seliḥot,,Seliḥot,Q76013,,
Kinot; rite of Rome,קינות,Kinot,קינות,Lamentations,Q75996,,
From a Judeo-Arabic treatise on the meaning of dreams,,,,Judeo-Arabic text,Q76595,,
"Gloss on Talmud, ʹAvodah zarah 37b-38b",,Perush ha-Raḥ,,Talmudic text,Q76002,,
"Letter, 11 December 1768, Berlin to David Berlin","מכתב, ב' ראש חודש טבת תקכ""ט, בערלין אל דוד בערלין",,,Letter,Q1454,,
Manuscript leaves from an Ashkenazic Maḥzor for the High Holidays,,Maḥzor,מחזור,,,Maḥzor,Q3712
Letter to a notable named Joseph,,,,Letter,Q1454,,
"Leviticus 23:10-11, with Targum Onḳelos","ויקרא כ""ג:י-י""א, עם תרגום אונקלוס",Bible,חומש,Book of Leviticus;Torah,Q38395;Q42434,,
"Sifra, Tsaṿ (Leviticus 8-13); Sheratsim (pereḳ 3 - parashah 5)",,"Sifra (Tsaṿ, Sheratsim)",,Book of Leviticus;Torah,Q38395;Q42434,,
Samaritan Hebrew letter card,עברית-שמרונית כרטיס-הדרכה,,,Letter,Q1454,,
Poem in honor of a philanthropist,,,,Poetry,Q1330,,
"Sefer ha-galui, introduction",,,,Hebrew texts,Q44123,,
Piyuṭim for the third of Shevaṭ,,,,Piyyutim,Q76006,,
"Pardes rimonim, 4:2-6",,Pardes rimonin,,Pardes rimonim,Q76612,,
Letter to Ephraim he-Ḥaver ben Shemarya,,,,Letter,Q1454,,
"Gaonic Talmud digest, Shabat 62a-66b; 73a-74b",,,,Talmudic text,Q76002,,
Letter to Abu Zikhri Yaḥya ben Menasheh,,,,Letter,Q1454,,
List of contributors for the ransom of a captive from Antiochia,,,,List of names,Q7419,,
Tsurat ha-arets] ... [etc.,,,,Tsurat ha-arets,Q76613,,
"Prayer book for the first month, Nisan",,,,Prayer book,Q1486,,
Job 2:4-3:26; Job 7:8-8:21,,Bible,,Book of Job;Bible,Q20456;Q661,,
Kitaāb Musā'il al-Hilāf,,,,Aramaic text,Q76024,,
Leviticus 1:9-17,,Bible,,Book of Leviticus;Torah,Q38395;Q42434,,
Judeo-Arabic commentary on eight Psalms,,,,Torah commentary,Q44107,,
Seder ha-ashmorot she-nohagim le-ʼomram me-R.ḥ. Elul ʻad Yom Kipur ke-minhag ḳ.ḳ.Ḳ. y.H.b.a,"סדר האשמורות שנוהגים לאומרם מר""ח אלול עד יום כפור כמנהג קק""ק יהב""א",Seliḥot (Carpentras),סליחות (קרפינטרס),Seliḥot,Q76013,,
Philological essay,,,,Philology texts,Q54407,,
Hebrew-Judeo-Arabic glossary of 1st Kings 5:3-7:29,,,,Bible commentary,Q1433,,
