subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Vasugupta. Spandakārikā,0,a;t,http://id.loc.gov/authorities/names/n81144383,Spandakārikā (Vasugupta),http://id.worldcat.org/fast/1368200,Q76121,,,
Tripurasundarī (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/n2017242618,,,,Tripurasundarī (Hindu deity),http://id.worldcat.org/fast/1157163,Q27036
Tripurasundarī (Hindu deity),fast,a;c,http://id.worldcat.org/fast/1157163,,,,Tripurasundarī (Hindu deity),http://id.worldcat.org/fast/1157163,Q27036
Vedas--Recitation,0,a--x,http://id.loc.gov/authorities/subjects/sh85142469,,,,Vedas;Recitations,http://id.worldcat.org/fast/1356289;http://id.worldcat.org/fast/1091407,Q27198;Q11514
Vedas,fast,a,http://id.worldcat.org/fast/1356289,Vedas,http://id.worldcat.org/fast/1356289,Q27198,,,
Rudra (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/n2018244516,,,,Rudra (Hindu deity),http://id.worldcat.org/fast/1101063,Q27463
Rudra (Hindu deity),fast,a;c,http://id.worldcat.org/fast/1101063,,,,Rudra (Hindu deity),http://id.worldcat.org/fast/1101063,Q27463
Śiva (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/nb2017001158,Siva (Hindu deity),http://id.worldcat.org/fast/1119826,Q26681,,,
Siva (Hindu deity),fast,a;c,http://id.worldcat.org/fast/1119826,,,,Siva (Hindu deity),http://id.worldcat.org/fast/1119826,Q26681
Krishna (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/no2015096049,,,,Krishna (Hindu deity),http://id.worldcat.org/fast/989141,Q27188
Krishna (Hindu deity),fast,a;c,http://id.worldcat.org/fast/989141,,,,Krishna (Hindu deity),http://id.worldcat.org/fast/989141,Q27188
Mammaṭācārya. Kāvyaprakāśa,0,a;t,http://id.loc.gov/authorities/names/n81066199,Kāvyaprakāśa (Mammaṭācārya),http://id.worldcat.org/fast/1362499,Q76122,,,
Raghunātha Śiromaṇi. Tattvacintāmaṇidīdhiti,0,a;t,http://id.loc.gov/authorities/names/n87871180,Tattvacintāmaṇidīdhiti (Raghunātha Śiromaṇi),http://id.worldcat.org/fast/1364737,Q76123,,,
Mahābhārata,0,a,http://id.loc.gov/authorities/names/n79061233,,,,Mahābhārata,http://id.worldcat.org/fast/1356112,Q26667
Mahābhārata,fast,a,http://id.worldcat.org/fast/1356112,,,,Mahābhārata,http://id.worldcat.org/fast/1356112,Q26667
Puranas. Bhāgavatapurāṇa,fast,a;p,http://id.worldcat.org/fast/1356355,,,,Puranas. Bhāgavatapurāṇa,http://id.worldcat.org/fast/1356355,Q27402
Puranas. Bhāgavatapurāṇa--Commentaries,0,a;p--v,,Puranas. Bhāgavatapurāṇa;Commentaries,http://id.worldcat.org/fast/1356355;http://id.worldcat.org/fast/1423723,Q27402;Q2812,,,
Baudhāyana,0,a,http://id.loc.gov/authorities/names/n80089829,,,,Baudhāyana,http://id.worldcat.org/fast/57764,Q26888
Baudhāyana,fast,a,http://id.worldcat.org/fast/57764,,,,Baudhāyana,http://id.worldcat.org/fast/57764,Q26888
Jagadīśatarkālaṅkāra. Pakṣatā--Early works to 1800,0,a;t--v,,Early works,http://id.worldcat.org/fast/1411636,Q300,,,
Bādarāyaṇa. Brahmasūtra,0,a;t,http://id.loc.gov/authorities/names/n91033932,Brahmasūtra (Bādarāyaṇa),http://id.worldcat.org/fast/1357925,Q76124,,,
Bhairava (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/n2019244438,,,,Bhairava (Hindu deity),http://id.worldcat.org/fast/831085,Q26863
Bhairava (Hindu deity),fast,a;c,http://id.worldcat.org/fast/831085,,,,Bhairava (Hindu deity),http://id.worldcat.org/fast/831085,Q26863
Gaṇeśa (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/n2017065815,,,,Gaṇeśa (Hindu deity),http://id.worldcat.org/fast/939364,Q27053
Gaṇeśa (Hindu deity),fast,a;c,http://id.worldcat.org/fast/939364,,,,Gaṇeśa (Hindu deity),http://id.worldcat.org/fast/939364,Q27053
Nala (Hindu mythological character),0,a;c,http://id.loc.gov/authorities/names/n2019240527,,,,Nala (Hindu mythological character),http://id.worldcat.org/fast/1032301,Q26770
Nala (Hindu mythological character),fast,a;c,http://id.worldcat.org/fast/1032301,,,,Nala (Hindu mythological character),http://id.worldcat.org/fast/1032301,Q26770
Upanishads. Īśopaniṣad,0,a;p,http://id.loc.gov/authorities/names/n82109977,,,,Upanishads. Īśopaniṣad,http://id.worldcat.org/fast/1357768,Q27323
