row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
597,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 166,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,,false,,,,Ars amandi|De remedio amoris|Heroides,,,,,,,,,,,,,,,,,Latin|Latin|Latin,lat|lat|lat,,"Sir Thomas Phillipps (1792-1872), his n. 16361; Harry H Peach; H. W. Ganor (Garrod?); Frank Allen Thomson; acquired by the Bancroft Library UC Berkeley from Bernard M. Rosenthal (1998).",,,,paper,Extent: ff. 1r-56v; 210 x 152 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,
598,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 001,,,Austria,http://vocab.getty.edu/tgn/1000062,,"s. XIII(1), 1200-1250",1200^1250,13,http://vocab.getty.edu/aat/300404505,false,,,,Aurora|Additions to Aurora,,,,,,,,,,,,,,,,,Latin|Latin,lat|lat,,"Monastery of Augustinian Canons Regular in Waldhausen, Austria, late 15th or early 16th century. Date of acquisition by the Bancroft Library, UC Berkeley unrecorded. Previous call numbers MAR 3, 2MS BS548 R5.",,,,parchment,Extent: ff. 1-198; 195 x 124 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129629.xml
599,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 027,,,Germany|France (?),http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/1000070,,"s. XV(2), 1450-1499|s. XII, 1100-1199",1450^1499|1100^1199,15|12,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404504,false,,,,Breviary|Noted service book.,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"Cathedral of Saint Martin, Mainz, second half of the 15th century; acquired by the Bancroft Library UC Berkeley in 1965 from book seller S. R. Shapiro, said to have been purchased from a Trappist monastery in France. Previous call number 2MS BX2017 M2.",,,,parchment,Extent: ff. 1r-102v; 171 x 135 mm. Extent: Pastedowns.; 171 x 135 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129630.xml
600,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 029,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, use of Paris",,,,,,,,,,,,,,,,,Latin,lat,,"Talaru family (late 15th century); ""Charles (?) amedee de martinengue 1660""; Jean Thomas Aubry (18th century); gift of James K. Moffitt to the Bancroft Library UC Berkeley, 1956. Previous call numbers, MAR 41, 2MS BX2080 1400.",,,,parchment,Extent: ff. 1-160; 147 x 97 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129631.xml
601,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 131,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(4/4), 1475-1499|s. XV(med), 1440-1460",1475^1499|1440^1460,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, use of Evreux|Book of Hours",,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"Note of female ownership (ca. 1500); ""D. Bercé De courpont 1714, M (?)""; acquired by the Bancroft Library UC Berkeley ca. 1975. Previous call number 2MS BX2080 E87.",,,,parchment,Extent: ff. 1-134; 176 x 125 mm. Extent: ff. 135-141; 176 x 125 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129632.xml
602,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 068,,,"Italy, Veneto|Italy",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997|http://vocab.getty.edu/tgn/1000080,,"s. XIV(1)|Undetermined, 1300-1350",1300^1350,14,http://vocab.getty.edu/aat/300404506,false,,,,Paschale carmen|Accounts book,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"Rev. Henry Drury (1778-1841); Sir Thomas Phillipps (1792-1872), his n. 9252; J. Martini (cat. XIX, n. 20*); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 30, 2MS PA S6P2.",,,,parchment,Extent: ff. 1-49; 270 x 159 mm. Extent: ff. 1-49; 270 x 159 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129633.xml
603,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 078,,,"Italy, Tuscany",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7009760,,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,true,,,,Accounts book,,,,,,,,,,,,,,,,,Italian,ita,,Previous call number 2MS HF417 L5.,,,,paper,Extent: ff. 1-66; 210 x 135 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129634.xml
604,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 150,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,,,"Text|Book of Hours, Sarum use",,,,,,,,,,,,,,,,,Latin,lat,,"Geneological notes of the Morton family (1507-92); birth notice of Margaret Ludlow (1592); sale of Revd. Lord Byron, Sotheby's (1 July 1935, lot 327) to Maggs; gift of the Heller family to TBL UC Berkeley (1988). Formerly 2MS BX2080 S2 1440z.",,,,parchment,Extent: ff. 1-265; 128 x 88 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129635.xml
605,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 135,,,Belgium,http://vocab.getty.edu/tgn/1000063,,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, Sarum use",,,,,,,,,,,,,,,,,Latin,lat,,Gift of Professor Charles W. Jones to the Bancroft Library UC Berkeley 1980. Previous call number 2MS BX2080 S2 14xx,,,,parchment,Extent: ff. 1-206; 145 x 100 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129636.xml
606,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 138,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, Sarum use",,,,,,,,,,,,,,,,,Latin,lat,,Bookplate of Richard Towneley (1702); gift of an anonymous donor to the Bancroft Library UC Berkeley 1983. Previous call number 2MS BX2080 S2 146x.,,,,parchment,Extent: ff. 1r-147v; 172 x 116 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129637.xml
