row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
607,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 117,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, use of Poitiers",,,,,,,,,,,,,,,,,Latin,lat,,"Marginal inscriptions ""Charles"" and ""Cahots""; Florence S. Walter (who rebound it ca. 1930-40); gift of her daughter Mrs. Paul Bissinger to the Bancroft Library UC Berkeley 1972. Previous call number 2MS BX2080 1450.",,,,parchment,Extent: ff. 1r-135v; 153 x 120 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129638.xml
608,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 030,,,Belgium,http://vocab.getty.edu/tgn/1000063,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, use of Rome",,,,,,,,,,,,,,,,,Latin,lat,,"Three prayers for one ""F.""; Henri-August Brölemann of Lyon (b. 1775); sale of Mme Etienne Mallet, Sotheby's (4 May 1926, lot 75) to Quaritch; bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Formerly 2MS BX2080 1455.",,,,parchment,Extent: ff. 1r-169v; 136 x 94 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129639.xml
609,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 139,,,France|France (?),http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/1000070,,"s. XV(4/4), 1475-1499|Undetermined",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, use of Rome|Extracts from the Glossa Ordinaria",,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"Purchased by Dawson Turner (1775-1858) in 1814; purchased by Quaritch at the Turner sale (Sotheby's, 7 March 1853, lot 1868); gift to the Bancroft Library by the Friends of The Bancroft Library (1984). Previous call number 2MS BX2080 B7 146x.",,,,parchment,Extent: ff. 1r-108v; 128 x 75 mm. Extent: ff. v-vi; 130 x 115 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129640.xml
610,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 031,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of Hours, use of Paris",,,,,,,,,,,,,,,,,Latin; French,lat|fra,,"Gedoyn de Graville; Rushton M. Dorman, sale (April 1886, n. 8); Chester sale (December 1890, n. 387); gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1890. Previous call numbers MAR 7, 2MS BX2080 1460.",,,,parchment,Extent: ff. 1r-202v; 170 x 120 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129641.xml
611,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 028,,,Belgium,http://vocab.getty.edu/tgn/1000063,,"s. XIV(in), 1300-1315",1300^1315,14,http://vocab.getty.edu/aat/300404506,false,,,,Psalter,,,,,,,,,,,,,,,,,Latin,lat,,"Signature, ""E. R."" (15th century); armorial bookplate of Francis Jack Needham, 2nd Earl of Kilmorey (1787-1880); gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley (ca. 1890). Previous call number t2MS BX2033 A2 1300.",,,,parchment,Extent: ff. 1-252; 113 x 76 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129642.xml
612,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 094,,,Germany|Germany (?),http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/7000084,,"s. XII(med), 1140-1160|s. XIII (?), 1200-1299",1140^1160|1200^1299,12|13,http://vocab.getty.edu/aat/300404504|http://vocab.getty.edu/aat/300404505,false,,,,Psalter|Biblical commentary,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"Dominican congregation, diocese of Trier; Dr. Leander van Ess of Darmstadt (1772-1847); Sir Thomas Phillipps (1823), his n. 430; acquired by Bancroft Library UC Berkeley from Sotheby's (29 November 1966, lot 45). Previous call number 2MS BX2033 A2 1150.",,,,parchment,Extent: ff. 1-181; 147 x 102 mm. Extent: f. 182r (back pastedown); 147 x 102 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129643.xml
613,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 082,,,"Netherlands (now Ger, Cleves",http://vocab.getty.edu/tgn/7012313,,"s. XV(2/4) (?), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Devotional exercises on the life of Christ for the seven days of the week,,,,,,,,,,,,,,,,,East Middle Dutch,dum,,"Coat of arms for the Duke of Cleves, f. 1; Gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1909. Previous call number 2MS BT306.28 1450.",,,,parchment,Extent: ff. 1-25; 150 x 105 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129644.xml
614,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 026,,,"Italy, Tuscany (?)",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7009760,,"s. XIV(1), 1300-1350",1300^1350,14,http://vocab.getty.edu/aat/300404506,false,,,,Breviary,,,,,,,,,,,,,,,,,Latin,lat,,"Modern notes in French on added slips of paper with the monogram ""B. V."" (or E ?); gift of John C. Cebrian to UC Berkeley ca. 1912-1935. Previous call number 2MS BX2000 A3R6 1350.",,,,parchment,Extent: ff. 1-424; 150 x 116 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129645.xml
615,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 088,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XI(ex) / XII(i1), 1085-1150|s. XII(1), 1100-1150",1085^1150|1100^1150,11;12|12,http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504|http://vocab.getty.edu/aat/300404504,false,,,,Tonary fragment|Antiphonal,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,Acquired from Bernard Rosenthal in 1966 by the Bancroft Library UC Berkeley. Previous call number 2MS uncat 1966 11.33.,,,,parchment,Extent: ff. 1r-5v; 190 x 258 mm. Extent: f. 6r-v; 190 x 258 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129646.xml
616,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 022,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XII(med), 1140-1160",1140^1160,12,http://vocab.getty.edu/aat/300404504,false,,,,Hymnal,,,,,,,,,,,,,,,,,Latin,lat,,"Sir Thomas Phillipps (1792-1872), his n. 418; Joseph Martini (cat. XXVII, n. 7); bequest of James K. Moffitt to Bancroft Library UC Berkeley (1956). Previous call numbers MAR 22, t2MS BV468 H9.",,,,parchment,Extent: ff. 1-26; 120 x 80 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129647.xml
617,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 158,,,Spain (?),http://vocab.getty.edu/tgn/1000095,,"s. XVI, 1500-1599|s. XVI (?), 1500-1599|s. XV-XVI, 1400-1599|s. XV-XVI, 1400-1599",1500^1599|1500^1599|1400^1599|1400^1599,16|16|15;16|15;16,http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,,,,"Gradual|Antiphon, psalm, and versicle for the aspersion of holy water|Antiphonal|Gradual",,,,,,,,,,,|||,,,|||,,,Latin|Latin|Latin|Latin,lat|lat|lat|lat,,Added notes and leaves suggest use by a Franciscan convent; acquired by the Bancroft Library UC Berkeley from Bernard Rosenthal (1991). Previous call number ff2MS M2150 1500z.,,,,parchment,Extent: ff. ir-iv verso; ff. 2r-159v; 515 x 380 mm. Extent: f. 1r-v; 515 x 380 mm. Extent: Front pastedown; 515 x 380 mm. Extent: Back pastedown; 515 x 380 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129648.xml
618,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 012,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,,,Bible|Interpretationes nominum hebraicorum,,,,,,,,,,,,,,,,,Latin|Latin,lat|lat,,"W. Creswell; J. Mead Faulkner (1913); gift of James K. Moffitt to the Bancroft Library UC Berkeley 1956. Previous call numbers MAR 28, 2MS BS75 1350.",,,,parchment,Extent: ff. 1-493; 170 x 120 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129649.xml
619,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 013,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XV(1), 1400-1450",1400^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,"Bible, N.T.",,,,,,,,,,,,,,,,,English,eng,,Bookplate from the Gawdy Hall Library; acquired by Bancroft Library UC Berkeley with the library of Isaac Foot in 1962. Previous call number 2MS BS135.4 W9,,,,parchment,Extent: ff. 1-224; 125 x 180 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129650.xml
620,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 015,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,,,,Biblical commentary,,,,,,,,,,,,,,,,,English,eng,,"Sir Thomas Phillipps (1792-1872), his n. 25905; acquired by Bancroft Library UC Berkeley with the library of C. T. Ogden (1957). Previous call number 2MS BS490 C6.",,,,paper,Extent: ff. 1-114; 95 x 158 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129651.xml
621,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 016,,,"Italy, Lombardy",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7003237,,"s. XII(ex), 1185-1199",1185^1199,12,http://vocab.getty.edu/aat/300404504,false,,,,Commentary on Genesis and 1-2 Kings,,,,,,,,,,,,,,,,,Latin|Latin,lat|lat,,"Cistercian monastery of Morimondo (?) (late 12th century); Paolo Giovio (1483-1552); Joseph Martini (cat. ? after 1931, n. 12); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 23, 2MS BS1145 I8.",,,,parchment,Extent: ff. 1-144v; 240 x 160 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129652.xml
622,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 018,,,France (?),http://vocab.getty.edu/tgn/1000070,,"s. XII(1), 1100-1150",1100^1150,12,http://vocab.getty.edu/aat/300404504,false,,,,"Bible, N.T., Epistles of James, Peter, and the First Epistle of John",,,,,,,,,,,,,,,,,Latin,lat,,"Acquired from Thorpe in 1824 by Sir Thomas Phillipps, his n. 2703; sold at Sotheby's (27 April 1903, lot 144); acquired by the Bancroft Library UC Berkeley from Sotheby's (11 July 1966, lot 246). Previous call number 2MS BS2632 L15.",,,,parchment,Extent: ff. 1-24; 215 x 147 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129653.xml
623,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 020,,,Germany,http://vocab.getty.edu/tgn/7000084,,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,,,"Bible, N.T., Apocrypha|Seven petitions of the Lord's Prayer",,,,,,,,,,,,,,,,,Latin|Latin,lat|lat,,"Acquired by the Bancroft Library UC Berkeley from Sotheby's (16 July 1966, lot 250). Previous call number t2MS BS2833 L15.",,,,parchment,Extent: ff. 1-61; 144 x 108 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129654.xml
624,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 002,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Miscellany|Prologue to the Vitaspatrum Life of Macarius|Life of Moses the Ethiopian|Vita Malchi monachi captivi|Poem addressed to Jerome|Prologue to Liber questionum hebraicarum in Genesim|Vita S. Pauli primi eremitae,,,,,,,,,,,,,,,,,Latin|Latin|Latin|Latin|Italian|Latin|Latin,lat|lat|lat|lat|ita|lat|lat,,"Sir Thomas Brooke (1830-1908); bequest of James K. Moffitt to Bancroft Library UC Berkeley 1956. Previous call numbers MAR 39, 2MS B665 D2.",,,,parchment,Extent: ff. 1-100; 200 x 136 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129655.xml
625,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 004,,,"Italy, Lombardy|Italy",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7003237|http://vocab.getty.edu/tgn/1000080,,"s. XIII(ex), 1298-1298|s. XIII(ex), 1285-1299",1298^1298|1285^1299,13|13,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404505,true,,,,Sermons for the temporale|Sermons for the temporale,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"Cistercian monastery of Morimondo (1298) (first part only); Count Francesco Giovio of Como (1796-1873); Joseph Martini of Lugano (catalogue XXVII, n. 2); bequest of James K. Moffit to Bancroft Library UC Berkeley (1956). Formerly MAR 26, 2MS B765 T5S3.",,,,parchment,Extent: ff. 1r-79v; 225 x 148 mm. Extent: ff. 80-136; 225 x 148 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129656.xml
626,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 006,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XII(ex), 1185-1199",1185^1199,12,http://vocab.getty.edu/aat/300404504,false,,,,De claustro animae,,,,,,,,,,,,,,,,,Latin,lat,,Cistercian monastery of Morimondo (late 12th century) (?); Paolo Giovio (1483-1552); Joseph Martini (1930-38 catalogues); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call number 2MS BL624 H8.,,,,parchment,Extent: ff. 1-114; 180 x 120 mm.,Information for this description provided by C. W. Dutschke.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129657.xml
627,,,,digital-scriptorium,Q168756,"University of California, Berkeley",BANC MS UCB 009,,,"Italy, Campania",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7003005,,"s. XV(3/4), 1474-1474",1474^1474,15,http://vocab.getty.edu/aat/300404465,false,,,,Vitaspatrum,,,,,,,,,,,,,,,,,Italian,ita,,"Giovannella Caracciolo, Duchess of Termoli (1474); George Folliott; his sale, Sotheby's (May 12, 1930, lot 80) to Quaritch; gift of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 40, f2MS BR1705 A2H6.",,,,parchment,Extent: ff. 1-259; 316 x 218 mm.,"Information for this description provided by C. W. Dutschke. We thank Dr. Consuelo W. Dutschke for the identification of the artist, and thus the payment records and first owner of this manuscript.",2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129658.xml
