ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",marc-xml,dacs,Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",.b1060117x,mssHM 56796,https://catalog.huntington.org/record=b1060117,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52850/manifest.json,"","",Late 15th century.,1500,16,http://vocab.getty.edu/aat/300404510,false,Jernegan family book of hours,"","","",Q795,Books of hours--England,Q3618;Q320,Catholic Church. Book of hours|Books of hours--England|Prayer--England--History,Q38623|Q5889;Q320|Q39047;Q320;Q6879,Catholic Church,"",Q425,"","","","","","","","","","","","",lat,Q113,"",Q38412,Extent: 1,Title supplied by cataloger.,"",2024-07-11 15:59:15 -0400,20210621,20240103-huntington-marcxml.xml
