ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q20745482,Providence Public Library,Wetmore MS 1,"",,Germany,"","s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Tabula aurea|Claves sacre scripture|Bible study guide|Bible in mnemonic form|Biblical genealogies|List of Roman Emperors|Conclusiones|Tabula aurea|Tabula aurea|Tabula aurea|Incipiunt ethimologie et concordantie conclusionum per reverendissimum dominum magistrum petrum de pergamo|List of Holy Roman Emperors|Tabula aurea|Conclusiones""|Orationes itinerantium|Prayers","","",,,,,,"",,"","",,"","",,"","",,Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin,"","Henry, Prince of Wales (1594-1612); Thomas Watson (1720-79), S. J.;Thomas Pennant (1726-98); by inheritance to Rudolph (1823-92), Earl of Denbigh; Denbigh sale, Christie's, 4-7-1938, lot 12 to Stonehill; Edith Wetmore (1870-1966); in 1955 to Prov.Pub.Lib.","",,"",parchment,Extent: ff. 1-149v; 105 x 76 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132486.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Wetmore MS 2,"",,Netherlands,"","s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Dutch,"",Gift of Edith Wetmore (1870-1966) in 1955 to the Providence Public Library.,"",,"",parchment,Extent: ff. 1-132v; 150 x 105 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132487.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Ege MS 1,"",,France,"","s. XIII(1/4), 1200-1225",1200^1225,13,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, O. T.","","",,,,,,"",,"","",,"","",,"","",,Latin,"",From the leaves of Otto F. Ege (1888-1951).,"",,"",parchment,Extent: f. 1r-v; 192 x 125 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132488.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Ege MS 2,"",,France,"","s. XIII/XIV, 1290-1310",1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,false,,"","","Bible, O. T.","","",,,,,,"",,"","",,"","",,"","",,Latin,"",From the leaves of Otto F. Ege (1888-1951).,"",,"",parchment,Extent: f. 1r-v; 180 x 128 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132489.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Ege MS 3,"",,Armenia,"",s. XVII?,"",,,false,,"","",Lectionary,"","",,,,,,"",,"","",,"","",,"","",,Armenian,"",From the leaves of Otto F. Ege (1888-1951).,"",,"",paper,Extent: f. 1r-v; 367 x 247 mm.,We are grateful to Dr. Sylvie L. Merian for identifying this leaf. identifying this leaf.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132490.xml
