File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
20240522-subjects-ucb-marc.csv,"Manuscripts, Latin (Medieval and modern)--California--Berkeley",0,a--z--z,,"Manuscripts, Latin (Medieval and modern);California--Berkeley",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1205020,Q10783;Q48231,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, Medieval--California--Berkeley",0,a--z--z,,"Manuscripts, Medieval;California--Berkeley",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205020,Q325;Q48231,,,
20240522-subjects-ucb-marc.csv,Manuscrits latins médiévaux et modernes--Californie--Berkeley,6,a--z--z,,"Manuscripts, Latin (Medieval and modern);California--Berkeley",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1205020,Q10783;Q48231,,,
20240522-subjects-ucb-marc.csv,Manuscrits médiévaux--Californie--Berkeley,6,a--z--z,,"Manuscripts, Medieval;California--Berkeley",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205020,Q325;Q48231,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, Latin (Medieval and modern)",fast,a,(OCoLC)fst01008399,,,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,"Q10783"
20240522-subjects-ucb-marc.csv,"Manuscripts, Medieval",fast,a,(OCoLC)fst01008422,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325,,,
20240522-subjects-ucb-marc.csv,California--Berkeley,fast,a--z,(OCoLC)fst01205020,California--Berkeley,http://id.worldcat.org/fast/1205020,Q48231,,,
20240522-subjects-ucb-marc.csv,Apocryphal Gospels,0,a,,Apocryphal Gospels,http://id.worldcat.org/fast/811406,Q48232,,,
20240522-subjects-ucb-marc.csv,Apocryphal books (New Testament),0,a,,Apocryphal books (New Testament),http://id.worldcat.org/fast/811412,Q48233,,,
20240522-subjects-ucb-marc.csv,Évangiles apocryphes,6,a,,Apocryphal Gospels,http://id.worldcat.org/fast/811406,Q48232,,,
20240522-subjects-ucb-marc.csv,Apocryphes (Nouveau Testament),6,a,,Apocryphal books (New Testament),http://id.worldcat.org/fast/811412,Q48233,,,
20240522-subjects-ucb-marc.csv,Apocryphal books (New Testament),fast,a,(OCoLC)fst00811412,Apocryphal books (New Testament),http://id.worldcat.org/fast/811412,Q48233,,,
20240522-subjects-ucb-marc.csv,Apocryphal Gospels,fast,a,(OCoLC)fst00811406,Apocryphal Gospels,http://id.worldcat.org/fast/811406,Q48232,,,
20240522-subjects-ucb-marc.csv,Calligraphy--Specimens,0,a--v,,Calligraphy;Specimens,http://id.worldcat.org/fast/844368;http://id.worldcat.org/fast/1423861,Q27394;Q239,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, German--California--Berkeley",0,a--z--z,,"Manuscripts, German;California--Berkeley",http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/1205020,Q142;Q48231,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, Renaissance--California--Berkeley",0,a--z--z,,"Manuscripts, Renaissance;California--Berkeley",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205020,Q311;Q48231,,,
20240522-subjects-ucb-marc.csv,Calligraphie--Spécimens,6,a--v,,Calligraphy;Specimens,http://id.worldcat.org/fast/844368;http://id.worldcat.org/fast/1423861,Q27394;Q239,,,
20240522-subjects-ucb-marc.csv,Manuscrits de la Renaissance--Californie--Berkeley,6,a--z--z,,"Manuscripts, Renaissance;California--Berkeley",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205020,Q311;Q48231,,,
20240522-subjects-ucb-marc.csv,Calligraphy,fast,a,(OCoLC)fst00844368,Calligraphy,http://id.worldcat.org/fast/844368,Q27394,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, German",fast,a,(OCoLC)fst01008346,"Manuscripts, German",http://id.worldcat.org/fast/1008346,Q142,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, Renaissance",fast,a,(OCoLC)fst01008472,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472,Q311,,,
20240522-subjects-ucb-marc.csv,"Hymns, Latin (Medieval and modern)",0,a,,,,,"Hymns, Latin (Medieval and modern)",http://id.worldcat.org/fast/965597,"Q38956"
20240522-subjects-ucb-marc.csv,"Hymns, Latin (Medieval and modern)",fast,a,(OCoLC)fst00965597,"Hymns, Latin (Medieval and modern)",http://id.worldcat.org/fast/965597,Q38956,,,
20240522-subjects-ucb-marc.csv,Liturgics,fast,a,(OCoLC)fst01000579,,,,Liturgics,http://id.worldcat.org/fast/1000579,"Q207"
20240522-subjects-ucb-marc.csv,Christian life--Early works to 1800,0,a--v,,,,,Christian life;Early works,http://id.worldcat.org/fast/859185;http://id.worldcat.org/fast/1411636,"Q316;Q300"
20240522-subjects-ucb-marc.csv,Vie chrétienne--Ouvrages avant 1800,6,a--v,,Christian life;Early works,http://id.worldcat.org/fast/859185;http://id.worldcat.org/fast/1411636,Q316;Q300,,,
20240522-subjects-ucb-marc.csv,Christian life,fast,a,(OCoLC)fst00859185,,,,Christian life,http://id.worldcat.org/fast/859185,"Q316"
20240522-subjects-ucb-marc.csv,Contemplation--Early works to 1800,0,a--v,,,,,Contemplation;Early works,http://id.worldcat.org/fast/876612;http://id.worldcat.org/fast/1411636,"Q16279;Q300"
20240522-subjects-ucb-marc.csv,"Monastic and religious life--History--Middle Ages, 600-1500",0,a--x--y,,,,,Monastic and religious life;History;500-1500,http://id.worldcat.org/fast/1025101;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938,"Q2981;Q6879;Q4252"
20240522-subjects-ucb-marc.csv,"Manuscripts, Italian--California--Berkeley",0,a--z--z,,"Manuscripts, Italian;California--Berkeley",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1205020,Q269;Q48231,,,
20240522-subjects-ucb-marc.csv,Vie religieuse et monastique--Histoire--600-1500 (Moyen Âge),6,a--x--y,,Monastic and religious life;History;500-1500,http://id.worldcat.org/fast/1025101;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938,Q2981;Q6879;Q4252,,,
20240522-subjects-ucb-marc.csv,Contemplation,fast,a,(OCoLC)fst00876612,Contemplation,http://id.worldcat.org/fast/876612,Q16279,,,
20240522-subjects-ucb-marc.csv,"Manuscripts, Italian",fast,a,(OCoLC)fst01008378,"Manuscripts, Italian",http://id.worldcat.org/fast/1008378,Q269,,,
20240522-subjects-ucb-marc.csv,Monastic and religious life--Middle Ages,fast,a--x,(OCoLC)fst01907091,Monastic and religious life;Middle Ages,http://id.worldcat.org/fast/1025101;http://id.worldcat.org/fast/1020301,Q2981;Q39011,,,
20240522-subjects-ucb-marc.csv,600-1500,fast,a,,,,,,,
20240522-subjects-ucb-marc.csv,"Sermons, Latin",0,a,,,,,"Sermons, Latin",http://id.worldcat.org/fast/1113283,"Q3563"
20240522-subjects-ucb-marc.csv,"Letters, Papal",0,a,,,,,"Letters, Papal",http://id.worldcat.org/fast/996800,"Q7096"
20240522-subjects-ucb-marc.csv,"Letters, Papal",fast,a,(OCoLC)fst00996800,,,,"Letters, Papal",http://id.worldcat.org/fast/996800,"Q7096"
20240522-subjects-ucb-marc.csv,"Sermons, Latin",fast,a,(OCoLC)fst01113283,,,,"Sermons, Latin",http://id.worldcat.org/fast/1113283,"Q3563"
20240522-subjects-ucb-marc.csv,Breviaries--Texts,0,a--v,,,,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,"Q3593;Q3066"
20240522-subjects-ucb-marc.csv,Bréviaires--Textes,6,a--v,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066,,,
20240522-subjects-ucb-marc.csv,Breviaries,fast,a,(OCoLC)fst00838495,,,,Breviaries,http://id.worldcat.org/fast/838495,"Q3593"
