File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
20240522-named-subjects-ucb-marc.csv,Bible. Old Testament--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Old Testament;Commentaries;Early works,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4202;Q2812;Q300,,,
20240522-named-subjects-ucb-marc.csv,Bible. Old Testament,fast,a;p,(OCoLC)fst01808092,,,,Bible. Old Testament,http://id.worldcat.org/fast/1808092,"Q4202"
20240522-named-subjects-ucb-marc.csv,Bible. Epistles of Paul--Commentaries--Early works to 1800,0,a;p--v--v,,,,,Bible. Epistles of Paul;Commentaries;Early works,http://id.worldcat.org/fast/1808029;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,"Q38594;Q2812;Q300"
20240522-named-subjects-ucb-marc.csv,Bible. Hebrews--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Hebrews;Commentaries;Early works,http://id.worldcat.org/fast/1892910;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q48095;Q2812;Q300,,,
20240522-named-subjects-ucb-marc.csv,Bible. Epistles of Paul,fast,a;p,(OCoLC)fst01808029,Bible. Epistles of Paul,http://id.worldcat.org/fast/1808029,Q38594,,,
20240522-named-subjects-ucb-marc.csv,Bible. Hebrews,fast,a;p,(OCoLC)fst01892910,Bible. Hebrews,http://id.worldcat.org/fast/1892910,Q48095,,,
20240522-named-subjects-ucb-marc.csv,"Mary, Blessed Virgin, Saint--Early works to 1800",0,a;c--v,,"Mary, Blessed Virgin, Saint;Early works",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1411636,Q244;Q300,,,
20240522-named-subjects-ucb-marc.csv,"Mary, Blessed Virgin, Saint",fast,a;c,(OCoLC)fst00068107,,,,"Mary, Blessed Virgin, Saint",http://id.worldcat.org/fast/68107,"Q244"
20240522-named-subjects-ucb-marc.csv,Catholic Church--Liturgy--Texts,0,a--x--v,,,,,Catholic Church;Liturgics;Texts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,"Q310;Q207;Q3066"
20240522-named-subjects-ucb-marc.csv,Catholic Church,fast,a,(OCoLC)fst00531720,,,,Catholic Church,http://id.worldcat.org/fast/531720,"Q310"
20240522-named-subjects-ucb-marc.csv,Catholic Church--Liturgy--Texts,0,a--x--v,http://id.loc.gov/authorities/subjects/sh85021135,,,,Catholic Church;Liturgics;Texts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,"Q310;Q207;Q3066"
