row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
74,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",Persian; translated from Sanskrit,,Persian;Sanskrit,Q9168;Q11059,Q120;Q27494,,,
75,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",Chagatai,,Chagatai,Q36831,Q42445,,,
76,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",In Batak,,Batak,Q1998595,Q42449,,,
77,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",In Italian and Latin,,,,,Italian;Latin,Q652;Q397,Q116;Q113
78,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","In Latin, with one rubric in French",,Latin;French,Q397;Q150,Q113;Q111,,,
79,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",In Arabic,,,,,Arabic,Q13955,Q118
80,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","Primarily in Khmer, with some Pali (Khmer script)",,Khmer;Pali,Q9205;Q36727,Q27499;Q27511,,,
81,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",In Khmer,,Khmer,Q9205,Q27499,,,
82,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",In Pali (Khmer script) and Khmer,,Pali;Khmer,Q36727;Q9205,Q27511;Q27499,,,
83,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Northern Thai and Pali language in Tham script,,Northern Thai;Pali,Q565110;Q36727,Q42447;Q27511,,,
84,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Catalan,,,,,Catalan,Q7026,Q1316
85,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Old Occitan (Provençal),,Old Occitan,Q2779185,Q38115,,,
86,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",German (Old Saxon),,German;Old Saxon,Q188;Q35219,Q112;Q42448,,,
87,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Italian and Latin,,,,,Italian;Latin,Q652;Q397,Q116;Q113
88,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",In Hebrew,,,,,Hebrew,Q9288,Q117
89,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin and Spanish,,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
90,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin and German,,,,,Latin;German,Q397;Q188,Q113;Q112
91,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z","German, with occasional Latin terminology",,German;Latin,Q188;Q397,Q112;Q113,,,
92,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Thai,,Thai,Q9217,Q27515,,,
93,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",French and Latin,,,,,French;Latin,Q150;Q397,Q111;Q113
94,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",eng,,,,,English,Q1860,Q109
95,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Ethiopic,,,,,Ge'ez,Q35667,Q3664
96,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",In Castilian,,Spanish,Q1321,Q114,,,
97,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z","Latin, with some Greek and Hebrew",,Latin;Greek;Hebrew,Q397;Q9129;Q9288,Q113;Q1318;Q117,,,
98,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin; later title in Italian,,Latin;Italian,Q397;Q652,Q113;Q116,,,
99,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",ger,,,,,German,Q188,Q112
100,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Boethius's commentary in the original Latin; Averroës' commentary translated from Arabic,,Latin;Arabic,Q397;Q13955,Q113;Q118,,,
101,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z","Latin, with notes in Latin and Italian",,Latin;Italian,Q397;Q652,Q113;Q116,,,
102,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Italian; dramatis personae in Latin,,Italian;Latin,Q652;Q397,Q116;Q113,,,
103,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin; eight poems by Corazini in Italian,,Latin;Italian,Q397;Q652,Q113;Q116,,,
104,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin translation from original Greek with Latin commentary,,Latin,Q397,Q113,,,
105,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",East Middle Dutch,,,,,Middle Dutch,Q178806,Q10833
106,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin version of original Greek work,,Latin,Q397,Q113,,,
107,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z","Latin, with notes in German written on modern paper binding",,Latin;German,Q397;Q188,Q113;Q112,,,
108,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Latin; many marginal notes in Latin and Italian; note on fol. ii in Hebrew,,Latin;Italian;Hebrew,Q397;Q652;Q9288,Q113;Q116;Q117,,,
109,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z",Spanish and Latin,,Spanish;Latin,Q1321;Q397,Q114;Q113,,,
110,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.375331700Z","Coptic and Arabic, marginal notes in Arabic",,Coptic;Arabic,Q36155;Q13955,Q4335;Q118,,,
111,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",heb,,,,,Hebrew,Q9288,Q117
112,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Middle English; translated from the Latin Vulgate,,Middle English;Latin,Q36395;Q397,Q119;Q113,,,
113,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Old French (unidentified, possibly fake, dialect)",,Old French,Q35222,Q3106,,,
114,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Italian; one poem in Latin,,Italian;Latin,Q652;Q397,Q116;Q113,,,
115,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Latin; French prayer on fol. 128v (16th cent.),,Latin;French,Q397;Q150,Q113;Q111,,,
116,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Chiefly Latin, with some French, or Italian texts",,Latin;French;Italian,Q397;Q150;Q652,Q113;Q111;Q116,,,
117,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Chiefly Latin, with some French, Greek, Italian, and English texts",,Latin;French;Greek;Italian;English,Q397;Q150;Q9129;Q652;Q1860,Q113;Q111;Q1318;Q116;Q109,,,
118,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Latin and French,,,,,Latin;French,Q397;Q150,Q113;Q111
119,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Batak script,,Batak,Q1998595,Q42449,,,
120,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Latin and Castilian,,Latin;Spanish,Q397;Q1321,Q113;Q114,,,
121,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",French; translated from the Spanish,,French;Spanish,Q150;Q1321,Q111;Q114,,,
122,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.594358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Chiefly in Latin, with a few documents in Spanish or Catalan",,Latin;Spanish,Q397;Q1321,Q113;Q114,,,
123,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","In Spanish, with some Galician",,Spanish;Galician,Q1321;Q9307,Q114;Q42450,,,
124,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Chiefly in Latin, often lapsing into the vernacular. One piece, dated 1497, is entirely in Catalan",,Latin;Catalan,Q397;Q7026,Q113;Q1316,,,
125,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Chiefly in Latin, with some documents in Catalan or Castilian",,Latin;Catalan;Spanish,Q397;Q7026;Q1321,Q113;Q1316;Q114,,,
126,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Chiefly in Latin, with one document in Catalan",,Latin;Catalan,Q397;Q7026,Q113;Q1316,,,
127,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Spanish; some marginal notes in Latin,,Spanish;Latin,Q1321;Q397,Q114;Q113,,,
128,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z",Catalan translation of: De consolatione philosophiae,,Catalan,Q7026,Q1316,,,
129,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","Latin, with some instructions in French",,Latin;French,Q397;Q150,Q113;Q111,,,
130,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.376332300Z","In Latin, with Spanish marginal notes",,Latin;Spanish,Q397;Q1321,Q113;Q114,,,
131,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.377332500Z",zxx,,,,,no linguistic content,Q22282939,Q16428
132,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.377332500Z",German,,,,,German,Q188,Q112
133,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.808532800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.595357800Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.377332500Z",In Portuguese,,Portuguese,Q5146,Q38114,,,
