row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
74,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",England?,,,,England,http://vocab.getty.edu/tgn/7002445,Q133
75,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Madrid, Spain",Madrid;Spain,http://vocab.getty.edu/tgn/7010413;http://vocab.getty.edu/tgn/1000095,Q7212;Q129,,,
76,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Portugal and Rio de Janeiro, Brazil",Portugal;Rio de Janeiro;Brazil,http://vocab.getty.edu/tgn/1000090;http://vocab.getty.edu/tgn/7017095;http://vocab.getty.edu/tgn/1000047,Q19906;Q42474;Q42475,,,
77,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Aragon, Spain",Aragon;Spain,http://vocab.getty.edu/tgn/7024276;http://vocab.getty.edu/tgn/1000095,Q38142;Q129,,,
78,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Mexico,,,,Mexico,http://vocab.getty.edu/tgn/7005560,Q1312
79,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Portugal,,,,Portugal,http://vocab.getty.edu/tgn/1000090,Q19906
80,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Avignon, France",,,,Avignon;France,http://vocab.getty.edu/tgn/7008799;http://vocab.getty.edu/tgn/1000070,Q4328;Q122
81,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Naples, Italy",,,,Naples;Italy,http://vocab.getty.edu/tgn/7004474;http://vocab.getty.edu/tgn/1000080,Q3099;Q134
82,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Barcelona,,,,Barcelona,http://vocab.getty.edu/tgn/7007426,Q16423
83,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Cuenca, Spain",Cuenca;Spain,http://vocab.getty.edu/tgn/7007638;http://vocab.getty.edu/tgn/1000095,Q42476;Q129,,,
84,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Valencia, Spain",Valencia;Spain,http://vocab.getty.edu/tgn/7008769;http://vocab.getty.edu/tgn/1000095,Q1298;Q129,,,
85,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Bruges, Belgium",,,,Bruges;Belgium,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/1000063,Q16418;Q1243
86,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Eastern Turkistan,Turkistan,http://vocab.getty.edu/tgn/7016836,Q42477,,,
87,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",East Turkestan,Turkistan,http://vocab.getty.edu/tgn/7016836,Q42477,,,
88,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Kashmir, India",Kashmir;India,http://vocab.getty.edu/tgn/7029388;http://vocab.getty.edu/tgn/7000198,Q18345;Q138,,,
89,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Sumatra, Indonesia",Sumatra;Indonesia,http://vocab.getty.edu/tgn/7016484;http://vocab.getty.edu/tgn/1000116,Q42478;Q38217,,,
90,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Vila-sacra, Spain",Vilasacra;Spain,http://vocab.getty.edu/tgn/7293758;http://vocab.getty.edu/tgn/1000095,Q42479;Q129,,,
91,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Middle East,Middle East,http://vocab.getty.edu/tgn/7001526,Q38249,,,
92,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Siem Reap, Cambodia",Siem Reap;Cambodia,http://vocab.getty.edu/tgn/1066431;http://vocab.getty.edu/tgn/1000109,Q42480;Q42481,,,
93,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Maqueda, Spain",Maqueda;Spain,http://vocab.getty.edu/tgn/7007979;http://vocab.getty.edu/tgn/1000095,Q42482;Q129,,,
94,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Figuera, Catalonia",Figueras;Catalonia,http://vocab.getty.edu/tgn/1062024;http://vocab.getty.edu/tgn/7030216,Q42483;Q125,,,
95,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Caylus, France",Caylus;France,http://vocab.getty.edu/tgn/1032459;http://vocab.getty.edu/tgn/1000070,Q42484;Q122,,,
96,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Padua, Italy",,,,Padua;Italy,http://vocab.getty.edu/tgn/7003085;http://vocab.getty.edu/tgn/1000080,Q3091;Q134
97,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Scotland,,,,Scotland,http://vocab.getty.edu/tgn/7002444,Q17533
98,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Mainz?,Mainz,http://vocab.getty.edu/tgn/7004449,Q3082,,,
99,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Lombardy,,,,Lombardy,http://vocab.getty.edu/tgn/7003237,Q809
100,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Northern Italy,,,,Northern Italy,http://vocab.getty.edu/tgn/4005363,Q7507
101,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Salò, Italy",Salò;Italy,http://vocab.getty.edu/tgn/7005790;http://vocab.getty.edu/tgn/1000080,Q42485;Q134,,,
102,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","San Francisco, California",San Francisco;California,http://vocab.getty.edu/tgn/7014456;http://vocab.getty.edu/tgn/7007157,Q42486;Q42487,,,
103,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Gradara,Gradara,http://vocab.getty.edu/tgn/7008870,Q42488,,,
104,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Alpes de Haute-Provence, France",Département des Alpes-de-Haute-Provence;France,http://vocab.getty.edu/tgn/7017065;http://vocab.getty.edu/tgn/1000070,Q42489;Q122,,,
105,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Turin, Italy",Turin;Italy,http://vocab.getty.edu/tgn/7005688;http://vocab.getty.edu/tgn/1000080,Q42490;Q134,,,
106,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Modena, Italy",Modena;Italy,http://vocab.getty.edu/tgn/7009565;http://vocab.getty.edu/tgn/1000080,Q4327;Q134,,,
107,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Valognes, France",Valognes;France,http://vocab.getty.edu/tgn/1035991;http://vocab.getty.edu/tgn/1000070,Q42491;Q122,,,
108,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Essonne, France",Département de l'Essonne;France,http://vocab.getty.edu/tgn/7002935;http://vocab.getty.edu/tgn/1000070,Q42492;Q122,,,
109,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",London?,,,,London,http://vocab.getty.edu/tgn/7011781,Q3660
110,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Hungary,,,,Hungary,http://vocab.getty.edu/tgn/7006278,Q19897
111,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Valdeosera, Spain",Valdeosera;Spain,http://vocab.getty.edu/tgn/7299836;http://vocab.getty.edu/tgn/1000095,Q42493;Q129,,,
112,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Bologna, Italy",,,,Bologna;Italy,http://vocab.getty.edu/tgn/7004847;http://vocab.getty.edu/tgn/1000080,Q3087;Q134
113,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Bologna, Italy?",,,,Bologna;Italy,http://vocab.getty.edu/tgn/7004847;http://vocab.getty.edu/tgn/1000080,Q3087;Q134
114,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Northern Italy?,,,,Northern Italy,http://vocab.getty.edu/tgn/4005363,Q7507
115,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z","Rome, Italy?",,,,Rome;Italy,http://vocab.getty.edu/tgn/7000874;http://vocab.getty.edu/tgn/1000080,Q123;Q134
116,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Treviso,Treviso,http://vocab.getty.edu/tgn/7003297,Q38311,,,
117,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.060753900Z",Pisa,,,,Pisa,http://vocab.getty.edu/tgn/7006082,Q7207
118,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Duchy of Cleve,Cleves,http://vocab.getty.edu/tgn/7012313,Q38175,,,
119,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",France?,,,,France,http://vocab.getty.edu/tgn/1000070,Q122
120,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",France or Germany,,,,France;Germany,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7000084,Q122;Q131
121,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",France or Italy,,,,France;Italy,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/1000080,Q122;Q134
122,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Italy or Basel,Italy;Basel,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7007269,Q134;Q38152,,,
123,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Germany or Italy,,,,Germany;Italy,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/1000080,Q131;Q134
124,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Paris?,,,,Paris,http://vocab.getty.edu/tgn/7008038,Q136
125,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",France or Spain,,,,France;Spain,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/1000095,Q122;Q129
126,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Toledo, Spain",,,,Toledo;Spain,http://vocab.getty.edu/tgn/7008719;http://vocab.getty.edu/tgn/1000095,Q12701;Q129
127,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Crimea,Crimea,http://vocab.getty.edu/tgn/7010345,Q42494,,,
128,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Egypt?,,,,Egypt,http://vocab.getty.edu/tgn/7016833,Q3086
129,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Belgium,,,,Belgium,http://vocab.getty.edu/tgn/1000063,Q1243
130,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Florence, Italy",,,,Florence;Italy,http://vocab.getty.edu/tgn/7000457;http://vocab.getty.edu/tgn/1000080,Q3084;Q134
131,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Angers, France?",Angers;France,http://vocab.getty.edu/tgn/7008480;http://vocab.getty.edu/tgn/1000070,Q42092;Q122,,,
132,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Navarre, Spain",Navarre;Spain,http://vocab.getty.edu/tgn/7002790;http://vocab.getty.edu/tgn/1000095,Q38258;Q129,,,
133,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Catalonia,,,,Catalonia,http://vocab.getty.edu/tgn/7030216,Q125
134,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z",Franche-Comté?,Franche-Comté,http://vocab.getty.edu/tgn/7645440,Q38200,,,
135,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Bourges, France?",,,,Bourges;France,http://vocab.getty.edu/tgn/7017415;http://vocab.getty.edu/tgn/1000070,Q19908;Q122
136,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Northern Spain, near Burgos",Spain;Burgos,http://vocab.getty.edu/tgn/1000095;http://vocab.getty.edu/tgn/7007510,Q129;Q12698,,,
137,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Bruges, Belgium?",,,,Bruges;Belgium,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/1000063,Q16418;Q1243
138,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.061750800Z","Zaragoza, Spain?",Zaragoza;Spain,http://vocab.getty.edu/tgn/7008813;http://vocab.getty.edu/tgn/1000095,Q4330;Q129,,,
139,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021255900Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.071751300Z","Granada, Spain",,,,Granada;Spain,http://vocab.getty.edu/tgn/7007703;http://vocab.getty.edu/tgn/1000095,Q3081;Q129
140,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021648Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.072751900Z","Seville, Spain?",,,,Seville;Spain,http://vocab.getty.edu/tgn/7008676;http://vocab.getty.edu/tgn/1000095,Q3102;Q129
141,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021648Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.072751900Z","León, Spain?",León;Spain,http://vocab.getty.edu/tgn/7009120;http://vocab.getty.edu/tgn/1000095,Q38224;Q129,,,
142,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021648Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.072751900Z","Salamanca, Spain",Salamanca;Spain,http://vocab.getty.edu/tgn/7008561;http://vocab.getty.edu/tgn/1000095,Q6987;Q129,,,
143,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021648Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.072751900Z",Portugal?,,,,Portugal,http://vocab.getty.edu/tgn/1000090,Q19906
144,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.021648Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.612809100Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.072751900Z","Alcalá de Henares, Spain?",Alcalá de Henares;Spain,http://vocab.getty.edu/tgn/7007139;http://vocab.getty.edu/tgn/1000095,Q42495;Q129,,,
