subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
"Manuscripts, Arabic",a, ,http://id.loc.gov/authorities/subjects/sh85080687,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Manuscrits arabes,a, ,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
"Manuscripts, Arabic",a,fast ,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Hymns,a, ,,Hymns,http://id.worldcat.org/fast/965486,Q48655
Hymns,a,fast ,(OCoLC)fst00965486,Hymns,http://id.worldcat.org/fast/965486,Q48655
