name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Abrāshī, Muḥammad, active 19th century",scribe,ابراشي، محمد، active 19th century,,,,,,,,,,
"Riyāḍī, Ibrāhīm ibn Muḥammad, 838-910 or 911",author,,,human,al-Riyāḍī,Q12181671,DSNAME8900,Q106678,,,,
"Khaṭīb, ʻAlāʼ al-Dīn ibn ʻAbd al-Bāqī, fl. 1595",author,خطيب، علاء الدين بن عبد الباقي,,,,,,,,,,
"Ṣāliḥī, Muḥammad ibn Najm al-Dīn, 1549-1603 or 1604",author,,,human,Muhammad ibn Najm al-Din al-Salehi,Q87740715,DSNAME8901,Q106679,,,,
"Ibn Saʻīd, ʻAlī ibn Mūsá, 1213-1286",author,ابن سعيد، علي بن موسى، 1213-1286,,human,Ibn Said al-Maghribi,Q3045396,DSNAME8902,Q106680,,,,
"Ḥusaynī al-Aḥmadī, Shāh ʻAlī Muḥammad ibn Ibrāhīm",author,حسىنى الاحمدى، شاه على محمد بن ابراهىم,,human,Shāh ʻAlī Muḥammad ibn Ibrāhīm Ḥusaynī al-Aḥmadī,Q135991898,DSNAME8903,Q106681,,,,
"Ibn Daftarkhān, ʻAlī ibn Muḥammad, 1193-1257",author,ابن دفترخان، علي بن محمد,,human,ʻAlī ibn Muḥammad Ibn Daftarkhān,Q135991900,DSNAME8904,Q106682,,,,
"Thaʻālibī, ʻAbd al-Malik ibn Muḥammad, 961 or 962-1037 or 1038",author,,,,,,,,human,Tha'ālibī,Q1231017,Q12346
"Ṣafadī, ʻAbd al-Qādir ibn Muḥammad, -1509 or 1510",author,صفدي، عبد القادر بن محمد,,human,ʻAbd al-Qādir ibn Muḥammad Ṣafadī,Q135991901,DSNAME8905,Q106683,,,,
"Zelili, Gurbandurdy, 1795-1850",author,,,human,Gurbandurdy Zelili,Q4190486,DSNAME8906,Q106684,,,,
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,ابن هشام، عبد الله بن يوسف,http://id.loc.gov/authorities/names/n82220489,,,,,,human,Ibn Hisham Al-Ansari,Q6538102,Q3796
"Sandūbī, Aḥmad ibn ʻAlī, -1686",author,سندوبي، احمد بن علي,,,,,,,human,Aḥmad ibn ʻAlī Sandūbī,Q129951496,Q54154
"Ibn Durayd, Muḥammad ibn al-Ḥasan, 837 or 838-933",author,ابن دريد، محمد بن الحسن,,,,,,,human,Ibn Duraid,Q788374,Q12357
"Ibn al-Naḥḥās, Fatḥ Allāh ibn ʻAbd Allāh, -1642 or 1643",author,ابن النحاس، فتح الله بن عبد الله,,,,,,,human,Ibn an-Nahhas al-Halabi,Q86204655,Q12340
"Bahāʼ al-Dīn Zuhayr ibn Muḥammad, 1185-1258",author,بهاء الدين زهير بن محمد,,human,Baha' al-din Zuhair,Q2879252,DSNAME8907,Q106685,,,,
"Ibn Khafājah, Ibrāhīm ibn Abī al-Fatḥ, 1058 or 1059-1139",author,ابن خفاجة، ابراهيم بن ابي الفتح,,human,Ibn Khafājah,Q3108081,DSNAME8908,Q106686,,,,
"Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235",author,ابن الفارض، عمر بن علي,,,,,,,human,Ibn al-Farid,Q203142,Q12320
"Ṣāʼigh, Nīqūlā, 1692 or 1693-1756 or 1757",author,,,human,Nīqūlā Ṣāʼigh,Q135991843,DSNAME8909,Q106687,,,,
"Ibn Ḥijjah al-Ḥamawī, Taqī al-Dīn Abū Bakr ibn ʻAlī, -1434",author,ابن حجة الحموي، تقي الدين ابو بكر بن علي,,,,,,,human,Ibn Hijjah al-Hamawi,Q12202946,Q12337
"Nawājī, Muḥammad ibn Ḥasan, 1386-1455",author,نواجي، محمد بن حسن,,,,,,,human,Muḥammad Ibn-Ḥasan an- Nawāǧī,Q28712807,Q12376
"Alisher Navoiĭ, 1441-1501",author,,,,,,,,human,Ali-Shir Nava'i,Q503340,Q75555
"Alisher Navoiĭ, 1441-1501",author,عليشير نوائي,,,,,,,human,Ali-Shir Nava'i,Q503340,Q75555
"Zabīdī, ʻAbd al-Raḥmān ibn Ibrāhīm, approximately 1456-approximately 1514",author,,,human,ʻAbd al-Raḥmān ibn Ibrāhīm Zabīdī,Q135991903,DSNAME8910,Q106688,,,,
"Yamanī, ʻĪsá ibn Luṭf Allāh, 1578 or 9-1638",author,,,,,,,,,,,
"Mutanabbī, Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 916-965",author,,,human,Al-Mutanabbi,Q284542,DSNAME8911,Q106689,,,,
"Abū al-Faraj al-Iṣbahānī, 897 or 898-967",author,ابو الفرج الاصبهاني,,,,,,,human,Abu al-Faraj al-Isfahani,Q335599,Q12345
"Ṣāʼigh, Nīqūlā, 1692 or 1693-1756 or 1757",author,صائغ، نيقولا,,human,Nīqūlā Ṣāʼigh,Q135991843,DSNAME8909,Q106687,,,,
"Māmīyah al-Rūmī, Muḥammad ibn Aḥmad, 1523 or 1524-1580 or 1581",author,مامية الرومي، محمد بن احمد,,human,Muḥammad ibn Aḥmad Māmīyah al-Rūmī,Q135991904,DSNAME8912,Q106690,,,,
Kaʻb ibn Zuhayr,author,كعب بن زهير,,human,Ka'b bin Zuhayr,Q953200,DSNAME8913,Q106691,,,,
"Abū Dhuʼayb al-Hudhalī, Khuwaylid ibn Khālid, active 7th century",author,ابو ذؤيب الهذلي، خويلد بن خالد,,human,Abu-Dhuayb al-Hudhalí,Q11903887,DSNAME8914,Q106692,,,,
"Maqdisī, ʻAlī ibn Ghānim, 1514-1596",author,مقدسي، علي بن غانم,,human,ʻAlī ibn Ghānim Maqdisī,Q135991905,DSNAME8915,Q106693,,,,
"Ibn al-Habbarīyah, Muḥammad ibn Muḥammad, 1023 or 4-1115 or 6",author,ابن الهبرية، محمد بن محمد,,human,Muḥammad ibn Muḥammad Ibn al-Habbārīyah,Q135991906,DSNAME8916,Q106694,,,,
"Amyūṭī, Ibrāhīm ibn Muḥammad, 1315 or 1316-1388",author,,,human,Ibrāhīm ibn Muḥammad Amyūṭī,Q135991907,DSNAME8917,Q106695,,,,
"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606",author,,http://id.loc.gov/authorities/names/n82091823,,,,,,human,Ali al-Qari,Q2836379,Q12385
"Erzurūmī, Aḥmad ibn ʻUthmān, 18th cent",author,,,,,,,,,,,
"Aʻraj al-Mawṣilī, ʻAbd Allāh ibn Fakhr al-Dīn, -1774",author,,,human,ʻAbd Allāh ibn Fakhr al-Dīn Aʻraj al-Mawṣilī,Q135991908,DSNAME8918,Q106696,,,,
"Tāfilātī, Muḥammad ibn Muḥammad, d. 1777",author,,,,,,,,,,,
"Uskudārī, Ibrāhīm Adham, 19th cent",author,,,,,,,,,,,
"Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī, active 808-842",author,ابو تمام حبيب بن اوس الطائي,,,,,,,human,Abu Tammam,Q1750054,Q12323
"Ḥātimī, Abū ʻAlī Muḥammad ibn al-Ḥasan, -998",author,حاتمي، ابو علي محمد بن الحسن,,human,Abū ʻAlī Muḥammad ibn al-Ḥasan Ḥātimī,Q135991909,DSNAME8919,Q106697,,,,
"Muhallabī, Muhallab ibn Ḥasan, approximately 1146-1187 or 1188",author,مهلبي، مهلب بن حسن,,human,Muhallab ibn Ḥasan Muhallabī,Q135991910,DSNAME8920,Q106698,,,,
"Ḥājirī, ʻĪsá ibn Sanjar, -1234 or 1235",author,حاجري، عيسى بن سنجر,,human,Husam al-Din al-Hajiri,Q27665702,DSNAME8921,Q106699,,,,
"Buṣrawī, ʻAlī ibn Yūsuf, 1438 or 1439-1499 or 1500",author,بصروي، علي بن يوسف,,human,ʻAlī ibn Yūsuf Buṣrawī,Q135991911,DSNAME8922,Q106700,,,,
"Kāshānī, Maḥmūd ibn ʻAlī, -1334 or 1335",author,كاشاني، محمود بن علي,,,,,,,human,Mahmud ibn Ali al-Qashani,Q6734525,Q49220
"Kharrāṭ, Ismāʻīl ibn Abī Bakr, active 17th century",scribe,خراط، اسماعيل بن ابي بكر، active 17th century,,,,,,,,,,
"Ikhtiyār al-Dīn ibn Ghiyāth al-Dīn, -1521 or 1522",author,,,,,,,,human,Ikhtiyār al-Dīn ibn Ghiyāth al-Dīn,Q129453137,Q49045
"Qayṣarī, Dāwūd ibn Maḥmūd, -1350 or 1351",author,قيصري، داوود بن محمود,,human,Dawūd al-Qayṣarī,Q4117785,DSNAME8887,Q106665,,,,
"Kāshānī, Maḥmūd ibn ʻAlī, -1334 or 1335",author,كاشاني، محمود بن علي,,,,,,,human,Mahmud ibn Ali al-Qashani,Q6734525,Q49220
"Baḥraq, Muḥammad ibn ʻUmar, 1465-1524",author,بحرق، محمد بن عمر,,,,,,,human,Bahraq of Yemen,Q28713152,Q12329
"Ibn Zuqqāʻah, Ibrāhīm ibn Muḥammad, 1344?-1414",author,ابن زقاعة، ابراهيم بن محمد,,human,Ibrāhīm ibn Muḥammad Ibn Zuqqāʻah,Q135991912,DSNAME8923,Q106701,,,,
"Jawjarī, Muḥammad ibn ʻAbd al-Munʻim, 1418-1484",author,جوجري، محمد بن عبد المنعم,,human,Muḥammad ibn ʻAbd al-Munʻim Jawjarī,Q135991913,DSNAME8924,Q106702,,,,
"Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235",author,ابن الفارض، عمر بن علي، 1181 or 1182-1235,,,,,,,human,Ibn al-Farid,Q203142,Q12320
"Rajīḥī, Muḥammad ibn Aḥmad, active 16th century",author,رجيحي، محمد بن احمد,,human,Muḥammad ibn Aḥmad Rajīḥī,Q135991914,DSNAME8925,Q106703,,,,
"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل,http://id.loc.gov/authorities/names/n83198301,,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547,Q12278
"Ibn Quṭlūbughā, al-Qāsim ibn ʻAbd Allāh, 1399 or 1400-1474 or 1475",author,ابن قطلوبغا، القاسم بن عبد الله، 1399 or 1400-1474 or 1475,,,,,,,human,al-Qāsim ibn ʻAbd Allāh Ibn Quṭlūbughā,Q16126606,Q63972
"ḥanafī, Qāsim ibn ʻAbd Allāh, 15th cent",author,,,,,,,,,,,
"Avicenna, 980-1037",author,ابن سينا,,,,,,,human,Avicenna,Q8011,Q2845
"Aʻlam al-Shantamarī, Yūsuf ibn Sulaymān, 1019 or 1020-1083 or 1084",author,اعلم الشنتمري، يوسف بن سليمان,,,,,,,human,Yūsuf Ibn-Sulaimān al- Aʿlam aš-Šantamarī,Q55912986,Q54327
"Ibn Bādīs, Ḥasan ibn Abī al-Qāsim, 1302-1386",author,ابن باديس، حسن بن ابي القاسم,,human,Ḥasan ibn Abī al-Qāsim Ibn Bādīs,Q135991915,DSNAME8926,Q106704,,,,
"Rifāʾī, Muḥammad ibn ʻAlwān",author,رفائي، محمد بن علوان,,,,,,,,,,
"Ṣafadī, Khalīl ibn Aybak, approximately 1297-1363",author,,,,,,,,human,"Ṣafadī, Khalīl ibn Aybak",Q12220160,Q12336
Aḥmad Abū al-ʻAbbās,author,احمد ابو العباس,,human,Aḥmad Abū al-ʻAbbās,Q135991916,DSNAME8927,Q106705,,,,
"Miknāsī, ʻAbd al-Qādir ibn Shaqrūn",author,مكناسي، عبد القادر بن شقرون,,human,Abd al-Qadir ibn Shaqrun,Q4664577,DSNAME8928,Q106706,,,,
"Ibn Maḥmūd, Muḥammad ibn ʻAbd Allāh",author,,,human,Muḥammad ibn ʻAbd Allāh Ibn Maḥmūd,Q135991917,DSNAME8929,Q106707,,,,
"Ibn Marzūq, Muḥammad ibn Aḥmad, 1311?-1379 or 1380",author,,,human,Ibn Marzuq,Q28094239,DSNAME8930,Q106708,,,,
"Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459",author,,,,,,,,human,Jalaluddin al-Mahalli,Q6758211,Q27965
"Muṣannifak, ʻAlī ibn Majd al-Dīn Muḥammad, 1400 or 1401-1470 or 1471",author,,,,,,,,human,Ali al-Bistami,Q42343964,Q12332
"Qasṭallānī, Aḥmad ibn Muḥammad, 1447 or 1448-1517 or 1518",author,,,,,,,,human,Al-Qastallani,Q2829271,Q12333
"ʻIṣām al-Asfarāyīnī, Ibrāhīm ibn Muḥammad, 1468 or 1469-1538 or 1539",author,,,,,,,,human,Ibrāhīm ibn Muḥammad ʻIṣām al-Asfarāyīnī,Q25452064,Q12363
"Hayreddin Atûfî, -1541",author,,,human,Hayreddin Atûfî,Q135991918,DSNAME8931,Q106709,,,,
"Ibn ʻAllān, Muḥammad ʻAlī ibn Muḥammad, 1588-1648",author,,,,,,,,human,Muḥammad ʻAlī ibn Muḥammad Ibn ʻAllān,Q16126562,Q12391
"Ālāʼī, Muḥammad ibn Saʻd",author,,,,,,,,,,,
"Tūqātī, Muḥammad, active 18th century",author,,,human,Muḥammad Tūqātī,Q135991919,DSNAME8932,Q106710,,,,
"Makkī, Aḥmad ibn ʻAbd Allāh",author,,,,,,,,,,,
"Māridīnī, ʻAlī ibn al-Musharraf, active 15th century",author,,,human,ʻAlī ibn al-Musharraf Māridīnī,Q135991920,DSNAME8933,Q106711,,,,
"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,,http://id.loc.gov/authorities/names/n83198301,,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547,Q12278
"ʻImādī, Ḥāmid ibn ʻAlī, 1692-1758",author,,,,,,,,human,Ḥāmid ibn ʻAlī ʻImādī,Q94647656,Q67833
"Rāfiʻī, ʻAbd al-Ḥamīd, 1858 or 1859-1931 or 1932",author,,,human,ʻAbd al-Ḥamīd Rāfiʻī,Q135991835,DSNAME8934,Q106712,,,,
"Salāwī, Abū Naṣr, 19th cent",author,,,,,,,,,,,
"Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī, active 808-842",author,,,,,,,,human,Abu Tammam,Q1750054,Q12323
"Yamanī, Muḥammad ibn al-Ḥusayn, -1009 or 1010",author,,,human,Muḥammad ibn al-Ḥusayn Yamanī,Q135991836,DSNAME8935,Q106713,,,,
"Thaʻālibī, ʻAbd al-Malik ibn Muḥammad, 961 or 962-1037 or 1038",author,,,,,,,,human,Tha'ālibī,Q1231017,Q12346
"Nawājī, Muḥammad ibn Ḥasan, 1386-1455",author,,,,,,,,human,Muḥammad Ibn-Ḥasan an- Nawāǧī,Q28712807,Q12376
"Ṭāluwī, Darwīsh Muḥammad ibn Aḥmad, 1543 or 1544-1606",author,,,human,Abu al-Ma'ali al-Talawi,Q122852683,DSNAME8936,Q106714,,,,
"Māʼ al-ʻAynayn ibn Muḥammad Fāḍil ibn Māmayn, 1831-1910",author,ابن مامين، ماء العينين بن محمد فاضل,,human,Maʾ al-ʿAynayn,Q2520973,DSNAME8937,Q106715,,,,
"Ṣafadī, Khalīl ibn Aybak, approximately 1297-1363",author,صفدي، خليل بن ايبك,,,,,,,human,"Ṣafadī, Khalīl ibn Aybak",Q12220160,Q12336
