File,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Milal wa-al-niḥal,كتاب الملل والنحل,Milal wa-al-niḥal,ملل والنحل,Milal wa-al-niḥal,Q11680,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Rasāʼil-i Mullā Ṣadrā,رسايل ملا صدرا,Works,اعمال,Works,Q5989,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Qāḍīmīr maʻa al-Lārī,قاضيمير مع اللاري,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Majmūʻat al-rasāʼil,مجموعة الرسائل,,,,,Qurʼan commentary,Q39258
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ al-Zawrāʼ,,,,Philosophical text;Text on Islamic doctrine,Q5996;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Rawḍat al-jinān,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,al-Jawhar al-naḍīd fī sharḥ Kitāb al-Tajrīd,,,,Philosophical text;Text on logic,Q5996;Q20450,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ al-Zawrāʼ,شرح الزوراء,,,Philosophical text;Text on Islamic doctrine,Q5996;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Fawāʼid qudsīyah ... [etc.,فوائد قدسية ... الخ,,,Philosophical text;Text on Islamic doctrine,Q5996;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Tahāfut /,كتاب التهافت /,Tahāfut al-falāsifah,تهافت الفلاسفة,Tahāfut al-falāsifah,Q54436,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,al-Muḥākamāt,المحاكمات,,,Philosophical text;Text on Islamic doctrine,Q5996;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,ʻAshrah ashkāl /,عشرة اشكال /,Unmūdhaj al-ʻulūm,,Text on Islamic doctrine;Islamic bibliography,Q55095;Q68194,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālat Ithbāt al-wājib /,رسالة اثبات الواجب /,Risālah qadīmah li-ithbāt al-wājib,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālat Ithbāt al-wājib,رسالة اثبات الواجب,Risālah qadīmah li-ithbāt al-wājib,رسالة قديمة لاثبات الواجب,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Shawākil al-ḥūr sharḥ Hayākil al-nūr /,شواكل الحور شرح هياكل النور /,,,Sufi texts;Text on Islamic doctrine,Q27797;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ hayākil al-nūr /,شرح هياكل النور /,Shawākil al-ḥūr sharḥ Hayākil al-nūr,شواكل الحور شرح هياكل النور,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb Ithbāt al-wājib wa-Sharḥ Ḥanafīyah ʻalá matn Ithbāt al-wājib,كتاب اثبات الواجب وشرح حنفية على متن اثبات الواجب,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ithbāt al-wājib li-Mullā Jalāl ... [etc.,,,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ithbāt al-wājib li-Mawlānā Munlā Jalāl ... [etc.,,,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah-yi Ishārāt wa-sharḥ-i ān /,حاشيۀ اشارات وشرح آن /,Sharḥ al-Ishārāt,شرح الاشارات,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Ishārāt wa-al-tanbīhāt,كتاب الاشارات والتنبيهات,Ishārāt wa-al-tanbīhāt,اشارات والتنبيهات,Philosophical text;Text on logic,Q5996;Q20450,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Muḥākamāt lil-Quṭb al-Rāzī ʻalá Sharḥ al-Ishārāt lil-Ṭūsī min al-ṭabīʻīyāt ilá ākhir al-kitāb,محاكمات للقطب الرازي على شرح الاشارات للطوسي من الطبيعيات الى آخر الكتاب,Muḥākamāt,محاكمات,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Taʻlīqāt ʻalá al-ḥāshiyah al-mansūbah ilá al-ʻAllāmah al-Khafrī ... [etc,تعليقات على الحاشية المنسوبة الى العلامة الخفري ... الخ,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī al-wujūd] ... [etc,رسالة في الوجود ... الخ,,,Text on the Prophet Muhammad;Text on Islamic doctrine,Q106716;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah ʻalá ḥāshiyat al-Jurjānī ʻalá Maṭāliʻ al-anwār] ... [etc,حاشية على حاشية الجرجاني على مطالع الانوار ... الخ,,,Philosophical text;Text on logic,Q5996;Q20450,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Astronomical treatise] ... [etc,,,,Astronomical texts;Sufi texts,Q3129;Q27797,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,al-Risālah al-qadīmah fī ithbāt al-wājib ... [etc,الرسالة القديمة في اثبات الواجب ... الخ,,,Mathematical text;Text on Islamic doctrine,Q12185;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Muḍīʾ al-afkār fī al-ḥikmah,مضيء الافكار في الحكمة,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Muḥaṣṣal,كتاب المحصل,Muḥaṣṣal,محصل,Muhassal,Q106724,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyat Mullā Mīrzā Khān,حاشية ملا ميرزا خان,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Mujlī mirʾāt al-munjī,مجلي مرآة المنجي,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb Mukhtaṣar al-Lumʻah al-nūrānīyah ... [etc,كتاب مختصر اللمعة النورانية ... الخ,,,Islamic ritual text;Text on Islamic doctrine,Q106721;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Arabic and Persian philosophical miscellany,,,,Philosophical text;Text on Islamic doctrine,Q5996;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb Miṣbāḥ al-uns ... [etc,كتاب مصباح النس ... الخ,,,Philosophical text;Sufi texts,Q5996;Q27797,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Hādhā Kitāb Qāḍī Mīr,هذا كتاب قاضي مير,Sharḥ Hidāyat al-ḥikmah,شرح هداية الحكمة,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyat al-Ḥanafī ʻalá al-Risālah al-qadīmah fī ithbāt al-wājib,,,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyat Mīrzā Jān ʻalá al-Risālah al-qadīmah fī ithbāt al-wājib,,,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālat al-Zawrāʼ,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī ḥudūth al-ʻālam,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī shubhat al-istilzām,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah ʻalá Ḥāshiyat al-Tajrīd,حاشية على حاشية التجريد,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah ʻalá Sharḥ al-Maybudī,حاشية على شرح الميبدي,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Collection of Arabic philosophical texts,,,,Philosophical text;Metaphysical text,Q5996;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Commentary and gloss on Ḥikmat al-ʻayn,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Two superglosses on glosses by al-Jurjānī,,,,Text on Islamic doctrine;Text on logic,Q55095;Q20450,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Section of a philosophical work,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,al-Īḍāḥ mā fī Kitāb Īsāghūjī,الاضاح ما في كتاب ايساغوجي,Sharḥ Īsāghūjī,شرح ايساغوجي,Sharḥ Īsāghūjī,Q11905,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Collection of philosophical and mystical texts,,,,Philosophical text;Sufi texts,Q5996;Q27797,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Bayān al-asrār lil-aḥrār fī bawādī al-Malik al-Jabbār al-Ghaffār /,بيان الاسرار للاحرار في بوادي الملك الجبار الغفار /,,,Sufi texts;Mystical texts,Q27797;Q76087,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī fann al-munāẓarah,رسالة في فن المناظرة,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Three Christian texts in Arabic,,,,Theological texts,Q822,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,al-Tanbīh ʻalá sabīl al-saʻādah ... [etc,التنبيه على سبيل السعادة ... الخ,,,Philosophical text;Text on logic,Q5996;Q20450,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Mabdaʼ wa-al-maʻād; Risālah fī al-qaḍāʼ wa-al-qadar,كتاب المبدأ والمعاد ؛,Works,اعمال,Works,Q5989,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥall mushkilāt al-Ishārāt ... [etc,حل مشكلات الاشارات ... الخ,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Arabic philosophical miscellany,,,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Tawḥīd ... [etc,كتاب التوحيد ... الخ,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,al-Ḥikmah al-ʻarshīyah ... [etc,الحكمة العرشية ... الخ,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī al-ḥasan wa-al-qabīḥ ... [etc,رسالة في الحسن والقبيح ... الخ,,,Text on Islamic doctrine;Sufi texts,Q55095;Q27797,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ Hidāyat al-ḥikmah ... [etc,شرح هداية الحكمة ... الخ,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ al-Risālah al-ʻilmīyah ... [etc,شرح الرسالة العلمية ... الخ,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ al-Fuṣūṣ,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ghāyat al-hidāyah,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ghurar al-farāʼid,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah ʻalá Sharḥ Hidāyat al-ḥikmah,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ Hidāyat al-ḥikmah,,,,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb al-Tahāfut,كتاب التهافت,Tahāfut al-falāsifah,تهافت الفلاسفة,Tahāfut al-falāsifah,Q54436,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī al-māhīyāt min al-ḥikmah,رسالة في الماهيات من الحكمة,,,Philosophical text;Metaphysical text,Q5996;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Maṭāliʻ al-anẓār fī sharḥ Ṭawālīʻ al-anwār,مطالع الانظار في شرح طواليع الانوار,Maṭāliʻ al-anẓār,مطالع الانظار,Maṭāliʻ al-anẓār,Q106720,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb Isfahānī sharḥ Maṭāliʻ [...,,Maṭāliʻ al-anẓār,مطالع الانظار,Maṭāliʻ al-anẓār,Q106720,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ al-Ṭawāliʻ /,شرح الطوالع لشمس الدين الاصفهاني,Maṭāliʻ al-anẓār,مطالع الانظار,Maṭāliʻ al-anẓār,Q106720,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ al-Ṭawāliʻ /,,Maṭāliʻ al-anẓār,مطالع الانظار,Maṭāliʻ al-anẓār,Q106720,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ Ṭawāliʻ /,شرح طوالع /,Maṭāliʻ al-anẓār,مطالع الانظار,Maṭāliʻ al-anẓār,Q106720,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Maṭāliʻ al-anẓār lil-Iṣfahānī sharḥ Ṭawāliʻ al-anwār lil-Bayḍawī,مطالع الانظار للاصفهاني شرح طوالع الانوار للبيضوي,Maṭāliʻ al-anẓār,مطالع الانظار,Maṭāliʻ al-anẓār,Q106720,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Rasāʼil Ikhwān al-ṣafāʼ wa-khillān al-wafāʼ,رسائل اخوان الصفاء وخلان الوفاء,Rasāʼil,رسائل,Rasāʼil,Q51973,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Risālah fī al-mabādiʼ allatī bihā qiwām al-ajsām wa-al-aʻrāḍ ... [etc.,رسالة في المبادئ التي بها قوام الاجسام والاعراض,,,Text on Islamic doctrine,Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Kitāb Sharḥ al-Muḥaṣṣal wa-huwa min muṣannafāt al-Imām al-aʻẓam afḍal al-mutaqaddimīn wa-al-mutaʼakhkharīn Najm [...] ʻAlī ibn ʻUmar,كتاب شرح المحصل وهو من مصنفات الامام الاعظم افضل المتقدمين والمتأخرين نجم ... علي بن عمر,Mufaṣṣal fī sharḥ al-Muḥaṣṣal,مفصل في شرح المحصل,Text on Islamic doctrine;Philosophical text,Q55095;Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ Muḥammad ibn MubārakʹShāh ʻalá Hidāyat al-ḥikmah li-Athīr al-Dīn al-Abharī,شرح محمد بن مبارك شاه على هداية الحكمة لاثير الدين الابهري,Sharḥ Hidāyat al-ḥikmah,شرح هداية الحكمة,Philosophical text,Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyat-i Sharḥ-i Hidāyat-i Ḥikmat ... [etc.,حاشية شرح هدايت حكمة,,,Text on Islamic doctrine;Philosophical text,Q55095;Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ṣaḥāʼif al-ilāhīyah,صحائف الالهية,,,Text on Islamic doctrine;Philosophical text,Q55095;Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah ʻalá sharḥ al-Dawwānī ... [etc,حاشية على شرح الدواني ... الخ,,,Ontology text;Text on Islamic doctrine,Q55055;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Taʻlīqah ʻalá Ithbāt al-wājib,,,,Text on Islamic doctrine;Metaphysical text,Q55095;Q106718,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ Hidāyat al-ḥikmah. Sharḥ al-Nasafī,شرح هداية الحكمة. شرح النسفي,Sharḥ Hidāyat al-ḥikmah,شرح هداية الحكمة,Commentary;Text on Islamic doctrine,Q1376;Q55095,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Sharḥ baytay al-Ṭūsī fī manāzil al-qamar ... [etc,شرح بيتي الطوسي في منازل القمر ... الخ,,,Mathematical text;Philosophical text,Q12185;Q5996,,
20250801-titles-princeton-marcxml-islamic-philosophy-enriched.csv,Ḥāshiyah ʻalá sharḥ Mawlānāʹzādah,,,,Philosophical text,Q5996,,
