ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3586Yq|9962668483506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Bāb fī al-luʻb bi-al-maysir.,"","Manuscripts, Arabic--18th century.",,Gambling--Religious aspects--Islam--Early works to 1800.|Games--Religious aspects--Islam--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3289Y|9962668493506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Murshid al-mutaʼahhil.,"","Manuscripts, Arabic--18th century.",,Marriage--Religious aspects--Islam--Early works to 1800.,,"Quṭb al-Dīn al-Iznīqī, Muḥammad ibn Muḥammad, d. 1418.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5130Y|9962668503506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Murshid al-mutaʼahhil.,"","Manuscripts, Arabic--19th century.",,Marriage--Religious aspects--Islam--Early works to 1800.,,"Quṭb al-Dīn al-Iznīqī, Muḥammad ibn Muḥammad, d. 1418.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 335Y|9962668513506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Shaqāʼiq al-utrunj fī raqāʼiq al-ghunj.,"","Manuscripts, Arabic--16th century.",,"Islam--Customs and practices--Early works to 1800.|Women--Islamic Empire--Early works to 1800.|Women--Sexual behavior--Early works to 1800.|Erotic literature, Arabic--Early works to 1800.",,"Suyūṭī, 1445-1505.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 335Y|9962668523506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",al-Wishāḥ fī fawāʼid al-nikāḥ.,"","Manuscripts, Arabic--16th century.",,Marriage--Religious aspects--Islam--Early works to 1800.,,"Suyūṭī, 1445-1505.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2317Y|9962668533506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Nuzʹhat al-mutaʼammil wa-murshid al-mutaʼahhil.,"","Manuscripts, Arabic--17th century.",,Marriage--Religious aspects--Islam--Early works to 1800.,,"Suyūṭī, 1445-1505.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 1370Y|9962668543506421","",,"",,"",1400-1499,http://vocab.getty.edu/aat/300404465,,,"","",Abḥāth al-nikāḥ li-dhī istīḍāḥ.,"","Manuscripts, Arabic--15th century.",,Marriage--Religious aspects--Islam--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 1370Y|9962668553506421","",,"",,"",1400-1499,http://vocab.getty.edu/aat/300404465,,,"","",Asās sirr al-akyās.,"","Manuscripts, Arabic--15th century.",,Islam--Customs and practices--Early works to 1800.|Sexual ethics--Religious aspects--Islam--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4145Y|9962668563506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Tuḥfat al-ruʼasāʼ fī baʻḍ mā warada fī al-nisāʼ.,"","Manuscripts, Arabic--17th century.",,Marriage--Religious aspects--Islam--Early works to 1800.|Women--Islamic Empire--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3064Y|9962668573506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Tuḥfat al-sullāk fī faḍl al-siwāk.,"","Manuscripts, Arabic--18th century.",,Teeth--Care and hygiene--Religious aspects--Islam--Early works to 1800.|Toothpicks--Religious aspects--Islam--Early works to 1800.,,"Zāhid, Aḥmad ibn Muḥammad, -1416.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3648Y|9962668583506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",al-Isfār ʻan qalm al-aẓfār.,"","Manuscripts, Arabic--18th century.",,Islamic hygiene--Early works to 1800.,,"Suyūṭī, 1445-1505.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4343Y|9962668593506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",al-Akhbār al-maʼthūrah fī al-iṭṭilāʼ bi-al-nūrah.,"","Manuscripts, Arabic--17th century.",,Hair--Removal--Early works to 1800.|Hair--Religious aspects--Islam--Early works to 1800.|Hair--Removal--Legal aspects--Islamic law--Early works to 1800.,,"Suyūṭī, 1445-1505.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4204Y|9962668603506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Risālah fī faḍīlat al-ʻimāmah.,"","Manuscripts, Arabic--17th century.",,Clothing and dress--Religious aspects--Islam--Early works to 1800.|Turbans--Religious aspects--Islam--Early works to 1800.,,"Bukhārī, Muḥammad ibn Yaḥyá, fl. 1527.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4204Y|9962668613506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Risālah fī faḍīlat al-ʻimāmah.,"","Manuscripts, Arabic--17th century.",,Clothing and dress--Religious aspects--Islam--Early works to 1800.|Turbans--Religious aspects--Islam--Early works to 1800.,,"Bukhārī, Muḥammad ibn Yaḥyá, fl. 1527.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5930Y|9962668623506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī faḍīlat al-ʻimāmah.,"","Manuscripts, Arabic--18th century.",,Clothing and dress--Religious aspects--Islam--Early works to 1800.|Turbans--Religious aspects--Islam--Early works to 1800.,,"Bukhārī, Muḥammad ibn Yaḥyá, fl. 1527.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 846Y|9962668633506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Risālah fī al-khiḍāb.,"","Manuscripts, Arabic--16th century.",,Hair--Dyeing and bleaching--Religious aspects--Islam--Early works to 1800.,,"Kemalpaşazade, 1468 or 1469-1534.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2904Y|9962668643506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Risālah fī al-khiḍāb.,"","Manuscripts, Arabic--16th century.",,Hair--Dyeing and bleaching--Religious aspects--Islam--Early works to 1800.,,"Kemalpaşazade, 1468 or 1469-1534.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 1371Y|9962668653506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Darr al-ghamāmah fī durr al-ṭaylasān wa-al-ʻadhabah wa-al-ʻimāmah.,"","Manuscripts, Arabic--16th century.",,Clothing and dress--Religious aspects--Islam--Early works to 1800.|Headgear--Religious aspects--Islam--Early works to 1800.|Turbans--Religious aspects--Islam--Early works to 1800.,,"Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3239Y|9962668663506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",al-Taṣrīḥ fī sharḥ al-tasrīḥ.,"","Manuscripts, Arabic--19th century.",,Hair--Religious aspects--Islam--Early works to 1800.,,"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2868Y|9962668673506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",al-Suʼāl wa-al-murād fī jawāz istiʻmāl al-misk wa-al-ʻanbar wa-al-zabād.,"","Manuscripts, Arabic--18th century.",,Perfumes--Religious aspects--Islam--Early works to 1800.|Hanafites--Early works to 1800.,,"Ibn Bīrī, Ibrāhīm ibn ḥusayn, 1614-1688.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5386Y|9962668683506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",al-Qawl al-aẓhar fī jawāz libs al-aḥmar.,"","Manuscripts, Arabic--19th century.",,Clothing and dress--Religious aspects--Islam--Early works to 1800.,,"Himmātʹzādah, Muḥammad ibn Ḥasan, 1680 or 1681-1761 or 1762.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 312Y|9962668693506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Bughyat al-nussāk fī al-kalām ʻalá al-siwāk.,"","Manuscripts, Arabic--18th century.",,Teeth--Care and hygiene--Religious aspects--Islam--Early works to 1800.|Toothpicks--Religious aspects--Islam--Early works to 1800.,,"Saffārīnī, Muḥammad ibn Aḥmad, 1702 or 1703-1774.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5838Y|9962668703506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī ḥukm libs al-aḥmar.,"","Manuscripts, Arabic--18th century.",,Clothing and dress--Religious aspects--Islam--Early works to 1800.,,"Qūnawī, ʻAlī.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5838Y|9962668713506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Risālah fī al-siwāk.,"","Manuscripts, Arabic--17th century.",,Teeth--Care and hygiene--Religious aspects--Islam--Early works to 1800.|Toothpicks--Religious aspects--Islam--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5437Y|9962668723506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Risālah fī bayān ḥadd al-khamr.,"","Manuscripts, Arabic--16th century.",,Liquor laws (Islamic law)--Early works to 1800.|Hanafites--Early works to 1800.,,"Kemalpaşazade, 1468 or 1469-1534.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3091Y|9962668733506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Risālah fī bayān ḥadd al-khamr.,"","Manuscripts, Arabic--17th century.",,Liquor laws (Islamic law)--Early works to 1800.|Hanafites--Early works to 1800.,,"Kemalpaşazade, 1468 or 1469-1534.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3091Y|9962668743506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Risālah fī bayān ḥurmat al-khamr.,"","Manuscripts, Arabic--17th century.",,Liquor laws (Islamic law)--Early works to 1800.,,"Qarabāghī, Muḥammad ibn ʻAlī, -1535 or 1536.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4602Y|9962668753506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Risālah fī al-qahwah.,"","Manuscripts, Arabic--17th century.",,Coffee--Early works to 1800.,,"Zaynī, Muḥammad ibn Maḥmūd, fl. 1613.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4572Y|9962668763506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",al-Ṣulḥ bayna al-ikhwān fī ḥukm ibāḥat al-dukhān.,"","Manuscripts, Arabic--18th century.",,Smoking (Islamic law)--Early works to 1800.,,"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4396Y|9962668773506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",al-Ṣulḥ bayna al-ikhwān fī ḥukm ibāḥat al-dukhān.,"","Manuscripts, Arabic--19th century.",,Smoking (Islamic law)--Early works to 1800.,,"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3225Y|9962668783506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī al-qahwah.,"","Manuscripts, Arabic--18th century.",,Coffee--Early works to 1800.,,"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3225Y|9962668793506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī al-dukhān.,"","Manuscripts, Arabic--18th century.",,Smoking (Islamic law)--Early works to 1800.,,"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3331Y|9962668803506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī al-dukhān.,"","Manuscripts, Arabic--18th century.",,Smoking (Islamic law)--Early works to 1800.,,"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5091Y|9962668813506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Risālah fī al-dukhān.,"","Manuscripts, Arabic--19th century.",,Smoking (Islamic law)--Early works to 1800.,,"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2798Y|9962668823506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",al-Aqwāl al-muʻribah fī aḥwāl al-ashribah.,"","Manuscripts, Arabic--18th century.",,Beverages--Religious aspects--Islam--Early works to 1800.,,"Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774?","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5838Y|9962668833506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī shurb al-dukhān.,"","Manuscripts, Arabic--18th century.",,Smoking (Islamic law)--Early works to 1800.,,"Alāʼīyawī, Maḥmūd ibn ʻAbd al-Raḥmān.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5080Y|9962668843506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Iʻlām al-tilmīdh bi-aḥkām al-nabīdh.,"","Manuscripts, Arabic--19th century.",,Liquor laws (Islamic law)|Beverages--Religious aspects--Islam.,,"ʻAymakī, Abū Bakr ibn Muʻāwiyah.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 1088Y|9962668853506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī al-dukhān.,"","Manuscripts, Arabic--18th century.",,Smoking (Islamic law)--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5838Y|9962668863506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Risālah fī al-dukhān.,"","Manuscripts, Arabic--18th century.",,Smoking (Islamic law)--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2886Y|9962668873506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Risālah fī al-dukhān.,"","Manuscripts, Arabic--19th century.",,Smoking (Islamic law)--Early works to 1800.,,"","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 1391Y|9962668883506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Risālat al-hawātif.,"","Manuscripts, Arabic--16th century.",,Jihad--Early works to 1800.,,"Ibn Abī al-Dunyā, ʻAbd Allāh ibn Muḥammad, 823-894.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 1891Y|9962668893506421","",,"",,"",1400-1499,http://vocab.getty.edu/aat/300404465,,,"","",Kitāb al-iʻtibar wa-aʻqāb al-surūr wa-al-aḥzān.,"","Manuscripts, Arabic--15th century.",,Arabic literature--Miscellanea--Early works to 1800.,,"Ibn Abī al-Dunyā, ʻAbd Allāh ibn Muḥammad, 823-894.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2992Y|9962668903506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",al-Araj fī al-faraj.,"","Manuscripts, Arabic--18th century.",,Moral exhortation--Early works to 1800.,,"Suyūṭī, 1445-1505.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5983Y|9962668913506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Tadhkirat al-mudhakkirīn wa-tafkirat al-mufakkirīn.,"","Manuscripts, Arabic--19th century.",,Islamic ethics.,,"Diyārbakrī, Musṭafá ibn ʻUmar.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 177Y|9962668923506421","",,"",,"",1300-1399,http://vocab.getty.edu/aat/300404506,,,"","",Tanbīh al-ghāfilīn.,"","Manuscripts, Arabic--14th century.",,"Religious life--Islam--Early works to 1800.|Islam--Early works to 1800.|Hadith--Criticism, interpretation, etc.--Early works to 1800.",,"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5232Y|9962668933506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Tanbīh al-ghāfilīn.,"","Manuscripts, Arabic--18th century.",,"Religious life--Islam--Early works to 1800.|Islam--Early works to 1800.|Hadith--Criticism, interpretation, etc.--Early works to 1800.",,"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5810Yq|9962668943506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Tanbīh al-ghāfilīn.,"","Manuscripts, Arabic--18th century.",,"Religious life--Islam--Early works to 1800.|Islam--Early works to 1800.|Hadith--Criticism, interpretation, etc.--Early works to 1800.",,"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5714Y|9962668953506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Tanbīh al-ghāfilīn.,"","Manuscripts, Arabic--19th century.",,"Religious life--Islam--Early works to 1800.|Islam--Early works to 1800.|Hadith--Criticism, interpretation, etc.--Early works to 1800.",,"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4573Y|9962668963506421","",,"",,"",1300-1399,http://vocab.getty.edu/aat/300404506,,,"","",Rawḍat al-ʻulamāʼ wa-nuzʹhat al-fuḍalāʼ.,"","Manuscripts, Arabic--14th century.",,Religious life--Islam--Early works to 1800.,,"Zandawaysitī, ʻAlī ibn Yaḥyá, d. 922.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 4080Y|9962668973506421","",,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Ayyuhā al-walad.,"","Manuscripts, Arabic--16th century.",,Religious life--Islam--Early works to 1800.|Sufism--Early works to 1800.|Muslims--Conduct of life--Early works to 1800.|Islamic ethics--Early works to 1800.,,"Ghazzālī, 1058-1111.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3174Y|9962668983506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Ayyuhā al-walad.,"","Manuscripts, Arabic--17th century.",,Religious life--Islam--Early works to 1800.|Sufism--Early works to 1800.|Muslims--Conduct of life--Early works to 1800.|Islamic ethics--Early works to 1800.,,"Ghazzālī, 1058-1111.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5169Y|9962668993506421","",,"",,"",1600-1699,http://vocab.getty.edu/aat/300404511,,,"","",Ayyuhā al-walad.,"","Manuscripts, Arabic--17th century.",,Religious life--Islam--Early works to 1800.|Sufism--Early works to 1800.|Muslims--Conduct of life--Early works to 1800.|Islamic ethics--Early works to 1800.,,"Ghazzālī, 1058-1111.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 3288Y|9962669013506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Ayyuhā al-walad.,"","Manuscripts, Arabic--18th century.",,Religious life--Islam--Early works to 1800.|Sufism--Early works to 1800.|Muslims--Conduct of life--Early works to 1800.|Islamic ethics--Early works to 1800.,,"Ghazzālī, 1058-1111.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 2828Y|9962669023506421","",,"",,"",1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Ayyuhā al-walad.,"","Manuscripts, Arabic--18th century.",,Religious life--Islam--Early works to 1800.|Sufism--Early works to 1800.|Muslims--Conduct of life--Early works to 1800.|Islamic ethics--Early works to 1800.,,"Ghazzālī, 1058-1111.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
,,,marc-xml,Q21578,Princeton University,"Islamic Manuscripts, Garrett no. 5361Y|9962669033506421","",,"",,"",1800-1899,http://vocab.getty.edu/aat/300404513,,,"","",Ayyuhā al-walad.,"","Manuscripts, Arabic--19th century.",,Religious life--Islam--Early works to 1800.|Sufism--Early works to 1800.|Muslims--Conduct of life--Early works to 1800.|Islamic ethics--Early works to 1800.,,"Ghazzālī, 1058-1111.","",,"","",,"","",,"",ara,"","",,,"",,,2022-02-08T17:47:41-05:00,2020-09-27
