source_title,source_catalog_or_lot_number,titles,authors,dates,artists,scribes,languages,materials,places,provenance
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10247,Meditationes,Bonaventure?,s. XIV; 1300-1399,,,English,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 174"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10248,Medical text,,s. XIV/XV; 1390-1410,,,English; Old French; Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 175"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10249,Bible,,s. XIV(4/4); 1375-1399,,,English,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 176"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10250,Instructions to his son,Peter Idley,s. XV/XVI; 1490-1510,,,English,paper,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 177"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10254,Medical text,,s. XIV(1); 1300-1350,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 181"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10255,Psalter,,s. XV; 1400-1499,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 182"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10256,Medical text,,s. XIV/XV; 1390-1410,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 183"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10257,Martyrologium,Usuardus,s. XIV/XV; 1390-1410,,,Latin,parchment,Germany?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 184"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10258,Medical text,,s. XV; 1400-1499,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 185"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10259,Theological text,,s. XV(med); 1440-1460,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 186"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10260,Theological text,,s. XV(med); 1440-1460,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 187"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10261,Paris et Vienne,Pierre de la Cypede,s. XV(med); 1440-1460,,,French,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 188"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10262,Conferences,Cassian?,s. XV; 1400-1499,,,Dutch,parchment,Low Countries,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 189"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10263,Calendrical information,,1445; s. XV(med); 1440-1460,,,English,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 190"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10264,Death of the Blessed Virgin Mary,,s. XV; 1400-1499,,,Latin,paper,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 191"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10265,Death of the Blessed Virgin Mary,,s. XV; 1400-1499,,,Latin,paper,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 192"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10266,"Bible, subject index to",,s. XV(2); 1450-1499,,,Latin,paper,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 193"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10267,Chess diagrams,,s. XIV(1); 1300-1350,,,,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 194"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10268,Legal document,,"1472, May 15; s. XV(3/4); 1450-1475",,,French,paper,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 195"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10269,Legal document,,"1472, June 1; s. XV(3/4); 1450-1475",,,French; Latin,paper,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 196"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10270,Sermons on the deadly sins,,s. X(in); 900-915,,,Greek,parchment,Byzantium,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 197"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10271,Legal document,Henry Hancock,1605; s. XVI/XVII; 1590-1610,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 198"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10272,Pen trials,,s. XVI; 1500-1599,,,,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 199"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10273,Ownership note,,s. XVI; 1500-1599,,,Latin,paper,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 200"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10074,Lectionary for the office,,s. X(med); 940-960,,,Latin,parchment,"France?, Brittany?","John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 001"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10075,"Institutio de nomine, pronomine et verbo;Excerpta de Scauri et Palladi libris;De orthographia",Priscian;Beda Venerabilis;Audax,s. IX; 800-899,,,Latin,parchment,Wales?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 002"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10076,Sacramentary,,s. XI(in); 1000-1015,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 003"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10077,Bible,,s. XI(1); 1000-1050,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 004"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10078,De ecclesiasticis sacramentis et officiis,Ivo of Chartres,s. XII(med); 1140-1160,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 005"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10079,De fide catholica ex veteri et novo testamento,Isidore of Seville,s. XII(1/4); 1100-1125,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 006"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10080,Breviary with neumes,,s. XII(med); 1140-1160,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 007"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10081,Moralia in Job,Gregory the Great,s. VIII/IX; 790-810,,,Latin,parchment,Germany?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 008"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10085,"Bible, glossed",,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 012"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10086,Bible commentary on Canticle of Canticles,Bernard of Clairvaux,s. XIII(in); 1200-1215,,,Latin,parchment,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 013"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10087,In psalterium expositio,Cassiodorus,s. XII; 1100-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 014"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10082,De civitate Dei,Augustine of Hippo,s. XII(2); 1150-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 009"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10083,Penitential text,,s. XII(med); 1140-1160,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 010"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10084,Enarrationes in Psalmos,Augustine of Hippo,s. XII(2); 1150-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 011"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10088,Homeliae in Evangelia,Gregory the Great,s. XII; 1100-1199,,,Latin,parchment,Italy,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 015"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10089,"Psalter, glossed",,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 016"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10090,Decretalsglossed,Gratian,s. XIII(in); 1200-1215,,,Latin,parchment,Italy,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 017"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10091,Breviary,,s. XII(med); 1140-1160,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 018"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10092,Enarrationes in Psalmos,Augustine of Hippo,s. XII(2); 1150-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 019"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10093,Psalter,,s. XII; 1100-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 020"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10094,Lectionary,,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 021"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10095,Civil law with gloss,,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 022"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10096,Decretum,Ivo of Chartres,s. XII(2); 1150-1199,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 023"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10097,Epistulae,Arnulf of Lisieux,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 024"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10098,De gradibus humilitatis et superbiae tractatus,Bernard of Clairvaux,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 025"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10099,"Celestial Hierarchy IX 10, 11, commentary on",Hugh of St. Victor,s. XII(ex); 1185-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 026"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10100,Lectionary,,s. XII; 1100-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 027"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10101,"Psalter, glossed",,s. XII(med); 1140-1160,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 028"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10102,Psalter,,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 029"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10103,Medical text,,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 030"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10104,"Bible, glossed",,s. XII/XIII; 1190-1210,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 031"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10105,"Bible, glossed",,s. XII(2); 1150-1199,,,Latin,parchment,England; France?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 032"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10106,On Catholic Faith against Manicheans and Donatists,Augustine?,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 033"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10107,Pontifical,,s. XII; 1100-1199,,,Latin; Greek,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 034"
