source_title,source_catalog_or_lot_number,titles,authors,dates,artists,scribes,languages,materials,places,provenance
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10305,Soliloquia;Contentio animae et corporis defuncti,"Augustine of Hippo;Bernard of Clairvaux, attributed to",1433; s. XV(2/4); 1425-1450,,,Latin,paper,Italy,"Belonged to Hermann Suchier (1848-1914); sold in June 1961 by Bernard M. Rosenthal to William F. Fratcher (1913-1982), professor of law, who bequeathed the book to the University of Missouri; accessioned 1983.;University of Missouri, RARE RES BR65.A87 1433"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10306,Sermons,Simon de Cremona,1434; s. XV(2/4); 1425-1450,,Caspar Misnensis,Latin,paper,Germany,"Produced at the Carthusian monastery of Buxheim. Sale of Graf Hugo von Waldbott-Bassenheim (Munich, 20 Sept 1883, lot 2756); Charles F. Gunter sale (NY, 11 Nov 1926, lot 268); broken up and sold by the Foliophiles, NY in 1926 from a codex of 242 leaves.;University of Missouri, RARE FO Z113.P3 item 9"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10307,Book of hours,,s. XV; 1400-1499,,,Dutch,paper,Low Countries,"Part of a collection of 159 leaves and artifacts, Pages of the Past distributed by Foliophiles, Inc., of Washington D.C.; this set dated 1967.;University of Missouri, RARE FO Z113.P3 item 10"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10310,Book of hours,,s. XVI(1/4); 1500-1525,,"Geoffroy Tory, similar to style of",Latin,parchment,France,"John Boykott Jarman (d. 1864), on whose collection see J. Backhouse, 'A Victorian Connoisseur and his manuscripts: The Tale of Mr. Jarman and Mr. Wing,' British Museum Quarterly32 (1967-68) 76-92. Purchased 1980 from The Rendells.;University of Missouri, RARE RES BX2080.A1 1500"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10317,Phrasebook;Memorandum;Poetry,,s. XVII(1/4); 1600-1625,,,English;Italian;Italian; English,paper,England,"Ownership note in Italian on f. 1r: 'Questo libro appartene a mi Carlo Longland, April XXI, 1626.';University of Missouri, RARE RES PC1121.I82 1600"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10174,Digest,Justinian,s. XIV(in); 1300-1315,,,Latin,parchment,Italy,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 101"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10175,Missal,,s. XIV/XV; 1390-1410,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 102"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10176,Missal,,s. XIV/XV; 1390-1410,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 103"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10177,Psalter,,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 104"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10178,"Sermon 93, De verbis Evangelii, Mt. 25:1-13",Augustine of Hippo,s. XIII; 1200-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 105"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10179,Breviary,,s. XIII/XIV; 1290-1310,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 106"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10180,Breviary,,s. XIV(med); 1340-1360,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 107"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10181,Bible,,s. XIII; 1200-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 108"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10182,Bible,,s. XIII(1); 1200-1250,,,Latin,parchment,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 109"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10183,Consuetudinary,,s. XIV; 1300-1399,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 110"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10184,Bible,,s. XIII(3/4); 1250-1275,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 111"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10185,Sermon (on saints?),,s. XIV; 1300-1399,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 112"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10186,Civil law with gloss,,s. XIII(2); 1250-1299,,,Latin,parchment,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 113"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10187,Treatise on Blessed Virgin Mary,,s. XIII/XIV; 1290-1310,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 114"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10188,Physiological material,,s. XIII(2); 1250-1299,,,Latin,parchment,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 115"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10189,Bible,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 116"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10190,Bible,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 117"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10191,Bible,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 118"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10192,"Sins, Head to Toe",,s. XIII/XIV; 1290-1310,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 119"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10193,De fide,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 120"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10194,Bible with Interpretations of Hebrew Names,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 121"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10195,Bible,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 122"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10196,Treatise on tumors,Averoes?,s. XIV/XV; 1390-1410,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 123"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10197,Martyrologium,Usuardus,s. XV; 1400-1499,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 124"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10198,Aurora,Peter Riga,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 125"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10199,"Psalter, ferial",,s. XIV/XV; 1390-1410,,,Latin,parchment,Low Countries?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 126"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10200,Philosophical text,,s. XIV; 1300-1399,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 127"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10201,Devotional text,,s. XIV; 1300-1399,,,Dutch,parchment,Low Countries,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 128"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10202,Prayer,,s. XV; 1400-1499,,,Dutch,paper,Low Countries,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 129"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10203,Canon law,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 130"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10204,"Sermon 93, De verbis Evangelii, Mt. 25:1-13",Augustine of Hippo,s. XIII; 1200-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 131"
