ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 1,Lehigh Codex 1,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_001.html,"",Italy?,Q134,1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,Historia of St. Nicholas with the lections,"","","",Q68144;Q6022,"","",12th century|Italian|Fragment|Musical notation|Italy|Liturgy|Devotion,Q304|Q19876|Q222|Q12609|Q249|Q207|Q3052,Reginold von Eichstätt ca. um 966/91,"",Q110812,"","","","","","","","","","Honeyman, Robert B.","",Q412,Latin,Q113,Parchment,Q33,Extent: 1; 180 x 280 mm; parchment,"Layout: Two columns of eighteen lines on fragment; frame-ruled in lead; upper half of leaf missing; number of lines and height of written area of original layout impossible to determine; written area on fragment: 155 x 210 mm|Script: Gothic--rotunda|Script: Chant text accompanied by neumes written in smaller script|Decoration: Two-line initials and rubrication in red|Provenance: Gift of Robert B. Honeyman, Jr., 1931",Contributor: Andrew Stahlhut|Cataloger: Amey Hutchins|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-12-03,lehigh_codex_001_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 2,Lehigh Codex 2,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_002.html,"",Italy?,Q134,1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,Anon. Life of St. Nicholas,"","","",Q68144;Q6022,"","",Document|12th century|Italian|Saint's Life|Italy|Devotion|Fragment,Q19859|Q304|Q19876|Q7147|Q249|Q3052|Q222,"","","","","","","","","","","","","","","",Latin,Q113,Parchment,Q33,Extent: 1; 180 x 118 mm; parchment,"Layout: Fragment from the bottom of a leaf with twenty-four partial lines on one side, twenty-six on the other|Script: Protogothic|Provenance: Acquired 1931",Contributor: Amey Hutchins|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-09-24,lehigh_codex_002_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 3,Lehigh Codex 3,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_003.html,"",France?,Q122,1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"Bifolium from De civitate Dei, Book 22","","","",Q6047,"","",12th century|French|France|Theology|Fragment,Q304|Q19844|Q152|Q4290|Q222,"Augustine, of Hippo, Saint, 354-430","",Q1515,"","","","","","","","","","","","",Latin,Q113,Parchment,Q33,Extent: 2; 259 x 165 mm; parchment,Layout: One column of thirty-two to thirty-three lines; prickings visible; probably ruled in hardpoint; written area: 210 x 110 mm|Script: Protogothic|Decoration: Marginal notes outlined in red ink (fol. 2r)|Provenance: Noted in a Lehigh University insurance list in 1950,Contributor: Amey Hutchins|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-09-24,lehigh_codex_003_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 4,Lehigh Codex 4,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_004.html,"",Northern Italy?,Q7507,"","",,,false,Moral and didactic writings,"","","","","","",13th century|Italian|Italy|Collection of Sermons|Philosophy|Drawing|Illustration|Miscellany,Q245|Q19876|Q249|Q38598|Q5883|Q19874|Q19873|Q11293,"Holkot, Robertus, -1349|Fulgentius, Saint, Bishop of Ruspa, 468-533|Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.|Albertus, Magnus, Saint, 1193?-1280",|||,Q41587|Q40695|Q6126|Q410,"","","","","","","","","",Carthusians of Treviso,"","",Latin,Q113,Parchment,Q33,Extent: vi + 119; 180 x 130 bound to 184 x 131; parchment,"First leaf (penciled foliation [2]) has small illegible name in upper left, potential previous owner; ""August 1818""|Multiple misnumbered/out of order foliation numbers; in the 90s, foliation is sometimes partially cut off the top of the page|Binding: Original wooden boards and pigskin; lined with a parchment leaf of a 13th century theological text|Layout: One column, 29 lines, occasional leaves are frame ruled but most are not ruled; first quire is entirely frame ruled and prickings are made along the ruling lines; prickings visible on the edges of pages throughout the rest of the quires|Script: Gothic--textualis quadrata|Decoration: Three diagrams, with explanation, of the Arbor virtutum, the first having the Sacramentum corporis Domini nostri Jesu Christi as its trunk (ff. 56r-58v)|Provenance: Owned by the Carthusians of Treviso, f. 44 signed ""per manum Walteri fratris Carth(usiani)""; in Paris, 1818; n. 10 in a French 14th century collection; Dr. David King collection at Newport; his sale (New York, 12 May 1884, II, n. 2344); acquired by Lehigh in 1887",Contributor: Andrew Stahlhut|Cataloger: Dot Porter|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-07-02,lehigh_codex_004_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 5,Lehigh Codex 5,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_005.html,"",Netherlands,Q651,1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,John Cassian. Coliatiosses XXIV,"","","",Q39265,"","",14th century|Netherlands|Dutch|Church Fathers|Theology,Q295|Q5863|Q19858|Q19847|Q4290,"Cassian, John, approximately 360-approximately 435","",Q20337,"","","","","","","","","","Convent of Saint Cecilia (""bynnen Hoern"")","",Q110848,Middle Dutch (ca. 1050-1350),Q10833,Parchment,Q33,Extent: iii + 162 + ii; 175 x 126 mm bound to 181 x 131 mm; parchment,"Stub between fols. 11 and 23 is attached to front pastedown (now Flyleaf 1)|Stub between fols. 147 and 148 is attached to back pastedown (now Flyleaf 1)|Binding: Original wooden boards, brown stamped calf, with remnants of clasps; lined with parchment leaves from a thirteenth-century manuscript in Dutch, mentioning Saint Agatha; spine cracked, first few quires (through folio 35) loose|Layout: Single column, twenty-five to twenty-seven lines per page, very light frame ruling visible on some pages, otherwise no visible ruling|Script: Gothic--textualis quadrata|Provenance: Belonged (15th century) to the susteren van Sinte Cecilien convent bynnen Hoern",Contributor: Andrew Stahlhut|Cataloger: Dot Porter|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-07-02,lehigh_codex_005_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 6,Lehigh Codex 6,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_006.html,"","Pluckley?, England",Q110664;Q133,"","",,,false,Deed of release,"","","",Q1319,"","",Document|15th century|English|England|Legal|Seals,Q19859|Q154|Q19855|Q320|Q4186|Q16345,"","","","","","","","","","","","","Black, A. Bruce (Alfred Bruce), 1873-1931","",Q110813,Latin,Q113,Parchment,Q33,Extent: 1; 90 x 287 mm; parchment,"Layout: One column of nine lines|Script: Gothic--cursiva|Provenance: Acquired from the library of A. Bruce Black (Bloomsburg, Pennsylvania), 1931",Contributor: Andrew Stahlhut|Cataloger: Amey Hutchins|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-09-24,lehigh_codex_006_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 7,Lehigh Codex 7,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_007.html,"",England,Q133,1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,Anon. The Brut,"","","",Q39915,"","",Chronicle|15th century|English|England|Fragment|History,Q176|Q154|Q19855|Q320|Q222|Q6879,"","","","","","","","","","","","","","","",Middle English (1100-1500),Q119,Parchment,Q33,"Extent: 3; fragment a, 265 x 95 mm; fragment b, 295 x 120 mm; fragment c, 175 x 205 mm; parchment","Layout: Fragments of leaves from a manuscript written in two columns of thirty-six lines; frame-ruled in faint ink with double horizontal bounding lines; written area on full leaves: 200 x 131 mm|Script: Gothic--anglicana|Decoration: Historiated initial of King Constantine (Fragment A), seven lines, with foliate extensions; three-line illuminated initial in gold on pink and blue ground (fol. 51v); one-line initials throughout alternating between blue flourished with red and gold flourished with text ink|Provenance: Formerly framed and backed with newspaper clippings from The Sun (London) dated 12 March 1934 and pages from a December 1933 catalogue of the Chelsea Auction Rooms, Ltd.",Contributor: Amey Hutchins|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-09-24,lehigh_codex_007_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 9,Lehigh Codex 9,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_009.html,"",Italy,Q134,1480-1490,1480^1490,15,http://vocab.getty.edu/aat/300404465,false,Anon. Writings on astronomy,"","","",Q38381,"","",15th century|Italian|Italy|Astrology|Astronomy|Diagrams|Treatise,Q154|Q19876|Q249|Q258|Q166|Q18331|Q160,"Sacrobosco, Giovanni di","",Q391,"","","","","","","","","","Over, Watson","","",Italian,Q116,Paper,Q31,Extent: i + 58 + i; 292 x 214 bound to 297 x 224; paper,"Title on binding lists c.1391 as date of origin|Quire 1 has been mended and fol. 1, which was originally conjoined with fol. 12, is now single|Binding: Modern parchment over board; Title on spine: Treatise on Astronomy in Italian, c. 1391|Layout: Single column, 28-32 lines, no ruling|Script: Humanistic semi-cursive|Decoration: Tables and diagrams throughout the manuscript, including various illustrated astronomical computations|Provenance: Acquired by Lehigh in 1963, from the gift to the library of Mr. Watson Over",Contributor: Andrew Stahlhut|Cataloger: Dot Porter|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-07-02,lehigh_codex_009_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 10,Lehigh Codex 10,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_010.html,"","Naples, Italy",Q3099;Q134,1472-1490,1472^1490,15,http://vocab.getty.edu/aat/300404465,false,Alchemical writings,"","","",Q3132,"","",Alchemy|15th century|Italy|Diagrams|Paper,Q3005|Q154|Q249|Q18331|Q19842,"Albertus, Magnus, Saint, 1193?-1280|Hermes, Trismegistus|Jābir ibn Ḥayyān|Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?|Llull, Ramon, 1232?-1316|Arnaldus, de Villanova, -1311|Johannes, de Rupescissa, approximately 1300-approximately 1365|ʻAlī ibn Riḍwān, -approximately 1068|Philip, Duke of Burgundy, 1342-1404|Hortulanus Alchemist|Morienus, Romanus|Pliny, the Elder|Elia, da Cortona, frate, -1253|Arnaldus, of Brussels",|||||||||||||,Q410|Q110814|Q40964|Q3193|Q7892|Q459|Q41000|Q108562|Q110815|Q110816|Q41596|Q41496|Q40580|,"","","","","","","","","","Whitman, W.E.","",Q110817,"Latin; Italian; Catalan, Valencian",Q113;Q116;Q1316;Q8381,Paper,Q31,Extent: iv+229+iv; 285 x 204 mm bound to 295 x 222 mm; paper,"Holes in and damage to paper throughout|Binding: Half leather; rebacked, title stamped in gold on spine: ""LE TRESOR DES ALCHEMISTES""; marbled edges|Layout: Two columns of forty-one lines; evidence of trimming; written area: 211 x 145 mm|Script: Gothic--cursiva|Decoration: One large diagram (fol. 163r) on the philosopher's stone; occasional marginal drawings (for example, alchemical apparatus, fols. 19v-20r); line-fillers and manicules in ink; rubrication and paragraph marks in red|Related resource: De Ricci, Seymour, with the assistance of W. J. Wilson, Census of Medieval and Renaissance Manuscripts in the United States and Canada, vol. 2 (New York: H. W. Wilson, 1935-40), p. 1986-1988, no. 1.|Related resource: Wilson, W.J., ""An Alchemical Manuscript by Arnaldus de Bruxella,"" Osiris II (1936): 220-405.|Related resource: John C. Hirsh, Western Manuscripts of the Twelfth through the Sixteenth Centuries in Lehigh University Libraries: A Guide to the Exhibition (Bethlehem, PA: Lehigh University, 1970), cat. 10, pp. 17-24.|Provenance: W. E. Whitman in pencil on front flyleaf and in ink on second title page (nineteenth century); acquired by Lehigh University in 1881",Contributor: Andrew Stahlhut|Cataloger: Oliver Mitchell|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-06-20,lehigh_codex_010_TEI.xml
,"","",tei-xml,tei-xml,Q103453,Lehigh University,Lehigh Codex 11,Lehigh Codex 11,https://openn.library.upenn.edu/Data/0007/html/lehigh_codex_011.html,"",Italy,Q134,"","",,,false,De artetica et de caculosa passione,"","","","","","",Treatise|15th century|Italian|Humanistic|Illumination|Illustration|Miniature|Original binding|Italy|Science -- Medicine|Damage,Q160|Q154|Q19876|Q10824|Q225|Q19873|Q262|Q19879|Q249|Q7409;Q234|Q19870,"Guainerio, Antonio, -1440","",Q110818,"","","","","","","","","","","","",Latin,Q113,Parchment,Q33,Extent: 96+i; 220 x 147 mm bound to 230 x 160 mm; parchment,"Water damage to the first two folios, resulting in staining and running ink|Binding: Original wooden boards and stamped brown leather with chain pattern; remnants of metal clasps on front and back covers; binding has been conserved but the textblock is now detached from the old conservation work|Layout: Single column, twenty-nine rows, frame ruled; paragraph markings in blue and red; section headings in red|Script: Humanistic|Decoration: Miniature alongside initial on fol. 2r, forty-six illuminated initials; shield on fol. 2r has been erased|Provenance: Shield on fol. 2r has been erased",Contributor: Dot Porter|Funder: Council on Library and Information Resources,2026-03-24 09:39:04 -0400,2019-06-19,lehigh_codex_011_TEI.xml
