holding_institution,shelfmark,url
rutgers,MC 0886:05,https://archive.org/details/MC088605_6
rutgers,MC 0886:06,https://archive.org/details/MC088606_6
rutgers,MC 0886:07,https://archive.org/details/MC088607_6
rutgers,MC 0886:08,https://archive.org/details/MC088608_6
rutgers,MC 0886:09,https://archive.org/details/MC088609_6
rutgers,MC 0886:10,https://archive.org/details/MC088610_6
rutgers,MC 0886:11,https://archive.org/details/MC088611_6
rutgers,MC 0886:12,https://archive.org/details/MC088612_6
rutgers,MC 0886:13,https://archive.org/details/MC088613_6
rutgers,MC 0886:14,https://archive.org/details/MC088614_6
rutgers,MC 0886:15,https://archive.org/details/MC088615_6
rutgers,MC 0886:16,https://archive.org/details/MC088616_6
rutgers,MC 0886:17,https://archive.org/details/MC088617_6
rutgers,MC 0886:18,https://archive.org/details/MC088618_6
rutgers,MC 0886:19,https://archive.org/details/MC088619_6
rutgers,MC 0886:20,https://archive.org/details/MC088620_6
rutgers,MC 1211,https://archive.org/details/MC1211_6
rutgers,MC 1220:01,https://archive.org/details/MC122001_6
rutgers,MC 1220:02,https://archive.org/details/MC122002_6
rutgers,MC 1220:03,https://archive.org/details/MC122003_6
rutgers,MC 1220:04,https://archive.org/details/MC122004_6
rutgers,MC 1220:05,https://archive.org/details/MC122005_6
rutgers,MC 1220:06,https://archive.org/details/MC122006_6
rutgers,MC 1220:07,https://archive.org/details/MC122007_6
rutgers,MC 1220:08,https://archive.org/details/MC122008_6
rutgers,MC 1220:09,https://archive.org/details/MC122009_6
rutgers,MC 1220:10,https://archive.org/details/MC122010_6
rutgers,MC 1220:11,https://archive.org/details/MC122011_6
rutgers,MC 1220:12,https://archive.org/details/MC122012_6
rutgers,MC 1220:13,https://archive.org/details/MC122013_6
rutgers,MC 1220:14,https://archive.org/details/MC122014_6
rutgers,MC 1220:15,https://archive.org/details/MC122015_6
rutgers,MC 1220:16,https://archive.org/details/MC122016_6
rutgers,MC 1220:17,https://archive.org/details/MC122017_6
rutgers,MC 1220:18,https://archive.org/details/MC122018_6
rutgers,MC 1220:19,https://archive.org/details/MC122019_6
rutgers,MC 1220:20,https://archive.org/details/MC122020_6
rutgers,MC 1220:21,https://archive.org/details/MC122021_6
rutgers,MC 1225,https://archive.org/details/MC1225_6
rutgers,MC 1228,https://archive.org/details/MC1228_6
rutgers,MC 1231:01,https://archive.org/details/MC123101_6
rutgers,MC 1231:02,https://archive.org/details/MC123102_6
rutgers,MC 1231:03,https://archive.org/details/MC123103_6
rutgers,MC 1231:04,https://archive.org/details/MC123104_6
rutgers,MC 1231:05,https://archive.org/details/MC123105_6
rutgers,MC 1231:06,https://archive.org/details/MC123106_6
rutgers,MC 1231:07,https://archive.org/details/MC123107_6
rutgers,MC 1231:08,https://archive.org/details/MC123108_6
rutgers,MC 1231:09,https://archive.org/details/MC123109_6
rutgers,MC 1231:10,https://archive.org/details/MC123110_6
rutgers,MC 1231:11,https://archive.org/details/MC123111_6
rutgers,MC 1231:12,https://archive.org/details/MC123112_6
rutgers,MC 1231:13,https://archive.org/details/MC123113_6
rutgers,MC 1231:14,https://archive.org/details/MC123114_6
rutgers,MC 1231:15,https://archive.org/details/MC123115_6
rutgers,MC 1231:16,https://archive.org/details/MC123116_6
slu,VFL MS 001,https://archive.org/details/VFLMS001_44
slu,VFL MS 002,https://archive.org/details/VFLMS002_44
slu,VFL MS 003,https://archive.org/details/VFLMS003_44
slu,VFL MS 004,https://archive.org/details/VFLMS004_44
slu,VFL MS 005,https://archive.org/details/VFLMS005_44
slu,VFL MS 006,https://archive.org/details/VFLMS006_44
slu,VFL MS 007,https://archive.org/details/VFLMS007_44
slu,VFL MS 008,https://archive.org/details/VFLMS008_44
slu,VFL MS 009,https://archive.org/details/VFLMS009_44
slu,VFL MS 010,https://archive.org/details/VFLMS010_44
slu,VFL MS 011,https://archive.org/details/VFLMS011_44
slu,VFL MS 012,https://archive.org/details/VFLMS012_44
slu,VFL MS 013,https://archive.org/details/VFLMS013_44
slu,VFL MS 014,https://archive.org/details/VFLMS014_44
slu,VFL MS 015,https://archive.org/details/VFLMS015_44
slu,VFL MS 016,https://archive.org/details/VFLMS016_44
slu,VFL MS 017,https://archive.org/details/VFLMS017_44
slu,VFL MS 018,https://archive.org/details/VFLMS018_44
slu,VFL MS 019,https://archive.org/details/VFLMS019_44
slu,VFL MS 020,https://archive.org/details/VFLMS020_44
slu,VFL MS 021,https://archive.org/details/VFLMS021_44
slu,VFL MS 022,https://archive.org/details/VFLMS022_44
slu,VFL MS 023,https://archive.org/details/VFLMS023_44
slu,VFL MS 024,https://archive.org/details/VFLMS024_44
slu,VFL MS 025,https://archive.org/details/VFLMS025_44
slu,VFL MS 026,https://archive.org/details/VFLMS026_44
slu,VFL MS 027,https://archive.org/details/VFLMS027_44
slu,VFL MS 028,https://archive.org/details/VFLMS028_44
slu,VFL MS 029,https://archive.org/details/VFLMS029_44
slu,VFL MS 030,https://archive.org/details/VFLMS030_44
slu,VFL MS 031,https://archive.org/details/VFLMS031_44
slu,VFL MS 032,https://archive.org/details/VFLMS032_44
slu,VFL MS 033,https://archive.org/details/VFLMS033_44
slu,VFL MS 034,https://archive.org/details/VFLMS034_44
slu,VFL MS 035,https://archive.org/details/VFLMS035_44
slu,VFL MS 036,https://archive.org/details/VFLMS036_44
slu,VFL MS 037,https://archive.org/details/VFLMS037_44
slu,VFL MS 038,https://archive.org/details/VFLMS038_44
slu,VFL MS 039,https://archive.org/details/VFLMS039_44
slu,VFL MS 040,https://archive.org/details/VFLMS040_44
slu,VFL MS 041,https://archive.org/details/VFLMS041_44
slu,VFL MS 042,https://archive.org/details/VFLMS042_44
slu,VFL MS 043,https://archive.org/details/VFLMS043_44
slu,VFL MS 044,https://archive.org/details/VFLMS044_44
slu,VFL MS 045,https://archive.org/details/VFLMS045_44
slu,VFL MS 046,https://archive.org/details/VFLMS046_44
slu,VFL MS 047,https://archive.org/details/VFLMS047_44
slu,VFL MS 048,https://archive.org/details/VFLMS048_44
slu,VFL MS 049,https://archive.org/details/VFLMS049_44
slu,VFL MS 050,https://archive.org/details/VFLMS050_44
slu,VFL MS 051,https://archive.org/details/VFLMS051_44
slu,VFL MS 052,https://archive.org/details/VFLMS052_44
slu,VFL MS 053,https://archive.org/details/VFLMS053_44
slu,VFL MS 054,https://archive.org/details/VFLMS054_44
slu,VFL MS 055,https://archive.org/details/VFLMS055_44
slu,VFL MS 056,https://archive.org/details/VFLMS056_44
slu,VFL MS 057,https://archive.org/details/VFLMS057_44
slu,VFL MS 058,https://archive.org/details/VFLMS058_44
slu,VFL MS 059,https://archive.org/details/VFLMS059_44
slu,VFL MS 060,https://archive.org/details/VFLMS060_44
slu,VFL MS 061,https://archive.org/details/VFLMS061_44
slu,VFL MS 062,https://archive.org/details/VFLMS062_44
slu,VFL MS 063,https://archive.org/details/VFLMS063_44
slu,VFL MS 064,https://archive.org/details/VFLMS064_44
slu,VFL MS 065,https://archive.org/details/VFLMS065_44
slu,VFL MS 066,https://archive.org/details/VFLMS066_44
smith,Ms. 225,https://archive.org/details/Ms.225_48
smith,Ms. 241,https://archive.org/details/Ms.241_48
smith,Ms. 254,https://archive.org/details/Ms.254_48
smith,Ms. 255,https://archive.org/details/Ms.255_48
smith,Ms. 261,https://archive.org/details/Ms.261_48
smith,Ms. 263,https://archive.org/details/Ms.263_48
smith,Ms. 264,https://archive.org/details/Ms.264_48
smith,Ms. 274,https://archive.org/details/Ms.274_48
smith,Ms. 288,https://archive.org/details/Ms.288_48
smith,Ms. 291,https://archive.org/details/Ms.291_48
wellesley,P1035,https://archive.org/details/P1035_50
