ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",marc-xml,amremm,Q12264,Princeton University,9950153793506421,Islamic Manuscripts Garrett no. 1014Y,https://catalog.princeton.edu/catalog/9950153793506421,https://figgy.princeton.edu/concern/scanned_resources/bb25fdd3-9293-4fd6-9837-ead3614baa69/manifest,"","",16--?,1600,17,http://vocab.getty.edu/aat/300404511,false,Hādhā kitāb mawāqiʻ al-nujūm /,هذا كتاب مواقع النجوم /,Mawāqiʻ al-nujūm wa-maṭāliʻ ahillat al-asrār wa-al-ʻulūm,مواقع النجوم ومطالع اهلة الاسرار والعلوم,"","Manuscripts, Arabic",Q256,"Sufism--Doctrines--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton",Q11235;Q300|Q256;Q11460,"Ibn al-ʻArabī, 1165-1240",ابن العربي,Q40926,"","","","","","","","","","","","",Arabic,Q118,paper,Q31,Extent: 186 leaves : paper ; 208 x 126 (116 x 58) mm. bound to 208 x 126 mm.,"Ms. codex.|Title from fol. 1a.|19 lines per page. Written in elegant small naskh in black ink with use of red. Glazed European paper. Catchwords on the verso of each folio. Foliation in pencil in Western numerals. Evidence of gold glitter applied over the ink of the title. Line ""wa-Fuṣūs al-ḥikam"" at the end of the title, in a similar hand but faint. Two ownership statements on fol. 1a, one in the name of Maḥmūd Fayḍī al-ʻImādī al-Shāfiʻī al-Qādirī , and the other in the name of Aḥmad Najīb bin Aḥmad Ṭāhir, in silver glitter ink, dated Jā. 1283 (1866).|Originally acquired by Robert Garrett from Abraham Shalom Yahuda ; 1942.","",2026-02-24 11:09:25 -0500,20240307,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9951244923506421,Islamic Manuscripts Garrett no. 1025Y,https://catalog.princeton.edu/catalog/9951244923506421,"","Medina, [",Q11610,1582,1582,16,http://vocab.getty.edu/aat/300404510,true,Khulāṣat al-wafā bi-akhbār Dār al-Muṣṭafá,خلاصة الوفاء باخبار دار المصطفى,"","","","Manuscripts, Arabic--16th century|Manuscripts, Arabic--Saudi Arabia--Medina--16th century",Q256;Q335|Q256;Q18323;Q335,"Medina (Saudi Arabia)--History--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton",Q18323;Q6879;Q300|Q256;Q11460,"Samhūdī, ʻAlī ibn ʻAbd Allāh, 1440-1506",سمهودي، علي بن عبد الله,Q110534,"","","","","","","","","","","","",ara,Q118,paper,Q31,"Extent: i, 264 leaves: paper ; 195 x 115 (135 x 65) mm. bound to 195 x 118 mm.","Ms. codex.|Title from beginning of text (fol. 2a, l. 3-4).|25 lines per page. Written in medium small taʻlīq in black ink with use of red and green ink. Thin biscuit paper with laid lines and pulp visible. Fol. i on glazed European paper. Fol. 1 consists of glazed European paper pasted on the upper half of the first original fol. of the ms. The title is written on this later pasted portion. Fol. 263-264 (the later European paper) blank. Title on the tail of the text block (illegible).|Copy completed on Yawm al-Ithnayn 24 Rabīʻ al-Thānī 990 in al-Madīnah al-sharīfah (colophon, fol. 260a).|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20240307,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9949617233506421,Islamic Manuscripts Garrett no. 1041Y,https://catalog.princeton.edu/catalog/9949617233506421,"","","",between 16--? and 18--?,1600^1899,17;18;19,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,false,Sharḥ Hidāyat al-ḥikmah,"","","",Q5996,"","","Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar, -1265. Hidāyat al-ḥikmah|Manuscripts, Arabic--New Jersey--Princeton",|Q256;Q11460,"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",قاضي مير، حسين بن معين الدين,Q49041,"","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 167 leaves: paper ; 172 x 95 (98 x 46) mm. bound to 173 x 110 mm.,"Ms. codex.|Title provided by cataloger. The name of the author appears on fol. 2a as Qāḍī Mīr Ḥusayn ibn Muʻīn al-Dīn al-Maybudī.|14 lines per page. Written in small naskh in black ink with use of red. European glazed paper. Titles of section written on the upper margin (see fol. 73b). Catchword on the verso of each leaf. Important marginal annotations apparently mainly from the same hand as the main text, attributed to the author, Ḥusayn al-Khalkālī, MullāhʹZādah, Mīr Fakhr, ʻAbd al-Raḥīm Shirwānī, Naṣr Allāh, etc. or excerpted from Sharḥ-i Ṭawāliʻ-i Iṣfahānī, Sharḥ Hikmat al-ʻAyn, etc. (also on a small piece of paper placed between fol. 131 and 132). Short note on ""maʻná al-aʻamm"" and ""maʻná al-akhaṣṣ"" on the pastedown of the upper cover. Table of contents on fol. 1a-b. On fol. 2a: Kabīkaj ; several inscriptions (a note on the etymology of the word ""falsafah"", an excerpt from Ḥāshiyat-Mīr Fakhr, etc.) ; obliterated ownership statement ; obliterated seal. Foliation in red ink using Arabic numerals (starts on fol. 3a). Inscription in Arabic script on a label pasted on the upper cover: ""Ḥikmah 29"". Inscription in Arabic script on a label pasted on the pastedown of the upper cover: ""891/2 ḥāʼ"". Some loose leaves.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20240307,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremmrda,Q12264,Princeton University,9977777253506421,Islamic Manuscripts Garrett no. 1054Y,https://catalog.princeton.edu/catalog/9977777253506421,"","","","","",,,false,Nuzhat al-nāẓir fī manāqib ʻAbd al-Qādir,"","","","","Manuscripts, Arabic",Q256,"ʻAbd al-Qādir al-Jīlānī, -1166|Manuscripts, Arabic--New Jersey--Princeton",Q11271|Q256;Q11460,"Kadri, Ali","","","","","","","","","","","","","","",Arabic,Q118,"","",Extent: 50 leaves,"Ms. codex.|Description based on Preliminary Checklist of Uncatalogued Islamic Manuscripts, Princeton University Library, 2013.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20221217,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremmrda,Q12264,Princeton University,9977777433506421,Islamic Manuscripts Garrett no. 1063Y,https://catalog.princeton.edu/catalog/9977777433506421,"","","","","",,,false,Risālah fī al-qāt,"","","","","Manuscripts, Arabic",Q256,"Khat|Manuscripts, Arabic--New Jersey--Princeton",Q110426|Q256;Q11460,"","","","","","","","","","","","","","","",Arabic,Q118,"","",Extent: 69 leaves,"Ms. codex.|Description based on Preliminary Checklist of Uncatalogued Islamic Manuscripts, Princeton University Library, 2013.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20240812,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9949413523506421,Islamic Manuscripts Garrett no. 1065Y,https://catalog.princeton.edu/catalog/9949413523506421,https://figgy.princeton.edu/concern/scanned_resources/f901c9b6-53d7-470d-ad88-35e57fd13121/manifest,"","",1790,1790,18,http://vocab.getty.edu/aat/300404512,true,Taʻlīm al-mutaʻallim ṭarīq al-taʻlīm,تعليم المتعلم طريق التعليم,"","","","Manuscripts, Arabic--18th century",Q256;Q3024,"Islamic learning and scholarship--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Musulmans--Savoir et érudition--Ouvrages avant 1800|Manuscrits arabes--New Jersey--Princeton|Islamic learning and scholarship|Manuscripts, Arabic|New Jersey--Princeton",Q11250;Q300|Q256;Q11460|Q11250;Q300|Q256;Q11460|Q11250|Q256|Q11460,"Zarnūjī, Burhān al-Dīn, active 12th century-13th century",زرنوجي، برهان الدين,Q18660,"","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 24 leaves: paper ; 216 x 159 (130 x 76) mm.,"Ms. codex.|Title from beginning of text (fol. 1b, l. 12).|15 lines per page. Written in thick medium small naskh in black ink with use of red. Glazed European paper. Glosses on the margins, between the lines and on smaller pieces of paper pasted between the folios written by the same hand as the main text. Modern foliation in pencil using Western numerals. Inscription in Arabic script on a label pasted on the upper cover: ""Taṣawwuf thā[nī?] 25"". Inscription in Arabic script on a label pasted on the pastedown of the upper cover: ""1366/2 Ḥāʼ"".|Copied by Ibrāhīm ibn Ḥasan on Sunday (""yawm yakshambah"") 25 Dhū al-Ḥijjah 1204. There are other notes on the margins of the colophon.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20240307,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,99116506063506421,Islamic Manuscripts Garrett no. 1066Y,https://catalog.princeton.edu/catalog/99116506063506421,"","","",18th century,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,Risālah fī asmāʼ al-rusūm al-marsūmah ʻalá al-ālah al-musammāt bi-al-asṭurlāb al-shamālī dhāt al-ṣafāʼiḥ ... [etc,رسالة في اسماء الرسوم المرسومة على الالة المسمات بالاسطرلاب الشمالي ذات الصفائح ... الخ,"","","",Early works,Q300,"Astrolabes--Early works to 1800|Astronomical instruments--Early works to 1800|Calendars--Islamic Empire--Early works to 1800|Quadrants (Astronomical instruments)--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Astrolabes--Ouvrages avant 1800|Astronomie--Instruments--Ouvrages avant 1800|Quadrants (Instruments)--Ouvrages avant 1800|Manuscrits arabes--New Jersey--Princeton|Astrolabes|Astronomical instruments|Calendars|Manuscripts, Arabic|Quadrants (Astronomical instruments)|Islamic Empire|New Jersey--Princeton",Q314;Q300|Q2809;Q300|Q5901;Q11211;Q300|Q3570;Q300|Q256;Q11460|Q314;Q300|Q2809;Q300|Q3570;Q300|Q256;Q11460|Q314|Q2809|Q38832|Q256|Q3570|Q11211|Q11460,"","","","","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 98 leaves : paper ; 222 x 168 (155 x 65) mm.,"Ms. composite codex.|Layout: 21 lines per page.|Origin: [Risālah fī asmāʼ] Copied 1131 -- [Mukhtaṣar fī maʻrifat al-taqāwīm] Copied 1131.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20250408,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,99116506113506421,Islamic Manuscripts Garrett no. 1075Y,https://catalog.princeton.edu/catalog/99116506113506421,"","","",1700-1799,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,Ḥāshiyah ʻalá al-ʻAḍudīyah ... [etc,حاشية على العضدية ... الخ,"","","","","","Mullā Ḥanafī, Muḥammad. Risālah al-Ḥanafīyah|Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355? ʻAḍudīyah|Saʻīdī, Mīr Abū al-Fatḥ ibn Makhdūm, active 16th century. Ḥāshiyah ʻalá al-ʻAḍudīyah|Dialectic--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton",|Q11513||Q11445;Q300|Q256;Q11460,"","","","","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 37 leaves : paper ; 220 x 150 (128 x 73) mm.,"Ms. codex.|Layout: 17 lines per page.|Origin: [Ḥāshiyah ʻalá al-ʻAḍudīyah] Copied 1185 -- [al-ʻAḍudīyah] Copied 1185 -- [Ḥāshiyah ʻalá ḥāshiyat Mīr Abī al-Fatḥ] Copied 1185.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20231116,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,99116506143506421,Islamic Manuscripts Garrett no. 1080Y,https://catalog.princeton.edu/catalog/99116506143506421,https://figgy.princeton.edu/concern/scanned_resources/7946e85a-4106-49b3-955e-0219477ffe2b/manifest,"","",1800-1899,1800^1899,19,http://vocab.getty.edu/aat/300404513,false,Qabs al-anwār wa-jāmiʻ al-asrār ... [etc,قبس الانوار وجامع الاسرار ... الخ,"","","",magic squares,Q11568,"Arabic alphabet--Symbolic aspects--Early works to 1800|Divination--Islamic countries|Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Turkish--New Jersey--Princeton|Alphabet arabe--Aspect symbolique--Ouvrages avant 1800|Divination--Pays musulmans|Manuscrits arabes--New Jersey--Princeton",Q11300;Q11505;Q300|Q26839;Q2810|Q256;Q11460|Q3068;Q11460|Q11300;Q11505;Q300|Q26839;Q2810|Q256;Q11460,"","","","","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 274 leaves : paper ; 218 x 158 (150-170 x 105-120) mm.,"Ms. composite codex.|Arabic and Ottoman Turkish.|Layout: 22-24 lines per page.|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20250408,20251219-princeton-marcxml-islamic-561-yahuda.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9948815683506421,Islamic Manuscripts Garrett no. 1089Y,https://catalog.princeton.edu/catalog/9948815683506421,https://figgy.princeton.edu/concern/scanned_resources/1afa2805-9fb6-4080-9744-1e7a3ae81385/manifest,"","",1845,1854,19,http://vocab.getty.edu/aat/300404513,true,Tahdhīb al-manṭiq wa-al-kalām ... etc.,"","","","","Manuscripts, Arabic--19th century",Q256;Q3538,"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389? Tahdhīb al-manṭiq wa-al-kalām|Manuscripts, Arabic--New Jersey--Princeton",Q11394|Q256;Q11460,"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?",تفتازاني، مسعود بن عمر,Q12298,"","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 30 leaves: paper ; 210 x 155 (166 x 89) mm. bound to 210 x 158 mm.,"Ms. codex.|Title provided by cataloger.|23 lines per page. Written in shikastah nastaʻlīq in black ink with use of magenta. The text is framed within a magenta fillet with an outer frame made of a single magenta fillet. Some ḥāshīyah written by the same hand on the margins. Fol. 29: Blank. Catchword on the verso of some leaves; on the other leaves, the last words of the verso are repeated on the recto. Modern foliation in pencil using Western numerals (omits fol. 1).|Inscription in Arabic script on a label pasted on the upper cover: ""ʻAqāʼid thānī 27"". Inscription in Arabic script on a label pasted on the pastedown of the upper cover: ""1173/2 Ḥā"".|Text 1 copied in 1261 [1845] (colophon, fol. 3a, with the name of the copyist in Turkish).|Acquired from Abraham Shalom Yahuda, 1942.","",2026-02-24 11:09:25 -0500,20240307,20251219-princeton-marcxml-islamic-561-yahuda.xml
