ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",marc-xml,amremmamremm,Q12264,Princeton University,9963576423506421,2024-0004Q,https://catalog.princeton.edu/catalog/9963576423506421,https://figgy.princeton.edu/concern/scanned_resources/fa033b9d-2c39-4675-abfa-37d1424b201e/manifest,"","","18 Ṣafar 1147 [July 20, 1734",1734,18,http://vocab.getty.edu/aat/300404512,true,Kitāb Miftāḥ al-[saʻādah] wa-miṣbāḥ al-siyādah /,كتاب مفتاح السعادة ومصباح السيادة /,Miftāḥ al-saʻādah wa-miṣbāḥ al-siyādah,مفتاح السعادة ومصباح السيادة,"",Blind tooled bindings|Autographs|Gold tooled bindings|Watermarks,Q5877|Q38431|Q5859|Q5815,"Classification of sciences--Early works to 1800|Learning and scholarship--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton",Q11361;Q300|Q3591;Q300|Q256;Q11460,"Ṭāshkubrīʹzādah, Aḥmad ibn Muṣṭafá, 1495-1561",طاشكبري‌زادة، احمد بن مصطفى، 1495-1561,Q54159,"","","","Tammān, Saʻīd ibn Aḥmad, active 18th century",تمان، سعيد بن احمد، active 18th century,"","","","","","","",ara,Q118,paper,Q31,Extent: 258 leaves : paper ; 290 x 197 (200 x 140) mm bound to 290 x 210 mm.,"Ms. codex.|Title from title page (fol. 1a).|Marginal notes and summaries. Inscriptions on title page including an extract from Kashf al-ẓunūn about the work.|Collation: Paper ; fol. iii + 258 + (1) ; folios signed: 1-26 ; catchwords ; modern foliation in pencil using Western numerals.|Layout: 29 lines per page.|Description: Overwriting in red ; some vowel signs ; edges trimmed ; watermarks (three crescents; hills with cross) ; MS in good condition but worm-eaten and mended; several folios stained with dampness.|Origin: According to colophon copy completed Tuesday 18 Ṣafar 1147 by Saʻīd ibn Aḥmad Tammān (fol. 258b).|Ownership signatures: Ibrāhīm, ʻAbd al-ʻAzīz ibn Abī Bakr ibn ʻAbd al-Kathīr al-Ghardīs?al-Taghlibī, obscured signature (fol. 1a). Acquired from Brill, Leyden, 1900.","",2026-02-24 11:08:24 -0500,20240910,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9930605533506421,Islamic Manuscripts Garrett Additional no. 1,https://catalog.princeton.edu/catalog/9930605533506421,https://figgy.princeton.edu/concern/scanned_resources/3be80b25-fc9c-495f-9b47-05dd9253a7a5/manifest,between 8--? and 1511?,"",800-1511,800^1511,9;10;11;12;13;14;15;16,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502;http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504;http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,al-Qurʾān. Sūrah 2:235-266,القرآن. سورة 2:235-266,Qurʼan,"",Q3697,"Manuscripts, Arabic--9th century|Illuminated manuscripts--Islamic Empire--16th century",Q256|Q4268;Q11211;Q335,"Manuscripts, Arabic--New Jersey--Princeton",Q256;Q11460,"","","","","","","","","","","","","","","",Arabic,Q118,parchment and paper,Q33;Q31,Extent: 14 leaves : parchment and paper ; 135 x 211 (71 x 128) mm. bound to 139 x 213 mm.,"Ms. codex.|Ms. erroneously foliated beginning on the second folio. Record follows erroneous foliation.|Physical description: 7 lines per page; written in early Abbasid script (style D.Va--see Déroche, F., The Abbasid tradition, no. 48) in brown-black ink on parchment. Vocalized with red and green dots. Red, green, and gold medallions mark every ten āyahs. On fol. 11a, about 1/3 of the parchment is missing along the outer edge and has been replaced by laid, Arabic paper. Parchment set within frame of heavy, coated, handmade paper.|Decoration: Embellishments on both parchment and paper likely dating from the 16th century. Text has been decorated with gold ground containing a colored floral pattern. Surrounding border on paper consists of a gilt frame, a blue border with gilt flowers, red and green bands, and a floral outer border.|Origin: Original text likely from the 9th or 10th centuries (compare with Déroche, F., The Abbasid tradition, no. 48). Decoration likely added in the 16th century. Attributed to ʻAlī ibn al-Ḥusayn on fol. 11b and 12a.|Note of presentation to Shāh Ismāʻīl Safavī by Ḥāfiẓ Muḥammad ʻAbd al-Ḥusayn Khān Sirāj al-Mulk, Minister of War, dated 917 H [1511 or 12] and accompanied by the donor's stamp (fol. 12a). Seal of Shāh Ismāʻīl Safavī accompanied by a note on fol. 11b, also dated 917 H. Three other seals on fol. 11a-11b. Purchased by Robert Garrett in 1928 (fol. ia).","",2026-02-24 11:08:24 -0500,20230125,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,appm,Q12264,Princeton University,9930605663506421,Islamic Manuscripts Garrett Additional no. 2,https://catalog.princeton.edu/catalog/9930605663506421,"",between 8--? and 9--?,"",800-999,800^999,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,"al-Qurʾān. Sūrah 6:39-130, 141-165; 7:1-95",القرآن. سورة 6:39-130، 141-165 ؛ 7:1-95,Qurʼan,"",Q3697,"Manuscripts, Arabic--9th century|Parchment",Q256;Q329|Q12611,"Manuscripts, Arabic--New Jersey--Princeton",Q256;Q11460,"","","","","","","","","","","","","","","",Arabic,Q118,parchment,Q33,"Extent: iii, 18, iii leaves : parchment ; 111 x 176 (75 x 125) mm. bound to 117 x 184 mm.","Ms. codex.|Physical description: 5 lines per page; written in small early Abbasid script (style D.Va--see Déroche, F., The Abbasid tradition, no. 52) in brown-black ink on parchment. Vocalized with red dots. Āyahs terminate with small gold medallions. Sūrah indicated in gold on fol. 3b. Damp staining across upper edge; text partially effaced on some pages.|Origin: Likely from the 9th or 10th centuries; compare with Déroche, F., The Abbasid tradition, no. 52.|Purchased in Damascus, 1936.","",2026-02-24 11:08:24 -0500,20231102,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,appm,Q12264,Princeton University,9930605663506421,Islamic Manuscripts Garrett Additional no. 2a,https://catalog.princeton.edu/catalog/9930605663506421,"",between 8--? and 9--?,"",800-999,800^999,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,"al-Qurʾān. Sūrah 6:39-130, 141-165; 7:1-95",القرآن. سورة 6:39-130، 141-165 ؛ 7:1-95,Qurʼan,"",Q3697,"Manuscripts, Arabic--9th century|Parchment",Q256;Q329|Q12611,"Manuscripts, Arabic--New Jersey--Princeton",Q256;Q11460,"","","","","","","","","","","","","","","",Arabic,Q118,parchment,Q33,"Extent: iii, 18, iii leaves : parchment ; 111 x 176 (75 x 125) mm. bound to 117 x 184 mm.","Ms. codex.|Physical description: 5 lines per page; written in small early Abbasid script (style D.Va--see Déroche, F., The Abbasid tradition, no. 52) in brown-black ink on parchment. Vocalized with red dots. Āyahs terminate with small gold medallions. Sūrah indicated in gold on fol. 3b. Damp staining across upper edge; text partially effaced on some pages.|Origin: Likely from the 9th or 10th centuries; compare with Déroche, F., The Abbasid tradition, no. 52.|Purchased in Damascus, 1936.","",2026-02-24 11:08:24 -0500,20231102,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,appm,Q12264,Princeton University,9930605503506421,Islamic Manuscripts Garrett Additional no. 7,https://catalog.princeton.edu/catalog/9930605503506421,https://figgy.princeton.edu/concern/scanned_resources/215d2ba4-21de-48a9-a15f-161d78767084/manifest,"","",1720-1780,1720^1780,18,http://vocab.getty.edu/aat/300404512,false,Ḥijāb ʻaẓīm,حجاب عظيم,"","","","Manuscripts, Arabic--18th century|Early works|Prayers and devotions",Q256;Q3024|Q300|Q3052,Islam--Prayers and devotions--Early works to 1800|Islam--Prières et dévotions--Ouvrages avant 1800|Islam,Q3549;Q3052;Q300|Q3549;Q3052;Q300|Q3549,"Būnī, Aḥmad ibn ʻAlī, -1225",بوني، احمد ابن على,Q40369,"","","","","","","","","","","","",ara,Q118,ill.,"",Extent: 126] p. (10 lines) : ill. ; 11 cm.,"Gift of Robert Garrett (Princeton Class of 1897), 1942.|Text attributed to Aḥmad al-Būnī; this text was copied by Abū al- ʻAbbās [?].|Last 20 pages appear to have been added later; last 7 pages appear to be in a different hand.|Ms. in Maghribi script on heavy laid paper. 10.3 x 11.8 cm.; in leather holster, 11.2 x 13 cm. Occasional catchwords. Section headings and key words in red and gold ink. Openings of first and last sections contained in red and gold frames using geometric motif.|Binding is brown leather over pasteboard, wallet style. Covers and flap are embellished with stamping in floral and geometric designs. Spine leather extends ca. 1 cm. at each end to cover endcaps. Holster is of a double layer of leather stitched together so as to form one piece. Closure and belt loops are separated single thickness and sewn to back with heavy thread. Front is blind stamped with simple geometric motif; cover flap has blind stamped diamond shaped from intersecting trilobe pattern perforated with awl. Lower edge is scalloped.","",2026-02-24 11:08:24 -0500,20240307,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,amremm,Q12264,Princeton University,99116505793506421,Islamic Manuscripts Garrett no. 1002H,https://catalog.princeton.edu/catalog/99116505793506421,https://figgy.princeton.edu/concern/scanned_resources/ee836cee-7dc3-4a29-a71f-c2937e820b9a/manifest,"","",18th century?,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,Kitāb al-Ishāʻat fī ashrāṭ al-sāʻah ... [etc,كتاب الاشاعة في اشراط الساعة ... الخ,"","","",Headbands|Watermarks,Q11385|Q5815,"Future life--Islam--Early works to 1800|Judgment Day (Islam)--Early works to 1800|Islamic cosmology--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton",Q11604;Q300|Q11282;Q300|Q3055;Q300|Q256;Q11460,"","","","","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 134 leaves : paper ; 206 x 155 (164 x 93) mm bound to 205 x 157 mm.,"Acquired from Brill, Leyden, 1900.|Ms. composite codex.|Title from caption of first work (fol. [ii]b).|A few marginal notes.|Collation: Paper ; fol. ii (first is later pink paper) + 134 + ii (last is later pink paper) ; modern foliation in pencil using Western numerals.|Layout: 25 lines per page.|Description: Rubricated ; watermarks (unidentified design and roman-alphabet lettering) ; MS in good condition.|Origin: Probably from the XVIIlth century. Both treatises written in the same hand.","",2026-02-24 11:08:24 -0500,20240910,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9963579583506421,Islamic Manuscripts Garrett no. 1008H,https://catalog.princeton.edu/catalog/9963579583506421,https://figgy.princeton.edu/concern/scanned_resources/7fdfbc36-3957-431c-9303-adeb1bab3c90/manifest,"","","24 [Dhū] al-Ḥijjah 1110 [June 23, 1699?",1699,17,http://vocab.getty.edu/aat/300404511,true,Hādhā Kitāb Sharḥ al-ṣudūr bi-sharḥ aḥwāl al-mawtá fī al-qubūr /,هذا كتاب شرح الصدور بشرح احوال الموتى في القبور /,Sharḥ al-ṣudūr bi-sharḥ aḥwāl al-mawtá fī al-qubūr,شرح الصدور بشرح احوال الموتى في القبور,"",Blind tooled bindings|Watermarks,Q5877|Q5815,"Death--Religious aspects--Islam--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Death--Religious aspects--Islam",Q11543;Q300|Q256;Q11460|Q11543,"Suyūṭī, 1445-1505",سيوطي، 1445-1505,Q10868,"","","","Munshāwī, Muḥammad, active 17th century",منشاوي، محمد، active 17th century,"","","","","","","",ara,Q118,paper,Q31,Extent: 204 leaves : paper ; 206 x 156 (150 x 110) mm bound to 205 x 160 mm.,"Ms. codex.|Title from title page (fol. 1a).|A few marginal notes.|Collation: Paper ; fol. 204 ; quires signed: al-thānī-al-ʻashrūn ; catchwords ; modern foliation in pencil using Western numerals.|Layout: 23 lines per page.|Description: Rubricated ; watermarks (crown-star-crescent) ; MS in good condition.|Origin: According to colophon copy completed Monday 24 [Dhū] al-Ḥijjah 1110 by Muḥammad al-Munshāwī al-Shāfiʻī (fol. 204a).|Acquired from Brill, Leyden, 1900.","",2026-02-24 11:08:24 -0500,20240910,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9963579603506421,Islamic Manuscripts Garrett no. 1009H,https://catalog.princeton.edu/catalog/9963579603506421,https://figgy.princeton.edu/concern/scanned_resources/5c5e6295-64d1-4fdd-a2df-4367c0487f2a/manifest,"","","1 Shaʻbān 1226 [August 21, 1811",1811,19,http://vocab.getty.edu/aat/300404513,true,Hādhā Kitāb al-Tathbīt li-ahl al-qubūr,هاذا كتاب التثبيت لاهل القبور,Fatḥ al-ghafūr bi-sharḥ Manẓūmat al-qubūr,فتح الغفور بشرح منظومة القبور,"",Blind tooled bindings|Watermarks,Q5877|Q5815,"Suyūṭī, 1445-1505. Tathbīt ʻinda al-tabyīt|Death--Religious aspects--Islam--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Death--Religious aspects--Islam",|Q11543;Q300|Q256;Q11460|Q11543,"Subkī, Aḥmad ibn Khalīl, 1532 or 1533-1622 or 1623",سبكي، احمد بن خليل، 1532 or 1533-1622 or 1623,Q110590,"","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 73 leaves : paper ; 224 x 158 (152 x 100) mm bound to 210 x 170 mm.,"Ms. codex.|Title from title page (fol. 1a).|A few marginal notes.|Collation: Paper ; fol. 73 + i ; 7 quires ; catchwords ; modern foliation in pencil using Western numerals.|Layout: 21 lines per page ; ruled.|Description: Text in red and commentary in black ; watermarks (three crescents) ; MS in good condition.|Origin: According to colophon copy completed Wednesday 1 Shaʻbān 1226 (fol. 72a).|Acquired from Brill, Leyden, 1900.","",2026-02-24 11:08:24 -0500,20240910,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9963579573506421,Islamic Manuscripts Garrett no. 1010H,https://catalog.princeton.edu/catalog/9963579573506421,https://figgy.princeton.edu/concern/scanned_resources/2f453b10-94a6-4b25-8907-05e061f35b0d/manifest,"","",not after 1668,1600^1668,17,http://vocab.getty.edu/aat/300404511,false,Kitāb al-Budūr al-sāfirah fī umūr al-ākhirah /,كتاب البدور السافرة في امور الاخرة /,Budūr al-sāfirah fī umūr al-ākhirah,بدور السافرة في امور الاخرة,"",Headbands|Autographs|Watermarks,Q11385|Q38431|Q5815,"Future life--Islam--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Future life--Islam",Q11604;Q300|Q256;Q11460|Q11604;Q3549,"Suyūṭī, 1445-1505",سيوطي، 1445-1505,Q10868,"","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 170 leaves : paper ; 210 x 155 (150 x 98) mm bound to 210 x 160 mm.,"Ms. codex.|Title from title page (fol. 1a).|Marginal notes and glosses. The title appears on the lower edge of the text block.|Collation: Paper ; fol. i + 170 ; catchwords ; modern foliation in pencil using Western numerals.|Layout: 21 lines per page.|Description: Rubricated ; watermarks ; MS is good condition except stained with dampness and mended.|Origin: According to colophon copied by ʻAlī ibn Aḥmad ibn ʻUthmān ibn ... (fol. 170b).|Signature: ʻAbd al-Malik ibn ʻAlī al-Shāmī dated 1078 in Madīna (fol. 1a). Acquired from Brill, Leyden, 1900.","",2026-02-24 11:08:24 -0500,20240910,20251219-princeton-marcxml-islamic-561-main.xml
,"","",marc-xml,amremm,Q12264,Princeton University,9963579843506421,Islamic Manuscripts Garrett no. 1013H,https://catalog.princeton.edu/catalog/9963579843506421,https://figgy.princeton.edu/concern/scanned_resources/fd455304-ad9d-4310-878a-2bad8e8ece83/manifest,"","","19 Jumādá Awwal 1156 [July 11, 1743",1743,18,http://vocab.getty.edu/aat/300404512,true,Kitāb al-Suyūf al-ṣiqāl fī raqabat man yunkiru karāmāt al-awliyāʼ baʻda al-intiqāl /,كتاب السيوف الصقال في رقبة من ينكر كرامات الاوليا بعد الانتقال /,Suyūf al-ṣiqāl fī raqabat man yunkiru karāmāt al-awliyāʼ baʻda al-intiqāl,سيوف الصقال في رقبة من ينکر کرامات الاولياء بعد الانتقال,"",Autographs|Watermarks,Q38431|Q5815,"Muslim saints--Early works to 1800|Miracles (Islam)--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Miracles (Islam)|Muslim saints",Q11264;Q300|Q63817;Q300|Q256;Q11460|Q63817|Q11264,"Khazrajī, ʻAbd al-Bāqī ibn ʻAbd al-Raḥmān, -1667 or 1668",خزرجي، عبد الباقي بن عبد الرحمن، -1667 or 1668,Q110591,"","","","","","","","","","","","",ara,Q118,paper,Q31,Extent: 10 leaves : paper ; 195 x 140 (140 x 75) mm bound to 197 x 148 mm.,"Ms. codex.|Title from title page (fol. 1a).|It is stated in the colophon that the work was composed 1075 [1664/5]. Several fāʼidah on title page.|Collation: Paper ; fol. i (later paper) + 10 + i (later paper) ; modern foliation in pencil using Western numerals.|Layout: 15 lines per page.|Description: Rubricated ; watermarks (roman-alphabet lettering ""Provence"" and ""[star]DON."") ; MS in good condition.|Origin: According to colophon copy completed 19 Jumādá Awwal 1156 (fol. 10b).|Ownership signature: Aḥmad al-Azʹharī[?] al-Shāfiʻī (fol. 1a). Acquired from Brill, Leyden, 1900.","",2026-02-24 11:08:24 -0500,20240910,20251219-princeton-marcxml-islamic-561-main.xml
