signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNote,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link
"Wellesley, Massachusetts, Wellesley College, MS 1","manuscript containing Lectionary, for Augustinian use",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1400,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Written in a Gothic bookhand in black ink. Red rubrics.,Q397,"Lectionary, for Augustinian use",Lectionary,https://catalog.digital-scriptorium.org/entity/Q663,,Q130387478,Q49205,DS12779,in00000624338,MS 1,,https://catalog.digital-scriptorium.org/entity/Q55420,https://libcat.wellesley.edu/Record/in00000624338
"Wellesley, Massachusetts, Wellesley College, MS 5","manuscript containing Antiphonal and hymnal, Franciscan use",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1500,1500,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in a Gothic bookhand in black ink. Red rubrics.,Q397,"Antiphonal and hymnal, Franciscan use",Antiphonary|Hymnal,https://catalog.digital-scriptorium.org/entity/Q654|https://catalog.digital-scriptorium.org/entity/Q666,,Q116250783,Q49205,DS12781,in00000625981,MS 5,,https://catalog.digital-scriptorium.org/entity/Q55426,https://libcat.wellesley.edu/Record/in00000625981
"Wellesley, Massachusetts, Wellesley College, MS 26","manuscript containing Psalter, Breviary",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1400,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in an Italian Gothic hand in black ink. Red rubrics.,Q397,"Psalter, Breviary",Breviary|Psalter,https://catalog.digital-scriptorium.org/entity/Q657|https://catalog.digital-scriptorium.org/entity/Q660,,Q97586047|Q130387460,Q49205,DS12784,in00000625703,MS 26,,https://catalog.digital-scriptorium.org/entity/Q55435,https://libcat.wellesley.edu/Record/in00000625703
"Wellesley, Massachusetts, Wellesley College, MS 30","manuscript containing Book of Hours, Use of Rouen",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q1244,,,Script: Written in a bâtarde bookhand in brown ink. Red rubrics.,Q397,"Book of Hours, Use of Rouen",Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,Q130360359,Q49205,DS12790,in00000625976,MS 30,,https://catalog.digital-scriptorium.org/entity/Q55453,https://libcat.wellesley.edu/Record/in00000625976
"Wellesley, Massachusetts, Wellesley College, MS Arabic 2",manuscript containing Ḥilyat al-rijāl,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1580,1580,,,,,Q13955,Ḥilyat al-rijāl,Ḥilyat al-rijāl,https://catalog.digital-scriptorium.org/entity/Q54679,Q3646767,,Q49205,DS12769,in00000671672,MS Arabic 2,https://repository.wellesley.edu/node/35380/manifest,https://catalog.digital-scriptorium.org/entity/Q55390,https://libcat.wellesley.edu/Record/in00000671672
"Wellesley, Massachusetts, Wellesley College, MS 15",manuscript containing Regulations for the establishment of the Confadria de Santa Maria de la ho[pital] de Recomador,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1500,1500,https://catalog.digital-scriptorium.org/entity/Q129|https://catalog.digital-scriptorium.org/entity/Q7792,,,Script: Written in a Spanish rotunda (with some cursive elements) in brown ink. Red rubrics. Spaces for initials left blank.,Q1321,Regulations for the establishment of the Confadria de Santa Maria de la ho[pital] de Recomador,Regulations,https://catalog.digital-scriptorium.org/entity/Q3135,,,Q49205,DS12770,in00000625540,MS 15,,https://catalog.digital-scriptorium.org/entity/Q55393,https://libcat.wellesley.edu/Record/in00000625540
"Wellesley, Massachusetts, Wellesley College, MS Greek 1",manuscript containing Compilation of Greek texts,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99|https://catalog.digital-scriptorium.org/entity/Q98,1550,1650,https://catalog.digital-scriptorium.org/entity/Q16421,,,,Q9129,Compilation of Greek texts,Greek texts,https://catalog.digital-scriptorium.org/entity/Q11984,,,Q49205,DS12771,in00000671653,MS Greek 1,,https://catalog.digital-scriptorium.org/entity/Q55396,https://libcat.wellesley.edu/Record/in00000671653
"Wellesley, Massachusetts, Wellesley College, MS Greek 2",manuscript containing Compilation of Greek liturgical texts,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1450,1459,https://catalog.digital-scriptorium.org/entity/Q16421,,,,Q9129,Compilation of Greek liturgical texts,Liturgical texts|Greek texts,https://catalog.digital-scriptorium.org/entity/Q6055|https://catalog.digital-scriptorium.org/entity/Q11984,,,Q49205,DS12772,in00000671654,MS Greek 2,,https://catalog.digital-scriptorium.org/entity/Q55399,https://libcat.wellesley.edu/Record/in00000671654
"Wellesley, Massachusetts, Wellesley College, MS Arabic 3","manuscript containing Arabic manuscript about a waqf, from the Mamluk Sultanate, Cairo, Egypt",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1480,1480,https://catalog.digital-scriptorium.org/entity/Q3086|https://catalog.digital-scriptorium.org/entity/Q3093,,,,Q13955,"Arabic manuscript about a waqf, from the Mamluk Sultanate, Cairo, Egypt",Arabic text,https://catalog.digital-scriptorium.org/entity/Q38349,Q557847,,Q49205,DS12773,in00000671684,MS Arabic 3,https://repository.wellesley.edu/node/35491/manifest,https://catalog.digital-scriptorium.org/entity/Q55402,https://libcat.wellesley.edu/Record/in00000671684
"Wellesley, Massachusetts, Wellesley College, P900",manuscript containing Paradiso,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1450,https://catalog.digital-scriptorium.org/entity/Q7507,,,"Script: Written in a Humanistic bookhand, with a smaller module used for the commentary in black ink. Red rubrics.",Q652,Paradiso,Paradiso,https://catalog.digital-scriptorium.org/entity/Q39575,Q1067,,Q49205,DS12774,in00000626089,P900,https://repository.wellesley.edu/node/36228/manifest,https://catalog.digital-scriptorium.org/entity/Q55405,https://libcat.wellesley.edu/Record/in00000626089
