signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNote,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link
"Wellesley, Massachusetts, Wellesley College, MS 3",manuscript containing Gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q98,1450,1550,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in an Italian rotunda in black ink. Red rubrics.,Q397,Gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,,Q49205,DS12775,in00000625707,MS 3,,https://catalog.digital-scriptorium.org/entity/Q55408,https://libcat.wellesley.edu/Record/in00000625707
"Wellesley, Massachusetts, Wellesley College, MS 13",manuscript containing Carta de hidalguia,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1549,1549,https://catalog.digital-scriptorium.org/entity/Q129|https://catalog.digital-scriptorium.org/entity/Q6979,,,Script: Written in a Spanish rotunda in black ink.,Q1321,Carta de hidalguia,Carta ejecutoria,https://catalog.digital-scriptorium.org/entity/Q3718,Q32500,,Q49205,DS12776,in00000625539,MS 13,,https://catalog.digital-scriptorium.org/entity/Q55411,https://libcat.wellesley.edu/Record/in00000625539
"Wellesley, Massachusetts, Wellesley College, P946",manuscript containing De vita solitaria /,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1450,https://catalog.digital-scriptorium.org/entity/Q126|https://catalog.digital-scriptorium.org/entity/Q1114,,,"Script: Written in a Gothic bookhand in black ink. Marginal rubrics are black, in-text are red.",Q397,De vita solitaria /,De vita solitaria,https://catalog.digital-scriptorium.org/entity/Q54680,Q258369,,Q49205,DS12777,in00000626431,P946,https://repository.wellesley.edu/node/33362/manifest,https://catalog.digital-scriptorium.org/entity/Q55414,https://libcat.wellesley.edu/Record/in00000626431
"Wellesley, Massachusetts, Wellesley College, MS 7",manuscript containing Interpretationes Vergilianae,Q87167,,https://catalog.digital-scriptorium.org/entity/Q97,1460,1460,https://catalog.digital-scriptorium.org/entity/Q3084,,,Script: Written in a humanistic cursive in black ink. Red rubrics.,Q397,Interpretationes Vergilianae,Interpretationes Vergilianae,https://catalog.digital-scriptorium.org/entity/Q54681,Q1116711,,Q49205,DS12778,in00000626049,MS 7,,https://catalog.digital-scriptorium.org/entity/Q55417,https://libcat.wellesley.edu/Record/in00000626049
"Wellesley, Massachusetts, Wellesley College, MS 14",manuscript containing Carta de hidalguia,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1564,1564,https://catalog.digital-scriptorium.org/entity/Q129|https://catalog.digital-scriptorium.org/entity/Q3081,,,Script: Written in a Spanish rotunda in black ink. 9-line black initials throughout.,Q1321,Carta de hidalguia,Carta ejecutoria,https://catalog.digital-scriptorium.org/entity/Q3718,Q34417,,Q49205,DS12780,in00000625538,MS 14,,https://catalog.digital-scriptorium.org/entity/Q55423,https://libcat.wellesley.edu/Record/in00000625538
"Wellesley, Massachusetts, Wellesley College, MS 18",manuscript containing Antiphonal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1400,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Written in a rotunda script in black ink. Red rubrics.,Q397,Antiphonal,Antiphonary,https://catalog.digital-scriptorium.org/entity/Q654,,,Q49205,DS12782,in00000625668,MS 18,,https://catalog.digital-scriptorium.org/entity/Q55429,https://libcat.wellesley.edu/Record/in00000625668
"Wellesley, Massachusetts, Wellesley College, MS 19",manuscript containing De laudibus Beatae Mariae,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1299,https://catalog.digital-scriptorium.org/entity/Q136|https://catalog.digital-scriptorium.org/entity/Q54678,,,Script: Written in a Gothic bookhand (fol. 358-368 in Italian rotunda of the mid-fifteenth century) in black ink. Red rubrics.,Q397,De laudibus Beatae Mariae,De laudibus beatae Mariae Virginis,https://catalog.digital-scriptorium.org/entity/Q44086,Q3431370,,Q49205,DS12783,in00000625690,MS 19,,https://catalog.digital-scriptorium.org/entity/Q55432,https://libcat.wellesley.edu/Record/in00000625690
"Wellesley, Massachusetts, Wellesley College, P1187",manuscript containing I trionfi,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1400,https://catalog.digital-scriptorium.org/entity/Q134,,,"Script: Written in an Italian Gothic bookhand in brown ink, partially faded. Spaces for rubrics left blank.",Q652,I trionfi,Triumphs,https://catalog.digital-scriptorium.org/entity/Q19996,Q1401,,Q49205,DS12785,in00000626073,P1187,https://repository.wellesley.edu/node/36466/manifest,https://catalog.digital-scriptorium.org/entity/Q55438,https://libcat.wellesley.edu/Record/in00000626073
"Wellesley, Massachusetts, Wellesley College, MS 28","manuscript containing Book of Hours, use of Rome",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q1114|https://catalog.digital-scriptorium.org/entity/Q7504,,,Script: Written in a Gothic bookhand in black ink. Red rubrics.,Q397,"Book of Hours, use of Rome",Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q49205,DS12786,in00000625705,MS 28,,https://catalog.digital-scriptorium.org/entity/Q55441,https://libcat.wellesley.edu/Record/in00000625705
"Wellesley, Massachusetts, Wellesley College, MS 20","manuscript containing Book of Hours, Use of Rome",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q1114|https://catalog.digital-scriptorium.org/entity/Q8376,,,Script: Written in a Gothic bookhand in brown ink. Red rubrics.,Q397,"Book of Hours, Use of Rome",Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q49205,DS12787,in00000625692,MS 20,,https://catalog.digital-scriptorium.org/entity/Q55444,https://libcat.wellesley.edu/Record/in00000625692
"Wellesley, Massachusetts, Wellesley College, MS Ege 2","manuscript containing Leaf from Bible, II Chronicles 29:10 ""et avertat""-31:4",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1100,1100,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in a late romanesque script (written below top line) in brown ink. Red rubrics.,Q397,"Leaf from Bible, II Chronicles 29:10 ""et avertat""-31:4",Bible|Second Book of Chronicles,https://catalog.digital-scriptorium.org/entity/Q661|https://catalog.digital-scriptorium.org/entity/Q54682,,,Q49205,DS12788,in00000626091,MS Ege 2,,https://catalog.digital-scriptorium.org/entity/Q55447,https://libcat.wellesley.edu/Record/in00000626091
"Wellesley, Massachusetts, Wellesley College, MS Ege A","manuscript containing Leaf from Bible, Matthew 15-16",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1000,1000,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Written in a late caroline minuscule script in brown ink. Red rubrics.,Q397,"Leaf from Bible, Matthew 15-16",Bible|Gospel of Matthew,https://catalog.digital-scriptorium.org/entity/Q661|https://catalog.digital-scriptorium.org/entity/Q1389,,,Q49205,DS12789,in00000626094,MS Ege A,,https://catalog.digital-scriptorium.org/entity/Q55450,https://libcat.wellesley.edu/Record/in00000626094
