signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Chicago, Illinois, Newberry Library, VAULT Ayer MS 1472",manuscript containing Codex Zempoala,Q87167,https://catalog.digital-scriptorium.org/entity/Q22,https://catalog.digital-scriptorium.org/entity/Q100,1720,1720,,,,,Q13300,Codex Zempoala,Codex,https://catalog.digital-scriptorium.org/entity/Q1361,,Q1066666,Q616527,DS17674,991365478805867,VAULT Ayer MS 1472,https://collections.newberry.org/IIIF3/Presentation/Manifest/2KXJ8ZS8LX7TE,https://catalog.digital-scriptorium.org/entity/Q72715,https://search.digital-scriptorium.org/catalog/DS17674,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991365478805867,Q72714
"Chicago, Illinois, Newberry Library, VAULT oversize Case MS 167",manuscript containing Fragment of Dives and pauper,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,,,,,Q36395,Fragment of Dives and pauper,Rich man and Lazarus,https://catalog.digital-scriptorium.org/entity/Q67273,,Q120691896,Q616527,DS17686,991418708805867,VAULT oversize Case MS 167,https://collections.newberry.org/IIIF3/Presentation/Manifest/2KXJ8ZPBT6QD,https://catalog.digital-scriptorium.org/entity/Q72751,https://search.digital-scriptorium.org/catalog/DS17686,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991418708805867,Q72750
"Chicago, Illinois, Newberry Library, VAULT folio Case MS 5031",manuscript containing Household accounts for the French royal household in Amboise,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1552,1552,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q66887,,,,Q150,Household accounts for the French royal household in Amboise,Accounts,https://catalog.digital-scriptorium.org/entity/Q7851,,Q131623164,Q616527,DS17694,991447418805867,VAULT folio Case MS 5031,https://collections.newberry.org/IIIF3/Presentation/Manifest/2KXJ8ZSGCU1L6,https://catalog.digital-scriptorium.org/entity/Q72775,https://search.digital-scriptorium.org/catalog/DS17694,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991447418805867,Q72774
"Chicago, Illinois, Newberry Library, VAULT folio Wing MS 118",manuscript containing Calligraphic manual of sample letters,Q87167,,https://catalog.digital-scriptorium.org/entity/Q98,1520,1539,https://catalog.digital-scriptorium.org/entity/Q651,,,,Q150,Calligraphic manual of sample letters,Calligraphy,https://catalog.digital-scriptorium.org/entity/Q39902,,Q94802474,Q616527,DS17704,991565438805867,VAULT folio Wing MS 118,,https://catalog.digital-scriptorium.org/entity/Q72805,https://search.digital-scriptorium.org/catalog/DS17704,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991565438805867,Q72804
"Chicago, Illinois, Newberry Library, VAULT Greek MS 2",manuscript containing Gospels,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1100,1199,,,,,Q9129,Gospels,Gospels,https://catalog.digital-scriptorium.org/entity/Q6034,,Q1607179,Q616527,DS17705,991601798805867,VAULT Greek MS 2,,https://catalog.digital-scriptorium.org/entity/Q72808,https://search.digital-scriptorium.org/catalog/DS17705,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991601798805867,Q72807
"Chicago, Illinois, Newberry Library, VAULT folio Greek MS 3",manuscript containing Papyrus fragment of private accounts,Q87167,https://catalog.digital-scriptorium.org/entity/Q32,https://catalog.digital-scriptorium.org/entity/Q84,150,150,,,,,Q9129,Papyrus fragment of private accounts,Accounts,https://catalog.digital-scriptorium.org/entity/Q7851,,Q3567041,Q616527,DS17706,991606668805867,VAULT folio Greek MS 3,,https://catalog.digital-scriptorium.org/entity/Q72811,https://search.digital-scriptorium.org/catalog/DS17706,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991606668805867,Q72810
"Chicago, Illinois, Newberry Library, VAULT Case MS 5113",manuscript containing Universae logicae co[m]pendium ordine et filo Aristotelico traditum et distributu[m] in 8 tractatus quorum pr[imum] est De praedicabilibus,Q87167,,https://catalog.digital-scriptorium.org/entity/Q98,1580,1599,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,Universae logicae co[m]pendium ordine et filo Aristotelico traditum et distributu[m] in 8 tractatus quorum pr[imum] est De praedicabilibus,Text on logic,https://catalog.digital-scriptorium.org/entity/Q20450,,Q131623170,Q616527,DS17708,991671438805867,VAULT Case MS 5113,,https://catalog.digital-scriptorium.org/entity/Q72817,https://search.digital-scriptorium.org/catalog/DS17708,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991671438805867,Q72816
"Chicago, Illinois, Newberry Library, VAULT Ayer MS 612","manuscript containing Tarih-i Yeni Dünya, el-musemma be hadis-i nev",Q87167,,https://catalog.digital-scriptorium.org/entity/Q99,1600,1600,,,,,Q36730,"Tarih-i Yeni Dünya, el-musemma be hadis-i nev",Tarihi-i Hind-i Garbi,https://catalog.digital-scriptorium.org/entity/Q67276,,Q3699936,Q616527,DS17714,991742248805867,VAULT Ayer MS 612,https://collections.newberry.org/IIIF3/Presentation/Manifest/2KXJ8ZSFHTDKG,https://catalog.digital-scriptorium.org/entity/Q72835,https://search.digital-scriptorium.org/catalog/DS17714,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991742248805867,Q72834
"Chicago, Illinois, Newberry Library, VAULT Case MS 5195",manuscript containing Instructions for performing the musical parts of the Mass throughout the church year,Q87167,,https://catalog.digital-scriptorium.org/entity/Q99,1601,1620,https://catalog.digital-scriptorium.org/entity/Q131|https://catalog.digital-scriptorium.org/entity/Q5000,,,,Q188|Q397,Instructions for performing the musical parts of the Mass throughout the church year,Liturgical text,https://catalog.digital-scriptorium.org/entity/Q10839,,Q72938313,Q616527,DS17722,991761698805867,VAULT Case MS 5195,,https://catalog.digital-scriptorium.org/entity/Q72859,https://search.digital-scriptorium.org/catalog/DS17722,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991761698805867,Q72858
"Chicago, Illinois, Newberry Library, VAULT Case BT620 .A58 1589 no.16",manuscript containing Theses theologice; de sÿncera ac solida verbi Dei in religionis potissimum controuersijs dirimendis interpretatione ad publicam disputationem propositae,Q87167,,https://catalog.digital-scriptorium.org/entity/Q98,1588,1588,https://catalog.digital-scriptorium.org/entity/Q131|https://catalog.digital-scriptorium.org/entity/Q5000,,,,Q397,Theses theologice; de sÿncera ac solida verbi Dei in religionis potissimum controuersijs dirimendis interpretatione ad publicam disputationem propositae,Theological texts,https://catalog.digital-scriptorium.org/entity/Q822,,Q131623177,Q616527,DS17724,991764478805867,VAULT Case BT620 .A58 1589 no.16,,https://catalog.digital-scriptorium.org/entity/Q72865,https://search.digital-scriptorium.org/catalog/DS17724,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma991764478805867,Q72864
