signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNote,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link
"Lawrence, Kansas, University of Kansas, MS B17","manuscript containing Hagiographical accounts of Saint Vitus, Saint Modestus and Saint Crescentia",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1301,1400,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written by a single hand in Gothic rotunda.,Q397,"Hagiographical accounts of Saint Vitus, Saint Modestus and Saint Crescentia",Hagiography,https://catalog.digital-scriptorium.org/entity/Q6022,,Q2147709|Q120442560|Q75889469,Q52413,DS1117,2955434,MS B17,https://iiif.archive.org/iiif/images_MSB17_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6211,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER2955434
"Lawrence, Kansas, University of Kansas, MS C212","manuscript containing Collection of documents from Abbaye Saint-Sulpice-en-Bugey, mostly relating to the foundation of Abbaye de Chassagne-en-Bresse",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1165,1200,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written by at least three hands in Praegothica (hand 1: folio 1v; hand 2: folios 2r-[8bis]v; hand 3: folios [8bis]v-9v).,Q397,"Collection of documents from Abbaye Saint-Sulpice-en-Bugey, mostly relating to the foundation of Abbaye de Chassagne-en-Bresse",Document,https://catalog.digital-scriptorium.org/entity/Q8301,,Q55672340|Q1572876,Q52413,DS1188,2961868,MS C212,,https://catalog.digital-scriptorium.org/entity/Q6424,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER2961868
"Lawrence, Kansas, University of Kansas, MS C299",manuscript containing Treatise on conveyancing,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1459,1468,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written by at least two hands in Anglicana formata.,Q397,Treatise on conveyancing,Treatises,https://catalog.digital-scriptorium.org/entity/Q5969,,Q7794558,Q52413,DS1243,2990668,MS C299,,https://catalog.digital-scriptorium.org/entity/Q6589,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER2990668
"Lawrence, Kansas, University of Kansas, MS Q95","manuscript containing Leaf containing psalms 136 (137), 137 (138), 138 (139)",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1401,1500,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written by a single hand in Gothic rotunda.,Q397,"Leaf containing psalms 136 (137), 137 (138), 138 (139)",Psalms,https://catalog.digital-scriptorium.org/entity/Q5972,,Q120442570,Q52413,DS1335,9855073,MS Q95,,https://catalog.digital-scriptorium.org/entity/Q6826,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9855073
"Lawrence, Kansas, University of Kansas, MS 9/1:B10",manuscript containing Commentary on the Pauline Epistles,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q95,1190,1210,,,,Script: Early Gothic,Q397,Commentary on the Pauline Epistles,Bible commentary|Commentary on Pauline Epistles,https://catalog.digital-scriptorium.org/entity/Q1433|https://catalog.digital-scriptorium.org/entity/Q5954,Q315347,,Q52413,DS1303,9852377,MS 9/1:B10,https://iiif.archive.org/iiif/images_1B10_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6730,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9852377
"Lawrence, Kansas, University of Kansas, MS 9/1:B7",manuscript containing Dominica IIII [verso,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1150,1199,,,,Script: Gothic,Q397,Dominica IIII [verso,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q52413,DS1304,9852378,MS 9/1:B7,https://iiif.archive.org/iiif/images_1B7_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6733,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9852378
"Lawrence, Kansas, University of Kansas, MS 9/1:C1",manuscript containing Lectionary of the gospels,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1100,1199,,,,Script: Late Caroline minuscule,Q397,Lectionary of the gospels,Lectionary,https://catalog.digital-scriptorium.org/entity/Q663,,,Q52413,DS1305,9852379,MS 9/1:C1,https://iiif.archive.org/iiif/images_1C1_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6736,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9852379
"Lawrence, Kansas, University of Kansas, MS C21",manuscript containing Chur Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94,1190,1210,,,,Script: Pregothic,Q397,Chur Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q52413,DS1306,9852380,MS C21,https://iiif.archive.org/iiif/images_MSC21_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6739,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9852380
"Lawrence, Kansas, University of Kansas, MS J6:3:B2","manuscript containing Bible, N. T., Acts of the Apostles",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1200,1225,,,,Script: Gothic,Q397,"Bible, N. T., Acts of the Apostles",New Testament|Bible|Acts of the Apostles,https://catalog.digital-scriptorium.org/entity/Q655|https://catalog.digital-scriptorium.org/entity/Q661|https://catalog.digital-scriptorium.org/entity/Q6009,,,Q52413,DS1307,9852381,MS J6:3:B2,https://iiif.archive.org/iiif/images_MSJ63B2_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6742,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9852381
"Lawrence, Kansas, University of Kansas, MS J6:3:B3",manuscript containing Moralia in Job,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1100,1199,,,,Script: Caroline minuscule,Q397,Moralia in Job,Moralia in Job,https://catalog.digital-scriptorium.org/entity/Q863,Q42827,,Q52413,DS1308,9852382,MS J6:3:B3,https://iiif.archive.org/iiif/images_MSJ63B3_30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q6745,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/1n9tuvc/KU_VOYAGER9852382
