signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Malibu, California, Vassar College, Leaves 1-2",manuscript containing Two leaves from a decorated pocket Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1275,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written in gothic script.,Q397,Two leaves from a decorated pocket Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2093794,DS30307,991019347760707396,Leaves 1-2,,https://catalog.digital-scriptorium.org/entity/Q114152,https://search.digital-scriptorium.org/catalog/DS30307,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019347760707396,https://catalog.digital-scriptorium.org/entity/Q114151
"Malibu, California, Vassar College, Leaf 3",manuscript containing Fragment of a glossed Psalms,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94,1180,1220,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in two sizes of script.,Q397,Fragment of a glossed Psalms,Psalms,https://catalog.digital-scriptorium.org/entity/Q5972,,,Q2093794,DS30308,991019347760607396,Leaf 3,,https://catalog.digital-scriptorium.org/entity/Q114155,https://search.digital-scriptorium.org/catalog/DS30308,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019347760607396,https://catalog.digital-scriptorium.org/entity/Q114154
"Malibu, California, Vassar College, Leaf 4","manuscript containing A fragmentary leaf, apparently a list of aphorisms set to music",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1000,1000,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Written in Caroline minuscule.,Q397,"A fragmentary leaf, apparently a list of aphorisms set to music",Aphorisms,https://catalog.digital-scriptorium.org/entity/Q44049,,,Q2093794,DS30309,991019347759707396,Leaf 4,,https://catalog.digital-scriptorium.org/entity/Q114158,https://search.digital-scriptorium.org/catalog/DS30309,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019347759707396,https://catalog.digital-scriptorium.org/entity/Q114157
"Malibu, California, Vassar College, Leaf 5","manuscript containing A leaf from Philp the Chancellor (d. 1236), Sermons",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1240,1300,https://catalog.digital-scriptorium.org/entity/Q136,,,Script: Written in gothic script.,Q397,"A leaf from Philp the Chancellor (d. 1236), Sermons",Sermons,https://catalog.digital-scriptorium.org/entity/Q1400,Q768555,,Q2093794,DS30310,991019347859407396,Leaf 5,,https://catalog.digital-scriptorium.org/entity/Q114161,https://search.digital-scriptorium.org/catalog/DS30310,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019347859407396,https://catalog.digital-scriptorium.org/entity/Q114160
"Malibu, California, Vassar College, Leaf 6","manuscript containing A leaf from Thomas Aquinas, Commentary on the Sentences of Peter Lombard",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1500,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in humanistic script.,Q397,"A leaf from Thomas Aquinas, Commentary on the Sentences of Peter Lombard",Commentary on Sentences,https://catalog.digital-scriptorium.org/entity/Q7516,Q9438,,Q2093794,DS30311,991019350160707396,Leaf 6,,https://catalog.digital-scriptorium.org/entity/Q114164,https://search.digital-scriptorium.org/catalog/DS30311,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019350160707396,https://catalog.digital-scriptorium.org/entity/Q114163
"Malibu, California, Vassar College, Leaf 7","manuscript containing A leaf from a book of hours, in Latin with French rubrics, with miniatures or St. Francis and St. Laurence",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1475,1485,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic bâtarde script.,Q397,"A leaf from a book of hours, in Latin with French rubrics, with miniatures or St. Francis and St. Laurence",Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q2093794,DS30312,991019350060507396,Leaf 7,,https://catalog.digital-scriptorium.org/entity/Q114167,https://search.digital-scriptorium.org/catalog/DS30312,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019350060507396,https://catalog.digital-scriptorium.org/entity/Q114166
"Malibu, California, Vassar College, Leaf 8",manuscript containing A leaf from a Processional,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1400,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic textura script.,Q397,A leaf from a Processional,Processional,https://catalog.digital-scriptorium.org/entity/Q1336,,,Q2093794,DS30313,991019350560607396,Leaf 8,,https://catalog.digital-scriptorium.org/entity/Q114170,https://search.digital-scriptorium.org/catalog/DS30313,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019350560607396,https://catalog.digital-scriptorium.org/entity/Q114169
"Malibu, California, Vassar College, Leaf 9",manuscript containing A leaf from a gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1500,1500,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic textura script.,Q397,A leaf from a gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,,Q2093794,DS30314,991019350560507396,Leaf 9,,https://catalog.digital-scriptorium.org/entity/Q114173,https://search.digital-scriptorium.org/catalog/DS30314,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019350560507396,https://catalog.digital-scriptorium.org/entity/Q114172
"Malibu, California, Vassar College, Leaf 10",manuscript containing Leaf from a breviary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1464,1464,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in rounded gothic script.,Q397,Leaf from a breviary,Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,,Q2093794,DS30315,991019350158507396,Leaf 10,,https://catalog.digital-scriptorium.org/entity/Q114176,https://search.digital-scriptorium.org/catalog/DS30315,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019350158507396,https://catalog.digital-scriptorium.org/entity/Q114175
"Malibu, California, Vassar College, Leaf 11","manuscript containing Leaf from a Praxapostolos, in Armenian",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98|https://catalog.digital-scriptorium.org/entity/Q97,1400,1599,https://catalog.digital-scriptorium.org/entity/Q2822,,,Script: Written in bolorgir script.,Q8785,"Leaf from a Praxapostolos, in Armenian",Praxapostolos,https://catalog.digital-scriptorium.org/entity/Q54353,,,Q2093794,DS30316,991019355855907396,Leaf 11,,https://catalog.digital-scriptorium.org/entity/Q114179,https://search.digital-scriptorium.org/catalog/DS30316,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019355855907396,https://catalog.digital-scriptorium.org/entity/Q114178
"Malibu, California, Vassar College, Leaf 12","manuscript containing Leaf from a Breviary, use of Sarum(?)",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1450,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic textura script.,Q397,"Leaf from a Breviary, use of Sarum(?)",Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,,Q2093794,DS30317,991019355955807396,Leaf 12,,https://catalog.digital-scriptorium.org/entity/Q114182,https://search.digital-scriptorium.org/catalog/DS30317,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019355955807396,https://catalog.digital-scriptorium.org/entity/Q114181
"Malibu, California, Vassar College, Leaf 13","manuscript containing Leaf from a Breviary, use of Sarum(?)",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1450,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic script.,Q397,"Leaf from a Breviary, use of Sarum(?)",Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,,Q2093794,DS30318,991019356455907396,Leaf 13,,https://catalog.digital-scriptorium.org/entity/Q114185,https://search.digital-scriptorium.org/catalog/DS30318,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019356455907396,https://catalog.digital-scriptorium.org/entity/Q114184
"Malibu, California, Vassar College, Leaf 14","manuscript containing Leaf from a Book of hours, Use of Troyes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic textura script.,Q397,"Leaf from a Book of hours, Use of Troyes",Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q2093794,DS30319,991019357055107396,Leaf 14,,https://catalog.digital-scriptorium.org/entity/Q114188,https://search.digital-scriptorium.org/catalog/DS30319,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019357055107396,https://catalog.digital-scriptorium.org/entity/Q114187
