signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"New York, New York, Columbia University Rare Book & Manuscript Library, MS X893.1 Sp4",manuscript containing Derushim ʻal pesuke ha-mikra; mi-kabalat ha-Ari,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1700,1700,https://catalog.digital-scriptorium.org/entity/Q131,,,,Q9288,Derushim ʻal pesuke ha-mikra; mi-kabalat ha-Ari,Kabbalistic texts,https://catalog.digital-scriptorium.org/entity/Q39650,,Q107154210,Q4079856,DS18533,7518795,MS X893.1 Sp4,,https://catalog.digital-scriptorium.org/entity/Q77324,https://search.digital-scriptorium.org/catalog/DS18533,https://clio.columbia.edu/catalog/7518795,https://catalog.digital-scriptorium.org/entity/Q77323
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 258",manuscript containing al-Juzʼ al-ʻishrūn,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98|https://catalog.digital-scriptorium.org/entity/Q97,1400,1550,https://catalog.digital-scriptorium.org/entity/Q3079|https://catalog.digital-scriptorium.org/entity/Q3096,,,"Script: Written in mamluk style naskh in black ink; pointed, vocalized.",,al-Juzʼ al-ʻishrūn,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,Q1174369,Q4079856,DS6573,13680014,MS Or 258,https://iiif.archive.org/iiif/ldpd_14230888_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29056,https://search.digital-scriptorium.org/catalog/DS6573,https://clio.columbia.edu/catalog/13680014,https://catalog.digital-scriptorium.org/entity/Q29055
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 276",manuscript containing Dhakhīrat al-Iskandar al-Malik ibn Fīliqs Dhī al-Qarnayn,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101|https://catalog.digital-scriptorium.org/entity/Q100,1700,1850,,,,Script: Written in clear naskh in black ink; pointed.,Q13955,Dhakhīrat al-Iskandar al-Malik ibn Fīliqs Dhī al-Qarnayn,Dhakhīrat al-Iskandar al-Malik ibn Fīliqs Dhī al-Qarnayn,https://catalog.digital-scriptorium.org/entity/Q27852,,Q5536449,Q4079856,DS6576,13720578,MS Or 276,https://iiif.archive.org/iiif/ldpd_14230896_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29065,https://search.digital-scriptorium.org/catalog/DS6576,https://clio.columbia.edu/catalog/13720578,https://catalog.digital-scriptorium.org/entity/Q29064
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 269",manuscript containing al-Risālah fī al-uṣūl al-ʻasharah min al-taṣawwuf. Risālat al-Taḥdhīr,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1709,1709,,,,Script: Written in clear nastaʻliq in black ink; pointed.,Q13955,al-Risālah fī al-uṣūl al-ʻasharah min al-taṣawwuf. Risālat al-Taḥdhīr,al-Risālah fī al-uṣūl al-ʻasharah min al-taṣawwuf,https://catalog.digital-scriptorium.org/entity/Q27644,,Q5536449,Q4079856,DS6580,13682297,MS Or 269,https://iiif.archive.org/iiif/ldpd_14294916_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29077,https://search.digital-scriptorium.org/catalog/DS6580,https://clio.columbia.edu/catalog/13682297,https://catalog.digital-scriptorium.org/entity/Q29076
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 271 - FOLIO",manuscript containing al-Qurʼān,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1800,1899,https://catalog.digital-scriptorium.org/entity/Q2822,,,"Script: Written in naskh and thuluth, chiefly in black ink; pointed, vocalized",Q13955,al-Qurʼān,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,Q5536449,Q4079856,DS6581,14011086,MS Or 271 - FOLIO,https://iiif.archive.org/iiif/ldpd_14294918_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29080,https://search.digital-scriptorium.org/catalog/DS6581,https://clio.columbia.edu/catalog/14011086,https://catalog.digital-scriptorium.org/entity/Q29079
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 285",manuscript containing Collection of works on astronomy and astronomical instruments,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100|https://catalog.digital-scriptorium.org/entity/Q99,1694,1799,https://catalog.digital-scriptorium.org/entity/Q3079,,,Script: Written in rapid naskh in black ink; pointed.,Q13955|Q36730,Collection of works on astronomy and astronomical instruments,Astronomical texts,https://catalog.digital-scriptorium.org/entity/Q3129,,Q5536449,Q4079856,DS6583,13848508,MS Or 285,https://iiif.archive.org/iiif/ldpd_14294920_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29086,https://search.digital-scriptorium.org/catalog/DS6583,https://clio.columbia.edu/catalog/13848508,https://catalog.digital-scriptorium.org/entity/Q29085
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 290",manuscript containing Khulāṣat al-ḥisāb. al-Risālah al-Muḥammadīyah,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101|https://catalog.digital-scriptorium.org/entity/Q100,1750,1850,,,,"Script: Written in nastaʻliq in black ink, pointed.",Q13955,Khulāṣat al-ḥisāb. al-Risālah al-Muḥammadīyah,Khulāṣat al-ḥisāb,https://catalog.digital-scriptorium.org/entity/Q27667,,Q5536449,Q4079856,DS6584,13718686,MS Or 290,https://iiif.archive.org/iiif/ldpd_14294921_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29089,https://search.digital-scriptorium.org/catalog/DS6584,https://clio.columbia.edu/catalog/13718686,https://catalog.digital-scriptorium.org/entity/Q29088
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 298",manuscript containing Risālah dar hayʼat. [Sharḥ-i Risālah dar hayʼat,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101|https://catalog.digital-scriptorium.org/entity/Q100,1700,1899,https://catalog.digital-scriptorium.org/entity/Q3079,,,"Script: Written in nastaʻlīq in black ink; pointed, unvocalized.",Q9168,Risālah dar hayʼat. [Sharḥ-i Risālah dar hayʼat,Sharḥ-i Risālah dar hayʼat,https://catalog.digital-scriptorium.org/entity/Q27610,,Q5536449,Q4079856,DS6585,13720584,MS Or 298,https://iiif.archive.org/iiif/ldpd_14294922_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29092,https://search.digital-scriptorium.org/catalog/DS6585,https://clio.columbia.edu/catalog/13720584,https://catalog.digital-scriptorium.org/entity/Q29091
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 305",manuscript containing Hādhihi risālah fī al-ḥisāb ...,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1719,1720,https://catalog.digital-scriptorium.org/entity/Q3079,,,"Script: Naskh and nastaʻlīq in black ink; pointed, unvocalized.",Q13955,Hādhihi risālah fī al-ḥisāb ...,Risālah fī al-ḥisāb,https://catalog.digital-scriptorium.org/entity/Q12002,,Q5536449,Q4079856,DS6586,13720586,MS Or 305,https://iiif.archive.org/iiif/ldpd_14294923_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29095,https://search.digital-scriptorium.org/catalog/DS6586,https://clio.columbia.edu/catalog/13720586,https://catalog.digital-scriptorium.org/entity/Q29094
"New York, New York, Columbia University Rare Book & Manuscript Library, MS Or 307",manuscript containing Kitāb fī sharḥ al-Mulakhkhaṣ ...,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99,1670,1672,https://catalog.digital-scriptorium.org/entity/Q3079,,,Script: Written in nastaʻlīq in black ink; pointed.,Q13955|Q36730,Kitāb fī sharḥ al-Mulakhkhaṣ ...,Kitāb fī sharḥ al-Mulakhkhaṣ,https://catalog.digital-scriptorium.org/entity/Q27762,,Q5536449,Q4079856,DS6588,13806437,MS Or 307,https://iiif.archive.org/iiif/ldpd_14294925_001/manifest.json|https://iiif.archive.org/iiif/ldpd_14294925_002/manifest.json|https://iiif.archive.org/iiif/ldpd_14294925_003/manifest.json|https://iiif.archive.org/iiif/ldpd_14294925_004/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29101,https://search.digital-scriptorium.org/catalog/DS6588,https://clio.columbia.edu/catalog/13806437,https://catalog.digital-scriptorium.org/entity/Q29100
