signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link,dsItemID
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 1",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1300,1500,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in a rotund gothic script in black ink.,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16438,carcsc_0154_1_1,CSC-0154 Box 1 Folder 1,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1164~64786/manifest,https://catalog.digital-scriptorium.org/entity/Q69007,https://digitalcollections.rit.edu/luna/servlet/s/o7to0d,https://catalog.digital-scriptorium.org/entity/Q69006
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 2",manuscript containing Antiphonary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134|https://catalog.digital-scriptorium.org/entity/Q19904,,,Script: Written in an angular media Gothic script in black ink.,Q397,Antiphonary,Antiphonary,https://catalog.digital-scriptorium.org/entity/Q654,,,Q2140778,DS16439,carcsc_0154_1_2,CSC-0154 Box 1 Folder 2,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1165~64787/manifest,https://catalog.digital-scriptorium.org/entity/Q69010,https://digitalcollections.rit.edu/luna/servlet/s/n063v0,https://catalog.digital-scriptorium.org/entity/Q69009
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 4",manuscript containing Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q126,,,Script: Written in an angular Gothic script in brown ink.,Q397,Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q2140778,DS16440,carcsc_0154_1_4,CSC-0154 Box 1 Folder 4,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1180~80943/manifest,https://catalog.digital-scriptorium.org/entity/Q69013,https://digitalcollections.rit.edu/luna/servlet/s/wu8jhm,https://catalog.digital-scriptorium.org/entity/Q69012
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 5",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in an angular Gothic script in brown ink.,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16441,carcsc_0154_1_5,CSC-0154 Box 1 Folder 5,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1182~65698/manifest,https://catalog.digital-scriptorium.org/entity/Q69016,https://digitalcollections.rit.edu/luna/servlet/s/u010zn,https://catalog.digital-scriptorium.org/entity/Q69015
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 6",manuscript containing Breviary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98|https://catalog.digital-scriptorium.org/entity/Q97,1400,1599,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in a Gothic rotunda script in black ink.,Q397,Breviary,Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,,Q2140778,DS16442,carcsc_0154_1_6,CSC-0154 Box 1 Folder 6,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1183~65699/manifest,https://catalog.digital-scriptorium.org/entity/Q69019,https://digitalcollections.rit.edu/luna/servlet/s/421s5y,https://catalog.digital-scriptorium.org/entity/Q69018
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 7",manuscript containing Prayer book,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q651,,,Script: Written in an angular Gothic script in black ink.,Q7411,Prayer book,Prayer book,https://catalog.digital-scriptorium.org/entity/Q1486,,,Q2140778,DS16443,carcsc_0154_1_7,CSC-0154 Box 1 Folder 7,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1184~66574/manifest,https://catalog.digital-scriptorium.org/entity/Q69022,https://digitalcollections.rit.edu/luna/servlet/s/50zy0n,https://catalog.digital-scriptorium.org/entity/Q69021
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 8",manuscript containing Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1225,1275,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written in Gothic script in brown ink,Q397,Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2140778,DS16444,carcsc_0154_1_8,CSC-0154 Box 1 Folder 8,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1185~66575/manifest,https://catalog.digital-scriptorium.org/entity/Q69025,https://digitalcollections.rit.edu/luna/servlet/s/lsly55,https://catalog.digital-scriptorium.org/entity/Q69024
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 9",manuscript containing Epistles,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95,1275,1325,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written in Gothic cursiva script in brown ink,Q397,Epistles,Epistles,https://catalog.digital-scriptorium.org/entity/Q1466,Q256541,,Q2140778,DS16445,carcsc_0154_1_9,CSC-0154 Box 1 Folder 9,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1186~80944/manifest,https://catalog.digital-scriptorium.org/entity/Q69028,https://digitalcollections.rit.edu/luna/servlet/s/v0lcb4,https://catalog.digital-scriptorium.org/entity/Q69027
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 10",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in Gothic rotunda script in black ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16446,carcsc_0154_1_10,CSC-0154 Box 1 Folder 10,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1187~66577/manifest,https://catalog.digital-scriptorium.org/entity/Q69031,https://digitalcollections.rit.edu/luna/servlet/s/96mk8q,https://catalog.digital-scriptorium.org/entity/Q69030
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 12",manuscript containing Gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1300,1499,https://catalog.digital-scriptorium.org/entity/Q42088,,,Script: Written in Gothic script in brown ink,Q397,Gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,,Q2140778,DS16447,carcsc_0154_1_12,CSC-0154 Box 1 Folder 12,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1188~66578/manifest,https://catalog.digital-scriptorium.org/entity/Q69034,https://digitalcollections.rit.edu/luna/servlet/s/y2qh4i,https://catalog.digital-scriptorium.org/entity/Q69033
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 11",manuscript containing Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1235,1275,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q133|https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in Gothic script in brown ink,Q397,Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2140778,DS16448,carcsc_0154_1_11,CSC-0154 Box 1 Folder 11,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1189~80945/manifest,https://catalog.digital-scriptorium.org/entity/Q69037,https://digitalcollections.rit.edu/luna/servlet/s/2di39i,https://catalog.digital-scriptorium.org/entity/Q69036
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 13",manuscript containing Book of hours,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q126,,,Script: Written in Gothic quadratus script in black ink,Q397,Book of hours,Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q2140778,DS16449,carcsc_0154_1_13,CSC-0154 Box 1 Folder 13,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1190~80946/manifest,https://catalog.digital-scriptorium.org/entity/Q69040,https://digitalcollections.rit.edu/luna/servlet/s/3wd4wt,https://catalog.digital-scriptorium.org/entity/Q69039
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 14",manuscript containing Prayer book,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q126|https://catalog.digital-scriptorium.org/entity/Q651,,,Script: Written in Gothic semiquadratus script in black ink,Q397,Prayer book,Prayer book,https://catalog.digital-scriptorium.org/entity/Q1486,,,Q2140778,DS16450,carcsc_0154_1_14,CSC-0154 Box 1 Folder 14,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1191~66581/manifest,https://catalog.digital-scriptorium.org/entity/Q69043,https://digitalcollections.rit.edu/luna/servlet/s/8772c5,https://catalog.digital-scriptorium.org/entity/Q69042
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 15",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in Gothic rotunda script in black ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16451,carcsc_0154_1_15,CSC-0154 Box 1 Folder 15,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1192~66582/manifest,https://catalog.digital-scriptorium.org/entity/Q69046,https://digitalcollections.rit.edu/luna/servlet/s/h23x8c,https://catalog.digital-scriptorium.org/entity/Q69045
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 1 Folder 16",manuscript containing Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1225,1275,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written in Gothic script in black ink,Q397,Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2140778,DS16452,carcsc_0154_1_16,CSC-0154 Box 1 Folder 16,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1166~64788/manifest,https://catalog.digital-scriptorium.org/entity/Q69049,https://digitalcollections.rit.edu/luna/servlet/s/9y5061,https://catalog.digital-scriptorium.org/entity/Q69048
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 2 Folder 1",manuscript containing Noted breviary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q131,,,"Script: Written in a highly angular, Germanic gothic script in black ink",Q397,Noted breviary,Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,,Q2140778,DS16453,carcsc_0154_2_1,CSC-0154 Box 2 Folder 1,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1197~74400/manifest,https://catalog.digital-scriptorium.org/entity/Q69052,https://digitalcollections.rit.edu/luna/servlet/s/zp93c4,https://catalog.digital-scriptorium.org/entity/Q69051
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 1",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q651,,,Script: Written in angular Gothic script in brown ink,Q7411,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16454,carcsc_0154_3_1,CSC-0154 Box 3 Folder 1,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1167~64789/manifest,https://catalog.digital-scriptorium.org/entity/Q69055,https://digitalcollections.rit.edu/luna/servlet/s/0q707m,https://catalog.digital-scriptorium.org/entity/Q69054
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 2",manuscript containing Book of hours,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q126,,,Script: Written in angular Gothic script in brown ink,Q397,Book of hours,Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q2140778,DS16455,carcsc_0154_3_2,CSC-0154 Box 3 Folder 2,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1168~64790/manifest,https://catalog.digital-scriptorium.org/entity/Q69058,https://digitalcollections.rit.edu/luna/servlet/s/5eu4m2,https://catalog.digital-scriptorium.org/entity/Q69057
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 3",manuscript containing Georgii Trapezuntii Prologus in Interpretationem Eusebii Caesariensis,Q87167,,https://catalog.digital-scriptorium.org/entity/Q97,1425,1499,https://catalog.digital-scriptorium.org/entity/Q134|https://catalog.digital-scriptorium.org/entity/Q3091,Q4865517,,Script: Written in an Italian Humanist Cursive script in brown ink,Q397,Georgii Trapezuntii Prologus in Interpretationem Eusebii Caesariensis,Commentary on Eusebius,https://catalog.digital-scriptorium.org/entity/Q67882,,,Q2140778,DS16456,carcsc_0154_3_3,CSC-0154 Box 3 Folder 3,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1169~64791/manifest,https://catalog.digital-scriptorium.org/entity/Q69061,https://digitalcollections.rit.edu/luna/servlet/s/i821p7,https://catalog.digital-scriptorium.org/entity/Q69060
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 4",manuscript containing Bibles,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,https://catalog.digital-scriptorium.org/entity/Q10830,,,Script: Written in a mature Gothic script in black ink,Q397,Bibles,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2140778,DS16457,carcsc_0154_3_4,CSC-0154 Box 3 Folder 4,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1170~64792/manifest,https://catalog.digital-scriptorium.org/entity/Q69064,https://digitalcollections.rit.edu/luna/servlet/s/3lh69d,https://catalog.digital-scriptorium.org/entity/Q69063
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 5",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q134,Q125930831,,Script: Written in a Gothic rotunda script in black ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16458,carcsc_0154_3_5,CSC-0154 Box 3 Folder 5,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1171~64793/manifest,https://catalog.digital-scriptorium.org/entity/Q69067,https://digitalcollections.rit.edu/luna/servlet/s/3721ij,https://catalog.digital-scriptorium.org/entity/Q69066
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 6",manuscript containing Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in angular Gothic script in brown ink,Q397,Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q2140778,DS16459,carcsc_0154_3_6,CSC-0154 Box 3 Folder 6,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1172~64794/manifest,https://catalog.digital-scriptorium.org/entity/Q69070,https://digitalcollections.rit.edu/luna/servlet/s/61glia,https://catalog.digital-scriptorium.org/entity/Q69069
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 7",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1300,1499,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Written in angular Gothic script in brown ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16460,carcsc_0154_3_7,CSC-0154 Box 3 Folder 7,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1173~65005/manifest,https://catalog.digital-scriptorium.org/entity/Q69073,https://digitalcollections.rit.edu/luna/servlet/s/95flhz,https://catalog.digital-scriptorium.org/entity/Q69072
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 8",manuscript containing Acts of St. Blaise,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1100,1199,https://catalog.digital-scriptorium.org/entity/Q7507|https://catalog.digital-scriptorium.org/entity/Q42088,,,Script: Written in Caroline script in brown ink,Q397,Acts of St. Blaise,Acts of Saint Blaise,https://catalog.digital-scriptorium.org/entity/Q67881,,,Q2140778,DS16461,carcsc_0154_3_8,CSC-0154 Box 3 Folder 8,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1175~65006/manifest,https://catalog.digital-scriptorium.org/entity/Q69076,https://digitalcollections.rit.edu/luna/servlet/s/82de50,https://catalog.digital-scriptorium.org/entity/Q69075
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 9",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in a hybrida Gothic script in black ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16462,carcsc_0154_3_9,CSC-0154 Box 3 Folder 9,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1176~65007/manifest,https://catalog.digital-scriptorium.org/entity/Q69079,https://digitalcollections.rit.edu/luna/servlet/s/sx313v,https://catalog.digital-scriptorium.org/entity/Q69078
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 10 fragment 1",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q134,Q125930831,,Script: Written in a Gothic rotunda script in black ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16463,carcsc_0154_3_10_1,CSC-0154 Box 3 Folder 10 fragment 1,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1199~81511/manifest,https://catalog.digital-scriptorium.org/entity/Q69082,https://digitalcollections.rit.edu/luna/servlet/s/w2e4hx,https://catalog.digital-scriptorium.org/entity/Q69081
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 10 fragment 2",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q134,Q125930831,,Script: Written in a Gothic rotunda script in black ink,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q2140778,DS16464,carcsc_0154_3_10_2,CSC-0154 Box 3 Folder 10 fragment 2,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1200~81512/manifest,https://catalog.digital-scriptorium.org/entity/Q69085,https://digitalcollections.rit.edu/luna/servlet/s/h6a0r8,https://catalog.digital-scriptorium.org/entity/Q69084
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 11",manuscript containing Scriptum super Libros Sententiarum Petri Lombardi; Scriptum super Sententiis,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1470,1470,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in a humanist minuscule in brown ink,Q397,Scriptum super Libros Sententiarum Petri Lombardi|Scriptum super Sententiis,Commentary on Sentences,https://catalog.digital-scriptorium.org/entity/Q7516,Q9438,,Q2140778,DS16465,carcsc_0154_3_11,CSC-0154 Box 3 Folder 11,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1177~65008/manifest,https://catalog.digital-scriptorium.org/entity/Q69088,https://digitalcollections.rit.edu/luna/servlet/s/23xq4y,https://catalog.digital-scriptorium.org/entity/Q69087
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 12",manuscript containing Book of hours,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q126|https://catalog.digital-scriptorium.org/entity/Q1115,,,Script: Written in angular Gothic script in dark brown ink,Q397,Book of hours,Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q2140778,DS16466,carcsc_0154_3_12,CSC-0154 Box 3 Folder 12,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1178~65009/manifest,https://catalog.digital-scriptorium.org/entity/Q69091,https://digitalcollections.rit.edu/luna/servlet/s/w03i7r,https://catalog.digital-scriptorium.org/entity/Q69090
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 14",manuscript containing Prayer book,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1450,https://catalog.digital-scriptorium.org/entity/Q651,,,Script: Written in Gothic script in black ink,Q7411,Prayer book,Prayer book,https://catalog.digital-scriptorium.org/entity/Q1486,,,Q2140778,DS16468,carcsc_0154_3_14,CSC-0154 Box 3 Folder 14,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1193~67755/manifest,https://catalog.digital-scriptorium.org/entity/Q69097,https://digitalcollections.rit.edu/luna/servlet/s/zvv68m,https://catalog.digital-scriptorium.org/entity/Q69096
"Rochester, New York, Rochester Institute of Technology, CSC-0154 Box 3 Folder 16",manuscript containing Antiphonary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in Gothic script in black ink,Q397,Antiphonary,Antiphonary,https://catalog.digital-scriptorium.org/entity/Q654,,,Q2140778,DS16469,carcsc_0154_3_16,CSC-0154 Box 3 Folder 16,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~1194~67756/manifest,https://catalog.digital-scriptorium.org/entity/Q69100,https://digitalcollections.rit.edu/luna/servlet/s/8ez642,https://catalog.digital-scriptorium.org/entity/Q69099
"Rochester, New York, Rochester Institute of Technology, PORTFOLIO BOX 2-39",manuscript containing Ab Urbe Condita,Q87167,,https://catalog.digital-scriptorium.org/entity/Q97,1460,1460,https://catalog.digital-scriptorium.org/entity/Q134|https://catalog.digital-scriptorium.org/entity/Q3099,Q88467297,,Script: Written in a humanist script in brown ink.,Q397,Ab Urbe Condita,History of Rome,https://catalog.digital-scriptorium.org/entity/Q1324,,,Q2140778,DS16470,cc20190605_39,PORTFOLIO BOX 2-39,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~75~2456/manifest,https://catalog.digital-scriptorium.org/entity/Q69103,https://digitalcollections.rit.edu/luna/servlet/s/6z874v,https://catalog.digital-scriptorium.org/entity/Q69102
"Rochester, New York, Rochester Institute of Technology, PORTFOLIO BOX 1-7",manuscript containing Aurora,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1210,1240,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written in an early Gothic bookhand in brown ink,Q397,Aurora,Aurora,https://catalog.digital-scriptorium.org/entity/Q7839,Q556117,,Q2140778,DS16472,cc20190605_07,PORTFOLIO BOX 1-7,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~52~1934/manifest,https://catalog.digital-scriptorium.org/entity/Q69109,https://digitalcollections.rit.edu/luna/servlet/s/9vn8wb,https://catalog.digital-scriptorium.org/entity/Q69108
"Rochester, New York, Rochester Institute of Technology, PORTFOLIO BOX 2-35",manuscript containing Contra Jovinianum; Patristica,Q87167,,https://catalog.digital-scriptorium.org/entity/Q97,1450,1450,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in lettre de somme script in brown ink,Q397,Contra Jovinianum|Patristica,Against Jovinianus|Patristic texts,https://catalog.digital-scriptorium.org/entity/Q67880|https://catalog.digital-scriptorium.org/entity/Q20452,Q44248,,Q2140778,DS16484,cc20190605_35,PORTFOLIO BOX 2-35,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~71~2444/manifest,https://catalog.digital-scriptorium.org/entity/Q69145,https://digitalcollections.rit.edu/luna/servlet/s/vul505,https://catalog.digital-scriptorium.org/entity/Q69144
"Rochester, New York, Rochester Institute of Technology, PORTFOLIO BOX 2-41",manuscript containing Dialogi,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1450,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in Gothic bastarde script in black ink,Q397,Dialogi,Dialogue,https://catalog.digital-scriptorium.org/entity/Q17587,Q42827,,Q2140778,DS16485,cc20190605_41,PORTFOLIO BOX 2-41,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~78~2458/manifest,https://catalog.digital-scriptorium.org/entity/Q69148,https://digitalcollections.rit.edu/luna/servlet/s/poq0y2,https://catalog.digital-scriptorium.org/entity/Q69147
"Rochester, New York, Rochester Institute of Technology, CSC-0062",manuscript containing Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q94,1121,1121,https://catalog.digital-scriptorium.org/entity/Q791,,,Script: Written in Bolor'gir script in black ink,Q8785,Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,Q104804,,Q2140778,DS16502,cc_csc0062_armenian.jpg,CSC-0062,https://digitalcollections.rit.edu/luna/servlet/iiif/m/RIT~1~1~445~4617/manifest,https://catalog.digital-scriptorium.org/entity/Q69199,https://digitalcollections.rit.edu/luna/servlet/s/73j8qv,https://catalog.digital-scriptorium.org/entity/Q69198
