signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Rochester, New York, University of Rochester, cod. d 1",manuscript containing Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q31|https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1430,1450,https://catalog.digital-scriptorium.org/entity/Q1114|https://catalog.digital-scriptorium.org/entity/Q16418,,,Script: Formal gothic bookhand with additions in a cursive gothic bookhand,Q397,Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,Q120442746|Q3012194,Q149990,DS28556,RCL002_ils285,cod. d 1,,https://catalog.digital-scriptorium.org/entity/Q108229,https://search.digital-scriptorium.org/catalog/DS28556,,https://catalog.digital-scriptorium.org/entity/Q108228
"Rochester, New York, University of Rochester, cod. e 2",manuscript containing Gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q31|https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1240,1260,https://catalog.digital-scriptorium.org/entity/Q1114,,,Script: Early Gothic book hand,Q397,Gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,Q838634,Q149990,DS28560,cod. e 2,cod. e 2,,https://catalog.digital-scriptorium.org/entity/Q108241,https://search.digital-scriptorium.org/catalog/DS28560,,https://catalog.digital-scriptorium.org/entity/Q108240
"Rochester, New York, University of Rochester, cod. c 1",manuscript containing Anaphora of St. Jacob of Serug; untitled and unidentified liturgical hymns; Anaphora of the Apostles; Anaphora of Our Lady Mary; Office prayers; Anaphora of Our Lord Jesus Christ; Anaphora of Dioscurus; Anaphora of St. Basil the brother of Gregory; Anaphora of St. Gregory of Armenia; Anaphora of Athanasius of Alexandria; Anaphora of the 318 Orthodox Fathers; Anaphora of St. Epiphanius; Prayer of the Covenant; Ordinary of the Mass (Ser 'atii Qeddase) together with various hymns and litanies; Anaphora of St. Gregory the brother of Basil; Anaphora of St. John Boanerges; Gospel Prayer of Abba Giyorgis; Litany of St. Basil for Monday; Anaphora of St. Cyril,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q101,1800,1899,https://catalog.digital-scriptorium.org/entity/Q3655,,,Script: A number of nineteenth-century riiqiq hands,Q35667|Q28244,Anaphora of St. Jacob of Serug|untitled and unidentified liturgical hymns|Anaphora of the Apostles|Anaphora of Our Lady Mary|Office prayers|Anaphora of Our Lord Jesus Christ|Anaphora of Dioscurus|Anaphora of St. Basil the brother of Gregory|Anaphora of St. Gregory of Armenia|Anaphora of Athanasius of Alexandria|Anaphora of the 318 Orthodox Fathers|Anaphora of St. Epiphanius|Prayer of the Covenant|Ordinary of the Mass (Ser 'atii Qeddase) together with various hymns and litanies|Anaphora of St. Gregory the brother of Basil|Anaphora of St. John Boanerges|Gospel Prayer of Abba Giyorgis|Litany of St. Basil for Monday|Anaphora of St. Cyril,Anaphora|Hymns|Prayers|Prayer|Ordinary of the Mass|Litany,https://catalog.digital-scriptorium.org/entity/Q39195|https://catalog.digital-scriptorium.org/entity/Q3715|https://catalog.digital-scriptorium.org/entity/Q798|https://catalog.digital-scriptorium.org/entity/Q20014|https://catalog.digital-scriptorium.org/entity/Q100798|https://catalog.digital-scriptorium.org/entity/Q1378,,Q136221923,Q149990,DS28549,RCL002_ils278,cod. c 1,,https://catalog.digital-scriptorium.org/entity/Q108208,https://search.digital-scriptorium.org/catalog/DS28549,,https://catalog.digital-scriptorium.org/entity/Q108207
"Rochester, New York, University of Rochester, cod. b 7",manuscript containing Mass of the Virgin; Hours of the Holy Spirit; Graded Kalender; Seasonal instructions for the Office of the Virgin; Seven Penitential Psalms; Gospel Lessons; Hours of the Virgin; Litany; Hours of the Cross,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1460,https://catalog.digital-scriptorium.org/entity/Q16418|https://catalog.digital-scriptorium.org/entity/Q100357,,,Script: late Gothic bookhand of rotund Mediterranean style associated with Flemish production,Q397,Mass of the Virgin|Hours of the Holy Spirit|Graded Kalender|Seasonal instructions for the Office of the Virgin|Seven Penitential Psalms|Gospel Lessons|Hours of the Virgin|Litany|Hours of the Cross,Mass of the Virgin|Hours of the Holy Spirit|Calendar|Office of the Virgin|Seven Penitential Psalms|Gospel lessons|Hours of the Virgin|Litany|Hours of the Cross,https://catalog.digital-scriptorium.org/entity/Q108159|https://catalog.digital-scriptorium.org/entity/Q100806|https://catalog.digital-scriptorium.org/entity/Q1122|https://catalog.digital-scriptorium.org/entity/Q108161|https://catalog.digital-scriptorium.org/entity/Q39139|https://catalog.digital-scriptorium.org/entity/Q108160|https://catalog.digital-scriptorium.org/entity/Q8278|https://catalog.digital-scriptorium.org/entity/Q1378|https://catalog.digital-scriptorium.org/entity/Q100817,,Q7653610|Q136221949|Q35188490,Q149990,DS28547,cod. b 7,cod. b 7,,https://catalog.digital-scriptorium.org/entity/Q108521,https://search.digital-scriptorium.org/catalog/DS28547,,https://catalog.digital-scriptorium.org/entity/Q108202
"Rochester, New York, University of Rochester, Doc. II. 8",manuscript containing Document,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1599,1599,https://catalog.digital-scriptorium.org/entity/Q2824,,,Script: Chancery script,Q652|Q397,Document,Document,https://catalog.digital-scriptorium.org/entity/Q8301,,,Q149990,DS28625,RCL002_ils354,Doc. II. 8,,https://catalog.digital-scriptorium.org/entity/Q108436,https://search.digital-scriptorium.org/catalog/DS28625,,https://catalog.digital-scriptorium.org/entity/Q108435
"Rochester, New York, University of Rochester, Frag. I. 20",manuscript containing Prayerbook,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1350,1450,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q126,,,Script: Gothic minuscule,Q397,Prayerbook,Prayer book,https://catalog.digital-scriptorium.org/entity/Q1486,,,Q149990,DS28626,RCL002_ils383,Frag. I. 20,,https://catalog.digital-scriptorium.org/entity/Q108439,https://search.digital-scriptorium.org/catalog/DS28626,,https://catalog.digital-scriptorium.org/entity/Q108438
"Rochester, New York, University of Rochester, Frag. I. 21",manuscript containing Summa Aurea,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95,1200,1399,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic minuscule,Q397,Summa Aurea,Summa aurea,https://catalog.digital-scriptorium.org/entity/Q7528,Q931898,,Q149990,DS28627,RCL002_ils384,Frag. I. 21,,https://catalog.digital-scriptorium.org/entity/Q108442,https://search.digital-scriptorium.org/catalog/DS28627,,https://catalog.digital-scriptorium.org/entity/Q108441
"Rochester, New York, University of Rochester, Frag. I. 22",manuscript containing De oratore,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: humanist minuscule,Q397,De oratore,De oratore,https://catalog.digital-scriptorium.org/entity/Q10841,Q1541,,Q149990,DS28628,RCL002_ils385,Frag. I. 22,,https://catalog.digital-scriptorium.org/entity/Q108445,https://search.digital-scriptorium.org/catalog/DS28628,,https://catalog.digital-scriptorium.org/entity/Q108444
"Rochester, New York, University of Rochester, Frag. I. 23",manuscript containing Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1230,1299,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Gothic minuscule,Q397,Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q149990,DS28629,RCL002_ils386,Frag. I. 23,,https://catalog.digital-scriptorium.org/entity/Q108448,https://search.digital-scriptorium.org/catalog/DS28629,,https://catalog.digital-scriptorium.org/entity/Q108447
"Rochester, New York, University of Rochester, Frag. I. 24",manuscript containing Book of hours,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1425,1499,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q126,,,Script: Gothic minuscule,Q397,Book of hours,Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q149990,DS28630,RCL002_ils387,Frag. I. 24,,https://catalog.digital-scriptorium.org/entity/Q108451,https://search.digital-scriptorium.org/catalog/DS28630,,https://catalog.digital-scriptorium.org/entity/Q108450
