signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 325",manuscript containing Collation of L'ethica d'Aristotile ridotta in compendio,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1568,1568,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in cursive script.,Q652,Collation of L'ethica d'Aristotile ridotta in compendio,Nicomachean ethics,https://catalog.digital-scriptorium.org/entity/Q369,,Q107542788|Q3345869,Q49117,DS619,9960979573503681,LJS 325,https://colenda.library.upenn.edu/items/ark:/81431/p33b5w84j/manifest,https://catalog.digital-scriptorium.org/entity/Q2923,https://search.digital-scriptorium.org/catalog/DS619,https://find.library.upenn.edu/catalog/9960979573503681,https://catalog.digital-scriptorium.org/entity/Q2922
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 361",manuscript containing Astronomical and astrological tables,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1327,1327,https://catalog.digital-scriptorium.org/entity/Q3099,,,Script: Written in Gothic cursive script.,Q397,Astronomical and astrological tables,Astrological texts|Astronomical texts,https://catalog.digital-scriptorium.org/entity/Q3123|https://catalog.digital-scriptorium.org/entity/Q3129,,Q17364129,Q49117,DS629,9951500353503681,LJS 361,https://colenda.library.upenn.edu/items/ark:/81431/p3ww2s/manifest,https://catalog.digital-scriptorium.org/entity/Q3292,https://search.digital-scriptorium.org/catalog/DS629,https://find.library.upenn.edu/catalog/9951500353503681,https://catalog.digital-scriptorium.org/entity/Q3291
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 383",manuscript containing Ratiffica[ti]on pour noble Gaolon Garnier dit de la Galliniere,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1592,1592,,,,,Q1473289,Ratiffica[ti]on pour noble Gaolon Garnier dit de la Galliniere,Ratification,https://catalog.digital-scriptorium.org/entity/Q3138,,Q107542788,Q49117,DS636,9950012923503681,LJS 383,https://colenda.library.upenn.edu/items/ark:/81431/p3835d/manifest,https://catalog.digital-scriptorium.org/entity/Q3313,https://search.digital-scriptorium.org/catalog/DS636,https://find.library.upenn.edu/catalog/9950012923503681,https://catalog.digital-scriptorium.org/entity/Q3312
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 385",manuscript containing School miscellany,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1500,1500,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in various humanistic hands.,Q397,School miscellany,School miscellany,https://catalog.digital-scriptorium.org/entity/Q3141,,Q8009288|Q55225064|Q116064463|Q116172594,Q49117,DS638,9954371393503681,LJS 385,https://colenda.library.upenn.edu/items/ark:/81431/p3q23r13b/manifest,https://catalog.digital-scriptorium.org/entity/Q3319,https://search.digital-scriptorium.org/catalog/DS638,https://find.library.upenn.edu/catalog/9954371393503681,https://catalog.digital-scriptorium.org/entity/Q3318
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 409",manuscript containing Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99|https://catalog.digital-scriptorium.org/entity/Q100,1600,1799,,,,Script: Written in naskh in black and red; pointed.,Q13955,Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān,Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān,https://catalog.digital-scriptorium.org/entity/Q3122,,Q123987,Q49117,DS656,9957840863503681,LJS 409,https://colenda.library.upenn.edu/items/ark:/81431/p3md3v/manifest,https://catalog.digital-scriptorium.org/entity/Q3373,https://search.digital-scriptorium.org/catalog/DS656,https://find.library.upenn.edu/catalog/9957840863503681,https://catalog.digital-scriptorium.org/entity/Q3372
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 477",manuscript containing Florilegium,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1250,https://catalog.digital-scriptorium.org/entity/Q133|https://catalog.digital-scriptorium.org/entity/Q3654,,,Script: Written in scholastic script.,Q397|Q9288,Florilegium,Florilegium,https://catalog.digital-scriptorium.org/entity/Q1326,,Q116573665,Q49117,DS714,9947455423503681,LJS 477,https://colenda.library.upenn.edu/items/ark:/81431/p3rh34/manifest,https://catalog.digital-scriptorium.org/entity/Q3870,https://search.digital-scriptorium.org/catalog/DS714,https://find.library.upenn.edu/catalog/9947455423503681,https://catalog.digital-scriptorium.org/entity/Q3869
"Philadelphia, Pennsylvania, University of Pennsylvania, Oversize LJS 486",manuscript containing Kitāb Alghāz fī al-lughah al-ʻArabīyah,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q96,1320,1320,https://catalog.digital-scriptorium.org/entity/Q3086,,,"Script: Written in naskh in black ink; pointed, with headings in thuluth.",Q13955,Kitāb Alghāz fī al-lughah al-ʻArabīyah,Kitāb Alghāz fī al-lughah al-ʻArabīyah,https://catalog.digital-scriptorium.org/entity/Q3716,,Q116453003|Q116649436,Q49117,DS721,9958092633503681,Oversize LJS 486,https://colenda.library.upenn.edu/items/ark:/81431/p3xp6v415/manifest,https://catalog.digital-scriptorium.org/entity/Q3891,https://search.digital-scriptorium.org/catalog/DS721,https://find.library.upenn.edu/catalog/9958092633503681,https://catalog.digital-scriptorium.org/entity/Q3890
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 492",manuscript containing Medical miscellany,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1425,1475,https://catalog.digital-scriptorium.org/entity/Q129,,,"Script: Written in Sephardic cursive script, with the incipit of each chapter in square book script.",Q9288,Medical miscellany,Medical texts,https://catalog.digital-scriptorium.org/entity/Q817,,Q116250586|Q78889577|Q703569,Q49117,DS726,9947624113503681,LJS 492,https://colenda.library.upenn.edu/items/ark:/81431/p3vk78/manifest,https://catalog.digital-scriptorium.org/entity/Q3906,https://search.digital-scriptorium.org/catalog/DS726,https://find.library.upenn.edu/catalog/9947624113503681,https://catalog.digital-scriptorium.org/entity/Q3905
"Philadelphia, Pennsylvania, University of Pennsylvania, LJS 55",manuscript containing L'image del monde ... [etc.,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1290,1299,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q1289,,,Script: Written in a French Gothic book script.,Q35222,L'image del monde ... [etc.,Image du monde,https://catalog.digital-scriptorium.org/entity/Q346,,Q18206500,Q49117,DS740,9948060563503681,LJS 55,https://colenda.library.upenn.edu/items/ark:/81431/p3zd2k/manifest,https://catalog.digital-scriptorium.org/entity/Q3948,https://search.digital-scriptorium.org/catalog/DS740,https://find.library.upenn.edu/catalog/9948060563503681,https://catalog.digital-scriptorium.org/entity/Q3947
"Philadelphia, Pennsylvania, University of Pennsylvania, Oversize LJS 57",manuscript containing Astronomical anthology,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1361,1361,https://catalog.digital-scriptorium.org/entity/Q125,,,"Script: Written in Sephardic cursive script by multiple hands, one perhaps of a scribe named Moshe (p. 2); headings written in square script.",Q9288,Astronomical anthology,Astronomical texts,https://catalog.digital-scriptorium.org/entity/Q3129,,Q16130133,Q49117,DS742,9948521743503681,Oversize LJS 57,https://colenda.library.upenn.edu/items/ark:/81431/p3k93169z/manifest,https://catalog.digital-scriptorium.org/entity/Q3954,https://search.digital-scriptorium.org/catalog/DS742,https://find.library.upenn.edu/catalog/9948521743503681,https://catalog.digital-scriptorium.org/entity/Q3953
