signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"New York, New York, Burke Library at Union Theological Seminary, UTS Ms. 74",manuscript containing Biblia Sacra Hebraica; manuscript,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,,,,,Q9288,Biblia Sacra Hebraica; manuscript,Hebrew Bible,https://catalog.digital-scriptorium.org/entity/Q76001,,Q1871826,Q63969940,DS18521,4586763,UTS Ms. 74,https://iiif.archive.org/iiif/ldpd_17650687_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q77288,https://search.digital-scriptorium.org/catalog/DS18521,https://clio.columbia.edu/catalog/4586763,https://catalog.digital-scriptorium.org/entity/Q77287
"New York, New York, Burke Library at Union Theological Seminary, UTS Ms. Heb. 6",manuscript containing Sefer Torah,Q87167,https://catalog.digital-scriptorium.org/entity/Q27,,,,,,,,Q9288,Sefer Torah,Torah,https://catalog.digital-scriptorium.org/entity/Q42434,,Q4819308,Q63969940,DS18522,4571373,UTS Ms. Heb. 6,,https://catalog.digital-scriptorium.org/entity/Q77291,https://search.digital-scriptorium.org/catalog/DS18522,https://clio.columbia.edu/catalog/4571373,https://catalog.digital-scriptorium.org/entity/Q77290
"New York, New York, Burke Library at Union Theological Seminary, UTS Ms. Tur. 1",manuscript containing Miʻrājīyah,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1700,1792,,,,Script: Written in naskh in black ink; pointed.,Q13955|Q9168|Q36730,Miʻrājīyah,Miʻrājīyah,https://catalog.digital-scriptorium.org/entity/Q75938,,Q114242427|Q114242498,Q63969940,DS26195,15381864,UTS Ms. Tur. 1,,https://catalog.digital-scriptorium.org/entity/Q100312,https://search.digital-scriptorium.org/catalog/DS26195,https://clio.columbia.edu/catalog/15381864,https://catalog.digital-scriptorium.org/entity/Q100311
"New York, New York, Burke Library at Union Theological Seminary, UTS Ms. Arab. 1",manuscript containing al-Qurʼān,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1300,1499,,,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955,al-Qurʼān,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q63969940,DS6680,14326376,UTS Ms. Arab. 1,https://iiif.archive.org/iiif/ldpd_14734938_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29377,https://search.digital-scriptorium.org/catalog/DS6680,https://clio.columbia.edu/catalog/14326376,https://catalog.digital-scriptorium.org/entity/Q29376
"New York, New York, Burke Library at Union Theological Seminary, UTS MS Arab. 10",manuscript containing Collection of treatises on Sufism and Islam,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1724,1724,https://catalog.digital-scriptorium.org/entity/Q3079,,,"Script: Written in naskh in black ink; pointed, one text fully vocalized.",Q13955,Collection of treatises on Sufism and Islam,Islamic texts|Sufi texts,https://catalog.digital-scriptorium.org/entity/Q27729|https://catalog.digital-scriptorium.org/entity/Q27797,,,Q63969940,DS6691,14974439,UTS MS Arab. 10,https://iiif.archive.org/iiif/ldpd_15147190_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29410,https://search.digital-scriptorium.org/catalog/DS6691,https://clio.columbia.edu/catalog/14974439,https://catalog.digital-scriptorium.org/entity/Q29409
"New York, New York, Burke Library at Union Theological Seminary, UTS MS Arab. 2",manuscript containing al-Qurʼān,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99|https://catalog.digital-scriptorium.org/entity/Q100,1600,1799,,,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955|Q9168,al-Qurʼān,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q63969940,DS6692,14974301,UTS MS Arab. 2,https://iiif.archive.org/iiif/ldpd_15147191_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29413,https://search.digital-scriptorium.org/catalog/DS6692,https://clio.columbia.edu/catalog/14974301,https://catalog.digital-scriptorium.org/entity/Q29412
"New York, New York, Burke Library at Union Theological Seminary, UTS MS Arab. 5",manuscript containing al-Qurʼān,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1849,1850,https://catalog.digital-scriptorium.org/entity/Q3079,Q114242502,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955,al-Qurʼān,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q63969940,DS6693,14974382,UTS MS Arab. 5,https://iiif.archive.org/iiif/ldpd_15147196_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29416,https://search.digital-scriptorium.org/catalog/DS6693,https://clio.columbia.edu/catalog/14974382,https://catalog.digital-scriptorium.org/entity/Q29415
"New York, New York, Burke Library at Union Theological Seminary, UTS MS Arab. 9",manuscript containing al-Shifāʼ al-sharīf,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1785,1786,,Q114242534,,Script: Written in naskh in black ink; pointed.,Q13955,al-Shifāʼ al-sharīf,Al-Shifa bi Ta'rif Huquq al-Mustafa,https://catalog.digital-scriptorium.org/entity/Q3687,,,Q63969940,DS6697,15195454,UTS MS Arab. 9,https://iiif.archive.org/iiif/ldpd_15264393_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29428,https://search.digital-scriptorium.org/catalog/DS6697,https://clio.columbia.edu/catalog/15195454,https://catalog.digital-scriptorium.org/entity/Q29427
"New York, New York, Burke Library at Union Theological Seminary, UTS MS Arab. 6",manuscript containing Anwār al-tanzīl wa-asrār al-taʼwīl,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101|https://catalog.digital-scriptorium.org/entity/Q100,1700,1820,,,,Script: Written in naskh in black and red ink; pointed.,Q13955,Anwār al-tanzīl wa-asrār al-taʼwīl,Anwār al-tanzīl wa-asrār al-taʼwīl,https://catalog.digital-scriptorium.org/entity/Q11922,Q287573,,Q63969940,DS6719,15309761,UTS MS Arab. 6,https://iiif.archive.org/iiif/ldpd_15311694_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29494,https://search.digital-scriptorium.org/catalog/DS6719,https://clio.columbia.edu/catalog/15309761,https://catalog.digital-scriptorium.org/entity/Q29493
"New York, New York, Burke Library at Union Theological Seminary, UTS MS Arab. 24",manuscript containing al-Mulāḥaẓah al-intiqādiyah fī al-sīrah al-Muḥammadīyah,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1830,1899,,,,Script: Writte in ruqʻah in black ink; pointed. Titles in muḥaqqaq.,Q13955,al-Mulāḥaẓah al-intiqādiyah fī al-sīrah al-Muḥammadīyah,al-Mulāḥaẓah al-intiqādiyah fī al-sīrah al-Muḥammadīyah,https://catalog.digital-scriptorium.org/entity/Q27678,,,Q63969940,DS6733,15407040,UTS MS Arab. 24,https://iiif.archive.org/iiif/ldpd_15467919_000/manifest.json,https://catalog.digital-scriptorium.org/entity/Q29536,https://search.digital-scriptorium.org/catalog/DS6733,https://clio.columbia.edu/catalog/15407040,https://catalog.digital-scriptorium.org/entity/Q29535
