name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
Yaʻqūb ibn Abī al-Faraḥ,scribe,يعقوب بن ابي الفرح,,,,,,,,,,
"Farāhī, Masʻūd ibn Abī Bakr, -1242",author,فراهي، ابو نصر محمد بدر الدين. -1242,,,,,,,human,Abū Naṣr Muḥammad Badr al-Dīn Farāhī,Q123581724,Q18662
ʻAbd al-Ḥafīẓ ibn Muḥammad al-Ṣaghīr,former owner,عبد الحفيظ بن محمد الصغير،,,,,,,,,,,
"Qanawī, Muḥammad ibn ʻAbd al-Karīm, -after 1736 or 1737",author,قنوي، محمد بن عبد الكريم، -after 1736 or 1737,,human,Muḥammad ibn ʻAbd al-Karīm Qanawī,Q138772695,DSNAME9215,Q110793,,,,
"Dunn, George, 1864-1912",former owner,,,,,,,,human,George Dunn,Q112841325,Q1572
"Jurjānī, ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān, -1078?",author,جرجاني، عبد القاهر بن عبد الرحمن، -1078؟,,human,Abd al-Qahir al-Jurjani,Q3456753,DSNAME6598,Q54229,,,,
"Jāmī, 1414-1492",author,"جامى،, 1414-1492",,,,,,,human,Jami,Q312458,Q3803
"Ibn al-ʻAssāl, al-Muʼtaman Abū Isḥāq Ibrāhīm, active 13th century",author,ابن العسال، المؤتمن ابو اسحاق ابراهيم، active 13th century,,human,al-Muʼtaman Abū Isḥāq Ibrāhīm Ibn al-ʻAssāl,Q138772697,DSNAME9216,Q110794,,,,
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 یا 1141-1202 یا 1203,,,,,,,human,Nizami Ganjavi,Q234908,Q16480
"Wylie, Theodore W. J. 1818-1897",former owner,,,,,,,,human,Theodore William John Wylie,Q114298229,Q41884
"Karmī, Marʻī ibn Yūsuf, -1623 or 1624",author,كرمي، مرعي بن يوسف، -1623 or 1624,,,,,,,human,Mar'i al-Karmi,Q25451884,Q12383
"Hawzālī, Muḥammad ibn ʻAlī, -1748 or 1749",author,هوزالي، محمد بن علي، 1748 أو 1749,,,,,,,human,Mohammed Awzal,Q592255,Q40851
"Kahvecizâde, Ahmed bin Hüseyin",author,قهوه‌جى‌ز‌اده، احمد بن حسين,,,,,,,,,,
"Brecher, Adolf",former owner,,,,,,,,human,Adolf Brecher,Q15217756,Q40338
"Yamagata, Daini, 1725-1767",author,,,human,Yamagata Daini,Q6565564,DSNAME9217,Q110795,,,,
"Kuroda, Suizan, 1792-1859",former owner,"Kuroda, Suizan, 1792-1859",,human,Suizan Kuroda,Q11563987,DSNAME9218,Q110796,,,,
University of Pennsylvania. Museum of Archaeology and Anthropology,former owner,,,organization,University of Pennsylvania Museum of Archaeology and Anthropology,Q1285902,DSNAME9271,Q110847,,,,
"Rashīdī, Rizq ibn Yūsuf ibn Ḥannā, active 1836",scribe,رشيدي، رزق بن يوسف بن حنا، active 1836,,,,,,,,,,
Hibetullah bin İbrahim,author,هبة الله بن ابراهيم,,,,,,,human,Hibetullah bin İbrahim,Q130374931,Q54718
"Krupp, Michael",former owner,,,human,Michael Krupp,Q1928314,DSNAME9220,Q110797,,,,
"Shore, Offley Bohun Stovin Fairless, 1863-1922",former owner,,,,,,,,human,Offley Bohun Stovin Fairless Shore,Q114242408,Q41662
"Ḥāfiẓ al-Qurʼan, Aḥmad",scribe,حافظ القرأن، احمد,,,,,,,human,Aḥmad Ḥāfiẓ al-Qurʼan,Q113866282,Q40830
"Zurqānī, ʻAbd al-Bāqī ibn Yūsuf, 1611-1688",author,زرقاني، عبد الباقي بن يوسف,,,,,,,human,Abd-al-Baqi al-Zurqani,Q4664516,Q41903
"Levitsky, Joseph, 1892-",former owner,,,human,Joseph Levitsky,Q138772702,DSNAME9221,Q110798,,,,
"Stanitz, John D",former owner,,http://id.loc.gov/authorities/names/no89002502,,,,,,human,John D. Stanitz,Q114242546,Q377
"Bannānī, Muḥammad ibn al-Ḥasan, 1720 or 1721-1780",author,بناني، محمد بن الحسن، 1720 أو 1721-1780,,,,,,,human,Al-Bannani,Q16145863,Q40218
"Bannānī, Muḥammad ibn Aḥmad ibn Ṣāliḥ",scribe,بناني، محمد احمد بن صالح,,,,,,,human,Muḥammad ibn Aḥmad ibn Ṣāliḥ Bannānī,Q114242430,Q40217
Catholic Church,author,,http://viaf.org/viaf/130782063,,,,,,organization,Catholic Church,Q9592,Q425
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,,,,,,human,Seneca,Q2054,Q6126
"Macro, Cox, -1767",former owner,,,,,,,,human,Cox Macro,Q18559710,Q76759
"Patteson, John, 1755-1833",former owner,,,,,,,,human,John Patteson,Q6252141,Q76689
"Gurney, Hudson, 1775-1864",former owner,,,,,,,,human,Hudson Gurney,Q5928688,Q76690
"Gurney, Q. E. 1883-",former owner,,,,,,,,human,Quinton Edward Gurney,Q133839475,Q76692
"Meyerstein, Edward Harry William, 1889-1952",former owner,,,,,,,,human,Edward Harry William Meyerstein,Q5321909,Q41258
"Fabricius, Paulus",author,,,human,Paulus Fabricius,Q2059497,DSNAME4967,Q41412,,,,
"Appenzeller, Johann, d. 1603",author,,,human,Johannes Appenzeller,Q138772712,DSNAME9222,Q110799,,,,
"Hatano, Baiko",scribe,,,,,,,,,,,
"Frascerepnico, Timaute",author,,,,,,,,,,,
"North, Frederick, Earl of Guilford, 1766-1827",former owner,,,,,,,,human,"Frederick North, 5th Earl of Guilford",Q333623,Q405
"Cosimo I, Grand-Duke of Tuscany, 1519-1574",author,,,human,"Cosimo I de' Medici, Grand Duke of Tuscany",Q48547,DSNAME9223,Q110800,,,,
"Vincent, of Beauvais, -1264",author,,,,,,,,human,Vincent of Beauvais,Q455162,Q381
"Hélinand, de Froidmont, approximately 1160-approximately 1229",author,,,human,Hélinand of Froidmont,Q5652,DSNAME9224,Q110801,,,,
"Galletti, Gustavo Camillo, 1805-1868",former owner,,,human,Gustavo Camillo Galletti,Q16562514,DSNAME9225,Q110802,,,,
"ibn Ḥassin, Yehoshuaʻ",scribe,"אבן חסין, יהושע",,,,,,,,,,
"Sperber, Daniel",former owner,,,human,Daniel Sperber,Q5218813,DSNAME9226,Q110803,,,,
"Fürleger, Bartolomeus, 16th century",former owner,,,,,,,,,,,
"Fürleger, Paulus Conrad, 16th century-17th century",former owner,,,,,,,,,,,
"Reuschenberg, Margreta von",former owner,,,,,,,,,,,
"Paland, Irmengarde von",former owner,,,,,,,,,,,
"Harff, Irmengarde von",former owner,,,,,,,,,,,
"Arai, Hakuseki, 1657-1725",author,"Arai, Hakuseki, 1657-1725",,human,Arai Hakuseki,Q467616,DSNAME9227,Q110804,,,,
"McCartee, Divie Bethune, 1820-1900",former owner,,,human,Divie Bethune McCartee,Q5284057,DSNAME9228,Q110805,,,,
"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?",author,ابو الليث السمرقندي، نصر بن محمد، -983؟,,,,,,,human,Abu al-Layth al-Samarqandi,Q938348,Q12470
"Nawawī, 1233-1277",author,"نووي, 1233-1277",http://id.loc.gov/authorities/names/n82009538 http://id.loc.gov/authorities/names/n82009538 http://viaf.org/viaf/sourceID/LC%7cn82009538,,,,,,human,Al-Nawawi,Q293571,Q12416
"Ṣubunrī, Mahdī ibn ʻAlī, -approximately 1412 or 1413",author,صبنري، مهدي بن علي، -نحو 1412 أو 1413,,,,,,,human,Mahdī ibn ʻAlī Ṣubunrī,Q124773622,Q68346
"Ruschenberger, W. S. W. 1807-1895",former owner,,,human,William Ruschenberger,Q1964866,DSNAME9229,Q110806,,,,
"Forrest, Edwin, 1806-1872",former owner,,,human,Edwin Forrest,Q1294570,DSNAME9230,Q110807,,,,
"Bamroerat, Phra",author,,,,,,,,,,,
"Unger, Anne Louise Axon, -2014",former owner,,,,,,,,,,,
"Unger, Leonard, 1917-",former owner,,,human,Leonard S. Unger,Q6525703,DSNAME9231,Q110808,,,,
"Woodward, Hiram W",former owner,,,human,Hiram W. Woodward,Q113779780,DSNAME9232,Q110809,,,,
"Allen, Joseph Henry, 1820-1898",former owner,,,human,Joseph Henry Allen,Q6283902,DSNAME9233,Q110810,,,,
"Enslin, Morton Scott, 1897-1980",former owner,,,human,Morton Scott Enslin,Q105099784,DSNAME9234,Q110811,,,,
Nang Sombun,scribe,,,,,,,,,,,
"Asif al-Zaman, 1885-1961",author,,,,,,,,,,,
"Saharsabuddhe, Rāmaśāstrī",scribe,,,,,,,,,,,
