row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.118Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.360Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Animal culture--Early works to 1800,,Animal culture,http://id.worldcat.org/fast/809131
12,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.118Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.360Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Antiquities,,Antiquities,http://id.worldcat.org/fast/810745
13,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.360Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Aqueducts--Italy--Rome--Early works to 1800,,Aqueducts|Italy|Italy--Rome,http://id.worldcat.org/fast/812149|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204500
14,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.360Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arab countries,,Arab countries,http://id.worldcat.org/fast/1240128
15,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arab logic--Early works to 1800,,Arab logic,http://id.worldcat.org/fast/1748003
16,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic language--Dictionaries--Turkish,,Arabic language|Dictionaries|Turkish language,http://id.worldcat.org/fast/812287|http://id.worldcat.org/fast/1423826|http://id.worldcat.org/fast/1159411
17,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z","Arabic language--Glossaries, vocabularies, etc.--Early works to 1800",,"Arabic language|Glossaries, vocabularies, etc.",http://id.worldcat.org/fast/812287|http://id.worldcat.org/fast/1423786
18,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic language--Grammar,,Arabic language--Grammar,http://id.worldcat.org/fast/812341
19,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic language--Grammar--Early works to 1800,,Arabic language--Grammar,http://id.worldcat.org/fast/812341
20,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic language--Versification--Early works to 1800,,Arabic language--Versification,http://id.worldcat.org/fast/812458
21,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic literature--Miscellanea--Early works to 1800,,Arabic literature|Miscellanea,http://id.worldcat.org/fast/812478|http://id.worldcat.org/fast/1353832
22,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic poetry--750-1258,,Arabic poetry,http://id.worldcat.org/fast/812533
23,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.032Z",Arabic poetry--Early works to 1800,,Arabic poetry,http://id.worldcat.org/fast/812533
24,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.594Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Arithmetic,,Arithmetic,http://id.worldcat.org/fast/814484
25,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Arithmetic--Early works to 1900,,Arithmetic,http://id.worldcat.org/fast/814484
26,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Artillery--Early works to 1800,,Artillery,http://id.worldcat.org/fast/817490
27,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Artillery--History,,Artillery|History,http://id.worldcat.org/fast/817490|http://id.worldcat.org/fast/1411628
28,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.512Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Astrolabes--Early works to 1800,,Astrolabes,http://id.worldcat.org/fast/819392
29,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Astrolabes--Islamic Empire,,Astrolabes|Islamic Empire,http://id.worldcat.org/fast/819392|http://id.worldcat.org/fast/1244134
30,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z","Astrology, Arab--Early works to 1800",,"Astrology, Arab",http://id.worldcat.org/fast/819451
31,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Astrology--Early works to 1800,,Astrology,http://id.worldcat.org/fast/819398
32,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Astronomical instruments--Early works to 1800,,Astronomical instruments,http://id.worldcat.org/fast/819641
33,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z",Astronomy,,Astronomy,http://id.worldcat.org/fast/819673
34,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z","Astronomy, Arab--Early works to 1800",,"Astronomy, Arab",http://id.worldcat.org/fast/819764
35,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-30T22:51:29.513Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-30T23:06:13.595Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:18:28.200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-30T23:23:16.119Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:24:10.736Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-30T23:35:29.361Z | KNOWN SUBJECT RECON APPLIED 2022-05-30T23:38:24.994Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-31T00:15:32.033Z","Astronomy, Arab--History",,"Astronomy, Arab|History",http://id.worldcat.org/fast/819764|http://id.worldcat.org/fast/1411628
