row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
1,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.478Z",Abridgements,aat,,abridgements,http://vocab.getty.edu/aat/300202489
2,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.478Z",Account books,rbgenr,,,
3,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.478Z",Accounts,aat,,accounts,http://vocab.getty.edu/aat/300145802
4,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.478Z",Addresses,rbgenr,,,
5,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.479Z",Amulets,aat,,amulets,http://vocab.getty.edu/aat/300266585
6,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.479Z",Annals and chronicles,lcgft,,Annals and chronicles,http://id.worldcat.org/fast/1919892
7,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.479Z",Annotations,aat,,annotations,http://vocab.getty.edu/aat/300026100
8,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.479Z",Annotations (Provenance),rbprov,,,
9,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.479Z",Anthologies,aat,,anthologies,http://vocab.getty.edu/aat/300026037
10,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T13:22:06.701Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-27T13:23:34.634Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-27T13:34:32.265Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-27T13:56:35.480Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-27T14:16:03.628Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-27T14:16:42.425Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-27T14:21:40.076Z | GENRE RECON, STEP 7: FINALIZED 2022-05-27T14:24:08.479Z",Art,fast,,Art,http://id.worldcat.org/fast/815177
