row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.290935500Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.289808400Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Abridgements,aat,,abridgements,http://vocab.getty.edu/aat/300202489
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.290935500Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.289808400Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Abridgments,fast,,Abridgments,http://id.worldcat.org/fast/1726571
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.290935500Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.289808400Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Abridgments,lcgft,,Abridgments,http://id.worldcat.org/fast/1726571
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.290935500Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.289808400Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Abstracts (summaries),aat,,abstracts (summaries),http://vocab.getty.edu/aat/300026032
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.291935700Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.290807500Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Account books,aat,,account books,http://vocab.getty.edu/aat/300027483
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.291935700Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.290807500Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Account books,lcgft,,Account books,http://id.worldcat.org/fast/795342
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.291935700Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.290807500Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Accounts,aat,,accounts,http://vocab.getty.edu/aat/300145802
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.291935700Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.290807500Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Agreements,aat,,agreements,http://vocab.getty.edu/aat/300027628
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.291935700Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.290807500Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Allegories,aat,,allegories (literary works),http://vocab.getty.edu/aat/300202507
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-31T18:56:11.443133200Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-07-31T18:56:47.391673900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-07-31T18:57:04.008856800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-07-31T18:57:25.291935700Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-07-31T18:58:34.035886700Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-07-31T18:58:52.214911200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-07-31T18:59:05.290807500Z | GENRE RECON, STEP 7: FINALIZED 2023-07-31T18:59:20.755231700Z",Almanacs,fast,,Almanacs,http://id.worldcat.org/fast/1423872
