row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Arabic with some notes in Persian.,ara,Persian|Arabic,Q9168|Q13955
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Arabic with translation in Persian.,ara;per,Persian|Arabic,Q9168|Q13955
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z","Arabic, with colophon in Arabic and Ottoman Turkish (in Arabic script, f. 8v).",ara,Arabic|Ottoman Turkish,Q13955|Q36730
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Arabic.,ara,Arabic,Q13955
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Arabic.,ara;eng,Arabic,Q13955
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Arabic; some notes in Persian.,ara;per,Persian|Arabic,Q9168|Q13955
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Armenian,,Armenian,Q8785
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Catalan,,Catalan,Q7026
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Chiefly Ottoman Turkish with Persian and Arabic vocabulary and headings in Arabic.,ota;ara;per,Persian|Arabic|Ottoman Turkish,Q9168|Q13955|Q36730
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Dutch,,Dutch,Q7411
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",East Middle Dutch,,Middle Dutch,Q178806
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.915Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",English,,English,Q1860
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",English; Latin,,English|Latin,Q1860|Q397
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",French,,French,Q150
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",French; Latin,,French|Latin,Q150|Q397
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",German,ger,German,Q188
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",German,,German,Q188
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",German.,ger,German,Q188
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",German; Latin,,German|Latin,Q188|Q397
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Hebrew.,heb,Hebrew,Q9288
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Hebrew; Latin,,Hebrew|Latin,Q9288|Q397
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Danish.,dan,Danish,Q9035
33,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Dutch.,dut,Dutch,Q7411
34,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Flemish.,lat,Flemish,Q34147
35,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In German.,eng,German,Q188
36,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Icelandic.,ice,Icelandic,Q294
37,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Italian.,ita,Italian,Q652
38,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Latin (highly abbreviated).,lat,Latin,Q397
39,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Latin.,eng,Latin,Q397
40,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Latin.,lat,Latin,Q397
41,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Latin.,dut,Latin,Q397
42,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Middle French.,frm,Middle French,Q1473289
43,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Old Norse.,non,Old Norse,Q35505
44,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Persian.,per,Persian,Q9168
45,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Persian; written in a professional nastaʻlīq script in black ink; ʻunwān and illustrations in colors and gold ; text rubricated.,per,Persian,Q9168
46,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",In Sanskrit,san,Sanskrit,Q11059
47,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Italian,,Italian,Q652
48,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Italian and Latin.,ita;lat,Italian|Latin,Q652|Q397
49,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Italian with a short section in Latin (f. 49r-49v).,ita;lat,Italian|Latin,Q652|Q397
50,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Italian.,ita,Italian,Q652
51,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.122Z",Language: Latin. Cover flyleaf and rear board contain notes written in Italian.,lat,Italian|Latin,Q652|Q397
52,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z",Latin,lat,Latin,Q397
53,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z",Latin,,Latin,Q397
54,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z",Latin (f. 1r-5r) and Italian with rubrics in Latin (f. 5v-20r).,lat;ita,Italian|Latin,Q652|Q397
55,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z","Latin, with a few poems in Italian (f. 106r-108v).",lat;ita,Italian|Latin,Q652|Q397
56,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z","Latin, with a few words in Spanish (f. 7r).",lat;spa,Latin|Spanish,Q397|Q1321
57,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z","Latin, with one section (f. 267r-272r) and some recipes, notes, and names in Italian.",lat,Italian|Latin,Q652|Q397
58,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z","Latin, with several items in Italian.",lat;ita,Italian|Latin,Q652|Q397
59,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z","Latin, with some French translations in the first conjugation table (f. 8r-9r).",lat;fre,Latin|French,Q397|Q150
60,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z",Latin.,lat,Latin,Q397
61,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:02:14.529Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-11T16:02:58.916Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-11T16:05:54.449Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-11T16:06:46.123Z",Latin; Anglo-Norman; Middle French (ca. 1400-1600),lat;xno;frm,Anglo-Norman|Middle French|Latin,Q35214|Q1473289|Q397
