row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
53,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.642Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Khalīl ibn Isḥāq al-Jundī,---1365?--Mukhtaṣar",,"Khalīl ibn Isḥāq al-Jundī, -1365?;Mukhtaṣar (Khalīl ibn Isḥāq al-Jundī)",http://id.worldcat.org/fast/1828571;http://id.worldcat.org/fast/1363458
54,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.642Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Kharrāz, Muḥammad ibn Muḥammad,---1318 or 1319.--Mawrid al-ẓamʼān",,"Mawrid al-ẓamʼān (Kharrāz, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1915240
55,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.642Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Lamoignon de Basville,--M. de--(Nicolas),--1648-1724",,"Lamoignon de Basville, M. de (Nicolas), 1648-1724",http://id.worldcat.org/fast/195069
56,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Lefèvre d'Étaples, Jacques,--d. 1536",,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400
57,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Martini, Luca",,,
58,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Mary,--Blessed Virgin, Saint--Annunciation--Art",,"Mary, Blessed Virgin, Saint;Annunciation to the Blessed Virgin Mary;Art",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1351679;http://id.worldcat.org/fast/815177
59,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Mary,--Blessed Virgin, Saint--Art",,"Mary, Blessed Virgin, Saint;Art",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/815177
60,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Muḥammad,--Prophet,---632--Biography--Early works to 1800",,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
61,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Muḥammad,--Prophet,---632--Biography--History and criticism",,"Muḥammad, Prophet, -632;Biographies;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411635
62,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Muḥammad,--Prophet,---632--Companions",,"Muḥammad, Prophet, -632;Companions of the Prophet Muhammad",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1352525
63,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Muḥammad,--Prophet,---632--Devotional literature",,"Muḥammad, Prophet, -632;Devotional literature",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/892015
64,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Muḥammad,--Prophet,---632--Isrāʼ and Miʻrāj",,"Muḥammad, Prophet, -632;Laylat al-Miʻrāj",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/994487
65,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Muḥammad,--Prophet,---632--Prayers and devotions--Early works to 1800",,"Muḥammad, Prophet, -632;Prayers and devotions;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
66,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Nabi,--1641 or 1642-1712--Correspondence",,"Nabi, 1641 or 1642-1712;Correspondence",http://id.worldcat.org/fast/1836668;http://id.worldcat.org/fast/2003288
67,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Nasafī, ʻUmar ibn Muḥammad,--1068?-1142.--ʻAqāʼid",,"Nasafī, ʻUmar ibn Muḥammad, 1068?-1142;ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",http://id.worldcat.org/fast/42663;http://id.worldcat.org/fast/1381144
68,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Padmapādācārya,--active 8th century.--Pañcapādikā",,Pañcapādikā (Padmapādācārya),http://id.worldcat.org/fast/1372822
69,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Peter Lombard,--Bishop of Paris,--approximately 1100-1160.--Sententiarum libri II",,"Peter Lombard, Bishop of Paris, approximately 1100-1160;Sententiarum libri IV (Peter Lombard, Bishop of Paris)",http://id.worldcat.org/fast/1841039;http://id.worldcat.org/fast/1356925
70,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.643Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Philip--II,--King of Spain,--1527-1598--Portraits",,"Philip II, King of Spain, 1527-1598;Portraits",http://id.worldcat.org/fast/26669;http://id.worldcat.org/fast/1423831
71,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Porphyry,--approximately 234-approximately 305.--Isagoge",,"Porphyry, approximately 234-approximately 305;Isagoge (Porphyry)",http://id.worldcat.org/fast/1802571;http://id.worldcat.org/fast/1356577
72,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z",Pseudo-Ptolemy.--Centiloquium,,,
73,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Qazwīnī, ʻAlī ibn ʻUmar,--1203 or 1204-1276 or 1277.--Shamsīyah",,"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277;Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/1842683;http://id.worldcat.org/fast/1916868
74,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z",Rome (Italy).--Maestri delle Strade,,Italy--Rome,http://id.worldcat.org/fast/1204500
75,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Rucellai, Cosimo",,,
76,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","San Zeno Maggiore (Church : Verona, Italy)",,"San Zeno Maggiore (Church : Verona, Italy)",http://id.worldcat.org/fast/574026
77,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","San Zeno Maggiore (Church : Verona, Italy)--Doctrines--Early works to 1800",,"San Zeno Maggiore (Church : Verona, Italy);Theology, Doctrinal;Early works",http://id.worldcat.org/fast/574026;http://id.worldcat.org/fast/1149617;http://id.worldcat.org/fast/1411636
78,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","San Zeno Maggiore (Church : Verona, Italy)--History--Early works to 1800",,"San Zeno Maggiore (Church : Verona, Italy);History;Early works",http://id.worldcat.org/fast/574026;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1411636
79,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn,--969 or 970-1016.--Nahj al-balāghah",,"Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn, 969 or 970-1016;Nahj al-balāghah (Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn)",http://id.worldcat.org/fast/1847026;http://id.worldcat.org/fast/1368261
80,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Soderini, Giovanni di Luigi",,,
81,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Sveti Nikola (Abbey : Šibenik, Croatia)",,,
82,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z",Śaṅkarācārya.--Laghuvākyavr̥tti,,Śaṅkarācārya,http://id.worldcat.org/fast/38643
83,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z",Śaṅkarācārya.--Śārīrakamīmāṃsābhāṣya,,Śaṅkarācārya;Śārīrakamīmāṃsābhāṣya (Śaṅkarācārya),http://id.worldcat.org/fast/38643;http://id.worldcat.org/fast/1365134
84,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Taftāzānī, Masʻūd ibn ʻUmar,--1322-1389?--Sharḥ al-ʻAqāʾid al-Nasafīyah",,"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?;Sharḥ al-ʻAqāʼid al-Nasafīyah (Taftāzānī, Masʻūd ibn ʻUmar)",http://id.worldcat.org/fast/42667;http://id.worldcat.org/fast/1365468
85,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Ulugh Beg,--1394-1449.--Zīj-i jadīd-i Sultānī",,"Ulugh Beg, 1394-1449;Zij-i jadid-i Sultani (Ulugh Beg)",http://id.worldcat.org/fast/146043;http://id.worldcat.org/fast/1796662
86,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Vettori, Jacopo",,,
87,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.597Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.644Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Webster, Alexander",,"Webster, Alexander, 1707-1784",http://id.worldcat.org/fast/169468
88,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.598Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.662Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.225Z","Wryghte, Thomas",,,
89,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.598Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.662Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.226Z","Zurqānī, ʻAbd al-Bāqī ibn Yūsuf,--1611-1688.--Sharḥ Mukhtaṣar Khalīl",,,
90,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-13T12:55:17.598Z | NAMED SUBJECT RECON, STEP 3: START NAMED SUBJECT RECON 1 2022-07-13T12:56:09.461Z | NAMED SUBJECT RECON, STEP 6: START NAMED SUBJECT RECON 2 2022-07-13T13:20:47.662Z | NAMED SUBJECT RECON, STEP 9: FINALIZED 2022-07-13T13:22:39.226Z","ʻAlī ibn Abī Ṭālib,--Caliph,--approximately 600-661--Hadith",,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661;Hadith",http://id.worldcat.org/fast/1804105;http://id.worldcat.org/fast/950112
