row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.493050500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.140079600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.105625900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.607282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.176489600Z",Abridgements,aat,,abridgements,http://vocab.getty.edu/aat/300202489
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Abridgments,lcgft,,Abridgments,http://id.worldcat.org/fast/1726571
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Abridgments,fast,,Abridgments,http://id.worldcat.org/fast/1726571
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Abstracts (summaries),aat,,abstracts (summaries),http://vocab.getty.edu/aat/300026032
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Account books,aat,,account books,http://vocab.getty.edu/aat/300027483
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Accounts,aat,,accounts,http://vocab.getty.edu/aat/300145802
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Agreements,aat,,agreements,http://vocab.getty.edu/aat/300027628
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.494052600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.806940900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Allegories,aat,,allegories (literary works),http://vocab.getty.edu/aat/300202507
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.495051600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.807942700Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Almanacs,lcgft,,Almanacs,http://id.worldcat.org/fast/1423872
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-15T00:47:19.495051600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-01-15T00:48:58.807942700Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-01-15T01:36:39.141075700Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-01-15T20:46:59.107624300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-01-15T21:03:44.608282600Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-01-15T21:06:16.242049800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-01-15T21:35:18.650081800Z | GENRE RECON, STEP 7: FINALIZED 2023-01-15T21:36:09.177491300Z",Almanacs,fast,,Almanacs,http://id.worldcat.org/fast/1423872
