row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
99,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z","Geography, Medieval",,"Geography, Medieval",http://id.worldcat.org/fast/940573
100,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geography--Early works to 1800,,Geography;Early works,http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636
101,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geomancy,,Geomancy,http://id.worldcat.org/fast/940820
102,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geomancy--Islamic countries--Early works to 1800,,Geomancy;Islamic countries;Early works,http://id.worldcat.org/fast/940820;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636
103,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geometry,,Geometry,http://id.worldcat.org/fast/940864
104,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geometry--Arab countries--History,,Geometry;Arab countries;History,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1240128;http://id.worldcat.org/fast/1411628
105,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geometry--Early works to 1800,,Geometry;Early works,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1411636
106,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Geometry--Islamic countries--History,,Geometry;Islamic countries;History,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411628
107,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Germany,,Germany,http://id.worldcat.org/fast/1210272
108,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z","Ghazals, Persian--Early works to 1800",,"Ghazals, Persian;Early works",http://id.worldcat.org/fast/942362;http://id.worldcat.org/fast/1411636
109,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",God (Islam)--Mercy--Early works to 1800,,God (Islam)--Mercy|Early works,http://id.worldcat.org/fast/944148|http://id.worldcat.org/fast/1411636
110,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Great Britain--Kings and rulers--Genealogy--Early works to 1800,,Great Britain;Kings and rulers;Genealogy;Early works,http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636
111,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hadith,,Hadith,http://id.worldcat.org/fast/950112
112,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hadith--Authorities--Early works to 1800,,Hadith--Authorities|Early works,http://id.worldcat.org/fast/950115|http://id.worldcat.org/fast/1411636
113,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hadith--Commentaries--Early works to 1800,,Hadith--Commentaries;Early works,http://id.worldcat.org/fast/950119;http://id.worldcat.org/fast/1411636
114,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z","Hadith--Criticism, interpretation, etc.--Early works to 1800",,"Hadith;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636
115,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hagiography,,Hagiography,http://id.worldcat.org/fast/950239
116,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hair--Dyeing and bleaching--Religious aspects--Islam--Early works to 1800,,Hair--Dyeing and bleaching;Islam;Early works,http://id.worldcat.org/fast/950368;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
117,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hair--Religious aspects--Islam--Early works to 1800,,Hair--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/950374;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
118,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hair--Removal--Early works to 1800,,Hair--Removal;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/1411636
119,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hair--Removal--Legal aspects--Islamic law--Early works to 1800,,Hair--Removal;Islamic law;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636
120,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hanafites--Early works to 1800,,Hanafites;Early works,http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/1411636
121,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hanbalites--Early works to 1800,,Hanbalites|Early works,http://id.worldcat.org/fast/950821|http://id.worldcat.org/fast/1411636
122,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Happiness,,Happiness,http://id.worldcat.org/fast/951160
123,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Happiness--Early works to 1800,,Happiness;Early works,http://id.worldcat.org/fast/951160;http://id.worldcat.org/fast/1411636
124,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Headgear--Religious aspects--Islam--Early works to 1800,,Headgear--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/952663;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
125,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hebrew language--Etymology--Early works to 1800,,Hebrew language--Etymology;Early works,http://id.worldcat.org/fast/954220;http://id.worldcat.org/fast/1411636
126,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Heraldry,,Heraldry,http://id.worldcat.org/fast/955273
127,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z","Hindu hymns, Sanskrit",,"Hindu hymns, Sanskrit",http://id.worldcat.org/fast/957053
128,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hindu mythology,,Hindu mythology,http://id.worldcat.org/fast/1729920
129,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hindu philosophy,,Hindu philosophy,http://id.worldcat.org/fast/1729923
130,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hindu philosophy--Early works to 1800,,Hindu philosophy;Early works,http://id.worldcat.org/fast/1729923;http://id.worldcat.org/fast/1411636
131,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z",Hinduism--Rituals--Texts,,Hinduism--Rituals;Texts,http://id.worldcat.org/fast/957154;http://id.worldcat.org/fast/1423705
132,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.597Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.320Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.717Z","History, Universal--Early works to 1800",,World history;Early works,http://id.worldcat.org/fast/1181345;http://id.worldcat.org/fast/1411636
