row_index,workflow_history,place_as_recorded,authorized_label,structured_value
171,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.183985800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Europe, [Central Europe?]",Europe|Central Europe,http://vocab.getty.edu/tgn/1000003|http://vocab.getty.edu/tgn/4003755
172,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.183985800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z",Flanders,Flanders,http://vocab.getty.edu/tgn/7024097
173,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (Belgium), Eastern Flanders",Flanders|Belgium,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000063|http://vocab.getty.edu/tgn/7018236
174,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (Belgium), Flanders",Flanders|Belgium,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000063
175,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (Belgium), Flanders (?)",Flanders|Belgium,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000063
176,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (Belgium); France, France and Flanders",Flanders|Belgium|France,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000063|http://vocab.getty.edu/tgn/1000070
177,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.487994400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (Belgium); France; Italy, Venice; Northern France or Flanders",Flanders|Belgium|France|Italy|Venice|Northern France,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000063|http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7018159|http://vocab.getty.edu/tgn/4004036
178,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.488993200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (Belgium); Rhineland (Germany), Flanders or the Rhineland",Flanders|Belgium|Rhineland|Germany,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000063|http://vocab.getty.edu/tgn/7003683|http://vocab.getty.edu/tgn/7000084
179,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (France), Flanders",Flanders|France,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000070
180,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders (France), Flanders (?)",Flanders|France,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000070
181,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z",Flanders ?,Flanders,http://vocab.getty.edu/tgn/7024097
182,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.178338900Z","Flanders ?, Franco-Flemish",Flanders,http://vocab.getty.edu/tgn/7024097
183,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",Flanders or France,Flanders|France,http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/1000070
184,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",Flanders?,Flanders,http://vocab.getty.edu/tgn/7024097
185,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",Florence,Florence,http://vocab.getty.edu/tgn/7000457
186,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France,France,http://vocab.getty.edu/tgn/1000070
187,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France (?),France,http://vocab.getty.edu/tgn/1000070
188,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France / Burgundy,France|Burgundy,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7029372
189,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France ?,France,http://vocab.getty.edu/tgn/1000070
190,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France and England,France|England,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7002445
191,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.184983Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.856968800Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France or Belgium,France|Belgium,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/1000063
192,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.857968700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France or England,France|England,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7002445
193,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.857968700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France or Flanders,France;Flanders,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7024097
194,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.857968700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France or Germany,France|Germany,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7000084
195,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.857968700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z",France or Spain,France|Spain,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/1000095
196,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.857968700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z","France,  Auvergne-Rhône-Alpes",France|Auvergne-Rhône-Alpes,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/8711848
197,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z","France, Aix-en-Provence",France|Aix-en-Provence,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7010786
198,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.179338300Z","France, Anjou?",France;Anjou,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7017069
199,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Auvergne",France|Auvergne,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7002871
200,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Avignon",France|Avignon,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008799
201,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Boulbonne, France",France,http://vocab.getty.edu/tgn/1000070
202,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.489991800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Bourg-en-Bresse, France",France|Bourg-en-Bresse,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7012558
203,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.490997600Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Bretagne",France|Brittany,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7024267
204,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Brittany",France;Brittany,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7024267
205,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Brittany ?",France;Brittany,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7024267
206,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Burgundy",France|Burgundy,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7029372
207,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Burgundy ?",France|Burgundy,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7029372
208,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Castres, France",France|Castres,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008450
209,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Central France",France,http://vocab.getty.edu/tgn/1000070
210,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Central France (?)",France,http://vocab.getty.edu/tgn/1000070
211,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.185982600Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.858971500Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Central or Southern France",France|Southern France,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/4004037
212,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Champagne",France|Champagne,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7658604
213,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Champagne?",France|Champagne,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7658604
214,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Channel",France,http://vocab.getty.edu/tgn/1000070
215,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Chartres",France|Chartres,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008267
216,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Coutances",France|Coutances,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008215
217,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Dauphiné",France;Dauphiné,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7007764
218,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Dijon, France",France|Dijon,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008224
219,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Eastern France",France|Eastern France,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/8716310
220,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Eure",France|Département de l'Eure,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7002936
221,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Flanders or Northeastern France",France|Flanders|Northeastern France,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/7669119
222,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.491992100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, Flanders or Northern France",France|Flanders|Northern France,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7024097|http://vocab.getty.edu/tgn/4004036
223,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.493991700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, France",France,http://vocab.getty.edu/tgn/1000070
224,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.493991700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.180340300Z","France, France (?)",France,http://vocab.getty.edu/tgn/1000070
225,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.493991700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.181340400Z","France, France (Arles?)",France|Arles,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008775
226,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.493991700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.181340400Z","France, France (Burgundy)",France|Burgundy,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7029372
227,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.493991700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.181340400Z","France, France (Citeaux Abbey)",France|Cîteaux,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7656279
228,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-19T19:05:53.186982800Z | PLACE RECON, STEP 3: START RECON 2022-12-19T19:06:59.493991700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-12-20T05:00:54.859969700Z | PLACE RECON, STEP 6: FINALIZED 2022-12-20T05:02:03.181340400Z","France, France (Clermont-Ferrand?)",France|Clermont-Ferrand,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7008202
