row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.227Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.034Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.039Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.147Z",Abridgements,aat,,abridgements,http://vocab.getty.edu/aat/300202489
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.034Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.039Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.147Z",Account books,rbgenr,,,
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.034Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.039Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Accounts,aat,,accounts,http://vocab.getty.edu/aat/300145802
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.034Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.039Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Amulets,aat,,amulets,http://vocab.getty.edu/aat/300266585
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.034Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.039Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Annals and chronicles,lcgft,,Annals and chronicles,http://id.worldcat.org/fast/1919892
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.035Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.039Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Annotations,aat,,annotations,http://vocab.getty.edu/aat/300026100
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.035Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.040Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Annotations (Provenance),rbprov,,,
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.035Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.040Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Anthologies,aat,,anthologies,http://vocab.getty.edu/aat/300026037
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.035Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.040Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.148Z",Antiphonaries,rbgenr,,,
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:37:07.228Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-16T16:37:29.221Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-16T16:38:07.035Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-16T16:38:31.139Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-16T16:38:56.058Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-07-16T16:39:29.859Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-16T16:39:46.040Z | GENRE RECON, STEP 7: FINALIZED 2022-07-16T16:40:30.149Z",Armorial bindings,rbbin,,,
