title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Masālik al-khalāṣ fī mahālik al-khawāṣṣ,,,,Masālik al-khalāṣ fī mahālik al-khawāṣṣ,Q54463,,
al-Ifāḍah fī sharḥ Unbūb al-balāghah fī yanbūʻ al-faṣāḥah,,,,al-Ifāḍah fī sharḥ Unbūb al-balāghah fī yanbūʻ al-faṣāḥah,Q54464,,
Sharḥ Risālat al-istiʻārah,,,,Sharḥ Risālat al-istiʻārah,Q54465,,
Thamarāt al-majāz wa-al-ḥaqīqah fī sharḥ abyāt al-ḥadīqah,,,,Thamarāt al-majāz wa-al-ḥaqīqah fī sharḥ abyāt al-ḥadīqah,Q54466,,
Risālah fī ʻilm al-balāghah,,,,Risālah fī ʻilm al-balāghah,Q54467,,
al-Natāʼij al-almaʻīyah fī sharḥ al-kāfiyah al-badīʻīyah,,,,al-Natāʼij al-almaʻīyah fī sharḥ al-kāfiyah al-badīʻīyah,Q54468,,
Ṭirāz al-ḥullah wa-shifāʼ al-ghullah,,,,Ṭirāz al-ḥullah wa-shifāʼ al-ghullah,Q54469,,
Anwār al-rabīʻ fī anwāʻ al-badīʻ,,,,Anwār al-rabīʻ fī anwāʻ al-badīʻ,Q12131,,
al-Tuḥaf al-adabīyah fī sharḥ al-nukat al-badīʻīyah fī imdāḥ khayr al-barīyah,,,,al-Tuḥaf al-adabīyah fī sharḥ al-nukat al-badīʻīyah fī imdāḥ khayr al-barīyah,Q54470,,
al-Niẓām al-badīʻ ʻalá ʻIqd al-badīʻ,,,,al-Niẓām al-badīʻ ʻalá ʻIqd al-badīʻ,Q54471,,
Collection of Arabic and Persian texts on grammar,,,,Arabic texts;Persian texts;Grammatical texts,Q12258;Q7568;Q38407,,
Collection of Arabic texts on grammar,,,,Arabic grammatical text,Q25791,,
Collection of texts on the Arabic language,,,,Arabic texts,Q12258,,
Maṣāriʻ al-muṣāriʻ; Kitāb Uthūlūjiyā /,مصارع المصارع,,,Maṣāriʻ al-muṣāriʻ;Kitāb Uthūlūjiyā,Q54472;Q54473,,
Kitāb al-Jāmiʻ al-ṣaghīr fī al-naḥw ... [etc,كتاب الجامع الصغير في النحو ... الخ,Works,,Works,Q5989,,
al-Rāmūz,الراموز,,,al-Rāmūz,Q54474,,
al-Misbāḥ fī al-jamʻ bayna al-Afʻāl wa-al-Ṣiḥāḥ fī al-lughah ... [etc.,المسباح في الجمع بين الافعال والصحاح في اللغة ... الخ,,,Arabic grammatical text,Q27591,,
Kāfīyat dhawī al-arab fī maʻrifat kalām al-ʻArab /,كافية ذوي الارب في معرفة كلام العرب /,,,Kāfīyat dhawī al-arab fī maʻrifat kalām al-ʻArab,Q54475,,
Mīr Abū al-Fatḥ ʻalá al-Tahdhīb wa-Jalāl al-Dīn al-Dawwānī ʻalayhi ayḍan wa-Risālah ʻAḍudīyah min al-waḍʻ,مير ابو الفتح على التهذيب وجلال الدين الدواني عليه ايضا ورسالة عضدية من الوضع,,,Commentary on al-Tahdhīb,Q54476,,
Sharḥ al-Unmūdhaj fī al-naḥw,,,,Sharḥ al-Unmūdhaj,Q12214,,
Mukhtaṣar Taysīr al-maṭālib fī sharḥ al-ʻAwāmil ... [etc,مختصر تيسير المطالب في شرح العوامل ... الخ,,,Mukhtaṣar Taysīr al-maṭālib fī sharḥ al-ʻAwāmil,Q54477,,
Sih kitāb mutaʻalliq bi-ʻulūm adabīyah,سه كتاب متعلق بعلوم ادبية,,,Sih kitāb mutaʻalliq bi-ʻulūm adabīyah,Q54478,,
Four texts on grammar and logic,,,,Grammatical text;Logic,Q6010;Q20450,,
al-Miṣbāḥ fī al-naḥw ... [etc,المصباح في النحو ... الخ,,,Arabic grammatical text,Q27591,,
Ḥāshiyah ʻalá dībājat sharḥ al-Taftāzānī ... [etc,حاشية على ديباجة شرح التفتازاني ... الخ,,,Ḥāshiyah ʻalá dībājat sharḥ al-Taftāzānī,Q54479,,
Ḥāshiyah ʻalá sharḥ al-Qūshjī ... [etc,حاشية على شرح القوشجي ... الخ,,,Ḥāshiyah ʻalá sharḥ al-Qūshjī,Q54480,,
al-Juzʼ al-awwal min Kitāb al-Ṣiḥāḥ fī al-lughah,الجز الاول من كتاب الصحاح في اللغة,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Kitāb Muṭawwal,كتاب مطول,Muṭawwal,مطول,,,Muṭawwal,Q11858
al-Ḥawāshī,الحواشي,Ḥāshiyah ʻalá al-Muṭawwal,حاشية على المطول,Ḥāshiyah ʻalá al-Muṭawwal,Q11681,,
Muṭawwal,مطول,,,,,Muṭawwal,Q11858
al-Muṭawwal /,المطول /,,,al-Muṭawwal,Q54423,,
Kitāb Kashf al-lithām ʻan wajh al-tawrīyah wa-al-istikhdām /,كتاب كشف اللثام عن وجه التورية والاستخدام /,Kashf al-lithām ʻan wajh al-tawrīyah wa-al-istikhdām,كشف اللثام عن وجه التورية والاستخدام,Arabic grammatical text,Q27591,,
Kitāb Sharḥ al-Khazrajīyah fī al-ʻarūḍ /; Kitāb al-Khazrajīyah fī ʻilm al-ʻarūḍ,كتاب شرح الخزرجية في العروض /,,,Kitāb Sharḥ al-Khazrajīyah fī al-ʻarūḍ,Q54481,,
Matn Miftāḥ al-ʻulūm /,متن مفتاح العلوم /,Miftāḥ al-ʻulūm,مفتاح العلوم,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
al-Īḍāḥ,الايضاح,,,,,Īḍāḥ fī ʻulūm al-balāghah,Q39183
al-Juzʼ al-thānī min Kitāb al-Ṣiḥāḥ fī al-lughah /,الجزؤ الثاني من كتاب الصحاح في اللغة /,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Kitāb al-Talkhīṣ,كتاب التلخيص,Talkhīṣ al-Miftāḥ,تلخيص المفتاح,Talkhīṣ al-Miftāḥ,Q12067,,
Kitāb al-Ṣiḥāḥ fī [---] /,كتاب الصحاح /,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Kitāb al-Ṣiḥāḥ fī al-lughah,كتاب الصحاح في اللغة,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Ḥāshiyah-i Muṭawwal /,حاشيه مطول /,Ḥāshiyah ʻalá al-Muṭawwal,حاشية على المطول,Ḥāshiyah ʻalá al-Muṭawwal,Q11681,,
Mukhtaṣar fī al-maʻānī,مختصر في المعاني,,,Mukhtaṣar al-maʻānī,Q11740,,
Ḥāshiyah-i Muṭawwal /,,Ḥāshiyah ʻalá al-Muṭawwal,حاشية على المطول,Ḥāshiyah ʻalá al-Muṭawwal,Q11681,,
al-Lubāb,اللباب,Lubāb al-iʻrāb,لباب الاعراب,Lubāb al-iʻrāb,Q54482,,
Tarkīb al-Unmūdhaj,تركيب الانموذج,Tarkīb al-Unmūdhaj,,Tarkīb al-Unmūdhaj,Q54429,,
Kitāb al-Qusṭās fī al-ʻarūḍ. al-Kāfī fī ʻilmay al-ʻarūḍ wa-al-qawāfī,كتاب القسطاس في العروض. الكافي في علمي العروض والقوافي,,,Kitāb al-Qusṭās fī al-ʻarūḍ,Q54483,,
Shāfiyah,,Shāfiyah,شافية,Shāfiyah,Q11634,,
Kitāb Unmūdhaj fī al-naḥw /,,Unmūdhaj fī al-naḥw,انموذج في النحو,Unmūdhaj fī al-naḥw,Q54484,,
Kitāb Farāʾid al-qalāʾid fī Sharḥ al-Shawāhid shurūḥ al-Alfīyah /,كتاب فرائد القلائد في شرح الشواهد شروح الالفية /,Farāʾid al-qalāʾid fī mukhtaṣar Sharḥ al-Shawāhid,فرائد القلائد في مختصر شرح الشواهد,Farāʾid al-qalāʾid fī mukhtaṣar Sharḥ al-Shawāhid,Q54422,,
Iʻrāb Iẓhār,اعراب اظهار,,,Iʻrāb Iẓhār,Q54485,,
al-Ḍawʼ ʻalá al-Miṣbāḥ,,,,al-Ḍawʼ ʻalá al-Miṣbāḥ,Q54486,,
Sharḥ al-Ḍawʼ ʻalá al-Miṣbāḥ,,,,Sharḥ Ḍawʼ al-Miṣbāḥ,Q12091,,
Fatḥ al-asrār fī Kitāb al-Iẓhār,,,,,,Fatḥ al-asrār fī Kitāb al-Iẓhār,Q11820
Nashr al-minaḥ al-ilāhīyah fī madḥ khayrat al-barīyah,,,,Nashr al-minaḥ al-ilāhīyah fī madḥ khayrat al-barīyah,Q54487,,
al-Fawaʼid al-Ḍiyaʼīyah,,,,al-Fawaʼid al-Ḍiyaʼīyah,Q54419,,
al-Fawāʼid al-Ḍiyāʼīyah,,,,Fawāʼid al-ḍiyāʼīyah,Q39778,,
ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,,,,Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,Q54488,,
Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,,,,Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,Q54488,,
Ḥāshiyah bar Favāʼid-i Z̤iyāʼīyah /,,,,Ḥāshiyah bar Favāʼid-i Z̤iyāʼīyah,Q54489,,
al-Hidāyah fī al-naḥw,,,,Arabic grammatical text,Q27591,,
al-Wāfīyah fī sharḥ al-Kāfīyah,الوافية في شرح الكافية,,,Wāfiyah fī sharḥ al-Kāfiyah,Q11640,,
Kitāb al-Qāmūs al-muḥīṭ wa-al-Qāmūs al-wasīṭ fī al-lughah /,كتاب القاموس المحيط والقاموس الوسيط في اللغة /,Qāmūs al-muḥīṭ,قاموس المحيط,al-Qāmūs al-muḥīṭ,Q3110,,
al-Rubʻ al-awwal min al-Qāmūs /,الربع الاول من القاموس /,Qāmūs al-muḥīṭ,قاموس المحيط,al-Qāmūs al-muḥīṭ,Q3110,,
Hādhā Muthallathat Mawlānā Quṭrub ... [etc,هذا مثلثة مولانا قطرب ... الخ,,,Hādhā Muthallathat Mawlānā Quṭrub,Q54490,,
al-Miṣbāḥ fī al-naḥw,,,,Arabic grammatical text,Q27591,,
Sharḥ dībājat al-Miṣbāḥ fī al-naḥw,,,,Sharḥ dībājat al-Miṣbāḥ,Q54491,,
Mughnī al-labīb ʻan kutub al-aʻārīb,,,,Mughnī al-labīb ʻan kutub al-aʻārīb,Q3677,,
al-Mukhtār min al-Ṣiḥāḥ,,,,al-Mukhtār min al-Ṣiḥāḥ,Q54492,,
Mulḥat al-iʻrāb,,,,,,Mulḥat al-iʻrāb,Q12024
al-Nafḥah al-miskīyah wa-al-tuḥfah al-makkīyah,,,,al-Nafḥah al-miskīyah wa-al-tuḥfah al-makkīyah,Q54493,,
Tajārib al-insān va anvār al-ḥikmah ... [etc.,تجارب الانسان و انوار الحکمه ... الخ,,,Tajārib al-insān va anvār al-ḥikmah,Q54494,,
Kitāb al-Kāfīyah maʻa al-Miṣbāḥ maʻa al-ʻAwāmil,كتاب الكافية مع المصباح مع العوامل,,,Kitāb al-Kāfīyah maʻa al-Miṣbāḥ maʻa al-ʻAwāmil,Q54495,,
al-Juzʼ al-rābiʻ min Kitāb al-Ṣiḥāḥ fī al-lughah /,الجزء الرابع من كتاب الصحاح في اللغة /,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
al-Mujalladah al-ūlá min Kitāb al-Ṣiḥāḥ fī al-lughah,المجلدة الولى من كتاب الصحاح في اللغة,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
al-Juzʼ al-thālith [al-rābiʻ] min Kitāb al-Ṣiḥāḥ,الجزء الثالث الرابع من كتاب الصحاح,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Kitāb al-Iʻtiḍād fī al-farq bayna al-ẓāʼ wa-al-ḍād wa-Kitāb Tuḥfat al-mawdūd fī al-maqṣūr wa-al-mamdūd /,كتاب الاعتضاد في الفرق بين الظاء والضاد وكتاب تحفة المودود في المقصور والممدود /,,,Kitāb al-Iʻtiḍād,Q54496,,
Kitāb Sharḥ Talkhīṣ al-Miftāḥ /,كتاب شرح تلخيص المفتاح /,Sharḥ al-mukhtaṣar,شرح المختصر,Sharḥ al-mukhtaṣar,Q54445,,
Kitāb Sharḥ-i Khalkhālī bar Talkhīṣ-i Miftāḥ,كتاب شرح خلخالي بر تلخيص مفتاح,Miftāḥ Talkhīṣ al-Miftāḥ,مفتاح تلخيص المفتاح,Talkhīṣ al-Miftāḥ,Q12067,,
Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,,,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Sharḥ lil-ʻAllāmah al-Jurjānī ʻalá al-Miṣbāḥ al-Sakkākī,شرح للعلامة الجرجاني على المصباح السكاكي,Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Sharḥ al-Miftāḥ,شرح المفتاح,Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Kitāb Sharḥ al-Qism al-thālith min Miftāḥ al-ʻulūm /,,Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Kitāb al-Sāmī fī al-asāmī /,كتاب السامي في الاسامي /,Sāmī fī al-asāmī,سامي في الاسامي,,,Sāmi fī al-asāmī,Q12165
Kitāb Iftitāḥ fī ḥawāshī al-Miftāḥ,كتاب افتتاح في حواشي المفتاح,Iftitāḥ fī sharḥ al-Miṣbāḥ,افتتاح في شرح المصباح,Iftitāḥ fī sharḥ al-Miṣbāḥ,Q54497,,
Qiṭʻah min al-Ṣiḥāḥ min al-Qāf ilá awwal faṣl al-Shīn bi-al-Lām,قطعة من الصحاح من القاف الى اول فصل الشين باللام,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Kitāb al-Ṣiḥāḥ fī al-lughah /,كتاب الصحاح في اللغة /,Ṣiḥāḥ,صحاح,Sihah,Q3117,,
Unmūdhaj mātin Nāṣir al-sunnah wa-qāmiʻ al-bidʻah Maḥmūd al-Zamakhsharī wa-ṣāḥib al-sharḥ Muḥammad ibn Ṣadr al-Ḥājj,انموذج ماتن ناصر السنة وقامع البدعة محمود الزمخشري وصاحب الشرح محمد بن صدر الحاج,,,Arabic text,Q38349,,
Sharḥ Unmūdhaj /; wa-ṣāḥib al-matn ... Maḥmūd al-Zamakhsharī,شرح انموذج /,Sharḥ al-Unmūdhaj,شرح الانموذج,Sharḥ al-Unmūdhaj,Q12214,,
Imtiḥān al-adhkiyāʼ sharḥ Lubb al-mukhtaṣar min al-Kāfiyah al-mansūb ilá ʻUmar al-qāḍī al-Bayḍawī,امتحان الاذكياء شرح لب المختصر من الكافية المنسوب الى عمر القاضي البيضوي,Imtiḥān al-adhkiyāʼ,امتحان الاذكياء,Imtiḥān al-adhkiyāʼ,Q54498,,
al-Jumal fī al-naḥw,,,,al-Jumal fī al-naḥw,Q54499,,
Sharḥ al-Kāfiyah,,,,,,Fawāʼid al-ḍiyāʼīyah,Q39778
al-Kifāyah fī ʻilm al-iʻrāb,,,,al-Kifāyah fī ʻilm al-iʻrāb,Q54500,,
Khulāṣat al-iʻrāb,,,,Khulāṣat al-iʻrāb,Q54501,,
Lamaʻāt al-anwār al-Ḥamīdīyah fī ḥall mushkilāt al-Risālah al-ʻAḍudīyah,,,,Lamaʻāt al-anwār al-Ḥamīdīyah fī ḥall mushkilāt al-Risālah al-ʻAḍudīyah,Q54502,,
Mā ittafaqa lafẓuhu wa-ikhtalafa maʻnāh,ما اتفق لفظه واختلف معناه,Maʼthūr fī-mā ittafaqa lafẓuhu wa-ikhtalafa maʻnāh,,Maʼthūr fī-mā ittafaqa lafẓuhu wa-ikhtalafa maʻnāh,Q54503,,
Kitāb al-Faṣīḥ /,كتاب الفصيح /,,,Kitāb al-Faṣīḥ,Q54504,,
al-Zāhir,الزاهر,,,al-Zāhir,Q54505,,
al-Ṣiḥāḥ fī al-lughah,الصحاح في اللغة,,,Sihah,Q3117,,
Mukhtaṣar al-Ṣiḥāḥ,مختصر الصحاح,,,Mukhtaṣar al-Ṣiḥāḥ,Q54506,,
Qayd al-awābid min al-fawāʼid,,,,Qayd al-awābid min al-fawāʼid,Q54507,,
al-Muḥkam fī al-lughah,المحکم في اللغة,,,al-Muḥkam fī al-lughah,Q54508,,
Kifāyat al-mutaḥaffiẓ fī al-lughah,کفاىة المتحفظ في اللغة,,,Kifāyat al-mutaḥaffiẓ fī al-lughah,Q54509,,
Lisān al-ʻArab,لسان العرب,,,Lisān al-ʻArab,Q54510,,
al-Qāmūs al-muḥīṭ,القاموس المحىط,,,,,al-Qāmūs al-muḥīṭ,Q3110
al-Qāmūs al-muḥīṭ,القاموس المحيط,Qāmūs al-muḥīṭ,قاموس المحيط,,,al-Qāmūs al-muḥīṭ,Q3110
Sharḥ al-Qāmūs,شرح القاموس,,,Sharḥ al-Qāmūs,Q54511,,
Qāmūs,قاموس,,,Dictionary,Q7823,,
Arabic dictionary,,,,Arabic dictionary,Q54512,,
Hādhā Kitāb Maqṣūd fī ʻilm al-ṣarf,هذا كتاب مقصود فى علم الصرف,Maqṣūd fī al-taṣrīf,مقصود في التصريف,Maqṣūd fī al-taṣrīf,Q54513,,
Hādhā Sharḥ al-Maqṣūd al-musammá bi-al-Shukrīyah /,هذا شرح المقصود المسمى بالشكرية /,Shukrīyah,شكرية,Hādhā Sharḥ al-Maqṣūd al-musammá bi-al-Shukrīyah,Q54514,,
al-Muḥaṣṣal sharḥ al-Mufaṣṣal,المحصل شرح المفصل,Muḥaṣṣal sharḥ al-Mufaṣṣal,محصل شرح المفصل,Muḥaṣṣal sharḥ al-Mufaṣṣal,Q54515,,
Sharḥ al-Unmūdhaj,شرح الانموذج,ḥadāʼiq al-daqāʼiq fī sharḥ risālat ʻallāmat al-ḥaqāʼiq,,Ḥadāʼiq al-daqāʼiq fī sharḥ risālat ʻallāmat al-ḥaqāʼiq,Q12027,,
Sharḥ al-Unmūdhaj,شرح الانموذج,Ḥadāʼiq al-daqāʼiq fī sharḥ risālat ʻallāmat al-ḥaqāʼiq,,Ḥadāʼiq al-daqāʼiq fī sharḥ risālat ʻallāmat al-ḥaqāʼiq,Q12027,,
Asrār al-ʻArabīyah,اسرار العربىة,,,Asrār al-ʻArabīyah,Q54516,,
Ḍawʼ al-Miṣbāḥ,ضوء المصباح,,,Ḍawʼ al-Miṣbāḥ,Q12032,,
al-Nihāyah fī sharḥ al-Kifāyah,النهاىة في شرح الکفاىة,,,al-Nihāyah fī sharḥ al-Kifāyah,Q54517,,
Hādhā Kitāb al-Kāfiyah fī al-naḥw /,هذا كتاب الكافيه في النحو /,Kāfiyah,كافية,Kāfiyah,Q27563,,
Fawāʼid al-wāfiyah bi-ḥall mushkilāt al-Kāfiyah /,فوائد الوافية بحل مشكلات الكافية /,Fawāʼid al-Ḍiyāʼīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Fawāʼid wāfiyah li-ḥall mushkilāt al-Kāfiyah /,فوائد وافية لحل مشكلات الكافية /,Fawāʼid al-Ḍiyāʼīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
al-Fawāʼid al-Ḍiyāʼīyah,الفوائد الضىائىة,,,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah li-ḥall mushkilāt al-Kāfiyah lil-Jāmī /,حاشية على الفوائد الضيائية لحل مشكلات الكافية للجامي /,Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,حاشية على الفوائد الضيائية,Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,Q54488,,
Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,حاشية على الفوائد الضيائية,,,Ḥāshiyah ʻalá al-Fawāʼid al-Ḍiyāʼīyah,Q54488,,
Hādhā Kitāb Shawāhid Khabīṣī ʻalá Kāfiyah,هذا كتاب شواهد خبيصي على كافية,Sharḥ abyāt al-Muwashshaḥ lil-Khabīṣī,شرح ابيات الموشح للخبيصي,Commentary on Al-Khabisi,Q54518,,
ḥāshiyah ʻalá Imtiḥān,,,,Ḥāshiyah ʻalá Imtiḥān,Q54519,,
Sharḥ al-Taṣrīf al-ʻIzzī,شرح التصرىف العزي,,,Sharḥ al-Taṣrīf al-ʻIzzī,Q12052,,
Tasʹhīl al-Fawāʼid wa-takmīl al-maqāṣid,تسهىل الفوائد وتکمىل المقاصد,,,Tasʹhīl al-Fawāʼid wa-takmīl al-maqāṣid,Q54520,,
Alfīyat naḥw,الفية نحو,Alfīyah,الفية,Alfīyah,Q54521,,
Alfīyah,الفية,,,Alfīyah,Q54521,,
al-Maqāṣid al-naḥwīyah fī sharḥ shawāhid al-Alfīyah,المقاصد النحوىة في شرح شواهد الالفىة,,,Arabic grammatical text,Q27591,,
Marāḥ al-arwāḥ,مراح الارواح,,,Marāḥ al-arwāḥ,Q11900,,
Hādhā al-Kitāb Sharḥ al-Marāḥ fī ʻilm [al-ṣarf,هذا الكتاب شرح المراح في علم الصرف,Falāḥ fī sharḥ al-Marāḥ,فلاح في شرح المراح,Falāḥ fī sharḥ al-Marāḥ,Q54522,,
al-Fawākih al-janīyah ʻalá Mutimmat al-Jurrūmīyah,الفواکه الجنىة على متمة الجرومىة,,,al-Fawākih al-janīyah ʻalá Mutimmat al-Jurrūmīyah,Q54523,,
Mughnī al-labīb ʻan kutub al-aʻārīb,مغني اللبىب عن کتب الاعارىب,,,Mughnī al-labīb ʻan kutub al-aʻārīb,Q3677,,
Tuḥfat al-gharīb fī al-kalām ʻalá Mughnī al-labīb /,تحفة الغريب في الكلام على مغني اللبيب /,,,Tuḥfat al-gharīb fī al-kalām ʻalá Mughnī al-labīb,Q54524,,
Nukat ʻalá Qaṭr al-nadá,نکت على قطر الندى,,,Nukat ʻalá Qaṭr al-nadá,Q11843,,
Nukat ʻalá Qaṭr al-nadá] ... [etc,نكت على قطر الندى ... الخ,,,Nukat ʻalá Qaṭr al-nadá,Q11843,,
ḥāshiyah ʻalá Sharḥ Qaṭr al-nadá,حاشىة على شرح قطر الندى,,,Ḥāshiyah ʻalá sharḥ Qaṭr al-nadá,Q54525,,
Mūṣil al-ṭullāb ilá Qawāʻid al-iʻrāb,موصل الطلاب الى قواعد الاعراب,,,Arabic grammatical text,Q25791,,
Natāʼij al-afkār fī sharḥ Iẓhār al-asrār,نتائج الافکار في شرح اظهار الاسرار,,,,,Natāʼij al-afkār fī sharḥ Iẓhār al-asrār,Q11643
Hādhihi al-Risālah al-Nubdhah; al-nubdhah al-muqarribah fī tasʹhīl qawāʻid al-naḥw lil-ṭalabah /,هذه الرسالة النبذة,Nubdhah al-muqarribah fī tasʹhīl qawāʻid al-naḥw lil-ṭalabah,نبذة المقربة لتسهيل قواعد النحو للطلبة,Arabic grammatical text,Q27591,,
Nubdhah fī ibṭāl raʼy al-qāʼilīn bi-tark al-lughah al-ʻArabīyah al-ṣaḥīḥah wa-istibdālihā bi-al-lughah al-ʻāmmīyah fī al-kutub wa-al-kitābah /,نبذة في ابطال رأى القائلين بترك اللغة العربية الصحيحه واستبدالها باللغة العامية في الكتب والكتابة /,,,Arabic text,Q38349,,
Treatise on Arabic grammar,,,,Arabic grammatical text,Q27591,,
Naḥw,نحو,,,Naḥw,Q54526,,
Hādhā Kitāb fī al-ʻarūḍ ismuhu Andalusīyah ... [etc,هذا كتاب في العروض اسمه اندلسية ... الخ,,,Hādhā Kitāb fī al-ʻarūḍ ismuhu Andalusīyah,Q54527,,
Miftāḥ al-ʻulūm,مفتاح العلوم,,,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
ḥāshiyah ʻalá Sharḥ Miftāḥ al-ʻUlūm,حاشىة على شرح مفتاح العلوم,,,Ḥāshiyah ʻalá sharḥ Miftāḥ al-ʻUlūm,Q54528,,
al-Ḥawāshī ʻalá al-Muṭawwal,الحواشي على المطول,,,al-Ḥawāshī ʻalá al-Muṭawwal,Q54529,,
Ḥāshiyat al-Sayyid ʻalá al-Muṭawwal,حاشية السيد على المطول,Ḥāshiyah ʻalá al-Muṭawwal,حاشية على المطول,Ḥāshiyah ʻalá al-Muṭawwal,Q11681,,
Ḥāshiyat Muṭawwal,حاشية مطول,Ḥāshiyah ʻalá al-Muṭawwal,حاشية على المطول,Ḥāshiyah ʻalá al-Muṭawwal,Q11681,,
al-Sharḥ al-mukhtaṣar,الشرح المختصر,,,Sharḥ al-mukhtaṣar,Q54445,,
Hādhā Kitāb al-Mukhtaṣar al-musammá bi-Talkhīṣ al-bayān,هذا كتاب المختصر المسمى بتلخيص البيان,Mukhtaṣar al-maʻānī,مختصر المعاني,Mukhtaṣar al-maʻānī,Q11740,,
Khiṭaʼī ʻalá Mukhtaṣar al-Talkhīṣ,خطئي على مختصر التلخيص,Ḥāshiyah ʻalá Mukhtaṣar al-maʻānī,حاشية على مختصر المعاني,Ḥāshiyah ʻalá Mukhtaṣar al-maʻānī,Q54446,,
Ḥāshiyah ʻalá al-Mukhtaṣar /,حاشية على المختصر /,,,Ḥāshiyah ʻalá al-Mukhtaṣar,Q54530,,
ʻUqūd al-durar fī ḥall abyāt al-Muṭawwal wa-al-Mukhtaṣar,عقود الدررفي حل ابيات المطول والمختصر,,,ʻUqūd al-durar fī ḥall abyāt al-Muṭawwal wa-al-Mukhtaṣar,Q54531,,
Kitāb al-Falak al-dāyir ʻalá al-Mathal al-sāyir /,كتاب الفلك الداير على المثل الساير /,Falak al-dāʼir ʻalá al-Mathal al-sāʼir,فلك الداير على المثل الساير,Falak al-dāʼir ʻalá al-Mathal al-sāʼir,Q54532,,
Kitāb Ḥusn al-ṣanīʻ fī ʻilm al-maʻānī wa-al-bayān wa-al-badīʻ /,كتاب حسن الصنيع في علم المعانى والبيان والبديع /,Ḥusn al-ṣanīʻ fī ʻilm al-maʻānī wa-al-bayān wa-al-badīʻ,حسن الصنيع في علم المعاني والبيان والبديع,Ḥusn al-ṣanīʻ fī ʻilm al-maʻānī wa-al-bayān wa-al-badīʻ,Q54533,,
Ṭibb al-qulūb al-ḥāʼirah /,طب القلوب الحائرة /,,,Ṭibb al-qulūb al-ḥāʼirah,Q54534,,
Ḥilyat al-ʻarūs li-jamʻ iḍāʻat al-udmūs,,,,Ḥilyat al-ʻarūs li-jamʻ iḍāʻat al-udmūs,Q54535,,
al-lftitāḥ,,,,al-lftitāḥ,Q54536,,
al-Iṣlāḥ fī sharḥ sharḥ dībājat al-Miṣbāḥ,,,,al-Iṣlāḥ fī sharḥ sharḥ dībājat al-Miṣbāḥ,Q54537,,
Iẓhār al-asrār,,,,Iẓhār al-asrār,Q54538,,
"Collection of texts on grammar, rhetoric, and dialectic",,,,Grammatical texts;Rhetoric texts;Dialectic texts,Q38407;Q54539;Q54540,,
Treatise on case endings in Arabic,,,,Arabic grammatical text,Q27591,,
Sharḥ Marāḥ al-arwāḥ,شرح مراح الارواح,,,Sharḥ Marāḥ al-arwāḥ,Q11639,,
Sharḥ Mughnī,شرح مغني,Sharḥ al-Mughnī,شرح المغني,Sharḥ al-Mughnī,Q11902,,
al-Tabyīn wa-al-īḍāḥ,التبيين والايضاح,,,al-Tabyīn wa-al-īḍāḥ,Q54541,,
al-Ḥāshiyah al-mutaʻalliqah ʻalá al-sharḥ al-ʻIṣāmī li-Rislālat al-Istiʻārah lil-Qāsim al-Laythī /,الحاشية المتعلقة على الشرح العصامي لرسلالة الاستعارة للقاسم الليثي /,Ḥāshiyah ʻalá sharḥ ʻIṣām,حاشية على شرح عصام,Ḥāshiyah ʻalá sharḥ ʻIṣām,Q54456,,
Arabic grammar,,,,,,Arabic grammatical text,Q27591
