title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Risale-yi beyan-i millet-i Ibrahim,رساله بيان ملت ابراهيم,,,Risālah,Q12161,,
Haza Kitab-i Gencine-yi Yahyâ,هذا كتاب كنجينهء يحيى,Gencine-yi raz,كنجينهء راز,Gencine-yi raz,Q7841,,
Hilye-yi Hakanî,حليهء خاقاني,,,Hilye-yi Hakanî,Q54986,,
Hilye-yi șerife-yi Nebi ... [etc,حليهء شريفهء نبى ... الخ,,,Hilye-yi șerife-yi Nebi,Q54987,,
Hādhā Sharḥ Ḥilyat al-Nabī,هذا شرح حلية النبي,Hilye-yi Hakanî,حليهء خاقاني,Hilye-yi Hakanî,Q54986,,
Hādhā Kitāb Shāhidī Afandī,هذا كتاب شاهدي افندي,Tuhfe-yi Şahidî,تحفهء شاهدي,Tuhfe-yi Şahidî,Q27660,,
Kitāb Shāhidī fī ʻilm al-Furs,كتاب شاهدي في علم الفرس,Tuhfe-yi Şahidî,تحفهء شاهدي,Tuhfe-yi Şahidî,Q27660,,
Tuhfe-yi Şahidî,تحفهء شاهدي,,,Tuhfe-yi Şahidî,Q27660,,
Șerh-i Tuhfe-yi Şahidî] ... [etc,شرح تحفهء شاهدي ... الخ,,,Șerh-i Tuhfe-yi Şahidî,Q54988,,
Hādhā Kitāb Sharḥ al-Tuḥfah [li-] al-Shāhidī,هذا كتاب شرح التحفة ل الشاهدي,Șerh-i Tuhfe-yi Şahidî,شرح تحفهء شاهدي,Șerh-i Tuhfe-yi Şahidî,Q54988,,
Divan-i Nabi,ديوان نابي,,,Diwan,"Q11912",,
Mebde-yi Divan-i Nabi,مبدأ ديوان نابي,Divan-i Nabi,ديوان نابي,Divan-i Nabi,Q54989,,
Münşeât-i Nabi-yi merhum,منشآت نابي مرحوم,Works,,Works,Q5989,,
Münşeât-i Nabi,منشآت نابي,Works,,Works,Q5989,,
Bu dahi Nabi Efendi'nin telif ettiǧi inşa sureti dir,بو دخى نابي افندينك تأليف ايتديكى انشا صورتيدر,Works,,Works,Q5989,,
Hayırname-yi Nabi,خيرنامهء نابي,Hayriye,خيريه,Hayriye,Q54990,,
Hayriye-yi Nabi,خيريهء نابي,Hayriye,خيريه,Hayriye,Q54990,,
Nabi-yi merhumun Hayriyesi dir,نابي مرحومك خيريه سيدر,Hayriye,خيريه,Hayriye,Q54990,,
Mecmua-yi] Hayriye-yi Nabi Efendi [ve] elgaz-i müteaddide,مجوعه خيريهء نابي افندي و الغاز متعدده,,,Mecmua,Q7030,,
Kasâid-i Divan-i Sabit Efendi,قصائد ديوان ثابت افندي,Divan,ديوان,Diwan,Q11912,,
Kitab-i Tühfet ül-Haremeyn,كتاب تحفة الحرمين,Tühfet ül-Haremeyn,تحفة الحرمين,Tühfet ül-Haremeyn,Q54991,,
Tarih-i Kaminçe] ... [etc,تاريخ قمنجه ... الخ,,,Tarih-i Kaminçe,Q54992,,
Min taʼlīfāt al-Shaykh al-Ḥājj Muḥammad Saʻīd al-Qayṣarī ...,من تأليفات الشيخ الحاج محمد سعيد القيصري ...,Works,,Works,Q5989,,
Tarih-i Belgrad,تاريخ بلغراد,,,Tarih-i Belgrad,Q54993,,
Kitab-i tevarih-i selâtin-i âl-i Osman ...,كتاب تواريخ سلاطين آل عثمان ...,,,History of the Othman family,Q54994,,
Tarih-i vaka-yı cezire-yi Sakız sene 1237,تاريخ وقعهء جزيرهء ساقز سنه 1237,,,Tarih-i vaka-yı cezire-yi Sakız sene 1237,Q54995,,
Kitab-i Baleybelen,كتاب باليبلن,Lügat ve kavaid-i Baleybelen,لغت وقوائد باليبلن,Lügat ve kavaid-i Baleybelen,Q54996,,
Menakıb-i Derviş Hâkî,مناقب درويش خاكي,,,Travel writings,Q48579,,
Tazarruât-i Sinan Paşa merhum,نضرعات سنان پاشا مرحوم,Tazarrunâme,تضرعنامه,Tazarrunâme,Q54997,,
Minhac ül-fukarâ ... [etc.,منهاج الفقرا ... الخ,,,Minhac ül-fukarâ,Q54998,,
Tercüme-yi Eyyuha'l-veled,ترجمهء ايّها الولد,Ayyuhā al-walad,ايها الولد,Ayyuhā al-walad,Q54999,,
Tühfet ül-Haremeyn-i Nabi Efendi,تحفة الحرمين نابي افندي,,,Pilgrimage,Q40017,,
Tercüme-yi Âlem-i Berzah ... [etc,ترجمهء عالم برزخ ... الخ,,,Tercüme-yi Âlem-i Berzah,Q55000,,
Haza Kitab-i Şerh-i Hamza Efendi risalesi,هذا كتاب شرح حمزه افندي رساله سي,Tebyin ül-merâm,تبيين المرام,Tebyin ül-merâm,Q55001,,
Mecmua,مجموعه,,,Mecmua,Q7030,,
Kitāb Sharaf al-insān /,كتاب شرف الانسان /,Şerefü'l-insan,شرف الانسان,Şerefü'l-insan,Q55002,,
Şeref ül-insan-i Lamiî,شرف الانسان لامعي,Şerefü'l-insan,شرف الانسان,Şerefü'l-insan,Q55002,,
Şeref ül-insan-i Lâmiî Çelebi,شرف الانسان لامعي چلبي,Şerefü'l-insan,شرف الانسان,Şerefü'l-insan,Q55002,,
Hikâyât-i garibe-yi acibe-yi ibretnüma-yi Lâmiî Çelebi,حكايات غريبهء عجيبهء عبرت نماء لامعي چلبي,İbretname,عبرتنامه,İbretname,Q39442,,
İbretnüma-yi Lâmiî Efendi,عبرت نماء لامعي افندي,İbretname,عبرتنامه,İbretname,Q39442,,
İbretname-yi Lâmiî Çelebi,عبرت نامهء لامعي چلبي,,,İbretname-yi Lâmiî Çelebi,Q55003,,
Haza Kitab-i Hüsn ve dil /,هذا كتاب حسن ودل /,Hüsn ü dil,حسن ودل,Hüsn ü dil,Q55004,,
Hüsn ve dil,حسن ودل,Hüsn ü dil,حسن ودل,Hüsn ü dil,Q55004,,
Kitab-i Hüsn ve dil /,كتاب حسن ودل /,Hüsn ü dil,حسن ودل,Hüsn ü dil,Q55004,,
Hüsn [ve] dil /,حسن ودل /,Hüsn ü dil,حسن ودل,Hüsn ü dil,Q55004,,
Kitab-i Lâmiî Çelebi ... [etc,كتاب لامعي چلبي ... الخ.,,,Kitab-i Lâmiî Çelebi,Q55005,,
Kitāb al-Lughah al-Furs /,كتاب اللغة الفرس /,,,Persian text,Q20451,,
Resail-i Niyazî,رسائل نيازي,,,Sufi texts,Q27797,,
Esvile ve ecvibe risale] ... [etc.,اسوله واجوبه رساله ... الخ,,,Risālah,Q12161,,
Kitab-i Niyazî,كتاب نيازي,,,Kitab-i Niyazî,Q55006,,
Budalaname-yi Kaygusuz,بدلانامهء قيغوسز,,,Sufi texts,Q27797,,
Risale-yi Nuriye li-fukara il-Kadiriye ... [etc,رسالهء نوريه لفقراء القادرية ... الخ,,,Sufi texts,Q27797,,
Mecmua-yi latife,مجموعهء لطيفه,,,Mecmua,Q7030,,
Risale-yi terbiyename ... [etc,,Works,,Works,Q5989,,
Risale-yi terbiyename ... [etc,رسالهء تربيه نامه ... الخ,,,Risālah,Q12161,,
Divan-i Haşmet Efendi ve Intisab ül-müluk ve Sened ül-şuara ... [etc.,ديوان حشمت افندي و انتساب الملوك و سند الشعرا,Works,,Works,Q5989,,
Kitab-i Vamık Azra /,كتاب وامق عزرا /,,,Kitab-i Vamık Azra,Q55007,,
Münşeât-i Lâmiî,منشآت لامعي,,,Münşeât-i Lâmiî,Q55008,,
Surethâ-yi mükâtebât-i mergube az münşeât-i cenab-i kerubişiyem Halimî ...,صورتهاى مكاتبات مرغوبه از منشأت جناب كروبى شيم حليمي ...,Divan-i Halimî,ديوان حليمي,Divan-i Halimî,Q55009,,
Sezaî Divanı,سزائي ديوانى,,,Diwan,Q11912,,
Şeyh Sezaî Gülşenî hazretleri'nin divan-i ledün unvan nush piyalarıdır zikir olunur,شيخ سزائي كلشني حضرتلرينك ديوان لدن عنوان نصح پيالريدر ذكر اولنور,,,Şeyh Sezaî Gülşenî hazretleri'nin divan-i ledün unvan nush piyalarıdır zikir olunur,Q55010,,
Şerh-i Kitab-i Gülistan şiyem Sadi,شرح كتاب كلستان شيم سعدي,,,Commentary on Saadi,Q54979,,
Şerh-i Gülistan-i Sadi,شرح كلستان سعدي,,,Commentary on Saadi,Q54979,,
Tabakat ül-evliyâ,طبقات الاولياء,,,Biographies,Q39912,,
Mecmua fi tassavuf,مجموعه في تصوف,,,Mecmua,Q7030,,
Kitab ül-hacc an el-gayr ... [etc.,كتاب الحج عن الغير ... الخ,,,Kitab ül-hacc an el-gayr,Q55011,,
Silsilename-yi Celvetiye,سلسله نامهء جلوتيه,,,Silsilename-yi Celvetiye,Q55012,,
Silsilename-yi Celveti bil-cim,سلسله نامهء جلوتي بالجيم,,,Silsilename-yi Celvetiye,Q55012,,
Silsilename-yi Celvetiye,سلسله نامهء جلوتي,,,Silsilename-yi Celvetiye,Q55012,,
Kitāb Muzīl al-aḥzān /,كتاب مزيل الاحزان /,,,Muzīl al-aḥzān,Q55013,,
Haza Kitab-i Pendname-yi Şeyh-i Attâr şerhi,هذا كتاب پندنامهء شيخ عطار شرحي,,,Haza Kitab-i Pendname-yi Şeyh-i Attâr şerhi,Q55014,,
Unidentified Turkish text] ... etc.,,,,Turkish text,Q55015,,
İki sağırlar; komedi 1 perde,ايکى صاغر لر,,,Turkish play,Q55016,,
Bir intikam; dram 1 perde,بر انتقام,,,Turkish play,Q55016,,
Leblebici Horhor Ağa; opera buk 3 perde,لبلبىجى خورخور آغا,,,Turkish play,Q55016,,
"Muhafiza-yı iffet; ya hod ketm-i esrarda sebat, dram komedi 4 perde",محافظه عفت,,,Turkish play,Q55016,,
Risale-yi mütalâa-yı kılanlere,رساله مطالعه قلنلره,,,Medical texts,Q817,,
Hulviyat-ı sultanî,حلوىات سلطانى,,,Hulviyat,Q55017,,
Biographies of Ottoman calligraphers and intellectuals,,,,Biographies,Q39912,,
Models of juridical documents,,,,Legal texts,Q6030,,
Work on eschatology and divination,,,,Divination texts,Q27675,,
Turkish handbook on folk medicine and magic,,,,Magical texts,Q38350,,
Muhammediye,محمديه,,,Muhammediye,Q55018,,
Turkish and Arabic miscellany,,,,Turkish texts;Arabic texts,Q20402;Q12258,,
Prayers and magical formulas,,,,Prayers;Magical texts,Q798;Q38350,,
Hâzâ Kitab-ı Saatname /,هاذا كتاب ساعت نامه /,Saatname,ساعت نامه,Saatname,Q55019,,
Ahval-ı kıyamet,احوال قىامت,,,Ahval-ı kıyamet,Q55020,,
Treatise on prayer and piety,,,,Treatise on prayer,Q51744,,
Collection of letters and documents,,,,Letters;Documents,Q5068;Q5023,,
Revnak ül-bustan,رونق البستان,,,Gardening;Magical texts;Medical text,Q55021;Q38350;Q817,,
Mecmua-i eşar,مجموعه اشعار,,,Mecmua,Q7030,,
Miniature of an Ottoman official,,,,Miniature,Q19998,,
Kitab-ı Bahr-ı maarif,كتاب بحر معارف,Bahr-ı maarif,بحر معارف,Bahr-ı maarif,Q55022,,
Magical miscellany,,,,Magical texts,Q38350,,
Kitab-ı Hümayun name,کتاب هماىون نامه,Fables of Bidpai,,Fables of Bidpai,Q55023,,
Kitab-ı Targibat,کتاب ترغىبات,Targibat,ترغىبات,Targibat,Q55024,,
Hall ü akd /,حل عقد /,,,Dissolution of a contract,Q55025,,
Tuhfe-yi Rumî,تحفۀ رومى,,,Turkish poetry,Q55026,,
Makalat-ı /,مقالات /,,,Poetry,Q1330,,
Hikayet-i Nuşiravan pend-i Buzercumihr,حکاىت نوشىروان پند بوذرجمهر,Shāhnāmah,شاهنامه,Shahnameh,Q18627,,
Icaze appointing Mehmet Nasip Dede head of the Mevlevi order] ... [etc.,,,,Icaze appointing Mehmet Nasip Dede head of the Mevlevi order,Q55027,,
Fetava-yı Müeyyedzade,فتاواى مؤيدزاده,,,Fatāwá,Q12221,,
Apologetic treatise; Keşf ül-esrar fi ilzam ıl-Yahut ve ıl-ahbar,,,,Apologetic text,Q55028,,
Hidayet ut-talibin,هداىة الطالبىن,Hidāyat al-ṭālibīn,هداىة الطالبىن,Hidāyat al-ṭālibīn,Q55029,,
Fazl-i Âyetül-kursi ve fevaiduha,فضل آىة الکرسى و فوائدها,Faḍl Āyat al-Kursī wa-fawāʼiduhā,فضل آية الكرسي وفوائدها,Faḍl Āyat al-Kursī wa-fawāʼiduhā,Q55030,,
İnşa-yı mergub. Kitāb Inshā,انشاى مرغوب. كتاب انشا,,,İnşa-yı mergub,Q55031,,
Treatise on chess,,,,Treatise on chess,Q55032,,
Treatise on checkers,,,,Treatise on checkers,Q55033,,
Sefine-yi mevvalat,سفىنه موالات,,,Notebook,Q5488,,
Süleymanname,سليماننامه,,,History of the Ottoman Empire,Q55034,,
Fetava-yi Ebussuud,فتاوى ابو السعود,,,Fatāwá,Q12221,,
Ayet-i Kürsinin tefsiri,اية كرسينك تفسيرى,,,Ayet-i Kürsinin tefsiri,Q55035,,
Divan-i Nesimi merhum,ديوان نسيمي مرحوم,Divan-i Nesimi,ديوان نسيمي,Divan of Nasimi,Q17576,,
Divan-i Nesimi qadassa Allāh sirrah,ديوان نسيمي قدس الله سرة,Divan-i Nesimi,ديوان نسيمي,Divan of Nasimi,Q17576,,
Fī Mathnawī Sayyid Nasimī qaddasa fī al-waḥdah,في مثنوي سيد نسمي قدس في الوحدة,Divan-i Nesimi,ديوان نسيمي,Divan of Nasimi,Q17576,,
Hādhā Dīwān Nasīmī qadassa sirrahu al-ʻAzīz,هذا ديوان نسيمي قدس سره العزيز,Divan-i Nesimi,ديوان نسيمي,Divan of Nasimi,Q17576,,
Divan-ı rubaiyat-ı̂ ʻAzmīʹzādah Haletı̂ rahmatullah ... [etc,ديوان رباعيات عزمى زاده حالتى رحمه الله ... الخ,Poems,,Poetry,Q1330,,
Kitāb-i Jāvīdān-i durr-i yatīm ast,کتاب جاوىدان در ىتىم است,Jāvīdān-nāmah,جاودان نامه,Jāvīdān nāmah,Q52076,,
Hall ül-ahaci tercüme-yi İsagoci,حل الاحاجى ترجمهء ايساغوجى,Īsāghūjī,ايساغوجي,Īsāghūjī,Q55036,,
Haza Kitab-i Husrev Şirin /,هذا كتاب خسرو شرين/,Husrev ü Şirin,,Husrev ü Şirin,Q55037,,
Kadı Bayzavî telifi olan Nizam üt-tevarih tercümesidir,قاضى بيضاوى تاليفى اولان نظام التواريخ ترجمه سيدر,Niẓām al-tawārīkh,نظام التوارىخ,Niẓām al-tawārīkh,Q55038,,
Mecellet ül-mahakim,مجلة المحاكم,,,Mecellet ül-mahakim,Q55039,,
Zehr ün-nisam fi acaib il-enam,زهر النسام في عجائب الانام,,,Zehr ün-nisam fi acaib il-enam,Q55040,,
Military officer's handbook,,,,Military officer's handbook,Q55041,,
Sufi catechism,,,,Sufi texts,Q27797,,
Turkish spelling book written by hand,,,,Spelling book,Q55042,,
Divan-i Leylâ Hanım ...,ديوان ليلى خانم ...,,,Diwan,"Q11912",,
Mevahib ül-hallâk fi meratib il-ahlâk,مواهب الخلاق فى مراتب الاخلاق,,,Islamic ethics,Q12171,,
Meşayih-i izâm,مشايخ عظام,Bahjat al-asrār wa-maʻdan al-anwār,بهجة الاسرار ومعدن الانوار,Bahjat al-asrār wa-maʻdan al-anwār,Q55043,,
Tezkiret ül-evliya,تذكرة الاوليا,Bahjat al-asrār wa-maʻdan al-anwār,بهجة الاسرار ومعدن الانوار,Bahjat al-asrār wa-maʻdan al-anwār,Q55043,,
Fehim divani,فهيم ديوانى,Divan,ديوان,Diwan,Q11912,,
Zenannâme-yi cenb-i zarif uş-şuara /,زنانامه جنب ظريف الشعراء,Zenannâme,,Zenanname,Q55044,,
Dürr-i meknun,درى مكنون,,,Dürr-i Meknûn,Q55045,,
Evzah ül-mesalik fi marifet il-buldan ve'l-memalik,اوضح المسالك فى معرفة البلدان والممالك,Awḍaḥ al-masālik ilá maʻrifat al-buldān wa-al-mamālik,اوضح المسالك الى معرفة البلدان والممالك,Awḍaḥ al-masālik ilá maʻrifat al-buldān wa-al-mamālik,Q55046,,
Şifa ül-müminin,شفآء المؤمنين,,,Şifa ül-müminin,Q55047,,
Tarikh-i Cenebî Efendi rahmetullahi aleyhi,تاريخ جنابى افندى رحمة الله عليه,Taʼrīkh al-Jannābī,تاريخ الجنابى,Taʼrīkh al-Jannābī,Q55048,,
Akhtarī kabīr,اختري كبير,,,Akhtarī kabīr,Q39972,,
Hādhā lughat Akhtarī kabīr,هذا لغة اختري كبير,Akhtarī kabīr,اختري كبير,Akhtarī kabīr,Q39972,,
Miftah ul-felah,مفتاح الفلاح,Miftāḥ al-falāḥ,مفتاح الفلاح,Miftah al-falah,Q51757,,
Divan-i Tecellî,ديوان تجلي,,,Diwan,"Q11912",,
Razname,رازنامه,,,Razname,Q55049,,
Peder azizim Şeyh Nazif Dede Efendi kuddise sirruhu hazretterinin divançelerider,پدر عزيزم شيخ نظيف دده افندى قدس سره حضرتترينك دىوانچه لريدر,Divançe,دىوانچه,Divançe,Q55050,,
Lehcet ül-lûgat,لهجة اللغات,,,Dictionary,Q7823,,
Siyasetname,سياستنامه,Siyāsatnāmah,سياستنامه,Siyāsatnāmah,Q55051,,
Haza kitab-i divan-i Dede-yi Ruşeni,هذا كتاب ديوان ددهء روشنى,,,Poetry,Q1330,,
Haza Kitab-ı Kemalât-ı maksadî il-muvahhidî,هذا كتاب كمالات مقصدى الموحدى,Kemalât-ı maksadî il-muvahhidî,كمالات مقصدى الموحدى,Kemalât-ı maksadî il-muvahhidî,Q55052,,
Uyun ila hidayet,عيون الا هدايت,Uyun ül-hidayet,عيون الهدايت,Uyun ül-hidayet,Q55053,,
Divan-i Sabrî ... [etc,ديوان صبري ... etc,,,Diwan,"Q11912",,
Fetava-yi Ali Efendi,فتاواي علي افندي,,,Fatāwá,Q12221,,
el-Muhammediye,المحمديه,,,Muhammediye,Q55018,,
Kitāb lughawī,كتاب لغوي,Akhtarī kabīr,اختري كبير,Akhtarī kabīr,Q39972,,
Poetry collection,,,,Poetry,Q1330,,
Hall-i muammayât-i esma el-hüsna,حل معميات اسماء الحسنى,,,Arabic grammatical text,Q27591,,
Mecmua-yi nev-i gazeliyât-i hazret-i Resmî Baba,مجموعهء نوع غزليات حضرت رسمي بابا,,,Mecmua,Q7030,,
Şerh-i kaside-yi Bürde,شرح قصيدهء برده,Tevessül,توسل,Tevessül,Q55054,,
Mebde ve maad /,مبدأ ومعاد /,,,Ontology text,Q55055,,
Tercüme-yi Mehmet ibn İbrahim el-Attâr el-Nişapurî,ترجمهء محمد ابن ابراهيم العطارالنشابورى,,,Commentary on Pandnāmah,Q55056,,
Hüsn aşk /,حسن عشق /,Hüsn ü aşk,حسن و عشق,Hüsn ü Aşk,Q55057,,
Hikmetî İsmail Efendi merhumun divanidir ...,,,,Hikmetî İsmail Efendi merhumun divanidir,Q55058,,
Şerh-i Şefik,شرح شفيق,,,Şerh-i Şefik,Q55059,,
Miftah ül-saadet il-medeniye,مفتاح السعادة المدنيه,,,Miftah ül-saadet il-medeniye,Q55060,,
Exercise book,,,,Exercise book,Q5977,,
Envar ul-âşikîn,,,,Sufi texts,Q27797,,
Mesned-i sicill-i ulema 77-231,,,,Treatise on Ottoman posts,Q55061,,
Miftah-ı futuhat,,,,Miftah-ı futuhat,Q55062,,
Zic,,,,Zic,Q55063,,
Risale fi mesail ıl-muhtelife,,,,Risale fi mesail ıl-muhtelife,Q55064,,
Zic-i muhtasar,,,,Zic-i muhtasar,Q55065,,
Mizan ül-müddeiyin fi ikamet il-beyyineteyin,,,,Mizan ül-müddeiyin fi ikamet il-beyyineteyin,Q55066,,
Bahr ül-mesail min il-feraiz,,,,Bahr ül-mesail min il-feraiz,Q55067,,
Kamus-ı Farsî ve Turkî,,,,Farsi and Turkish kings,Q55068,,
Fetava,,,,Fatāwá,Q12221,,
Ahkam-ı nüjum,,,,Astrological text,Q20378,,
Lemezât-ı Hulvı̂ ez-lemâʾat-ı ulvı̂,,,,Lemezât-ı Hulvı̂ ez-lemâʾat-ı ulvı̂,Q55069,,
İlm-i sarf,علم صرف,,,Scientific texts,Q7521,,
Ottoman poetical miscellany,,,,Poetry,Q1330,,
Collection of a jurisprudent's advice on all fields of Islamic law (Fatawa collection of Ali Efendi.),,,,Texts on Islamic law,Q12197,,
Fatawa-yi Faydi Efendi [collection of fatwas,,,,Fatāwá,Q12221,,
Collection of fatwas,,,,Fatāwá,Q12221,,
Sūġ ül-meʾal fi neşr-i Nazm-i leʾāl,سوغ المآل في نشر نظم لآل,,,Sūġ ül-meʾal fi neşr-i Nazm-i leʾāl,Q55070,,
Collection of texts on divination,,,,Divination texts,Q27675,,
Formulary of Ottoman letters,,,,Ottoman letters,Q55071,,
Waṣīyat al-faqīr al-ḥaqīr al-muʻtaraf bi-al-ʻajz wa-al-taqṣīr Muḥammad ibn Pīr ʻAlī,وصية الفقير الحقير المعترف بالعجز والتقصير محمد ابن پير علي,Vasiyetname,وصيتنامه,Vasiyetname,Q7538,,
Risale-yi Birkili Mehmet Efendi ...,رسالهء بركلي محمد افندي ...,Vasiyetname,وصيتنامه,Vasiyetname,Q7538,,
Şerh-i Vasiyet-i Birgivî,شرح وصيت بركوي,,,Commentary on Birgivi,Q55072,,
Hādhā kitāb Sharḥ Qunāwī ʻalá al-risālah al-Birkawī,هذا كتاب شرح قناوي على الرسالة البركوي,Şerh-i Vasiyet-i Birgivî,شرح وصيت بركوي,Commentary on Birgivi,Q55072,,
Haza risale-yi Birkili Mehmet Efendi ...,هذا رسالهء بركلي محمد افندي ...,Vasiyetname,وصيتنامه,Vasiyetname,Q7538,,
Vasâya-yi merhum Birkili Mehmet Efendi ...,وصاياء مرحوم بركلي محمد افندي ...,Vasiyetname,وصيتنامه,Vasiyetname,Q7538,,
Yusuf Züleyha,يوسف زليخا,Yusuf ve Züleyha,يوسف و زليخا,Yusuf and Zulaikha,Q3708,,
el-Cilt es-sani min Şerh-i Hafız /,الجلد الثانى من شرح حافظ /,Şerh-i Hafız,شرح حافظ,Commentary on Hafez,Q27590,,
Hilye-yi Hoca-yi cihanbânî; nazım şüd ez Emir Hakanî,حلىۀ خواجۀ جهانبانى,Hilye-yi Hakanî,حلىۀ خاقاني,Hilye-yi Hakanî,Q54986,,
İlm-i nücum,علم نجوم,,,Astronomical text,Q38381,,
Divan-ı Nevres,دىوان نورس,,,Diwan,"Q11912",,
Anthologie de poésie turque,,,,Turkish poetry,Q55026,,
Kanunname-yi cedid-i Sultan Süleyman Han,قانون نامه جدىد سلطان سلىمان خان,,,Kanunname-yi cedid-i Sultan Süleyman Han,Q55073,,
Fetava-yı iş-Şeyhülislam Seyyit Feyzullah Efendi,فتاواى الشىخ الاسلام سيد فىض الله افندى,,,Fatāwá,Q12221,,
Şerh-i Divan-ı Hafız,شرح دىوان حافظ,Şerh-i Divan-ı Hafız,شرح دىوان حافظ,Commentary on Hafez,Q27590,,
Kitab-ı Kanunname; Maʾruzat-ı Ebussuud Efendi,كتاب قانون نامه,,,Legal text,Q8041,,
Silsilename-yi Celvetiye /,سلسله نامۀ جلوتيه /,,,Silsilename-yi Celvetiye,Q55012,,
Hâzâ Kitab-ı Behcet ül-esrar,هذا كتاب بهجة الاسرار,Bahjat al-asrār wa-maʻdan al-anwār,بهجة الاسرار ومعدن الانوار,Bahjat al-asrār wa-maʻdan al-anwār,Q55043,,
Müzekki ün-nüfus /,مزكى النفوس /,,,Sufi texts,Q27797,,
Divan-ı Seyfullah (Seyfî),دىوان سىف الله سىفى,,,Diwan,"Q11912",,
Gülistan şerhi /,گلستان شرحى /,,,Gulistan,Q3702,,
Hâzâ Kitab-ı Tezkiret üş-şuara /,هذا کتاب تذکرت الشعرا /,Tezkiret üş-şuara,تذكرة الشعرا,Tezkiret üş-şuara,Q54983,,
Hâzâ Kitab-ı Ûsûl-ı Yahyâ,هذا کتاب اوصول ىحىى,,,Kitab-ı Ûsûl-ı Yahyâ,Q55074,,
Münşeât-i Nabi-yi merhum,منشآت نابي مرحوم,Correspondence,,Correspondence,Q38385,,
Cami ül-icareteyn,جامع الاجارتين,,,Fatāwá,Q12221,,
Şerh-i Usûl-ı aşere,شرح اصول عشرة,,,Şerh-i Usûl-ı aşere,Q55075,,
Divan-ı Baki,دىوان باقى,,,Diwan,"Q11912",,
Gencine-yi raz /,گنجىنۀ راز /,,,Gencine-yi raz,Q7841,,
Firişte Divani şerhi /,فرشته دىوانى شرحى /,,,Diwan,Q11912,,
Necat ul-musallî /,نجاة المصلى /,,,Treatise on prayer,Q51744,,
Tarih-i Nişancı,تارىخ نشانجى,,,History,Q1444,,
