row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value,ds_qid
499,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427085Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097086Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125626Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595675Z","ʻAṭṭār, Farīd al-Dīn, -approximately 1230",author,عطار، فرىد الدىن، -- approximately 1230,,,,,human,Attar of Nishapur,Q194091,Q18697
500,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427096Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097102Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125629Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595682Z","Samjhū Sūratī, G̲h̲ulām Muḥammad Miyān̲, active 19th century",author,سمجهو سورتى، غلام محمد مىان,,G̲h̲ulām Muḥammad Miyān̲ Samjhū Sūratī,human,Q129453500,,,,
501,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427102Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097109Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125638Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595687Z","Ṣāfī, Amīn al-Dīn Muḥammad, active 1653",author,صافي، امين الدين محمد,,Amīn al-Dīn Muḥammad Ṣāfī,human,Q129453502,,,,
502,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427108Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097121Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125640Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595692Z","Kāshānī, Tāj al-Millah wa-al-Dīn",author,كاشاني، تاج الملة والدين,,Tāj al-Millah wa-al-Dīn Kāshānī,human,Q129453503,,,,
503,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427116Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097135Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125643Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595703Z","Qadrī, Sayyid Badr al-Dīn",author,قدري، سيد بدر الدين,,Sayyid Badr al-Dīn Qadrī,human,Q129453505,,,,
504,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427122Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097143Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125647Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595707Z","Dard, K̲h̲vājah Mīr, 1720 or 1721-1785",author,درد، خواجه مىر,,Khwaja Mir Dard,human,Q3694580,,,,
505,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427127Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097154Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125650Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595712Z","Shāh Turāb ʻAlī Qalandar, 1767 or 1768-1858",author,شاه تراب على قلندر,,Shāh Turāb ʻAlī Qalandar,human,Q129453508,,,,
506,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427135Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097166Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125652Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595723Z","Yūsufī, Yūsuf ibn Muḥammad ibn Yūsuf al-Maḥallī, -1559",author,,,Yūsuf ibn Muḥammad ibn Yūsuf al-Maḥallī Yūsufī,human,Q129453511,,,,
507,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427141Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097173Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125656Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595728Z","Khvānsārī, Ḥaydar ibn Muḥammad, active 17th century",author,,,Ḥaydar ibn Muḥammad Khvānsārī,human,Q129453512,,,,
508,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427146Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097185Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125658Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595732Z","Ghazzālī, 1058-1111",author,,http://id.loc.gov/authorities/names/n82097778,,,,human,Al-Ghazali,Q9546,Q12305
509,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427154Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097209Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125661Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595740Z","İdrîs Bitlîsî, -1520",author,,,Idris Bitlisi,human,Q343494,,,,
510,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427163Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097217Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125664Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595744Z","Injū Shīrāzī, Ḥusayn ibn Ḥasan, -approximately 1626",author,,,Ḥusayn ibn Ḥasan Injū Shīrāzī,human,Q129453514,,,,
511,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427169Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097237Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125667Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595749Z",Muḥammad Mustajāb ibn Ḥāfiẓ Raḥmat Khān,author,,,Mustajab Khan Bahadur,human,Q11938118,,,,
512,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427197Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097251Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125669Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595757Z","Tēkchand, called Bahār, active 1749",author,,,"Tēkchand, called Bahār",human,Q129453516,,,,
513,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427213Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097258Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125680Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595762Z","Āz̲ar Baygdilī, Luṭf ʻAlī ibn Āqā Khān, 1134-1195",author,,,Azar Bigdeli,human,Q4116548,,,,
514,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427220Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097271Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125683Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595766Z","Binoiĭ, 1453-1512",author,,,Kamal ad-Din Bina'i,human,Q4210699,,,,
515,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427229Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097281Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125685Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595774Z","Burhān, Muḥammad Ḥusayn ibn Khalaf Tabrīzī, active 17th century",author,,,Muḥammad Ḥusayn ibn Khalaf Tabrīzī Burhān,human,Q5686861,,,,
516,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427235Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097289Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125690Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595778Z",Navvāb Irtiz̤āʼ Khān,author,,,Navvāb Irtiz̤āʼ Khān,human,Q129453518,,,,
517,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427241Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097302Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125692Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595783Z","Dihlavī, Muḥammad Lād",author,,,Muḥammad Lād Dihlavī,human,Q129453520,,,,
518,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427249Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097310Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125695Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595796Z","Ajiz, Narayan Kaul",author,,,Narāyan Kaul ʻAjīz,human,Q123581793,,,,
519,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427254Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097318Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125699Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595801Z","Aḥmad Sirhindī, 1563-1624",author,,,Ahmad Sirhindi,human,Q2493613,,,,
520,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427259Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097341Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125702Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595806Z","Glemby, Harry",former owner,,,Harry Glemby,human,Q129453521,,,,
521,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427267Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097349Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125704Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595813Z","Yazdī, Muḥammad Naṣīr ibn Qāz̤ī, 17th cent",author,ىزدى، محمد نصىر بن قاضى، 17th cent,,Muhammad Baqir Yazdi,human,Q10333018,,,,
522,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427273Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097356Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125708Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595818Z","Rawshan al-Dawlah, Muṭahhar ibn Muẓaffar",author,روشن الدوله، مطهر بن مظفر,,Muṭahhar ibn Muẓaffar Rawshan al-Dawlah,human,Q129453523,,,,
523,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427278Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097378Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125710Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595823Z","Miller, William McElwee",author,,,William McElwee Miller,human,Q8015390,,,,
524,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427290Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097388Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125713Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595831Z","Majd al-Mulk, Muḥammad Khān, 1809 or 1810-1872 or 1873",author,مجد الملك، محمد خان,,Muḥammad Khān Majd al-Mulk,human,Q129453526,,,,
525,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427298Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097395Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125719Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595836Z","Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, approximately 1475-1535",author,خواند مىر، غىاث الدىن بن همام الدىن,,Muhammad Khwandamir,human,Q2977486,,,,
526,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427306Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097414Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125722Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595841Z","Jāmī, 1414-1492",author,,,,,,human,Jami,Q312458,Q3803
527,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427312Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097422Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125724Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595848Z","Anvarī, Awḥad al-Dīn, -1189 or 1190",author,انورى، اوحد الدىن,,Anvari,human,Q11356,,,,
528,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427317Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097434Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125729Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595853Z","Muʻīn al-Dīn Farāhī, -1501 or 1502",author,معين الدين فراهي,,Muʻīn al-Dīn Farāhī,human,Q129453384,,,,
529,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427325Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097445Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125731Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595857Z","Sabzvārī, Ṭāhir Muḥammad",author,سبزوارى، طاهر محمد,,Ṭāhir Muḥammad Sabzvārī,human,Q129453529,,,,
530,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427331Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097453Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125733Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595868Z","Ibn Khallikān, 1211-1282",author,ابن خلكان,,Ibn Khallikan,human,Q71394,,,,
531,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427337Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097467Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125737Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595873Z","Ibn Khallikān, 1211-1282",author,ابن خلكان، 1211-1282,,Ibn Khallikan,human,Q71394,,,,
532,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427344Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097484Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125740Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595877Z","ʻIlmī, Muḥammad ibn Ḥasan",author,علمي، محمد بن حسن,,Muḥammad ibn Ḥasan ʻIlmī,human,Q129453530,,,,
533,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427350Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097492Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125743Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595885Z","Hilālī, Badr al-Dīn, -1528 or 1529",author,هلالى، بدر الدين,,Badriddin Hilali,human,Q3774128,,,,
534,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427355Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097511Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125747Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595890Z","Sharīf al-Ḥusaynī al-Iṣfahānī, Muḥammad Bāqir ibn Muḥammad Taqī, active 18th century",author,"شرىف الحسىنى الاصفهانى، محمد باقر بن محمد تقى،, active 18th century",,Muḥammad Bāqir ibn Muḥammad Taqī Sharīf al-Ḥusaynī al-Iṣfahānī,human,Q129453165,,,,
535,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427366Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097527Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125750Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595895Z","Amīr Khusraw Dihlavī, approximately 1253-1325",author,امير خسرو دهلوى,,,,,human,Amir Khosrow,Q207817,Q18702
536,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427372Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097547Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125753Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595902Z","ʻAṣṣār Tabrīzī, Muḥammad, -1382 or 1383",author,عصار تبريزي، محمد، -1382 or 1383,,Assar Tabrizi,human,Q612075,,,,
537,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427377Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097564Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125761Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595908Z","Jaghmīnī, Maḥmūd ibn Muḥammad, -1221",author,جغمىنى، محمود بن محمد، -1221,,,,,human,Jaghmini,Q4060361,Q3189
538,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427386Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097576Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125764Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595915Z","Tavakkul Bayg, -approximately 1659",author,توكل بىگ، -approximately 1659,,Tavakkul Bayg,human,Q129453532,,,,
539,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427391Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097583Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125768Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595919Z","Ẓahīr Fāryābī, Abū al-Faz̤l Ṭāhir ibn Muḥammad, -1201 or 1202",author,,,,,,human,Zahir-al-Din Faryabi,Q3275850,Q42786
540,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427397Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097600Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125771Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595924Z","Naḥwī, Ṣafī ibn Naṣr",author,نحوى، صفى بن نصر,,Ṣafī ibn Naṣr Naḥwī,human,Q129453534,,,,
541,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427405Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097609Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125774Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595939Z","Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347",author,محبوبى، عبىد الله بن مسعود، -1346 or 1347,http://id.loc.gov/authorities/names/n86141596,,,,human,ʿUbaidallāh Ibn-Masʿūd al- Maḥbūbī,Q85407023,Q12307
542,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427410Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097616Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125778Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595945Z","Aḥmad Sirhindī, 1563-1624",author,احمد سرهندى، 1563-1624,,Ahmad Sirhindi,human,Q2493613,,,,
543,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427416Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097636Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125780Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595949Z","Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجانى، اسماعىل بن حسن، 1042 or 1043-1136 or 1137,,,,,human,Zayn al-Din Gorgani,Q2908840,Q389
544,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427424Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097645Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125783Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595957Z","Parvānah Shāh, Z̤iyāʼ al-Dīn, active 19th century",author,پروانه شاه، ضىاء الدىن، active 19th century,,Z̤iyāʼ al-Dīn Parvānah Shāh,human,Q129453481,,,,
545,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427430Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097652Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125787Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595962Z","Hānsavī, ʻAbd al-Vāsiʻ",author,هانسوى، عبد الواسع,,Abd al-Vasi Hansavi,human,Q119017277,,,,
546,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427436Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097677Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125789Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595966Z","Sūjan Rāʼi, active 1690-1698",author,,,Sūjan Rāʼi,human,Q129453536,,,,
547,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427446Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097685Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125792Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595973Z","ʻIzzat Allāh Bangālī, fl. 1711-1712",author,عزت الله بنگالى,,Izzatullah Bengali,human,Q97250417,,,,
548,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427452Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097693Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125798Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595978Z","Bāz̲il, Muhammad Rafīʻ ibn Muḥammad al-Mashhadī, -1712",author,باذل، مهمد رفىع بن محمد المشهدى,,,,,human,Muhammad Rafīʻ ibn Muḥammad al-Mashhadī Bāz̲il,Q124130448,Q27994
549,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427458Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097710Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125800Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595982Z","Lā̄lām, Yūsuf Ibn Mālik",author,لالام، يوسف ابن مالك,,Yūsuf Ibn Mālik Lā̄lām,human,Q129453538,,,,
550,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427466Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097718Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125803Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595990Z","Munīr Lāhawrī, Abū al-Barakāt, -1644",author,,,Abu al-Barakat Munir Lahawri,human,Q118417474,,,,
551,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427471Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097725Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125807Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.595995Z",Mīr Navvāb,author,,,Mir Mohsun Navvab,human,Q4311350,,,,
552,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.427477Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.097743Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.125810Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.596Z","ʻUmarī al-Farrūkhī al-Bukhārī, Muḥammad Munavvar Khān ibn Muḥammad Anvar",author,,,Muḥammad Munavvar Khān ibn Muḥammad Anvar ʻUmarī al-Farrūkhī al-Bukhārī,human,Q129453539,,,,
