row_index,workflow_history,name_as_recorded,recon-name,name,role,authorized_label_add,instance_of_add,structured_value_add,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
192,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185848Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699007Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853819Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148991Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942380Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321270Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659930Z","Jacopone, da Todi, 1230-1306",,,author,,,,,,human,Jacopone da Todi,Q317267
193,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185853Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699013Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853824Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942391Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321282Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659933Z",Jacques Rosenthal (Firm),,,former owner,,,,,,organization,Jacques Rosenthal,Q114667678
194,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185858Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699017Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853836Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149013Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321291Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659939Z","Jerome, Saint, -419 or 420",,,author,,,,,,human,Jerome,Q44248
195,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185865Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699020Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.854837Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149019Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942418Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321296Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659943Z","John F. Fleming, Incorporated",,,former owner,John F. Fleming,organization,Q94274404,,,,,
196,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185869Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699024Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.854908Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149028Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942429Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321307Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659946Z",John R. Anderson & Co,,John R. Anderson & Co,former owner,John R. Anderson & Co,organization,Q123285056,,,,,
197,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185873Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699028Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.854918Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149033Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942439Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321319Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659950Z","John, of Saxony, active 1327-1355",,,author,John of Saxony,human,Q3768498,,,,,
198,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185968Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699031Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.854925Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149038Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321325Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659953Z","John, of Wales, active 13th century",,,author,John of Wales,human,Q981494,,,,,
199,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185977Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699036Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.854930Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149047Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321333Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659957Z","Juana, la Loca, Queen of Castile, 1479-1555",,,former owner,Juana I of Castile,human,Q171136,,,,,
200,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185981Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699039Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.854990Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149052Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321344Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659961Z","Juana, la Loca, Queen of Castile, 1479-1555",,,author,Juana I of Castile,human,Q171136,,,,,
201,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185989Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699049Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149066Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942489Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321362Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659963Z","Kaiser, Minerva","Kaiser, Minerva",Minerva Kaiser,former owner,"Kaiser, Minerva",human,Q123274779,,,,,
202,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185993Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699053Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855006Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149082Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942499Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321375Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659974Z","Kann, Maurice",,,former owner,Maurice Kann,human,Q3300968,,,,,
203,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186011Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699060Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855011Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149087Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942508Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321389Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659977Z","King, William, 1650-1729",,,former owner,William King,human,Q3568762,,,,,
204,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186017Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699066Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855017Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149093Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942529Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321399Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659980Z","Kloster Bredelar (Bredelar, Germany)",,,former owner,Kloster Bredelar,organization,Q1775083,,,,,
205,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186022Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699070Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855038Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149102Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942538Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321408Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659988Z","Knevellynthusen, Hermannus","Knevellynthusen, Hermannus",Hermannus Knevellynthusen,scribe,"Knevellynthusen, Hermannus",human,Q123274780,,,,,
206,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186029Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699073Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855064Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149107Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942549Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321417Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659991Z","Koch, Ant",,,former owner,Joseph Anton Koch,human,Q263569,,,,,
207,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186034Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699079Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855069Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149115Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942568Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321423Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659994Z","Konrad, von Soltau, approximately1350-1407",,,author,Konrad III. von Soltau,human,Q1711362,,,,,
209,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186046Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699086Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855940Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149129Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942587Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321442Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660Z","La Vallière, Louis César de la Baume Le Blanc, duc de, 1708-1780",,,former owner,Louis César de La Baume Le Blanc,human,Q1158739,,,,,
210,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186051Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699094Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855955Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149137Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942603Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321449Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660006Z","Labbey-de-Billy, Nicholas Antoine, 1753-1825",,,former owner,Nicolas Antoine Labbey de Billy,human,Q60840320,,,,,
211,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186055Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699097Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855960Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149143Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942612Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321460Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660009Z","Labitte, Alphonse, 1853-",,,former owner,,,,,,human,Alphonse Labitte,Q114242418
212,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186065Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699101Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855971Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149148Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942626Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321469Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660014Z","Lactantius, approximately 240-approximately 320",,,author,,,,,,human,Lactantius,Q209102
213,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186069Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699109Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855976Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149167Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942637Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321475Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660017Z","Laing, Guilelmus","Laing, Guilelmus",Guilelmus Laing,former owner,"Laing, Guilelmus",human,Q123274781,,,,,
214,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186074Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699116Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855981Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149174Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942647Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321487Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660020Z","Lamoignon, Chrétien-François de, 1735-1789",,,former owner,Chrétien-François II de Lamoignon,human,Q2967449,,,,,
215,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186087Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699120Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855990Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149187Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942669Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321503Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660032Z","Lathrop C. Harper, Inc",,,former owner,"Lathrop C. Harper, Inc.",organization,Q116785327,,,,,
216,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186092Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699125Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.855993Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149196Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942680Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321510Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660035Z",Laurence Witten (Firm),,,former owner,,,,,,human,Laurence Claiborne Witten II,Q6500535
217,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186097Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699129Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856032Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149202Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321522Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660085Z","Laurentius van der Torqel, active 16th century","Laurentius van der Torqel, active 16th century",Laurentius van der Torqel,former owner,"Laurentius van der Torqel, active 16th century",human,Q123274782,,,,,
218,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186107Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699133Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856038Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149207Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942704Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321528Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660197Z","Le Gualès de Mézaubran, Gilberte, 1892-1970","Le Gualès de Mézaubran, Gilberte, 1892-1970",Gilberte le Gualès de Mézaubran,former owner,"Le Gualès de Mézaubran, Gilberte, 1892-1970",human,Q123274783,,,,,
219,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186114Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699139Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856043Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149215Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942715Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321534Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660201Z","Le Neve, Peter, 1661-1729",,,former owner,Peter Le Neve,human,Q7175396,,,,,
220,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186121Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699143Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856048Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149223Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942725Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321553Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660204Z","Lefrancq, Adolphe, 1871-1951","Lefrancq, Adolphe, 1871-1951",Adolphe Lefrancq,former owner,Adolphe Lefrancq,human,Q94841605,,,,,
221,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186126Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699147Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856056Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149229Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942741Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321560Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660213Z","Lenormand du Coudray, Charles, 1712-1789","Lenormand du Coudray, Charles, 1712-1789",Charles Lenormand du Coudray,former owner,"Lenormand du Coudray, Charles, 1712-1789",human,Q123274784,,,,,
222,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186130Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699155Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856061Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149238Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942751Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321565Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660217Z",Leo S. Olschki (Firm),,,former owner,,,,,,organization,Leo S. Olschki Editore,Q3229594
223,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186139Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699158Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856065Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149243Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942761Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321582Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660220Z",Leonardo Lapiccirella (Firm),,Leonardo Lapiccirella,former owner,Leonardo Lapiccirella (Firm),organization,Q123285057,,,,,
224,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186144Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699162Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856074Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149303Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942777Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321588Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660228Z",Libreria antiquaria Hoepli,,,former owner,Libreria antiquaria Hoepli,organization,Q3831782,,,,,
225,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186149Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699175Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856079Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149330Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942789Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321593Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660232Z",Libreria antiquaria Mediolanum,,,former owner,,,,,,organization,Libreria antiquaria Mediolanum,Q120442751
226,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186181Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699178Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856088Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149336Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942799Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321612Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660236Z",Libreria la Bibliofila (Firm : Milan),,Libreria la Bibliofila,former owner,Libreria la Bibliofila (Firm : Milan),organization,Q123285058,,,,,
227,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186189Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699182Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856093Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149342Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942818Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321624Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660241Z","Libri, Guillaume, 1803-1869",,,former owner,,,,,,human,Guglielmo Libri Carucci dalla Sommaja,Q1251586
228,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186197Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699189Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856098Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149352Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942830Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321630Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660245Z","Loredo y Trelles, Emilio","Loredo y Trelles, Emilio",Emilio Loredo y Trelles,former owner,"Loredo y Trelles, Emilio",human,Q123274785,,,,,
229,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186201Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699193Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856108Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149361Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942840Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321645Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660253Z","Louis II, Count of Flanders, 1330-1384",,,former owner,"Louis II, Count of Flanders",human,Q469648,,,,,
230,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186206Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699196Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856114Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149367Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942857Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.321653Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660256Z","Lucas, Sydney Edward","Lucas, Sydney Edward",Sydney Edward Lucas,former owner,"Lucas, Sydney Edward",human,Q123274786,,,,,
