row_index,workflow_history,name_as_recorded,recon-name,name,role,authorized_label_add,instance_of_add,structured_value_add,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
86,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185131Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698039Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852613Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148047Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319883Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659211Z","Clare, of Assisi, Saint, 1194-1253",,,author,Clare of Assisi,human,Q191107,,,,,
87,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185135Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698047Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852622Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148085Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940694Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319892Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659218Z","Claudianus Mamertus, -approximately 474",,,author,Claudianus Mamertus,human,Q782074,,,,,
88,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185146Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698051Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852627Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148097Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319903Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659221Z","Cleseby, John, active 1426","Cleseby, John, active 1426",John Cleseby,author,"Cleseby, John, active 1426",human,Q123274740,,,,,
89,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185150Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698055Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852633Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148103Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940721Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319909Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659224Z","Cockerell, Sydney Carlyle, Sir, 1867-1962",,,former owner,,,,,,human,Sydney Cockerell,Q966843
90,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185155Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698061Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852642Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148108Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319925Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659231Z","Cohen, Herman, 1905-1997","Cohen, Herman, 1905-1997",Herman Cohen,former owner,"Cohen, Herman, 1905-1997",human,Q123274741,,,,,
91,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185162Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698064Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852646Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148120Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940750Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319934Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659235Z","Collegio di San Barnaba (Milan, Italy)",,College of Saint Barnabas (Milan),former owner,San Barnaba Church,organization,Q24277,,,,,
92,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185166Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698069Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852658Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148126Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940762Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319943Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659238Z","Conde, José Antonio, 1765-1820",,,former owner,José Antonio Conde,human,Q2362149,,,,,
93,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185170Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698077Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852665Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148132Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940774Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319958Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659245Z","Cooper, E. P. F","Cooper, E. P. F",E. P. F. Cooper,former owner,"Cooper, E. P. F",human,Q123274742,,,,,
94,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185177Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698081Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852670Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148144Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940790Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319970Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659249Z","Cosmico, Niccolò Lelio, 1420-1500",,,author,Niccolò Lelio Cosmico,human,Q18945680,,,,,
96,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185186Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698094Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852683Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148156Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940813Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319976Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659257Z","Couvent Notre-Dame-des Célestines (Ambert, France)",,,former owner,"Notre-Dame monastery (Ambert, France)",organization,Q123284071,,,,,
97,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185192Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698137Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852690Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148170Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940823Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319989Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659260Z","Crawford, William Horatio, 1815?-1888",,,former owner,William Horatio Crawford,human,Q84471454,,,,,
98,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185210Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698149Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852697Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148176Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940843Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320002Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659263Z","Cuthbert, John M","Cuthbert, John M",John M Cuthbert,former owner,"Cuthbert, John M",human,Q123274743,,,,,
99,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185220Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698155Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852702Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148182Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940855Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320009Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659277Z","Dati, Gregorio, 1362-1436",,,author,,,,,,human,Gregorio Dati,Q3776498
100,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185224Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698160Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852706Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148191Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940866Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320018Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659281Z",Davis & Orioli (Firm),,,former owner,,,,,,organization,Davis & Orioli,Q113818768
101,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185229Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698164Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852712Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148205Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940884Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320088Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659285Z","Davis, Henry Newham","Davis, Henry Newham",Henry Newham Davis,former owner,"Davis, Henry Newham",human,Q123274744,,,,,
102,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185236Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698170Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852723Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148211Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940894Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320145Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659293Z","Davnay, John, active approximately 1600","Davnay, John, active approximately 1600",John Davnay,author,"Davnay, John, active approximately 1600",human,Q123274745,,,,,
103,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185240Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698174Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852741Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148227Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940903Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320158Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659296Z","De Fidelis, Gaspar","De Fidelis, Gaspar",Gaspar de Fidelis,scribe,"De Fidelis, Gaspar",human,Q123274746,,,,,
104,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185245Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698177Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852749Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148233Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940920Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320164Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659299Z","De Fontenay, Marguerite","De Fontenay, Marguerite",Marguerite de Fontenay,former owner,"De Fontenay, Marguerite",human,Q123274747,,,,,
105,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185251Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698183Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852753Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148239Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940931Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320173Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659305Z","De Fouar, Beatrice","De Fouar, Beatrice",Beatrice de Fouar,former owner,"De Fouar, Beatrice",human,Q123274749,,,,,
106,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185256Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698186Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852758Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148248Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940942Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320187Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659308Z","De Geveldale, Richard, fl. 1295","De Geveldale, Richard, fl. 1295",Richard de Geveldale,author,"De Geveldale, Richard, fl. 1295",human,Q123274750,,,,,
107,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185260Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698189Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852766Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148253Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940958Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320199Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659310Z","De Marco, Giovanni, active 20th century","De Marco, Giovanni, active 20th century",Giovanni de Marco,former owner,"De Marco, Giovanni, active 20th century",human,Q123274751,,,,,
108,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185266Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698199Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852773Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148262Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941036Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320212Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659317Z","De Marinis, T",,,former owner,Tammaro De Marinis,human,Q3980638,,,,,
109,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185271Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698203Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852778Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148274Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941049Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320224Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659321Z","De Visme, Gerard, 1725?-1797",,,former owner,Gerard de Vismé,human,Q75282480,,,,,
110,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185275Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698213Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852786Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148280Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941074Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320233Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659324Z","De Vollant, Francois","De Vollant, Francois",Francois de Vollant,former owner,"De Vollant, Francois",human,Q123274752,,,,,
111,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185286Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698219Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852789Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148286Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941084Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320245Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659331Z","Deighton, Bell, and Co",,,former owner,"Deighton, Bell, & Company",organization,Q117019928,,,,,
112,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185291Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698222Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852794Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148295Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941094Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320254Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659334Z","Dodesham, Stephen","Dodesham, Stephen",Stephen Doddesham,scribe,"Dodesham, Stephen",human,Q123274753,,,,,
113,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185295Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698227Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852806Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148303Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941111Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320265Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659337Z","Dominican Painter, active 13th century","Dominican Painter, active 13th century","Dominican Painter, active 13th century",illuminator,"Dominican Painter, active 13th century",human,Q123274754,,,,,
114,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185302Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698236Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852812Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148309Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941121Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320274Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659342Z",Don Nicholaus of the Cistercian Order,Don Nicholaus of the Cistercian Order,Don Nicholaus of the Cistercian Order,illuminator,Don Nicholaus of the Cistercian Order,human,Q123274755,,,,,
115,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185307Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698240Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852815Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148318Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320283Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659434Z","Draper, William, Sir, 1721-1787",,,former owner,William Draper,human,Q2249648,,,,,
116,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185311Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698244Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852822Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148323Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941144Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320289Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659440Z","Duprat, Antoine, 1463-1535",,,former owner,Antoine Duprat,human,Q371678,,,,,
117,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185318Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698253Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852827Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148332Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941154Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320302Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659446Z","Duschnes, Philip C",,,former owner,Philip C. Duschnes,human,Q67614357,,,,,
118,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185322Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698257Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852835Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148340Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941164Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320311Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659449Z",E.P. Goldschmidt & Co,,,former owner,,,,,,organization,E.P. Goldschmidt & Co.,Q120442745
119,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185326Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698262Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852843Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148354Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941178Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320317Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659452Z","Ede, Charles",,,former owner,Charles Ede,human,Q5077226,,,,,
120,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185334Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698275Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852848Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148363Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941188Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320329Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659457Z","Ege, Otto F",,,former owner,,,,,,human,Otto Ege,Q7109575
121,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185338Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698279Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853239Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148375Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941198Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320347Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659460Z","Eisemann, Heinrich",,,former owner,Heinrich Eisemann,human,Q72936970,,,,,
122,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185342Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698290Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853257Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148381Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941216Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320357Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659463Z",Eleanor of Mohun,Eleanor of Mohun,Eleanor of Mohun,former owner,Eleanor of Mohun,human,Q123274756,,,,,
123,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185352Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698296Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853262Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148389Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941226Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320369Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659474Z","Ellis, Arthur M. 1875-1932",,,former owner,Arthur M. Ellis,human,Q94418291,,,,,
124,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185357Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698301Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853271Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148398Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941236Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320378Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659477Z",England and Wales. Sovereign (1547-1553 : Edward VI),,,author,Edward VI of England,human,Q83229,,,,,
