row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Account books,rbgenr,,Account books,http://id.loc.gov/vocabulary/rbmscv/cv00027,,
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Addresses,rbgenr,,Addresses,http://id.loc.gov/vocabulary/rbmscv/cv00038,,
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Antiphonaries,rbgenr,,,,Antiphonaries,http://id.loc.gov/vocabulary/rbmscv/cv00118
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Armorial bindings,rbbin,,Armorial bindings,http://id.loc.gov/vocabulary/rbmscv/cv00132,,
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Bibles,aat,,,,Bibles,http://vocab.getty.edu/aat/300264513
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Biographies,rbgenr,,Biographies,http://id.loc.gov/vocabulary/rbmscv/cv00185,,
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Books of hours,rbgenr,,,,Books of hours,http://id.loc.gov/vocabulary/rbmscv/cv01037
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Bosses,lobt,,,,bosses,http://w3id.org/lob/concept/1230
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Breviaries,rbgenr,,,,Breviaries,http://id.loc.gov/vocabulary/rbmscv/cv01045
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:28:17.588008300Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:28:32.665250400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:28:48.077530800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:29:03.217207900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:29:16.262876800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:29:29.240248900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:29:42.700948300Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:29:55.186596Z",Bulls (papal records),aat,,,,bulls (papal records),http://vocab.getty.edu/aat/300152044
