row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.090224200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Annals and chronicles,lcgft,,,,Annals and chronicles,http://id.worldcat.org/fast/1919892
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Antiphonaries (Service books),lcgft,,,,Antiphonaries (Service books),http://id.worldcat.org/fast/1920004
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Antiphonaries (service books),lcgft,,,,Antiphonaries (Service books),http://id.worldcat.org/fast/1920004
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Armorial bindings,rbmscv,,Armorial bindings,http://id.loc.gov/vocabulary/rbmscv/cv00132,,
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Armorial bookplates,rbmscv,,Armorial bookplates,http://id.loc.gov/vocabulary/rbmscv/cv00136,,
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Armorial stamps,rbmscv,,Armorial stamps,http://id.loc.gov/vocabulary/rbmscv/cv00139,,
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Armorials,rbmscv,,Armorials,http://id.loc.gov/vocabulary/rbmscv/cv00965,,
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Autographs,rbmscv,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,,
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Autographs,rbmscv ,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,,
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-17T15:30:40.954667400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-11-17T15:30:53.066226800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-11-17T15:31:03.646612900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-11-17T15:31:16.598221Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-11-17T15:31:45.091182800Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-11-17T15:31:56.838483300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-11-17T15:32:08.156481700Z | GENRE RECON, STEP 7: FINALIZED 2023-11-17T15:32:19.827187500Z",Bevelled edge boards,rbmscv,,Bevelled edge boards,http://id.loc.gov/vocabulary/rbmscv/cv00211,,
