row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z","Abbazia di Santa Giustina (Padua, Italy)--Manuscripts--Early works to 1800.",a--x--v,0,,"Abbazia di Santa Giustina (Padua, Italy);Manuscripts;Early works",http://id.worldcat.org/fast/544580;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,,
2,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z","Alexander, the Great, 356 B.C.-323 B.C.--Romances.",a;c;d--x,0,,,,"Alexander, the Great, 356 B.C.-323 B.C.;Romances",http://id.worldcat.org/fast/1800513;http://id.worldcat.org/fast/1099892
3,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z","Augustine, of Hippo, Saint, 354-430.",a;c;d,0,,,,"Augustine, of Hippo, Saint, 354-430",http://id.worldcat.org/fast/61554
4,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z","Benedict, Saint Abbot of Monte Cassino. Regula.",a;c;t,0,,"Regula (Benedict, Saint, Abbot of Monte Cassino)",http://id.worldcat.org/fast/1357012,,
5,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z",Benedictines--Flanders.,a--z,0,,Benedictines;Europe--Flanders,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1245991,,
6,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z",Benedictines--France--Early works to 1800.,a--z--x,0,,Benedictines;France;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,,
7,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z",Benedictines--Italy--Manuscripts.,a--z--x,0,,Benedictines;Italy;Manuscripts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060,,
8,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z",Benedictines--Liturgy--Early works to 1800.,a--x--v,0,,Benedictines;Liturgics;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1411636,,
9,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-16T16:14:49.883102600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-16T16:15:38.303823800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:16:01.084380200Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-16T16:51:25.658822400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:52:28.112745Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-16T16:52:58.551994800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:53:36.157367300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-16T16:56:30.290874300Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:56:58.344465400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-16T16:57:24.653883800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T16:58:17.331020100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-16T17:05:12.652981100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:05:36.822911700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-16T17:08:23.353618200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:11:46.704410600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-16T17:12:01.499556500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:12:21.994616Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-16T17:12:59.392293800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:13:34.343442100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-16T17:13:47.334276200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:16.046496100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-16T17:14:29.886249900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-11-16T17:14:47.426156Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-16T17:15:28.541163800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-11-16T17:16:24.437796300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-11-16T17:16:48.006948700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-11-16T17:17:28.424879700Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-16T17:17:52.460812400Z",Benedictines--Liturgy--Manuscripts--Early works to 1800.,a--x--x--v,0,,Benedictines;Liturgics;Manuscripts;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,,
